Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SYS1	2	0	0	0	0	2	2	2
TACR1	2	0	0	0	0	2	2	2
TARBP2	1	1	0	0	0	2	2	2
TARSL2	1	1	0	0	0	2	2	2
TBC1D4	2	0	0	0	0	2	2	2
TCTN2	1	1	0	0	0	2	2	2
TCTN3	2	0	0	0	0	2	2	2
TDP2	1	1	0	0	0	2	2	2
TEAD2	2	0	0	0	0	2	2	2
TFAP4	1	1	0	0	0	2	2	2
TFB2M	2	0	0	0	0	2	2	2
TFPI2	2	0	0	0	0	2	2	2
THEM5	2	0	0	0	0	2	2	2
TIMM21	2	0	0	0	0	2	2	2
TK1	2	0	0	0	0	2	2	2
TMC8	2	0	0	0	0	2	2	2
TMEM177	2	0	0	0	0	2	2	2
TMEM179	2	0	0	0	0	2	2	2
TMEM67	2	0	0	0	0	2	2	2
TMEM79	2	0	0	0	0	2	2	2
TNMD	2	0	0	0	0	2	2	2
TOR1A	1	1	0	0	0	2	2	2
TOR1AIP1	2	0	0	0	0	2	2	2
TPT1	2	0	0	0	0	2	2	2
TRAPPC5	2	0	0	0	0	2	2	2
TRIL	2	0	0	0	0	2	2	2
TRIM52	2	0	0	0	0	2	2	2
TRMT2A	2	0	0	0	0	2	2	2
TROAP	2	0	0	0	0	2	2	2
TRPC1	2	0	0	0	0	2	2	2
TSFM	2	0	0	0	0	2	2	2
TSPAN12	2	0	0	0	0	2	2	2
TSPYL5	1	1	0	0	0	2	2	2
TTC21A	2	0	0	0	0	2	2	2
TWIST1	1	1	0	0	0	2	2	2
UBIAD1	2	0	0	0	0	2	2	2
UGT2B15	1	1	0	0	0	2	2	2
USP38	1	1	0	0	0	2	2	2
VIM	2	0	0	0	0	2	2	2
WBSCR27	2	0	0	0	0	2	2	2
WDR46	2	0	0	0	0	2	2	2
WEE1	2	0	0	0	0	2	2	2
WIF1	2	0	0	0	0	2	2	2
WIZ	2	0	0	0	0	2	2	2
ZBTB10	2	0	0	0	0	2	2	2
ZCCHC4	2	0	0	0	0	2	2	2
ZCCHC6	2	0	0	0	0	2	2	2
ZDHHC15	2	0	0	0	0	2	2	2
ZKSCAN2	2	0	0	0	0	2	2	2
ZMYM3	2	0	0	0	0	2	2	2
ZMYND15	2	0	0	0	0	2	2	2
ZNF207	1	1	0	0	0	2	2	2
ZNF292	1	1	0	0	0	2	2	2
ZNF324	2	0	0	0	0	2	2	2
ZNF496	2	0	0	0	0	2	2	2
ZNF500	2	0	0	0	0	2	2	2
ZNF512B	2	0	0	0	0	2	2	2
ZNF74	2	0	0	0	0	2	2	2
ZRANB1	2	0	0	0	0	2	2	2
ZSCAN12	2	0	0	0	0	2	2	2
ZXDA	2	0	0	0	0	2	2	2
BTN2A2	2	0	0	0	0	2	1	1
ESF1	1	1	0	0	0	2	1	1
KPTN	2	0	0	0	0	2	1	1
LPCAT3	2	0	0	0	0	2	1	1
MAP3K11	1	1	0	0	0	2	1	1
MEGF9	2	0	0	0	0	2	1	1
NOC2L	2	0	0	0	0	2	1	1
PCDH7	2	0	0	0	0	2	1	1
PFN2	2	0	0	0	0	2	1	1
PHF12	2	0	0	0	0	2	1	1
POLR2G	2	0	0	0	0	2	1	1
PRR36	2	0	0	0	0	2	1	1
SMARCAL1	2	0	0	0	0	2	1	1
SNRNP27	2	0	0	0	0	2	1	1
ZYX	0	0	0	2	0	2	1	1
A2M	1	0	0	0	0	1	1	1
A2ML1	1	0	0	0	0	1	1	1
AASDHPPT	1	0	0	0	0	1	1	1
AATK	1	0	0	0	0	1	1	1
ABCB7	0	0	0	0	1	1	1	1
ABCB8	1	0	0	0	0	1	1	1
ABCC6	1	0	0	0	0	1	1	1
ABCC8	1	0	0	0	0	1	1	1
ABCD1	1	0	0	0	0	1	1	1
ABI3	1	0	0	0	0	1	1	1
ABTB2	1	0	0	0	0	1	1	1
AC004076.7	0	1	0	0	0	1	1	1
AC004381.6	1	0	0	0	0	1	1	1
ACADSB	1	0	0	0	0	1	1	1
ACE	1	0	0	0	0	1	1	1
ACER3	1	0	0	0	0	1	1	1
ACOT1	1	0	0	0	0	1	1	1
ACOT4	1	0	0	0	0	1	1	1
ACOX2	1	0	0	0	0	1	1	1
ACP2	0	1	0	0	0	1	1	1
ACPP	1	0	0	0	0	1	1	1
ADAM23	1	0	0	0	0	1	1	1
ADAMTS2	1	0	0	0	0	1	1	1
ADCK2	1	0	0	0	0	1	1	1
ADCY3	1	0	0	0	0	1	1	1
ADCY5	1	0	0	0	0	1	1	1
ADSS	0	1	0	0	0	1	1	1
AGPAT9	1	0	0	0	0	1	1	1
AGPS	1	0	0	0	0	1	1	1
AIG1	1	0	0	0	0	1	1	1
AIRE	1	0	0	0	0	1	1	1
AJUBA	1	0	0	0	0	1	1	1
AK5	1	0	0	0	0	1	1	1
AK8	1	0	0	0	0	1	1	1
AKAP9	1	0	0	0	0	1	1	1
AKR1C1	1	0	0	0	0	1	1	1
AKR7A3	1	0	0	0	0	1	1	1
ALG10B	1	0	0	0	0	1	1	1
ALKBH2	1	0	0	0	0	1	1	1
ALOX15B	1	0	0	0	0	1	1	1
ANGPT1	1	0	0	0	0	1	1	1
ANKHD1-EIF4EBP3	1	0	0	0	0	1	1	1
ANKRA2	1	0	0	0	0	1	1	1
ANKRD13D	1	0	0	0	0	1	1	1
ANKRD16	1	0	0	0	0	1	1	1
ANKRD17	1	0	0	0	0	1	1	1
ANKRD18A	1	0	0	0	0	1	1	1
ANKRD2	0	1	0	0	0	1	1	1
ANKRD36C	1	0	0	0	0	1	1	1
ANKRD37	1	0	0	0	0	1	1	1
ANKRD50	1	0	0	0	0	1	1	1
AP3M2	1	0	0	0	0	1	1	1
APBA3	1	0	0	0	0	1	1	1
APEH	1	0	0	0	0	1	1	1
APLN	1	0	0	0	0	1	1	1
APLNR	1	0	0	0	0	1	1	1
APOBEC3F	1	0	0	0	0	1	1	1
AQP11	1	0	0	0	0	1	1	1
AR	1	0	0	0	0	1	1	1
AREG	1	0	0	0	0	1	1	1
ARF5	1	0	0	0	0	1	1	1
ARG2	0	1	0	0	0	1	1	1
ARHGAP26	1	0	0	0	0	1	1	1
ARHGAP6	1	0	0	0	0	1	1	1
ARHGEF17	1	0	0	0	0	1	1	1
ARHGEF40	1	0	0	0	0	1	1	1
ARID1B	1	0	0	0	0	1	1	1
ARIH1	0	1	0	0	0	1	1	1
ARL5B	1	0	0	0	0	1	1	1
ARL6IP1	1	0	0	0	0	1	1	1
ARMC6	1	0	0	0	0	1	1	1
ARMC7	1	0	0	0	0	1	1	1
ARMT1	1	0	0	0	0	1	1	1
ARPC5	1	0	0	0	0	1	1	1
ARPIN	1	0	0	0	0	1	1	1
ARRDC3	1	0	0	0	0	1	1	1
ARRDC4	1	0	0	0	0	1	1	1
ARSA	1	0	0	0	0	1	1	1
ARSJ	1	0	0	0	0	1	1	1
ARV1	1	0	0	0	0	1	1	1
ASB6	1	0	0	0	0	1	1	1
ASF1B	1	0	0	0	0	1	1	1
ASPM	0	0	0	1	0	1	1	1
ASTE1	1	0	0	0	0	1	1	1
ATF6B	1	0	0	0	0	1	1	1
ATG12	1	0	0	0	0	1	1	1
ATG16L2	1	0	0	0	0	1	1	1
ATG4D	1	0	0	0	0	1	1	1
ATG9B	1	0	0	0	0	1	1	1
ATIC	1	0	0	0	0	1	1	1
ATP1A2	0	0	0	0	1	1	1	1
ATP2A1	0	1	0	0	0	1	1	1
ATP5B	1	0	0	0	0	1	1	1
ATP5SL	1	0	0	0	0	1	1	1
ATP6AP1	1	0	0	0	0	1	1	1
ATP6V0A1	1	0	0	0	0	1	1	1
ATP6V0C	1	0	0	0	0	1	1	1
ATP6V0E1	1	0	0	0	0	1	1	1
ATP6V1D	1	0	0	0	0	1	1	1
ATP6V1G2	0	1	0	0	0	1	1	1
ATPIF1	1	0	0	0	0	1	1	1
ATRAID	1	0	0	0	0	1	1	1
ATXN7L3	1	0	0	0	0	1	1	1
B3GAT3	1	0	0	0	0	1	1	1
B3GNT4	1	0	0	0	0	1	1	1
B3GNT7	1	0	0	0	0	1	1	1
B4GALNT1	1	0	0	0	0	1	1	1
B4GALT5	1	0	0	0	0	1	1	1
BAG4	1	0	0	0	0	1	1	1
BATF	1	0	0	0	0	1	1	1
BATF3	1	0	0	0	0	1	1	1
BAX	1	0	0	0	0	1	1	1
BCAS3	1	0	0	0	0	1	1	1
BCL2	1	0	0	0	0	1	1	1
BCL2L12	0	1	0	0	0	1	1	1
BCL2L2	0	0	0	1	0	1	1	1
BCL6B	1	0	0	0	0	1	1	1
BCL7A	1	0	0	0	0	1	1	1
BCL7C	1	0	0	0	0	1	1	1
BCR	1	0	0	0	0	1	1	1
BDP1	1	0	0	0	0	1	1	1
BEST1	1	0	0	0	0	1	1	1
BET1	1	0	0	0	0	1	1	1
BET1L	0	1	0	0	0	1	1	1
BHLHE41	1	0	0	0	0	1	1	1
BIRC5	0	1	0	0	0	1	1	1
BLOC1S2	1	0	0	0	0	1	1	1
BMF	1	0	0	0	0	1	1	1
BNIPL	1	0	0	0	0	1	1	1
BPIFA1	1	0	0	0	0	1	1	1
BPTF	1	0	0	0	0	1	1	1
BRK1	1	0	0	0	0	1	1	1
BTG1	1	0	0	0	0	1	1	1
BTN1A1	1	0	0	0	0	1	1	1
BUB3	1	0	0	0	0	1	1	1
BZRAP1	1	0	0	0	0	1	1	1
C10orf32	1	0	0	0	0	1	1	1
C11orf30	1	0	0	0	0	1	1	1
C11orf45	1	0	0	0	0	1	1	1
C11orf71	1	0	0	0	0	1	1	1
C11orf95	1	0	0	0	0	1	1	1
C12orf45	1	0	0	0	0	1	1	1
C14orf142	1	0	0	0	0	1	1	1
C14orf80	1	0	0	0	0	1	1	1
C15orf48	1	0	0	0	0	1	1	1
C15orf61	1	0	0	0	0	1	1	1
C16orf93	0	1	0	0	0	1	1	1
C17orf97	1	0	0	0	0	1	1	1
C19orf26	1	0	0	0	0	1	1	1
C19orf54	1	0	0	0	0	1	1	1
C19orf57	1	0	0	0	0	1	1	1
C19orf66	1	0	0	0	0	1	1	1
C1orf131	1	0	0	0	0	1	1	1
C1orf198	1	0	0	0	0	1	1	1
C1orf52	1	0	0	0	0	1	1	1
C21orf59	1	0	0	0	0	1	1	1
C21orf91	1	0	0	0	0	1	1	1
C22orf23	1	0	0	0	0	1	1	1
C22orf29	1	0	0	0	0	1	1	1
C2CD3	1	0	0	0	0	1	1	1
C2orf49	1	0	0	0	0	1	1	1
C2orf54	1	0	0	0	0	1	1	1
C2orf68	0	1	0	0	0	1	1	1
C3orf14	1	0	0	0	0	1	1	1
C7orf31	1	0	0	0	0	1	1	1
C8G	0	0	0	1	0	1	1	1
C9orf117	0	1	0	0	0	1	1	1
C9orf172	1	0	0	0	0	1	1	1
C9orf173	1	0	0	0	0	1	1	1
C9orf85	0	0	0	0	1	1	1	1
CA12	1	0	0	0	0	1	1	1
CA14	1	0	0	0	0	1	1	1
CACNA1F	1	0	0	0	0	1	1	1
CALR	1	0	0	0	0	1	1	1
CAMKV	1	0	0	0	0	1	1	1
CAMSAP2	1	0	0	0	0	1	1	1
CAPN10	1	0	0	0	0	1	1	1
CAPN3	1	0	0	0	0	1	1	1
CAPN8	1	0	0	0	0	1	1	1
CAPN9	1	0	0	0	0	1	1	1
CASC4	1	0	0	0	0	1	1	1
CASD1	1	0	0	0	0	1	1	1
CASP1	1	0	0	0	0	1	1	1
CASS4	1	0	0	0	0	1	1	1
CBLB	1	0	0	0	0	1	1	1
CCAR1	0	1	0	0	0	1	1	1
CCAR2	1	0	0	0	0	1	1	1
CCDC103	1	0	0	0	0	1	1	1
CCDC137	1	0	0	0	0	1	1	1
CCDC14	1	0	0	0	0	1	1	1
CCDC144A	1	0	0	0	0	1	1	1
CCDC163P	1	0	0	0	0	1	1	1
CCDC28A	1	0	0	0	0	1	1	1
CCDC43	1	0	0	0	0	1	1	1
CCDC50	1	0	0	0	0	1	1	1
CCDC64	1	0	0	0	0	1	1	1
CCDC74B	1	0	0	0	0	1	1	1
CCNA1	1	0	0	0	0	1	1	1
CCNA2	1	0	0	0	0	1	1	1
CCNB1	0	0	0	1	0	1	1	1
CCNB2	1	0	0	0	0	1	1	1
CCNE1	1	0	0	0	0	1	1	1
CCNE2	1	0	0	0	0	1	1	1
CCNG2	1	0	0	0	0	1	1	1
CCNI2	1	0	0	0	0	1	1	1
CCNL1	1	0	0	0	0	1	1	1
CCT8	1	0	0	0	0	1	1	1
CCZ1B	1	0	0	0	0	1	1	1
CD1E	1	0	0	0	0	1	1	1
CD200R1	1	0	0	0	0	1	1	1
CD300E	1	0	0	0	0	1	1	1
CD37	1	0	0	0	0	1	1	1
CD40LG	1	0	0	0	0	1	1	1
CD48	1	0	0	0	0	1	1	1
CD83	1	0	0	0	0	1	1	1
CD9	1	0	0	0	0	1	1	1
CDC20	1	0	0	0	0	1	1	1
CDC20B	1	0	0	0	0	1	1	1
CDC34	1	0	0	0	0	1	1	1
CDC40	1	0	0	0	0	1	1	1
CDC5L	1	0	0	0	0	1	1	1
CDC73	1	0	0	0	0	1	1	1
CDH24	0	1	0	0	0	1	1	1
CDH4	1	0	0	0	0	1	1	1
CDHR1	1	0	0	0	0	1	1	1
CDK19	1	0	0	0	0	1	1	1
CDT1	1	0	0	0	0	1	1	1
CEBPZ	1	0	0	0	0	1	1	1
CELF4	1	0	0	0	0	1	1	1
CELSR1	1	0	0	0	0	1	1	1
CEP126	1	0	0	0	0	1	1	1
CERS6	1	0	0	0	0	1	1	1
CES3	1	0	0	0	0	1	1	1
CFAP57	1	0	0	0	0	1	1	1
CFL2	1	0	0	0	0	1	1	1
CFP	0	1	0	0	0	1	1	1
CHAC2	0	1	0	0	0	1	1	1
CHAD	1	0	0	0	0	1	1	1
CHCHD5	1	0	0	0	0	1	1	1
CHD1L	0	0	0	0	1	1	1	1
CHEK1	1	0	0	0	0	1	1	1
CHIC1	1	0	0	0	0	1	1	1
CHIC2	1	0	0	0	0	1	1	1
CHMP5	1	0	0	0	0	1	1	1
CHORDC1	1	0	0	0	0	1	1	1
CHPF2	1	0	0	0	0	1	1	1
CHURC1	1	0	0	0	0	1	1	1
CIB2	1	0	0	0	0	1	1	1
CLDN1	1	0	0	0	0	1	1	1
CLDN10	1	0	0	0	0	1	1	1
CLEC4E	1	0	0	0	0	1	1	1
CLEC5A	1	0	0	0	0	1	1	1
CLIC2	1	0	0	0	0	1	1	1
CLIC6	1	0	0	0	0	1	1	1
CLTC	1	0	0	0	0	1	1	1
CNIH1	0	0	0	0	1	1	1	1
CNNM3	1	0	0	0	0	1	1	1
CNOT11	1	0	0	0	0	1	1	1
CNPPD1	1	0	0	0	0	1	1	1
CNPY4	1	0	0	0	0	1	1	1
CNRIP1	1	0	0	0	0	1	1	1
CNTLN	1	0	0	0	0	1	1	1
COIL	0	1	0	0	0	1	1	1
COL13A1	1	0	0	0	0	1	1	1
COL6A1	1	0	0	0	0	1	1	1
COMMD4	1	0	0	0	0	1	1	1
COMP	1	0	0	0	0	1	1	1
COPS8	1	0	0	0	0	1	1	1
COQ3	1	0	0	0	0	1	1	1
CORIN	1	0	0	0	0	1	1	1
CORO1B	1	0	0	0	0	1	1	1
COTL1	1	0	0	0	0	1	1	1
COX10	1	0	0	0	0	1	1	1
COX6A1	1	0	0	0	0	1	1	1
CPB2	1	0	0	0	0	1	1	1
CPEB4	1	0	0	0	0	1	1	1
CPNE7	0	0	0	1	0	1	1	1
CPXM1	0	0	0	1	0	1	1	1
CRACR2B	1	0	0	0	0	1	1	1
CREB3	1	0	0	0	0	1	1	1
CREB3L4	1	0	0	0	0	1	1	1
CRISPLD1	1	0	0	0	0	1	1	1
CRKL	1	0	0	0	0	1	1	1
CRNKL1	1	0	0	0	0	1	1	1
CRTAM	1	0	0	0	0	1	1	1
CRY2	1	0	0	0	0	1	1	1
CSPP1	1	0	0	0	0	1	1	1
CST1	1	0	0	0	0	1	1	1
CST5	1	0	0	0	0	1	1	1
CTAGE1	1	0	0	0	0	1	1	1
CTAGE8	1	0	0	0	0	1	1	1
CTR9	1	0	0	0	0	1	1	1
CTSA	1	0	0	0	0	1	1	1
CTU2	1	0	0	0	0	1	1	1
CXCL14	1	0	0	0	0	1	1	1
CXCL17	0	0	0	0	1	1	1	1
CYB5A	1	0	0	0	0	1	1	1
CYCS	0	0	0	1	0	1	1	1
CYP26B1	1	0	0	0	0	1	1	1
CYP27A1	1	0	0	0	0	1	1	1
CYP27B1	1	0	0	0	0	1	1	1
CYP2A7	0	0	0	0	1	1	1	1
CYP2D6	1	0	0	0	0	1	1	1
CYP4F12	1	0	0	0	0	1	1	1
CYP4Z1	1	0	0	0	0	1	1	1
CYTH2	1	0	0	0	0	1	1	1
DAD1	1	0	0	0	0	1	1	1
DAPP1	1	0	0	0	0	1	1	1
DCAF12	1	0	0	0	0	1	1	1
DCAF17	1	0	0	0	0	1	1	1
DCLK2	1	0	0	0	0	1	1	1
DCLRE1C	0	0	0	0	1	1	1	1
DCPS	1	0	0	0	0	1	1	1
DCTN4	1	0	0	0	0	1	1	1
DDIT4L	1	0	0	0	0	1	1	1
DDX10	1	0	0	0	0	1	1	1
DDX18	1	0	0	0	0	1	1	1
DDX24	1	0	0	0	0	1	1	1
DDX56	1	0	0	0	0	1	1	1
DEFB1	1	0	0	0	0	1	1	1
DEGS2	1	0	0	0	0	1	1	1
DENND1C	0	0	0	1	0	1	1	1
DES	1	0	0	0	0	1	1	1
DFFA	1	0	0	0	0	1	1	1
DGCR14	1	0	0	0	0	1	1	1
DGKE	1	0	0	0	0	1	1	1
DGUOK	0	1	0	0	0	1	1	1
DHRS4	1	0	0	0	0	1	1	1
DHX36	1	0	0	0	0	1	1	1
DHX37	1	0	0	0	0	1	1	1
DHX38	1	0	0	0	0	1	1	1
DIS3L	1	0	0	0	0	1	1	1
DLD	1	0	0	0	0	1	1	1
DLEC1	1	0	0	0	0	1	1	1
DLGAP5	0	0	0	1	0	1	1	1
DLX2	1	0	0	0	0	1	1	1
DMKN	1	0	0	0	0	1	1	1
DMWD	1	0	0	0	0	1	1	1
DNAH6	1	0	0	0	0	1	1	1
DNAJC22	1	0	0	0	0	1	1	1
DNAJC24	0	1	0	0	0	1	1	1
DNAJC28	1	0	0	0	0	1	1	1
DNASE2	1	0	0	0	0	1	1	1
DOCK4	1	0	0	0	0	1	1	1
DOK2	1	0	0	0	0	1	1	1
DOK5	1	0	0	0	0	1	1	1
DPH3	1	0	0	0	0	1	1	1
DPM1	1	0	0	0	0	1	1	1
DPP4	1	0	0	0	0	1	1	1
DPY19L2	1	0	0	0	0	1	1	1
DQX1	1	0	0	0	0	1	1	1
DSCR4	1	0	0	0	0	1	1	1
DSEL	1	0	0	0	0	1	1	1
DSN1	1	0	0	0	0	1	1	1
DTX1	1	0	0	0	0	1	1	1
DTX3L	1	0	0	0	0	1	1	1
DTYMK	1	0	0	0	0	1	1	1
DUS1L	1	0	0	0	0	1	1	1
DUSP10	1	0	0	0	0	1	1	1
DUSP12	1	0	0	0	0	1	1	1
DUSP6	1	0	0	0	0	1	1	1
DYNC1LI1	1	0	0	0	0	1	1	1
DYNC1LI2	1	0	0	0	0	1	1	1
DYSF	1	0	0	0	0	1	1	1
E2F3	0	0	0	0	1	1	1	1
EAF1	1	0	0	0	0	1	1	1
EDN2	1	0	0	0	0	1	1	1
EDN3	1	0	0	0	0	1	1	1
EEF1A2	1	0	0	0	0	1	1	1
EEF2KMT	1	0	0	0	0	1	1	1
EFCAB14	1	0	0	0	0	1	1	1
EFNB3	1	0	0	0	0	1	1	1
EHD3	1	0	0	0	0	1	1	1
EIF1AD	1	0	0	0	0	1	1	1
EIF2D	1	0	0	0	0	1	1	1
EIF3K	1	0	0	0	0	1	1	1
EIF4A3	1	0	0	0	0	1	1	1
EIF4G2	1	0	0	0	0	1	1	1
ELMOD2	1	0	0	0	0	1	1	1
ELP2	1	0	0	0	0	1	1	1
ELP5	1	0	0	0	0	1	1	1
ELP6	1	0	0	0	0	1	1	1
EMC1	1	0	0	0	0	1	1	1
EMC4	1	0	0	0	0	1	1	1
EMC7	1	0	0	0	0	1	1	1
EMC8	1	0	0	0	0	1	1	1
EML3	1	0	0	0	0	1	1	1
ENDOD1	1	0	0	0	0	1	1	1
ENDOV	1	0	0	0	0	1	1	1
ENTHD2	1	0	0	0	0	1	1	1
EOMES	1	0	0	0	0	1	1	1
EPC2	0	1	0	0	0	1	1	1
EPHA1	1	0	0	0	0	1	1	1
EPN3	1	0	0	0	0	1	1	1
ERCC2	1	0	0	0	0	1	1	1
ERCC4	0	1	0	0	0	1	1	1
ERICH2	1	0	0	0	0	1	1	1
ERLEC1	1	0	0	0	0	1	1	1
ESPL1	1	0	0	0	0	1	1	1
ESYT3	1	0	0	0	0	1	1	1
ETAA1	0	0	0	0	1	1	1	1
ETHE1	1	0	0	0	0	1	1	1
ETV3	1	0	0	0	0	1	1	1
EVI2A	0	1	0	0	0	1	1	1
EXOC3L1	1	0	0	0	0	1	1	1
EXT1	1	0	0	0	0	1	1	1
FAAH2	0	1	0	0	0	1	1	1
FABP7	1	0	0	0	0	1	1	1
FAHD1	1	0	0	0	0	1	1	1
FAHD2A	0	1	0	0	0	1	1	1
FAM101B	1	0	0	0	0	1	1	1
FAM111B	1	0	0	0	0	1	1	1
FAM120C	1	0	0	0	0	1	1	1
FAM134A	1	0	0	0	0	1	1	1
FAM134C	1	0	0	0	0	1	1	1
FAM161A	1	0	0	0	0	1	1	1
FAM166A	1	0	0	0	0	1	1	1
FAM179B	0	1	0	0	0	1	1	1
FAM185A	1	0	0	0	0	1	1	1
FAM188A	1	0	0	0	0	1	1	1
FAM199X	1	0	0	0	0	1	1	1
FAM26E	1	0	0	0	0	1	1	1
FAM32A	1	0	0	0	0	1	1	1
FAM63B	0	1	0	0	0	1	1	1
FAM71E1	1	0	0	0	0	1	1	1
FAM78B	1	0	0	0	0	1	1	1
FAM84B	1	0	0	0	0	1	1	1
FAM92A1	1	0	0	0	0	1	1	1
FANCM	1	0	0	0	0	1	1	1
FASLG	1	0	0	0	0	1	1	1
FASTKD1	1	0	0	0	0	1	1	1
FASTKD2	1	0	0	0	0	1	1	1
FBXL19	1	0	0	0	0	1	1	1
FBXO22	1	0	0	0	0	1	1	1
FBXO24	1	0	0	0	0	1	1	1
FBXO28	1	0	0	0	0	1	1	1
FCF1	1	0	0	0	0	1	1	1
FCGR2A	1	0	0	0	0	1	1	1
FCGR3B	0	0	0	1	0	1	1	1
FCN3	1	0	0	0	0	1	1	1
FDXR	1	0	0	0	0	1	1	1
FEM1A	1	0	0	0	0	1	1	1
FEM1C	1	0	0	0	0	1	1	1
FEN1	1	0	0	0	0	1	1	1
FGA	1	0	0	0	0	1	1	1
FGF10	1	0	0	0	0	1	1	1
FGF18	1	0	0	0	0	1	1	1
FH	0	1	0	0	0	1	1	1
FHOD1	1	0	0	0	0	1	1	1
FKBP15	0	0	0	0	1	1	1	1
FKBP7	1	0	0	0	0	1	1	1
FLNB	1	0	0	0	0	1	1	1
FLVCR1	1	0	0	0	0	1	1	1
FOS	1	0	0	0	0	1	1	1
FOSB	1	0	0	0	0	1	1	1
FOSL1	1	0	0	0	0	1	1	1
FOXC1	1	0	0	0	0	1	1	1
FOXO4	1	0	0	0	0	1	1	1
FOXRED1	1	0	0	0	0	1	1	1
FRA10AC1	1	0	0	0	0	1	1	1
FRG1	1	0	0	0	0	1	1	1
FRK	1	0	0	0	0	1	1	1
FRZB	1	0	0	0	0	1	1	1
FSCN2	1	0	0	0	0	1	1	1
FTSJ1	1	0	0	0	0	1	1	1
FUBP1	1	0	0	0	0	1	1	1
FUCA1	1	0	0	0	0	1	1	1
FZD2	1	0	0	0	0	1	1	1
FZD4	1	0	0	0	0	1	1	1
GABARAP	1	0	0	0	0	1	1	1
GABARAPL2	1	0	0	0	0	1	1	1
GABRQ	1	0	0	0	0	1	1	1
GAL	1	0	0	0	0	1	1	1
GAR1	1	0	0	0	0	1	1	1
GAS2L1	1	0	0	0	0	1	1	1
GATB	1	0	0	0	0	1	1	1
GBE1	0	1	0	0	0	1	1	1
GCDH	1	0	0	0	0	1	1	1
GCH1	1	0	0	0	0	1	1	1
GCSAM	1	0	0	0	0	1	1	1
GEMIN5	1	0	0	0	0	1	1	1
GFAP	1	0	0	0	0	1	1	1
GFM1	1	0	0	0	0	1	1	1
GFOD1	1	0	0	0	0	1	1	1
GINS1	1	0	0	0	0	1	1	1
GIPC3	0	1	0	0	0	1	1	1
GJC3	1	0	0	0	0	1	1	1
GLA	1	0	0	0	0	1	1	1
GLB1L	1	0	0	0	0	1	1	1
GLIPR1L2	1	0	0	0	0	1	1	1
GLOD4	1	0	0	0	0	1	1	1
GLRB	1	0	0	0	0	1	1	1
GNA13	0	1	0	0	0	1	1	1
GNAQ	1	0	0	0	0	1	1	1
GOLGA2	1	0	0	0	0	1	1	1
GPATCH1	1	0	0	0	0	1	1	1
GPATCH3	1	0	0	0	0	1	1	1
GPR37L1	1	0	0	0	0	1	1	1
GPR39	1	0	0	0	0	1	1	1
GPRASP1	0	1	0	0	0	1	1	1
GPSM3	1	0	0	0	0	1	1	1
GRHPR	1	0	0	0	0	1	1	1
GRIA3	1	0	0	0	0	1	1	1
GRIK1	1	0	0	0	0	1	1	1
GRIK3	1	0	0	0	0	1	1	1
GRIN2A	1	0	0	0	0	1	1	1
GRIPAP1	1	0	0	0	0	1	1	1
GRPR	1	0	0	0	0	1	1	1
GTPBP3	1	0	0	0	0	1	1	1
GTPBP8	1	0	0	0	0	1	1	1
GYG1	0	1	0	0	0	1	1	1
GYS1	1	0	0	0	0	1	1	1
GZF1	1	0	0	0	0	1	1	1
GZMA	1	0	0	0	0	1	1	1
HAGHL	1	0	0	0	0	1	1	1
HARS	1	0	0	0	0	1	1	1
HARS2	1	0	0	0	0	1	1	1
HAUS1	1	0	0	0	0	1	1	1
HAUS8	1	0	0	0	0	1	1	1
HBEGF	1	0	0	0	0	1	1	1
HCCS	1	0	0	0	0	1	1	1
HCFC1	1	0	0	0	0	1	1	1
HDAC6	1	0	0	0	0	1	1	1
HDDC2	1	0	0	0	0	1	1	1
HEATR3	0	0	0	1	0	1	1	1
HEATR6	1	0	0	0	0	1	1	1
HEBP2	1	0	0	0	0	1	1	1
HECTD1	1	0	0	0	0	1	1	1
HECTD3	1	0	0	0	0	1	1	1
HELB	1	0	0	0	0	1	1	1
HELQ	1	0	0	0	0	1	1	1
HEPACAM2	1	0	0	0	0	1	1	1
HEPH	0	0	0	1	0	1	1	1
HIST1H2AC	1	0	0	0	0	1	1	1
HIST1H2BJ	1	0	0	0	0	1	1	1
HIST1H2BN	1	0	0	0	0	1	1	1
HIST2H2AB	1	0	0	0	0	1	1	1
HIST3H2A	1	0	0	0	0	1	1	1
HIST4H4	1	0	0	0	0	1	1	1
HLA-DOA	1	0	0	0	0	1	1	1
HLA-E	0	1	0	0	0	1	1	1
HLF	1	0	0	0	0	1	1	1
HMGCS2	1	0	0	0	0	1	1	1
HMGN1	1	0	0	0	0	1	1	1
HMOX1	1	0	0	0	0	1	1	1
HMP19	1	0	0	0	0	1	1	1
HNMT	1	0	0	0	0	1	1	1
HNRNPA1	1	0	0	0	0	1	1	1
HOXA11	1	0	0	0	0	1	1	1
HOXC13	0	0	0	0	1	1	1	1
HS2ST1	1	0	0	0	0	1	1	1
HS6ST1	1	0	0	0	0	1	1	1
HS6ST3	1	0	0	0	0	1	1	1
HSBP1L1	1	0	0	0	0	1	1	1
HSCB	1	0	0	0	0	1	1	1
HSD17B2	1	0	0	0	0	1	1	1
HSF2	0	1	0	0	0	1	1	1
