Chr	Start	End	Gene_Name	Strand
1	228145984	228151984	GUK1	+
1	228156826	228162826	GJC2	+
1	228179257	228185257	IBA57	+
1	228375874	228381874	OBSCN	+
1	228390673	228396673	TRIM11	-
1	228404940	228410940	TRIM17	-
1	228421845	228427845	HIST3H3	-
1	228453979	228459979	HIST3H2A	-
1	228457470	228463470	HIST3H2BB	+
1	228492766	228498766	RNF187	+
1	228743669	228749669	RHOU	+
1	229302504	229308504	RAB4A	+
1	229302894	229308894	SPHAR	+
1	229318005	229324005	CCSAP	-
1	229428245	229434245	ACTA1	-
1	229437260	229443260	NUP133	-
1	229513582	229519582	ABCB10	-
1	229590111	229596111	TAF5L	-
1	229657199	229663199	URB2	+
1	230157438	230163438	GALNT2	+
1	230279124	230285124	GALNT2	+
1	230311482	230317482	PGBD5	-
1	230690982	230696982	COG2	+
1	230699523	230705523	AGT	-
1	230799003	230805003	CAPN9	+
1	230834119	230840119	C1orf198	-
1	230903243	230909243	TTC13	-
1	230997595	231003595	ARV1	+
1	231015958	231021958	FAM89A	-
1	231218556	231224556	TRIM67	+
1	231220763	231226763	C1orf131	-
1	231274973	231280973	GNPAT	+
1	231329753	231335753	EXOC8	-
1	231352023	231358023	SPRTN	+
1	231360751	231366751	EGLN1	-
1	231563524	231569524	TSNAX-DISC1	+
1	231816244	231822244	TSNAX	+
1	232038272	232044272	DISC1	+
1	232394965	232400965	SIPA1L2	-
1	232805407	232811407	MAP10	+
1	232980435	232986435	PCNX2	-
1	232980882	232986882	NTPCR	+
1	233669512	233675512	KCNK1	+
1	234321516	234327516	SLC35F3	+
1	234381049	234387049	COA6	+
1	234388313	234394313	TARBP1	-
1	234601269	234607269	IRF2BP2	-
1	235106336	235112336	TOMM20	-
1	235128183	235134183	RBM34	-
1	235128634	235134634	ARID4B	-
1	235341532	235347532	GGPS1	+
1	235445968	235451968	TBCE	+
1	235446923	235452923	B3GALNT2	-
1	235448492	235454492	B3GALNT2	-
1	235449030	235455030	B3GALNT2	-
1	235449562	235455562	B3GALNT2	-
1	235454141	235460141	B3GALNT2	-
1	235457116	235463116	B3GALNT2	-
1	235458534	235464534	B3GALNT2	-
1	235461334	235467334	B3GALNT2	-
1	235463245	235469245	B3GALNT2	-
1	235464501	235470501	B3GALNT2	-
1	235465471	235471471	B3GALNT2	-
1	235465727	235471727	B3GALNT2	-
1	235467592	235473592	B3GALNT2	-
1	235471990	235477990	B3GALNT2	-
1	235483099	235489099	B3GALNT2	-
1	235485639	235491639	B3GALNT2	-
1	235485721	235491721	B3GALNT2	-
1	235486472	235492472	B3GALNT2	-
1	235488100	235494100	B3GALNT2	-
1	235491285	235497285	B3GALNT2	-
1	235491469	235497469	B3GALNT2	-
1	235495875	235501875	B3GALNT2	-
1	235544687	235550687	GNG4	-
1	235658041	235664041	LYST	-
1	235972830	235978830	NID1	-
1	236212555	236218555	ERO1B	-
1	236218865	236224865	GPR137B	+
1	236481914	236487914	EDARADD	+
1	236546005	236552005	HEATR1	-
1	236549981	236555981	LGALS8	+
1	236761631	236767631	ACTN2	+
1	236900981	236906981	MTR	+
1	237830988	237836988	RYR2	+
1	239912452	239918452	CHRM3	+
1	240472189	240478189	FMN2	+
1	240486573	240492573	GREM2	-
1	240772515	240778515	RGS7	-
1	241494603	241500603	FH	-
1	241573024	241579024	KMO	+
1	241573715	241579715	KMO	+
1	241587102	241593102	OPN3	-
1	241592642	241598642	KMO	+
1	241625853	241631853	CHML	-
1	241799133	241805133	WDR64	+
1	241892148	241898148	EXO1	+
1	241956062	241962062	BECN2	+
1	241992490	241998490	MAP1LC3C	-
1	242079986	242085986	PLD5	-
1	243121428	243127428	CEP170	-
1	243485233	243491233	AKT3	-
1	243497092	243503092	SDCCAG8	+
1	244054476	244060476	ZBTB18	+
1	244386663	244392663	C1orf100	+
1	244405494	244411494	ADSS	-
1	244706033	244712033	DESI2	+
1	244837638	244843638	HNRNPU	-
1	244842057	244848057	COX20	+
1	245124164	245130164	EFCAB2	+
1	245706431	245712431	KIF26B	+
1	245746342	245752342	SMYD3	-
1	246537560	246543560	TFB2M	-
1	246665584	246671584	CNST	+
1	246765137	246771137	SCCPDH	+
1	246836098	246842098	AHCTF1	-
1	246942547	246948547	ZNF670	-
1	246942547	246948547	ZNF670-ZNF695	-
1	247033784	247039784	ZNF695	-
1	247096962	247102962	ZNF669	-
1	247118975	247124975	ZNF124	-
1	247294412	247300412	ZNF496	-
1	247574690	247580690	GCSAML	+
1	247811800	247817800	OR14A16	-
1	247837928	247843928	OR11L1	-
1	247875205	247881205	TRIM58	+
1	247893531	247899531	OR2W3	+
1	247918956	247924956	OR2T8	+
1	248097922	248103922	OR2L13	+
1	248269852	248275852	OR2T33	-
1	248291616	248297616	OR2T12	-
1	248807446	248813446	SH3BP5L	-
1	248846517	248852517	ZNF672	+
1	248847006	248853006	ZNF692	-
1	248916946	248922946	PGBD2	+
10	43892	49892	TUBB8	-
10	251637	257637	ZMYND11	+
10	271190	277190	DIP2C	-
10	803914	809914	LARP4B	-
10	1015907	1021907	IDI2	-
10	1016936	1022936	GTPBP4	+
10	1036908	1042908	IDI1	-
10	1129297	1135297	WDR37	+
10	1174318	1180318	ADARB2	-
10	1229511	1235511	ADARB2	-
10	1229598	1235598	ADARB2	-
10	1229740	1235740	ADARB2	-
10	1230978	1236978	ADARB2	-
10	1231741	1237741	ADARB2	-
10	1236320	1242320	ADARB2	-
10	1236333	1242333	ADARB2	-
10	1236361	1242361	ADARB2	-
10	1236676	1242676	ADARB2	-
10	1236687	1242687	ADARB2	-
10	1236984	1242984	ADARB2	-
10	1237081	1243081	ADARB2	-
10	1237154	1243154	ADARB2	-
10	1237178	1243178	ADARB2	-
10	1239787	1245787	ADARB2	-
10	1249672	1255672	ADARB2	-
10	1259287	1265287	ADARB2	-
10	1259557	1265557	ADARB2	-
10	1262650	1268650	ADARB2	-
10	1263521	1269521	ADARB2	-
10	1652314	1658314	ADARB2	-
10	3134712	3140712	PFKP	+
10	3134728	3140728	PITRM1	-
10	3772996	3778996	KLF6	-
10	4845062	4851062	AKR1E2	+
10	4980283	4986283	AKR1C1	+
10	4984400	4990400	AKR1C2	-
10	5104686	5110686	AKR1C3	+
10	5215949	5221949	AKR1C4	+
10	5371692	5377692	UCN3	+
10	5390098	5396098	TUBAL3	-
10	5455463	5461463	NET1	+
10	5635867	5641867	ASB13	-
10	5760740	5766740	FAM208B	+
10	5762223	5768223	GDI2	-
10	5858617	5864617	ANKRD16	-
10	5940639	5946639	IL15RA	-
10	6007689	6013689	IL2RA	-
10	6114457	6120457	RBM17	+
10	6232545	6238545	PFKFB3	+
10	6424143	6430143	PRKCQ	-
10	7155624	7161624	SFMBT2	-
10	7746520	7752520	ITIH2	+
10	7747962	7753962	KIN	-
10	8013627	8019627	TAF3	+
10	8072198	8078198	GATA3	+
10	11329627	11335627	CELF2	+
10	11333675	11339675	CELF2	+
10	11450946	11456946	USP6NL	-
10	11761070	11767070	ECHDC3	+
10	11869277	11875277	PROSER2	+
10	11917022	11923022	UPF2	-
10	12120225	12126225	DHTKD1	+
10	12162325	12168325	NUDT5	-
10	12166961	12172961	SEC61A2	+
10	12247589	12253589	CDC123	+
10	12829177	12835177	CAMK1D	+
10	12832545	12838545	CAMK1D	+
10	12893625	12899625	CCDC3	-
10	13135308	13141308	OPTN	+
10	13208104	13214104	MCM10	+
10	13218767	13224767	UCMA	-
10	13274796	13280796	PHYH	-
10	13314424	13320424	SEPHS1	-
10	13435484	13441484	BEND7	-
10	13627868	13633868	PRPF18	+
10	13640706	13646706	FRMD4A	-
10	13999776	14005776	FRMD4A	-
10	14515557	14521557	FAM107B	-
10	14816250	14822250	CDNF	-
10	14868741	14874741	HSPA14	+
10	14894359	14900359	DCLRE1C	-
10	14901315	14907315	SUV39H2	+
10	14985050	14991050	MEIG1	+
10	15070852	15076852	OLAH	+
10	15074523	15080523	ACBD7	-
10	15099584	15105584	NMT2	-
10	15136818	15142818	RPP38	+
10	15208643	15214643	FAM171A1	-
10	15510949	15516949	ITGA8	-
10	16510743	16516743	C1QL3	-
10	16510745	16516745	PTER	+
10	16587611	16593611	RSU1	-
10	16820964	16826964	CUBN	-
10	17139254	17145254	TRDMT1	-
10	17234593	17240593	VIM	+
10	17315383	17321383	ST8SIA6	-
10	17586032	17592032	HACD1	-
10	17712914	17718914	STAM	+
10	17797868	17803868	TMEM236	+
10	17837083	17843083	MRC1	+
10	17908170	17914170	MRC1	+
10	18040292	18046292	SLC39A12	+
10	18538869	18544869	CACNB2	+
10	18542561	18548561	NSUN6	-
10	18678639	18684639	ARL5B	+
10	19787401	19793401	MALRD1	+
10	20286856	20292856	PLXDC2	+
10	20776973	20782973	NEBL	-
10	21122763	21128763	C10orf113	-
10	21489658	21495658	CASC10	-
10	21510478	21516478	SKIDA1	-
10	21740630	21746630	MLLT10	+
10	21753537	21759537	DNAJC1	-
10	22317308	22323308	COMMD3	+
10	22326542	22332542	COMMD3-BMI1	+
10	22328484	22334484	BMI1	+
10	22451224	22457224	SPAG6	+
10	22531849	22537849	PIP4K2A	-
10	23035523	23041523	ARMC3	+
10	23119013	23125013	MSRB2	+
10	23191252	23197252	PTF1A	+
10	23198916	23204916	C10orf67	-
10	23439390	23445390	OTUD1	+
10	24544848	24550848	KIAA1217	+
10	24580609	24586609	ARHGAP21	-
10	24845607	24851607	PRTFDC1	-
10	24978979	24984979	ENKUR	-
10	25059279	25065279	THNSL1	+
10	25599226	25605226	GPR158	+
10	26209527	26215527	MYO3A	+
10	26301558	26307558	GAD2	+
10	26564803	26570803	APBB1IP	+
10	26743593	26749593	ABI1	-
10	26743798	26749798	PDSS1	+
10	26988914	26994914	ANKRD26	-
10	27107112	27113112	YME1L1	-
10	27183924	27189924	MASTL	+
10	27192214	27198214	ACBD5	-
10	27539237	27545237	RAB18	+
10	27669875	27675875	MKX	-
10	27809164	27815164	ARMC4	-
10	28047993	28053993	MPP7	-
10	28620112	28626112	WAC	+
10	28679939	28685939	BAMBI	+
10	29454338	29460338	SVIL	-
10	30306801	30312801	MTPAP	-
10	30458833	30464833	MAP3K8	+
10	30608779	30614779	LYZL2	-
10	30817207	30823207	ZNF438	-
10	31496112	31502112	ZEB1	+
10	31526814	31532814	ZEB1	+
10	31802404	31808404	ARHGAP12	-
10	32006010	32012010	KIF5B	-
10	32264751	32270751	EPC1	-
10	32571560	32577560	CCDC7	+
10	32897319	32903319	ITGB1	-
10	33174492	33180492	NRP1	-
10	34106560	34112560	PARD3	-
10	35005551	35011551	CUL2	-
10	35209958	35215958	CREM	+
10	35569669	35575669	CCNY	+
10	35605935	35611935	GJD4	+
10	35635249	35641249	FZD8	-
10	37381111	37387111	ANKRD30A	+
10	37799823	37805823	ZNF248	-
10	37946572	37952572	ZNF25	-
10	38062088	38068088	ZNF33A	+
10	38147293	38153293	ZNF37A	+
10	42571185	42577185	ZNF33B	-
10	42831937	42837937	BMS1	+
10	43182308	43188308	CSGALNACT2	+
10	43191535	43197535	RASGEF1A	-
10	43373335	43379335	FXYD4	+
10	43382617	43388617	HNRNPF	-
10	43553344	43559344	ZNF239	-
10	43614903	43620903	ZNF485	+
10	43640859	43646859	ZNF32	-
10	44992891	44998891	RASSF4	+
10	45002326	45008326	ZNF22	+
10	45443119	45449119	ALOX5	+
10	45451585	45457585	MARCH8	-
10	45612501	45618501	ZFAND4	-
10	45822594	45828594	AGAP4	-
10	46458099	46464099	NPY4R	-
10	46461368	46467368	NPY4R	-
10	46546044	46552044	GPRIN2	-
10	46591173	46597173	SYT15	+
10	47992523	47998523	FAM25C	-
10	47993820	47999820	FAM25C	-
10	47993849	47999849	FAM25G	-
10	47994126	48000126	FAM25C	-
10	48057871	48063871	PTPN20	-
10	48059285	48065285	PTPN20	-
10	48060003	48066003	PTPN20	-
10	48064148	48070148	PTPN20	-
10	48071447	48077447	PTPN20	-
10	48436360	48442360	MAPK8	+
10	48443034	48449034	ARHGAP22	-
10	48516878	48522878	ARHGAP22	-
10	48520526	48526526	ARHGAP22	-
10	48979575	48985575	WDFY4	+
10	48979956	48985956	WDFY4	+
10	49452368	49458368	ERCC6	-
10	49512333	49518333	PGBD3	-
10	49609720	49615720	CHAT	+
10	49662104	49668104	SLC18A3	+
10	49707261	49713261	C10orf53	+
10	49731643	49737643	OGDHL	-
10	49926364	49932364	NCOA4	+
10	49926844	49932844	NCOA4	+
10	49926844	49932844	MSMB	-
10	49928204	49934204	MSMB	-
10	49928708	49934708	NCOA4	+
10	49928708	49934708	MSMB	-
10	49929840	49935840	NCOA4	+
10	49929843	49935843	MSMB	-
10	49932146	49938146	NCOA4	+
10	49932496	49938496	NCOA4	+
10	49933132	49939132	NCOA4	+
10	49933132	49939132	MSMB	-
10	49933945	49939945	NCOA4	+
10	49934034	49940034	NCOA4	+
10	49934271	49940271	NCOA4	+
10	49934282	49940282	MSMB	-
10	49934903	49940903	NCOA4	+
10	49935158	49941158	MSMB	-
10	49938393	49944393	NCOA4	+
10	49938440	49944440	NCOA4	+
10	49938761	49944761	NCOA4	+
10	49938778	49944778	NCOA4	+
10	49938786	49944786	NCOA4	+
10	49939356	49945356	NCOA4	+
10	49939607	49945607	NCOA4	+
10	49939753	49945753	NCOA4	+
10	49939753	49945753	MSMB	-
10	49940120	49946120	PARG	+
10	49940219	49946219	NCOA4	+
10	49940219	49946219	MSMB	-
10	49940387	49946387	PARG	+
10	49940737	49946737	NCOA4	+
10	49940737	49946737	MSMB	-
10	49940758	49946758	PARG	+
10	49941191	49947191	NCOA4	+
10	49942368	49948368	NCOA4	+
10	49943528	49949528	NCOA4	+
10	49943983	49949983	NCOA4	+
10	49944450	49950450	NCOA4	+
10	49944609	49950609	NCOA4	+
10	49944869	49950869	NCOA4	+
10	49945047	49951047	NCOA4	+
10	49945514	49951514	NCOA4	+
10	49945917	49951917	NCOA4	+
10	49945927	49951927	MSMB	-
10	49946057	49952057	PARG	+
10	49946197	49952197	NCOA4	+
10	49947200	49953200	NCOA4	+
10	49947518	49953518	NCOA4	+
10	49947519	49953519	MSMB	-
10	49947546	49953546	PARG	+
10	49948393	49954393	NCOA4	+
10	49949046	49955046	NCOA4	+
10	49949310	49955310	NCOA4	+
10	49949311	49955311	MSMB	-
10	49949418	49955418	PARG	+
10	49949967	49955967	NCOA4	+
10	49950264	49956264	NCOA4	+
10	49951116	49957116	NCOA4	+
10	49951118	49957118	MSMB	-
10	49951733	49957733	PARG	+
10	49952091	49958091	NCOA4	+
10	49952309	49958309	NCOA4	+
10	49953028	49959028	NCOA4	+
10	49953031	49959031	MSMB	-
10	49953451	49959451	PARG	+
10	49953571	49959571	NCOA4	+
10	49953874	49959874	NCOA4	+
10	49954255	49960255	NCOA4	+
10	49954255	49960255	MSMB	-
10	49954897	49960897	PARG	+
10	49955637	49961637	NCOA4	+
10	49955763	49961763	NCOA4	+
10	49956744	49962744	NCOA4	+
10	49956744	49962744	MSMB	-
10	49957210	49963210	NCOA4	-
10	49957210	49963210	PARG	+
10	49958414	49964414	MSMB	+
10	49958460	49964460	NCOA4	+
10	49958617	49964617	MSMB	+
10	49959154	49965154	NCOA4	-
10	49959154	49965154	NCOA4	+
10	49959718	49965718	NCOA4	-
10	49959718	49965718	NCOA4	+
10	49967203	49973203	MSMB	+
10	50007499	50013499	AGAP6	+
10	50179778	50185778	ASAH2	-
10	50302586	50308586	SGMS1	-
10	50796409	50802409	A1CF	-
10	50813495	50819495	ASAH2B	+
10	51692487	51698487	CSTF2T	-
10	51696591	51702591	PRKG1	+
10	52315042	52321042	DKK1	+
10	53799771	53805771	PCDH15	-
10	56354228	56360228	ZWINT	-
10	58188517	58194517	IPMK	-
10	58258567	58264567	IPMK	-
10	58286586	58292586	CISD1	+
10	58367753	58373753	UBE2D1	+
10	58396221	58402221	TFAM	+
10	58828437	58834437	BICC1	+
10	59243129	59249129	FAM13C	-
10	59244774	59250774	PHYHIPL	+
10	59359510	59365510	FAM13C	-
10	59647761	59653761	SLC16A9	-
10	59785763	59791763	CCDC6	-
10	60023298	60029298	ANK3	-
10	60791852	60797852	CDK1	+
10	60866438	60872438	RHOBTB1	-
10	62093944	62099944	ARID5B	+
10	62180035	62186035	RTKN2	-
10	62608453	62614453	ZNF365	+
10	62669011	62675011	ZNF365	+
10	62805483	62811483	ADO	+
10	62808996	62814996	EGR2	-
10	63152031	63158031	NRBF2	+
10	63164221	63170221	JMJD1C	-
10	63622123	63628123	REEP3	+
10	65909518	65915518	CTNNA3	-
10	67693169	67699169	LRRTM3	+
10	67793665	67799665	DNAJC12	-
10	67901445	67907445	SIRT1	+
10	67915390	67921390	SIRT1	+
10	67918899	67924899	HERC4	-
10	68209017	68215017	MYPN	+
10	68227624	68233624	ATOH7	-
10	68279660	68285660	PBLD	-
10	68338107	68344107	RUFY2	-
10	68340191	68346191	HNRNPH3	+
10	68411064	68417064	DNA2	-
10	68474999	68480999	SLC25A16	-
10	68691482	68697482	TET1	+
10	68789377	68795377	CCAR1	+
10	68834640	68840640	STOX1	+
10	68892432	68898432	STOX1	+
10	68943847	68949847	DDX50	+
10	68982073	68988073	DDX21	+
10	69040544	69046544	KIF1BP	+
10	69101811	69107811	SRGN	+
10	69169861	69175861	VPS26A	+
10	69206099	69212099	SUPV3L1	+
10	69264559	69270559	HKDC1	+
10	69398882	69404882	HK1	+
10	69400903	69406903	TACR2	-
10	69504669	69510669	TSPAN15	+
10	69961275	69967275	COL13A1	+
10	70095223	70101223	AIFM2	-
10	70109280	70115280	H2AFY2	+
10	70134981	70140981	TYSND1	-
10	70144289	70150289	SAR1A	-
10	70199830	70205830	PPA1	-
10	70244329	70250329	NPFFR1	-
10	70295970	70301970	LRRC20	-
10	70425618	70431618	EIF4EBP2	+
10	70429315	70435315	NODAL	-
10	70565449	70571449	PALD1	+
10	70594348	70600348	PRF1	-
10	70759441	70765441	ADAMTS14	+
10	70832919	70838919	SGPL1	+
10	70878173	70884173	SGPL1	+
10	70879280	70885280	PCBD1	-
10	71299864	71305864	UNC5B	+
10	71360385	71366385	SLC29A3	+
10	71708701	71714701	C10orf105	-
10	71734824	71740824	CDH23	+
10	71813298	71819298	PSAP	-
10	72010564	72016564	CHST3	+
10	72056035	72062035	SPOCK2	-
10	72093032	72099032	ASCC1	-
10	72232860	72238860	ANAPC16	+
10	72273036	72279036	DDIT4	+
10	72329830	72335830	DNAJB12	-
10	72364327	72370327	MICU1	-
10	72884694	72890694	MCU	+
10	72930033	72936033	OIT3	+
10	72932170	72938170	PLA2G12B	-
10	73004217	73010217	P4HA1	-
10	73127155	73133155	ECD	-
10	73128828	73134828	NUDT13	+
10	73180362	73186362	DNAJC9	-
10	73241504	73247504	FAM149B1	+
10	73245843	73251843	MRPS16	-
10	73250759	73256759	CFAP70	-
10	73372101	73378101	ANXA7	-
10	73420579	73426579	MSS51	-
10	73433428	73439428	PPP3CB	-
10	73494538	73500538	USP54	-
10	73628654	73634654	MYOZ1	-
10	73671285	73677285	AGAP5	-
10	73769161	73775161	SEC24C	+
10	73777251	73783251	FUT11	+
10	73780652	73786652	CHCHD1	+
10	73798797	73804797	ZSWIM8	+
10	73798911	73804911	NDST2	-
10	73809501	73815501	CAMK2G	-
10	73906969	73912969	C10orf55	-
10	73914497	73920497	PLAU	+
10	74117255	74123255	AP3M1	-
10	74118363	74124363	VCL	+
10	74706303	74712303	ADK	+
10	75029622	75035622	KAT6B	+
10	75034836	75040836	DUPD1	-
10	75091432	75097432	DUSP13	-
10	75179123	75185123	SAMD8	+
10	75228448	75234448	VDAC2	+
10	75230969	75236969	COMTD1	-
10	75394830	75400830	ZNF503	-
10	76866601	76872601	KCNMA1	-
10	77787791	77793791	DLG5	-
10	77966251	77972251	POLR3A	-
10	78053812	78059812	RPS24	+
10	79313528	79319528	ZMIZ1	+
10	79352337	79358337	PPIF	+
10	79379325	79385325	ZCCHC24	-
10	79513440	79519440	EIF5AL1	+
10	79552852	79558852	SFTPA2	-
10	79612455	79618455	SFTPA1	+
10	79711681	79717681	NUTM2B	+
10	79934740	79940740	SFTPD	-
10	80089557	80095557	TMEM254	+
10	80142359	80148359	PLAC9	+
10	80147889	80153889	ANXA11	-
10	80268820	80274820	MAT1A	-
10	80365073	80371073	DYDC2	+
10	80434115	80440115	FAM213A	+
10	80530123	80536123	TSPAN14	+
10	80643560	80649560	SH2D4B	+
10	82984179	82990179	NRG3	+
10	84150245	84156245	GHITM	+
10	84182294	84188294	C10orf99	+
10	84216621	84222621	CDHR1	+
10	84217495	84223495	LRIT2	-
10	84228593	84234593	LRIT1	-
10	84256960	84262960	RGR	+
10	84515521	84521521	CCSER2	+
10	85596555	85602555	GRID1	-
10	86432256	86438256	WAPL	-
10	86733068	86739068	LDB3	+
10	86929838	86935838	BMPR1A	+
10	86932540	86938540	MMRN2	-
10	86966481	86972481	SNCG	+
10	86980934	86986934	ADIRF	+
10	87021730	87027730	FAM25A	+
10	87047486	87053486	GLUD1	-
10	87188468	87194468	FAM35A	+
10	87233908	87239908	NUTM2A	+
10	87550460	87556460	MINPP1	+
10	87744705	87750705	PAPSS2	+
10	87748512	87754512	ATAD1	-
10	87856161	87862161	KLLN	-
10	87968930	87974930	PTEN	+
10	88270864	88276864	RNLS	-
10	88603976	88609976	LIPJ	+
10	88675814	88681814	LIPF	+
10	88749786	88755786	LIPK	+
10	88775242	88781242	LIPN	+
10	88819132	88825132	ANKRD22	-
10	88932074	88938074	ACTA2	-
10	88972153	88978153	STAMBPL1	+
10	89012785	89018785	FAS	+
10	89202629	89208629	CH25H	-
10	89306276	89312276	IFIT3	+
10	89337971	89343971	IFIT1B	+
10	89375056	89381056	LIPA	-
10	89382205	89388205	IFIT1	+
10	89411557	89417557	IFIT2	+
10	89418001	89424001	IFIT5	+
10	89427299	89433299	SLC16A12	-
10	89576497	89582497	PANK1	-
10	89771939	89777939	KIF20B	+
10	90737823	90743823	HTR7	-
10	90905553	90911553	RPP30	+
10	90909096	90915096	ANKRD1	-
10	91281331	91287331	PCGF5	+
10	91511829	91517829	HECTD2	+
10	91625442	91631442	PPP1R3C	-
10	91862276	91868276	TNKS2	+
10	91903589	91909589	FGFBP3	-
10	92027325	92033325	BTAF1	+
10	92043692	92049692	CPEB3	-
10	92350964	92356964	MARCH5	+
10	92448684	92454684	IDE	-
10	92652395	92658395	KIF11	+
10	92692646	92698646	HHEX	+
10	93056493	93062493	EXOC6	+
10	93074890	93080890	CYP26A1	+
10	93303429	93309429	MYOF	-
10	93526092	93532092	CEP55	+
10	93588687	93594687	RBP4	-
10	93598744	93604744	FFAR4	+
10	93663010	93669010	PDE6C	+
10	93664883	93670883	FRA10AC1	-
10	93803272	93809272	LGI1	+
10	93953062	93959062	SLC35G1	+
10	94329823	94335823	PLCE1	+
10	94330226	94336226	NOC3L	-
10	94532930	94538930	TBC1D12	+
10	94610905	94616905	HELLS	+
10	94733190	94739190	CYP2C18	+
10	94850260	94856260	CYP2C19	+
10	94986390	94992390	CYP2C9	+
10	95033772	95039772	CYP2C8	-
10	95225928	95231928	ACSM6	+
10	95234572	95240572	PDLIM1	-
10	95308771	95314771	SORBS1	-
10	95602929	95608929	ALDH18A1	-
10	95660396	95666396	TCTN3	-
10	95866695	95872695	ENTPD1	+
10	96029684	96035684	CC2D2B	+
10	96057870	96063870	CCNJ	+
10	96157342	96163342	ZNF518A	+
10	96188702	96194702	BLNK	-
10	96202288	96208288	ZNF518A	+
10	96247778	96253778	BLNK	-
10	96361606	96367606	TLL2	-
10	96515109	96521109	TM9SF3	-
10	96590312	96596312	PIK3AP1	-
10	96992959	96998959	LCOR	+
10	96995038	97001038	SLIT1	-
10	97150045	97156045	ARHGAP19-SLIT1	-
10	97219173	97225173	ARHGAP19	-
10	97318915	97324915	FRAT1	+
10	97329497	97335497	FRAT2	-
10	97353358	97359358	RRP12	-
10	97430441	97436441	PGAM1	+
10	97433142	97439142	EXOSC1	-
10	97454370	97460370	ZDHHC16	+
10	97455324	97461324	MMS19	-
10	97568209	97574209	UBTD1	+
10	97580884	97586884	ANKRD2	+
10	97587934	97593934	HOGA1	+
10	97609802	97615802	C10orf62	+
10	97611553	97617553	MORN4	-
10	97673434	97679434	PI4K2A	+
10	97674424	97680424	AVPI1	-
10	97715152	97721152	MARVELD1	+
10	97757907	97763907	ZFYVE27	+
10	97862000	97868000	CRTAC1	-
10	97868580	97874580	GOLGA7B	+
10	98241897	98247897	R3HCC1L	+
10	98244690	98250690	LOXL4	-
10	98380565	98386565	PYROXD2	-
10	98413198	98419198	HPS1	-
10	98454077	98460077	HPSE2	-
10	99391330	99397330	CNNM1	+
10	99393870	99399870	GOT1	-
10	99533524	99539524	NKX2-3	+
10	99607522	99613522	SLC25A28	-
10	99703240	99709240	ENTPD7	+
10	99708844	99714844	COX15	-
10	99729100	99735100	CUTC	+
10	99849192	99855192	ABCC2	+
10	99872577	99878577	DNMBP	-
10	100039193	100045193	CPN1	-
10	100147094	100153094	ERLIN1	-
10	100185298	100191298	CHUK	-
10	100229298	100235298	CWF19L1	-
10	100270280	100276280	BLOC1S2	-
10	100285154	100291154	PKD2L1	-
10	100361834	100367834	SCD	+
10	100480744	100486744	WNT8B	+
10	100483642	100489642	SEC31B	-
10	100520740	100526740	NDUFB8	-
10	100556998	100562998	HIF1AN	+
10	100826941	100832941	PAX2	+
10	100962136	100968136	SLF2	+
10	100966458	100972458	MRPL43	-
10	100984515	100990515	SEMA4G	+
10	101004683	101010683	PDZD7	-
10	101004836	101010836	LZTS2	+
10	101038244	101044244	SFXN3	+
10	101065131	101071131	KAZALD1	+
10	101223195	101229195	LBX1	-
10	101554321	101560321	BTRC	+
10	101575882	101581882	POLL	-
10	101585270	101591270	DPCD	+
10	101607664	101613664	FBXW4	-
10	101778325	101784325	NPM3	-
10	101781443	101787443	MGEA5	-
10	101822974	101828974	KCNIP2	-
10	102065038	102071038	HPS6	+
10	102104560	102110560	LDB1	-
10	102147331	102153331	PPRC1	+
10	102160871	102166871	NOLC1	+
10	102226589	102232589	ELOVL3	+
10	102227186	102233186	PITX3	-
10	102379899	102385899	GBF1	+
10	102399529	102405529	NFKB2	+
10	102399617	102405617	PSD	-
10	102420136	102426136	FBXL15	+
10	102420245	102426245	CUEDC2	-
10	102446837	102452837	C10orf95	-
10	102458881	102464881	ACTR1A	-
10	102474045	102480045	MFSD13A	+
10	102630535	102636535	SUFU	+
10	102655407	102661407	TRIM8	+
10	102670731	102676731	ARL3	-
10	102740492	102746492	SFXN2	+
10	102813267	102819267	WBP1L	+
10	102827531	102833531	CYP17A1	-
10	102861961	102867961	BORCS7	+
10	102898899	102904899	BORCS7-ASMT	+
10	102898899	102904899	AS3MT	+
10	103085017	103091017	NT5C2	-
10	103087221	103093221	CNNM2	+
10	103245016	103251016	RPEL1	+
10	103287351	103293351	INA	+
10	103299796	103305796	PCGF6	-
10	103386065	103392065	TAF5	+
10	103443292	103449292	PDCD11	+
10	103443786	103449786	CALHM2	-
10	103450387	103456387	CALHM1	-
10	103469804	103475804	CALHM3	-
10	103589552	103595552	NEURL1	+
10	103591027	103597027	SH3PXD2A	-
10	103624839	103630839	SH3PXD2A	-
10	104026233	104032233	SLK	+
10	104028286	104034286	COL17A1	-
10	104123385	104129385	SFR1	+
10	104126888	104132888	CFAP43	-
10	104264459	104270459	GSTO1	+
10	104301945	104307945	GSTO2	+
10	104306698	104312698	ITPRIP	-
10	104452090	104458090	CFAP58	+
10	105262235	105268235	SORCS3	+
10	106570663	106576663	SORCS1	-
10	109861766	109867766	XPNPEP1	-
10	110132565	110138565	ADD3	+
10	110284365	110290365	MXI1	+
10	110287730	110293730	SMNDC1	-
10	110508544	110514544	DUSP5	+
10	110601636	110607636	SMC3	+
10	110836469	110842469	RBM20	+
10	110895730	110901730	BBIP1	-
