Chr	Start	End	Strand	Gene_ID	Gene_Name	Transcript_ID	Transcript_Length
chr1	156279825	156285825	-	ENSG00000198952	SMG5	ENST00000361813	33601
chr1	156279935	156285935	+	ENSG00000163472	TMEM79	ENST00000463670	9508
chr1	156292654	156298654	-	ENSG00000198715	GLMP	ENST00000472870	5113
chr1	156296307	156302307	-	ENSG00000189030	VHLL	ENST00000339922	683
chr1	156334314	156340314	+	ENSG00000163467	TSACC	ENST00000368255	9681
chr1	156364859	156370859	-	ENSG00000163468	CCT3	ENST00000413555	48989
chr1	156366211	156372211	+	ENSG00000132677	RHBG	ENST00000537040	16008
chr1	156497775	156503775	-	ENSG00000116604	MEF2D	ENST00000348159	37048
chr1	156569604	156575604	-	ENSG00000183856	IQGAP3	ENST00000491900	47199
chr1	156576723	156582723	+	ENSG00000187862	TTC24	ENST00000368236	7996
chr1	156588766	156594766	+	ENSG00000163382	NAXE	ENST00000679702	17741
chr1	156598479	156604479	-	ENSG00000160818	GPATCH4	ENST00000368232	7178
chr1	156616415	156622415	+	ENSG00000132702	HAPLN2	ENST00000255039	6310
chr1	156639117	156645117	+	ENSG00000132692	BCAN	ENST00000329117	17411
chr1	156674407	156680407	-	ENSG00000132688	NES	ENST00000368223	8644
chr1	156702816	156708816	-	ENSG00000143320	CRABP2	ENST00000621784	6198
chr1	156725442	156731442	+	ENSG00000143303	METTL25B	ENST00000368218	8507
chr1	156725766	156731766	-	ENSG00000143319	ISG20L2	ENST00000368219	6871
chr1	156738590	156744590	-	ENSG00000143314	MRPL24	ENST00000434558	4060
chr1	156747610	156753610	+	ENSG00000143294	PRCC	ENST00000491853	41182
chr1	156763925	156769925	-	ENSG00000143321	HDGF	ENST00000465180	24399
chr1	156812656	156818656	+	ENSG00000198400	NTRK1	ENST00000392302	66194
chr1	156813848	156819848	-	ENSG00000027869	SH2D2A	ENST00000368199	10605
chr1	156856117	156862117	-	ENSG00000027644	INSRR	ENST00000368195	19054
chr1	156890718	156896718	+	ENSG00000187800	PEAR1	ENST00000292357	22711
chr1	156917632	156923632	+	ENSG00000160838	LRRC71	ENST00000337428	12462
chr1	157042742	157048742	-	ENSG00000132694	ARHGEF11	ENST00000368194	110902
chr1	157109412	157115412	-	ENSG00000253831	ETV3L	ENST00000671942	20369
chr1	157135395	157141395	-	ENSG00000117036	ETV3	ENST00000368192	17204
chr1	157549515	157555515	-	ENSG00000143297	FCRL5	ENST00000361835	39138
chr1	157595085	157601085	-	ENSG00000163518	FCRL4	ENST00000271532	24338
chr1	157697769	157703769	-	ENSG00000160856	FCRL3	ENST00000368184	24288
chr1	157774132	157780132	-	ENSG00000132704	FCRL2	ENST00000361516	31399
chr1	157817120	157823120	-	ENSG00000163534	FCRL1	ENST00000368176	25717
chr1	157895256	157901256	-	ENSG00000073754	CD5L	ENST00000484609	62310
chr1	157990273	157996273	+	ENSG00000183853	KIRREL1	ENST00000368173	106988
chr1	158125301	158131301	-	ENSG00000288460	SMIM42	ENST00000672824	1014
chr1	158175030	158181030	+	ENSG00000158473	CD1D	ENST00000368171	8397
chr1	158251424	158257424	+	ENSG00000158477	CD1A	ENST00000289429	3845
chr1	158286923	158292923	+	ENSG00000158481	CD1C	ENST00000368170	4851
chr1	158328531	158334531	-	ENSG00000158485	CD1B	ENST00000368168	3576
chr1	158350696	158356696	+	ENSG00000158488	CD1E	ENST00000444681	3857
chr1	158396466	158402466	-	ENSG00000186306	OR10T2	ENST00000334438	944
chr1	158423237	158429237	-	ENSG00000180708	OR10K2	ENST00000641042	8027
chr1	158458574	158464574	+	ENSG00000173285	OR10K1	ENST00000641235	9283
chr1	158469220	158475220	+	ENSG00000198965	OR10R2	ENST00000641067	8716
chr1	158551405	158557405	-	ENSG00000197532	OR6Y1	ENST00000641282	9855
chr1	158567580	158573580	-	ENSG00000186440	OR6P1	ENST00000641540	9974
chr1	158576899	158582899	-	ENSG00000279111	OR10X1	ENST00000623167	980
chr1	158602268	158608268	+	ENSG00000198967	OR10Z1	ENST00000641002	7246
chr1	158683715	158689715	-	ENSG00000163554	SPTA1	ENST00000643759	76011
chr1	158697652	158703652	-	ENSG00000196171	OR6K2	ENST00000359610	974
chr1	158717720	158723720	-	ENSG00000203757	OR6K3	ENST00000368145	4393
chr1	158751720	158757720	+	ENSG00000180433	OR6K6	ENST00000641861	1171
chr1	158769195	158775195	-	ENSG00000197403	OR6N1	ENST00000641189	24381
chr1	158778204	158784204	-	ENSG00000188340	OR6N2	ENST00000641131	6982
chr1	158828351	158834351	+	ENSG00000163563	MNDA	ENST00000368141	18151
chr1	158928552	158934552	+	ENSG00000163564	PYHIN1	ENST00000368140	45507
chr1	159006892	159012892	+	ENSG00000163565	IFI16	ENST00000368131	45263
chr1	159144096	159150096	-	ENSG00000163568	AIM2	ENST00000411768	80780
chr1	159168615	159174615	+	ENSG00000162706	CADM3	ENST00000368125	31698
chr1	159200307	159206307	+	ENSG00000213088	ACKR1	ENST00000537147	3191
chr1	159286714	159292714	+	ENSG00000179639	FCER1A	ENST00000368115	18510
chr1	159434845	159440845	+	ENSG00000196184	OR10J1	ENST00000642080	5233
chr1	159533007	159539007	-	ENSG00000184155	OR10J5	ENST00000334857	929
chr1	159584826	159590826	+	ENSG00000132703	APCS	ENST00000255040	1039
chr1	159711589	159717589	-	ENSG00000132693	CRP	ENST00000255030	2300
chr1	159777932	159783932	+	ENSG00000158716	DUSP23	ENST00000368109	1611
chr1	159797512	159803512	+	ENSG00000181036	FCRL6	ENST00000321935	15739
chr1	159823873	159829873	+	ENSG00000158714	SLAMF8	ENST00000289707	10619
chr1	159859657	159865657	-	ENSG00000243284	VSIG8	ENST00000368100	8341
chr1	159897165	159903165	-	ENSG00000213085	CFAP45	ENST00000368099	27801
chr1	159922507	159928507	-	ENSG00000158710	TAGLN2	ENST00000368097	7396
chr1	159942613	159948613	-	ENSG00000085552	IGSF9	ENST00000368094	18572
chr1	159951237	159957237	-	ENSG00000162723	SLAMF9	ENST00000368093	2745
chr1	160028990	160034990	-	ENSG00000143315	PIGM	ENST00000368090	7037
chr1	160067136	160073136	-	ENSG00000177807	KCNJ10	ENST00000639408	71485
chr1	160078538	160084538	+	ENSG00000162728	KCNJ9	ENST00000368088	9025
chr1	160095828	160101828	-	ENSG00000162729	IGSF8	ENST00000614243	7478
chr1	160112759	160118759	+	ENSG00000018625	ATP1A2	ENST00000361216	27832
chr1	160148586	160154586	+	ENSG00000132681	ATP1A4	ENST00000477338	35391
chr1	160187575	160193575	+	ENSG00000143318	CASQ1	ENST00000368078	11311
chr1	160202384	160208384	+	ENSG00000162734	PEA15	ENST00000360472	9988
chr1	160259549	160265549	-	ENSG00000132716	DCAF8	ENST00000368074	46829
chr1	160282133	160288133	-	ENSG00000162735	PEX19	ENST00000368072	8326
chr1	160340250	160346250	-	ENSG00000122218	COPA	ENST00000241704	54656
chr1	160340316	160346316	+	ENSG00000162736	NCSTN	ENST00000368063	15636
chr1	160364071	160370071	+	ENSG00000171786	NHLH1	ENST00000302101	5775
chr1	160397564	160403564	+	ENSG00000162738	VANGL2	ENST00000368061	28106
chr1	160520262	160526262	-	ENSG00000162739	SLAMF6	ENST00000368059	38232
chr1	160576516	160582516	-	ENSG00000066294	CD84	ENST00000534968	38421
chr1	160644044	160650044	-	ENSG00000117090	SLAMF1	ENST00000302035	38938
chr1	160708822	160714822	-	ENSG00000117091	CD48	ENST00000368046	33076
chr1	160736057	160742057	+	ENSG00000026751	SLAMF7	ENST00000458104	15757
chr1	160793074	160799074	+	ENSG00000122224	LY9	ENST00000368037	32187
chr1	160859887	160865887	-	ENSG00000122223	CD244	ENST00000368034	32727
chr1	160882180	160888180	-	ENSG00000179914	ITLN1	ENST00000326245	8640
chr1	160951809	160957809	-	ENSG00000158764	ITLN2	ENST00000368029	9784
chr1	161018343	161024343	-	ENSG00000158769	F11R	ENST00000621309	26132
chr1	161035977	161041977	-	ENSG00000215845	TSTD1	ENST00000368024	1346
chr1	161042977	161048977	-	ENSG00000158773	USF1	ENST00000368021	6726
chr1	161066970	161072970	-	ENSG00000186517	ARHGAP30	ENST00000368015	23021
chr1	161086558	161092558	-	ENSG00000143217	NECTIN4	ENST00000368012	18560
chr1	161095361	161101361	+	ENSG00000162755	KLHDC9	ENST00000368011	1985
chr1	161115055	161121055	-	ENSG00000143256	PFDN2	ENST00000468311	17499
chr1	161115118	161121118	+	ENSG00000158793	NIT1	ENST00000368008	7327
chr1	161129688	161135688	-	ENSG00000158796	DEDD	ENST00000545495	11711
chr1	161149776	161155776	+	ENSG00000143222	UFC1	ENST00000467540	5423
chr1	161156479	161162479	+	ENSG00000143258	USP21	ENST00000289865	6244
chr1	161163480	161169480	+	ENSG00000143224	PPOX	ENST00000495483	11533
chr1	161174968	161180968	-	ENSG00000158850	B4GALT3	ENST00000622395	6657
chr1	161194424	161200424	+	ENSG00000158864	NDUFS2	ENST00000678492	17299
chr1	161196054	161202054	-	ENSG00000158859	ADAMTS4	ENST00000367996	14752
chr1	161212279	161218279	+	ENSG00000158869	FCER1G	ENST00000367992	5420
chr1	161220631	161226631	-	ENSG00000158874	APOA2	ENST00000463812	1339
chr1	161222939	161228939	+	ENSG00000158882	TOMM40L	ENST00000545897	4805
chr1	161235210	161241210	-	ENSG00000143257	NR1I3	ENST00000367980	8539
chr1	161255745	161261745	+	ENSG00000248485	PCP4L1	ENST00000504449	26705
chr1	161306968	161312968	-	ENSG00000158887	MPZ	ENST00000533357	5233
chr1	161311381	161317381	+	ENSG00000143252	SDHC	ENST00000367975	48825
chr1	161364876	161370876	-	ENSG00000188931	CFAP126	ENST00000367974	3143
chr1	161503333	161509333	+	ENSG00000143226	FCGR2A	ENST00000467525	17680
chr1	161521540	161527540	+	ENSG00000173110	HSPA6	ENST00000309758	2354
chr1	161547591	161553591	-	ENSG00000203747	FCGR3A	ENST00000367967	8795
chr1	161628963	161634963	-	ENSG00000162747	FCGR3B	ENST00000367964	8767
chr1	161660143	161666143	+	ENSG00000072694	FCGR2B	ENST00000358671	15511
chr1	161703972	161709972	+	ENSG00000132185	FCRLA	ENST00000350710	7379
chr1	161718563	161724563	+	ENSG00000162746	FCRLB	ENST00000367948	6580
chr1	161746758	161752758	+	ENSG00000081721	DUSP12	ENST00000484291	7480
chr1	161763311	161769311	+	ENSG00000118217	ATF6	ENST00000681738	211263
chr1	162020869	162026869	-	ENSG00000162745	OLFML2B	ENST00000294794	40677
chr1	162066691	162072691	+	ENSG00000198929	NOS1AP	ENST00000361897	300784
chr1	162373854	162379854	-	ENSG00000171722	SPATA46	ENST00000367935	3651
chr1	162378728	162384728	+	ENSG00000239887	C1orf226	ENST00000458626	5084
chr1	162409136	162415136	-	ENSG00000198574	SH2D1B	ENST00000367929	16868
chr1	162494251	162500251	+	ENSG00000152332	UHMK1	ENST00000545294	32378
chr1	162558506	162564506	+	ENSG00000117143	UAP1	ENST00000271469	38336
chr1	162629464	162635464	+	ENSG00000162733	DDR2	ENST00000367921	154941
chr1	162787702	162793702	+	ENSG00000132196	HSD17B7	ENST00000254521	22121
chr1	162852783	162858783	-	ENSG00000185860	CCDC190	ENST00000524691	31325
chr1	163065775	163071775	+	ENSG00000117152	RGS4	ENST00000421743	8027
chr1	163263576	163269576	+	ENSG00000143228	NUF2	ENST00000534289	70210
chr1	163318791	163324791	-	ENSG00000143248	RGS5	ENST00000618415	179492
chr1	164556184	164562184	+	ENSG00000185630	PBX1	ENST00000420696	292647
chr1	165353715	165359715	-	ENSG00000162761	LMX1A	ENST00000342310	154848
chr1	165442355	165448355	-	ENSG00000143171	RXRG	ENST00000619224	44432
chr1	165541000	165547000	+	ENSG00000162763	LRRC52	ENST00000294818	19957
chr1	165628213	165634213	+	ENSG00000143198	MGST3	ENST00000367888	30583
chr1	165695562	165701562	-	ENSG00000143149	ALDH9A1	ENST00000354775	36346
chr1	165824614	165830614	+	ENSG00000143179	UCK2	ENST00000367879	84004
chr1	165824755	165830755	-	ENSG00000143183	TMCO1	ENST00000580248	100449
chr1	166163225	166169225	-	ENSG00000188859	FAM78B	ENST00000435676	108799
chr1	166836475	166842475	+	ENSG00000143157	POGK	ENST00000367876	16884
chr1	166873264	166879264	-	ENSG00000152382	TADA1	ENST00000367874	19754
chr1	166972540	166978540	-	ENSG00000143195	ILDR2	ENST00000271417	67353
chr1	166972582	166978582	+	ENSG00000143194	MAEL	ENST00000622874	46631
chr1	167091075	167097075	+	ENSG00000198842	STYXL2	ENST00000361200	35090
chr1	167163479	167169479	-	ENSG00000143167	GPA33	ENST00000632571	102849
chr1	167217890	167223890	+	ENSG00000143190	POU2F1	ENST00000271411	206455
chr1	167515610	167521610	-	ENSG00000198821	CD247	ENST00000392122	87970
chr1	167550805	167556805	-	ENSG00000143162	CREG1	ENST00000466652	24688
chr1	167627232	167633232	+	ENSG00000198771	RCSD1	ENST00000367854	78464
chr1	167718982	167724982	+	ENSG00000197965	MPZL1	ENST00000359523	69937
chr1	167911215	167917215	-	ENSG00000143199	ADCY10	ENST00000545172	104827
chr1	167933559	167939559	+	ENSG00000143164	DCAF6	ENST00000432587	139282
chr1	167934072	167940072	-	ENSG00000143158	MPC2	ENST00000271373	20397
chr1	168134667	168140667	-	ENSG00000143147	GPR161	ENST00000537209	58124
chr1	168175962	168181962	+	ENSG00000143155	TIPRL	ENST00000367833	23147
chr1	168223004	168229004	+	ENSG00000213064	SFT2D2	ENST00000271375	27017
chr1	168277877	168283877	+	ENSG00000143178	TBX19	ENST00000367821	33549
chr1	168540997	168546997	-	ENSG00000143185	XCL2	ENST00000367819	3229
chr1	168573605	168579605	+	ENSG00000143184	XCL1	ENST00000367818	5464
chr1	168726206	168732206	-	ENSG00000143196	DPT	ENST00000367817	33738
chr1	169103670	169109670	+	ENSG00000143153	ATP1B1	ENST00000688755	204322
chr1	169364946	169370946	-	ENSG00000143156	NME7	ENST00000472647	235415
chr1	169364970	169370970	+	ENSG00000117475	BLZF1	ENST00000329281	28570
chr1	169457669	169463669	-	ENSG00000117477	CCDC181	ENST00000545005	65622
chr1	169482944	169488944	-	ENSG00000117479	SLC19A2	ENST00000236137	22035
chr1	169583481	169589481	-	ENSG00000198734	F5	ENST00000367797	74530
chr1	169627124	169633124	-	ENSG00000174175	SELP	ENST00000263686	41275
chr1	169659007	169665007	+	ENSG00000000460	C1orf112	ENST00000498289	191078
chr1	169708702	169714702	-	ENSG00000188404	SELL	ENST00000650983	21037
chr1	169761705	169767705	-	ENSG00000007908	SELE	ENST00000609271	31128
chr1	169791907	169797907	-	ENSG00000171806	METTL18	ENST00000310392	2378
chr1	169890896	169896896	-	ENSG00000000457	SCYL3	ENST00000367771	44265
chr1	170071738	170077738	-	ENSG00000075945	KIFAP3	ENST00000538366	153407
chr1	170142959	170148959	+	ENSG00000203740	NTMT2	ENST00000439373	22907
chr1	170529166	170535166	+	ENSG00000120370	GORAB	ENST00000367763	21668
chr1	170661131	170667131	+	ENSG00000116132	PRRX1	ENST00000239461	75290
chr1	170932534	170938534	+	ENSG00000117501	MROH9	ENST00000367759	129231
chr1	171087905	171093905	+	ENSG00000007933	FMO3	ENST00000367755	26914
chr1	171182300	171188300	+	ENSG00000094963	FMO2	ENST00000209929	27386
chr1	171245471	171251471	+	ENSG00000010932	FMO1	ENST00000402921	37507
chr1	171311183	171317183	+	ENSG00000076258	FMO4	ENST00000367749	27901
chr1	171482530	171488530	+	ENSG00000117523	PRRC2C	ENST00000647382	107981
chr1	171597621	171603621	+	ENSG00000283683	MYOCOS	ENST00000636697	27126
chr1	171649688	171655688	-	ENSG00000034971	MYOC	ENST00000037502	17271
chr1	171739065	171745065	-	ENSG00000117533	VAMP4	ENST00000236192	41905
chr1	171791394	171797394	+	ENSG00000010165	METTL13	ENST00000476386	19629
chr1	171838472	171844472	+	ENSG00000197959	DNM3	ENST00000485254	576994
chr1	172417685	172423685	+	ENSG00000180999	C1orf105	ENST00000367727	48144
chr1	172441083	172447083	-	ENSG00000135845	PIGC	ENST00000484368	50949
chr1	172529349	172535349	+	ENSG00000094975	SUCO	ENST00000367723	79484
chr1	172656103	172662103	+	ENSG00000117560	FASLG	ENST00000367721	7773
chr1	173047941	173053941	-	ENSG00000120337	TNFSF18	ENST00000404377	11739
chr1	173204331	173210331	-	ENSG00000117586	TNFSF4	ENST00000281834	23600
chr1	173474335	173480335	+	ENSG00000117592	PRDX6	ENST00000340385	11480
chr1	173600072	173606072	-	ENSG00000162753	SLC9C2	ENST00000367714	102612
chr1	173632338	173638338	+	ENSG00000232113	TEX50	ENST00000417563	1792
chr1	173666851	173672851	-	ENSG00000183831	ANKRD45	ENST00000333279	61515
chr1	173711981	173717981	+	ENSG00000076321	KLHL20	ENST00000209884	71711
chr1	173821661	173827661	+	ENSG00000117593	DARS2	ENST00000647788	34147
chr1	173821883	173827883	-	ENSG00000120334	CENPL	ENST00000682279	25333
chr1	173865956	173871956	+	ENSG00000185278	ZBTB37	ENST00000367701	34593
chr1	173914327	173920327	-	ENSG00000117601	SERPINC1	ENST00000367698	13527
chr1	174019357	174025357	-	ENSG00000135870	RC3H1	ENST00000367696	91273
chr1	174156520	174162520	+	ENSG00000152061	RABGAP1L	ENST00000681986	835788
chr1	174444964	174450964	+	ENSG00000203737	GPR52	ENST00000367685	1581
chr1	174996163	175002163	+	ENSG00000116161	CACYBP	ENST00000613570	12552
chr1	175020425	175026425	-	ENSG00000120333	MRPS14	ENST00000476371	10467
chr1	175064833	175070833	+	ENSG00000120332	TNN	ENST00000239462	80242
chr1	175189943	175195943	-	ENSG00000235750	KIAA0040	ENST00000444639	35956
chr1	175740595	175746595	-	ENSG00000116147	TNR	ENST00000367674	428401
chr1	176204286	176210286	-	ENSG00000143207	COP1	ENST00000367669	262455
chr1	176460175	176466175	+	ENSG00000116183	PAPPA2	ENST00000367662	382426
chr1	177161867	177167867	-	ENSG00000152092	ASTN1	ENST00000367657	307565
chr1	177167958	177173958	+	ENSG00000198797	BRINP2	ENST00000361539	111464
chr1	177981303	177987303	-	ENSG00000120341	SEC16B	ENST00000528461	54445
chr1	178091104	178097104	+	ENSG00000075391	RASAL2	ENST00000367649	384746
chr1	178496634	178502634	-	ENSG00000188585	CLEC20A	ENST00000641292	20118
chr1	178510133	178516133	+	ENSG00000240021	TEX35	ENST00000419909	35469
chr1	178722219	178728219	+	ENSG00000116191	RALGPS2	ENST00000367634	196623
chr1	178868077	178874077	-	ENSG00000116194	ANGPTL1	ENST00000234816	21542
chr1	179022894	179028894	+	ENSG00000116199	FAM20B	ENST00000263733	50673
chr1	179079086	179085086	+	ENSG00000186283	TOR3A	ENST00000352445	15937
chr1	179226677	179232677	-	ENSG00000143322	ABL2	ENST00000502732	130347
chr1	179290714	179296714	+	ENSG00000057252	SOAT1	ENST00000540564	64963
chr1	179362720	179368720	+	ENSG00000162779	AXDND1	ENST00000617277	189013
chr1	179572952	179578952	-	ENSG00000116218	NPHS2	ENST00000367616	25413
chr1	179588613	179594613	+	ENSG00000162782	TDRD5	ENST00000367614	99657
chr1	179740291	179746291	+	ENSG00000143340	FAM163A	ENST00000341785	72907
chr1	179874799	179880799	-	ENSG00000169905	TOR1AIP2	ENST00000367612	37832
chr1	179879285	179885285	+	ENSG00000143337	TOR1AIP1	ENST00000606911	37791
chr1	179951810	179957810	+	ENSG00000135837	CEP350	ENST00000367607	160065
chr1	180151869	180157869	+	ENSG00000116260	QSOX1	ENST00000367602	49161
chr1	180227264	180233264	+	ENSG00000121454	LHX4	ENST00000263726	48720
chr1	180499954	180505954	-	ENSG00000230124	ACBD6	ENST00000645415	233301
chr1	180629022	180635022	+	ENSG00000143324	XPR1	ENST00000367590	258257
chr1	180909897	180915897	+	ENSG00000135835	KIAA1614	ENST00000367588	38717
chr1	181020121	181026121	-	ENSG00000135823	STX6	ENST00000542060	50409
chr1	181030374	181036374	+	ENSG00000153029	MR1	ENST00000614012	28564
chr1	181085700	181091700	+	ENSG00000162783	IER5	ENST00000367577	4200
chr1	181314690	181320690	+	ENSG00000198216	CACNA1E	ENST00000524607	398439
chr1	182058712	182064712	-	ENSG00000179930	ZNF648	ENST00000339948	7142
chr1	182388790	182394790	-	ENSG00000135821	GLUL	ENST00000331872	13692
chr1	182397667	182403667	-	ENSG00000203730	TEDDM1	ENST00000367565	2550
chr1	182447146	182453146	+	ENSG00000121446	RGSL1	ENST00000294854	110451
chr1	182586256	182592256	-	ENSG00000135828	RNASEL	ENST00000367559	15622
chr1	182601389	182607389	-	ENSG00000143333	RGS16	ENST00000367558	5766
chr1	182669914	182675914	-	ENSG00000135824	RGS8	ENST00000258302	31098
chr1	182786293	182792293	+	ENSG00000135838	NPL	ENST00000488424	41091
chr1	182836347	182842347	+	ENSG00000135829	DHX9	ENST00000367549	48635
chr1	182950525	182956525	-	ENSG00000157060	SHCBP1L	ENST00000488956	53660
chr1	183020420	183026420	+	ENSG00000135862	LAMC1	ENST00000258341	122172
chr1	183183264	183189264	+	ENSG00000058085	LAMC2	ENST00000264144	58863
chr1	183415380	183421380	-	ENSG00000157064	NMNAT2	ENST00000287713	170143
chr1	183469478	183475478	+	ENSG00000116698	SMG7	ENST00000367537	81715
chr1	183587876	183593876	-	ENSG00000116701	NCF2	ENST00000367536	35313
chr1	183632783	183638783	-	ENSG00000162704	ARPC5	ENST00000359856	14937
chr1	183633085	183639085	+	ENSG00000143344	RGL1	ENST00000304685	292446
chr1	183650316	183656316	-	ENSG00000173627	APOBEC4	ENST00000308641	7041
chr1	184034729	184040729	-	ENSG00000198756	COLGALT2	ENST00000649786	107875
chr1	184048733	184054733	+	ENSG00000198860	TSEN15	ENST00000644592	70796
chr1	184384029	184390029	+	ENSG00000116667	C1orf21	ENST00000235307	241990
chr1	184751858	184757858	-	ENSG00000116406	EDEM3	ENST00000318130	64621
chr1	184971508	184977508	-	ENSG00000135842	NIBAN1	ENST00000367511	183476
chr1	185042558	185048558	+	ENSG00000121481	RNF2	ENST00000367510	57045
chr1	185153953	185159953	-	ENSG00000121486	TRMT1L	ENST00000367506	38852
chr1	185154167	185160167	+	ENSG00000116668	SWT1	ENST00000367500	134614
chr1	185314243	185320243	-	ENSG00000116679	IVNS1ABP	ENST00000367498	20855
chr1	185731391	185737391	+	ENSG00000143341	HMCN1	ENST00000271588	456558
chr1	186293279	186299279	+	ENSG00000116690	PRG4	ENST00000445192	18288
chr1	186372253	186378253	-	ENSG00000047410	TPR	ENST00000367478	63601
chr1	186372838	186378838	+	ENSG00000157181	ODR4	ENST00000367470	45540
chr1	186458114	186464114	-	ENSG00000116703	PDC	ENST00000391997	17548
chr1	186677922	186683922	-	ENSG00000073756	PTGS2	ENST00000680451	9131
chr1	186825949	186831949	+	ENSG00000116711	PLA2G4A	ENST00000367466	160032
chr1	190474864	190480864	-	ENSG00000162670	BRINP3	ENST00000367462	380206
chr1	192155462	192161462	+	ENSG00000150681	RGS18	ENST00000367460	27353
chr1	192313992	192319992	+	ENSG00000253148	RGS21	ENST00000417209	50293
chr1	192572773	192578773	+	ENSG00000090104	RGS1	ENST00000367459	4251
chr1	192633138	192639138	+	ENSG00000127074	RGS13	ENST00000543215	24168
chr1	192713132	192719132	+	ENSG00000231767	RPS27AP5	ENST00000647225	521
chr1	192806039	192812039	+	ENSG00000116741	RGS2	ENST00000235382	3236
chr1	193056454	193062454	+	ENSG00000116747	RO60	ENST00000432079	31765
chr1	193056496	193062496	-	ENSG00000116750	UCHL5	ENST00000367455	47246
chr1	193102433	193108433	-	ENSG00000023572	GLRX2	ENST00000608166	14567
chr1	193119031	193125031	+	ENSG00000134371	CDC73	ENST00000367435	132784
chr1	193183613	193189613	-	ENSG00000162630	B3GALT2	ENST00000367434	7883
chr1	196605495	196611495	-	ENSG00000162687	KCNT2	ENST00000647658	382688
chr1	196649043	196655043	+	ENSG00000000971	CFH	ENST00000367429	95461
chr1	196771840	196777840	+	ENSG00000116785	CFHR3	ENST00000367425	20567
chr1	196816731	196822731	+	ENSG00000244414	CFHR1	ENST00000320493	12458
chr1	196885014	196891014	+	ENSG00000134365	CFHR4	ENST00000367416	30699
chr1	196940738	196946738	+	ENSG00000080910	CFHR2	ENST00000367415	15884
chr1	196974556	196980556	+	ENSG00000134389	CFHR5	ENST00000256785	32122
chr1	197064260	197070260	-	ENSG00000143278	F13B	ENST00000367412	28519
chr1	197143694	197149694	-	ENSG00000066279	ASPM	ENST00000294732	62566
chr1	197198293	197204293	-	ENSG00000177888	ZBTB41	ENST00000367405	47611
chr1	197265204	197271204	+	ENSG00000134376	CRB1	ENST00000535699	210250
chr1	197772480	197778480	-	ENSG00000213047	DENND1B	ENST00000620048	270732
chr1	197899630	197905630	+	ENSG00000203724	C1orf53	ENST00000367393	4732
chr1	197909505	197915505	+	ENSG00000143355	LHX9	ENST00000367390	22973
chr1	198153998	198159998	+	ENSG00000151414	NEK7	ENST00000367385	165422
chr1	198537945	198543945	-	ENSG00000151418	ATP6V1G3	ENST00000309309	17723
chr1	198636040	198642040	+	ENSG00000081237	PTPRC	ENST00000442510	118436
chr1	200024710	200030710	+	ENSG00000116833	NR5A2	ENST00000367362	149705
chr1	200407056	200413056	-	ENSG00000162702	ZNF281	ENST00000294740	5116
chr1	200617751	200623751	-	ENSG00000118193	KIF14	ENST00000367350	69251
chr1	200666907	200672907	-	ENSG00000118197	DDX59	ENST00000447706	46011
chr1	200735893	200741893	+	ENSG00000118200	CAMSAP2	ENST00000358823	121811
chr1	200869981	200875981	+	ENSG00000170128	GPR25	ENST00000304244	1197
chr1	200888341	200894341	+	ENSG00000163362	INAVA	ENST00000367342	24394
chr1	201020714	201026714	-	ENSG00000116852	KIF21B	ENST00000461742	54324
chr1	201109451	201115451	-	ENSG00000081248	CACNA1S	ENST00000367338	72939
chr1	201124184	201130184	-	ENSG00000232237	ASCL5	ENST00000449188	13241
chr1	201168574	201174574	-	ENSG00000116857	TMEM9	ENST00000367333	36802
chr1	201187824	201193824	+	ENSG00000163395	IGFN1	ENST00000335211	38128
chr1	201280452	201286452	+	ENSG00000081277	PKP1	ENST00000263946	49541
chr1	201374764	201380764	-	ENSG00000118194	TNNT2	ENST00000660295	18756
chr1	201396324	201402324	-	ENSG00000159166	LAD1	ENST00000391967	18491
chr1	201426866	201432866	-	ENSG00000159173	TNNI1	ENST00000336092	21002
chr1	201466188	201472188	-	ENSG00000174307	PHLDA3	ENST00000367311	4910
chr1	201506456	201512456	-	ENSG00000159176	CSRP1	ENST00000367306	25926
chr1	201536127	201542127	+	ENSG00000134369	NAV1	ENST00000685211	287842
chr1	201826157	201832157	+	ENSG00000198700	IPO9	ENST00000361565	55134
chr1	201885898	201891898	+	ENSG00000198892	SHISA4	ENST00000362011	3689
chr1	201943588	201949588	-	ENSG00000163431	LMOD1	ENST00000616739	50132
chr1	201952503	201958503	+	ENSG00000134375	TIMM17A	ENST00000367287	15161
chr1	201979648	201985648	+	ENSG00000176393	RNPEP	ENST00000295640	23495
chr1	202004945	202010945	+	ENSG00000163435	ELF3	ENST00000359651	8064
chr1	202119917	202125917	+	ENSG00000170075	GPR37L1	ENST00000367282	10675
chr1	202141743	202147743	-	ENSG00000143862	ARL8A	ENST00000614750	11339
chr1	202158581	202164581	-	ENSG00000143851	PTPN7	ENST00000309017	14568
chr1	202190799	202196799	+	ENSG00000133067	LGR6	ENST00000367278	125962
chr1	202338980	202344980	-	ENSG00000077152	UBE2T	ENST00000487227	10323
chr1	202345699	202351699	+	ENSG00000077157	PPP1R12B	ENST00000391959	244007
chr1	202707454	202713454	-	ENSG00000143858	SYT2	ENST00000367268	119858
chr1	202805421	202811421	-	ENSG00000117139	KDM5B	ENST00000367265	83926
chr1	202886149	202892149	-	ENSG00000183155	RABIF	ENST00000367262	10867
