Chr	Start	End	Gene_Name	Strand
12	109474402	109480402	UBE3B	+
12	109474544	109480544	KCTD10	-
12	109570255	109576255	MVK	+
12	109570874	109576874	MMAB	-
12	109711228	109717228	FAM222A	+
12	109830401	109836401	TRPV4	-
12	109877488	109883488	GLTP	-
12	109897264	109903264	TCHP	+
12	109993389	109999389	GIT2	-
12	109996186	110002186	ANKRD13A	+
12	110070686	110076686	C12orf76	-
12	110121335	110127335	IFT81	+
12	110277756	110283756	ATP2A2	+
12	110400730	110406730	ANAPC7	-
12	110447422	110453422	ARPC3	-
12	110465364	110471364	FAM216A	+
12	110466268	110472268	GPN3	-
12	110498655	110504655	RAD9B	+
12	110499117	110505117	VPS29	-
12	110580320	110586320	PPTC7	-
12	110611027	110617027	TCTN1	+
12	110701950	110707950	HVCN1	-
12	110739939	110745939	PPP1CC	-
12	110843769	110849769	CCDC63	+
12	110917722	110923722	MYL2	-
12	111031024	111037024	CUX2	+
12	111402948	111408948	SH2B3	+
12	111596676	111602676	ATXN2	-
12	111682986	111688986	BRAP	-
12	111683056	111689056	ACAD10	+
12	111763887	111769887	ALDH2	+
12	111838978	111844978	MAPKAPK5	+
12	112010185	112016185	TMEM116	-
12	112010316	112016316	ERP29	+
12	112106022	112112022	NAA25	-
12	112122501	112128501	TRAFD1	+
12	112379439	112385439	HECTD4	-
12	112415351	112421351	PTPN11	+
12	112415838	112421838	RPL6	-
12	112903777	112909777	OAS1	+
12	112935352	112941352	OAS3	+
12	112975395	112981395	OAS2	+
12	113053709	113059709	DTX1	+
12	113133239	113139239	RASAL1	-
12	113146858	113152858	CFAP73	+
12	113182479	113188479	DDX54	-
12	113182526	113188526	RITA1	+
12	113218050	113224050	TPCN1	+
12	113218094	113224094	IQCD	-
12	113355566	113361566	PLBD2	+
12	113356493	113362493	SLC8B1	-
12	113419237	113425237	SDSL	+
12	113423301	113429301	SDS	-
12	113963371	113969371	RBM19	-
12	114405442	114411442	TBX5	-
12	114681164	114687164	TBX3	-
12	116274338	116280338	MED13L	-
12	116545105	116551105	MAP1LC3B2	+
12	116735070	116741070	C12orf49	-
12	116735178	116741178	RNFT2	+
12	116878441	116884441	HRK	-
12	116907956	116913956	FBXW8	+
12	117096479	117102479	TESC	-
12	117187531	117193531	FBXO21	-
12	117449170	117455170	NOS1	-
12	117965983	117971983	KSR2	-
12	118010588	118016588	RFC5	+
12	118059430	118065430	WSB2	-
12	118132858	118138858	PEBP1	+
12	118133026	118139026	VSIG10	-
12	118369945	118375945	TAOK3	-
12	118373380	118379380	SUDS3	+
12	118978495	118984495	SRRM4	+
12	119175642	119181642	HSPB8	+
12	119331712	119337712	CCDC60	+
12	119590459	119596459	TMEM233	+
12	119664753	119670753	PRKAB1	+
12	119750334	119756334	CIT	-
12	119874291	119880291	CIT	-
12	119986869	119992869	BICDL1	+
12	120114502	120120502	RAB35	-
12	120171472	120177472	GCN1	-
12	120191710	120197710	GCN1	-
12	120198235	120204235	RPLP0	-
12	120262771	120268771	PXN	-
12	120299316	120305316	SIRT4	+
12	120324789	120330789	PLA2G1B	-
12	120366180	120372180	MSI1	-
12	120435090	120441090	COX6A1	+
12	120443412	120449412	TRIAP1	-
12	120443438	120449438	GATC	+
12	120466793	120472793	SRSF9	-
12	120466850	120472850	DYNLL1	+
12	120530480	120536480	RNF10	+
12	120531434	120537434	COQ5	-
12	120578398	120584398	POP5	-
12	120637552	120643552	CABP1	+
12	120683869	120689869	MLEC	+
12	120707435	120713435	UNC119B	+
12	120722735	120728735	ACADS	+
12	120901371	120907371	SPPL3	-
12	120975543	120981543	HNF1A	+
12	121013502	121019502	C12orf43	-
12	121036242	121042242	OASL	-
12	121129819	121135819	P2RX7	+
12	121206857	121212857	P2RX4	+
12	121295308	121301308	CAMKK2	-
12	121396896	121402896	ANAPC5	-
12	121397041	121403041	RNF34	+
12	121524003	121530003	KDM2B	-
12	121524363	121530363	KDM2B	-
12	121578015	121584015	KDM2B	-
12	121623550	121629550	ORAI1	+
12	121623873	121629873	ORAI1	+
12	121669631	121675631	MORN3	-
12	121709752	121715752	TMEM120B	+
12	121800403	121806403	RHOF	-
12	121860596	121866596	HPD	-
12	121885731	121891731	PSMD9	+
12	121914862	121920862	WDR66	+
12	122016422	122022422	BCL7A	+
12	122075722	122081722	MLXIP	+
12	122093076	122099076	MLXIP	+
12	122164738	122170738	LRRC43	+
12	122200471	122206471	IL31	-
12	122200543	122206543	B3GNT4	+
12	122224534	122230534	DIABLO	-
12	122263521	122269521	VPS33A	-
12	122419632	122425632	CLIP1	-
12	122498073	122504073	ZCCHC8	-
12	122524000	122530000	RSRC2	-
12	122524246	122530246	KNTC1	+
12	122700343	122706343	HCAR2	-
12	122713892	122719892	HCAR3	-
12	122727843	122733843	HCAR1	-
12	122749774	122755774	DENR	+
12	122771327	122777327	CCDC62	+
12	122831453	122837453	HIP1R	+
12	122893444	122899444	VPS37B	-
12	122971580	122977580	OGFOD2	+
12	122977043	122983043	ABCB9	-
12	122977060	122983060	ARL6IP4	+
12	123147015	123153015	PITPNM2	-
12	123229916	123235916	C12orf65	+
12	123241014	123247014	MPHOSPH9	-
12	123269334	123275334	CDK2AP1	-
12	123361843	123367843	SBNO1	-
12	123380773	123386773	KMT5A	+
12	123433717	123439717	RILPL2	-
12	123454641	123460641	SNRNP35	+
12	123530718	123536718	RILPL1	-
12	123581531	123587531	TMED2	+
12	123599077	123605077	DDX55	+
12	123630739	123636739	GTF2H3	+
12	123630766	123636766	EIF2B1	-
12	123668113	123674113	TCTN2	+
12	123709318	123715318	ATP6V0A2	+
12	123759188	123765188	DNAH10	+
12	123968845	123974845	ZNF664	+
12	123969831	123975831	CCDC92	-
12	124564589	124570589	NCOR2	-
12	124879668	124885668	SCARB1	-
12	124914368	124920368	UBC	-
12	124986122	124992122	DHX37	-
12	124990700	124996700	BRI3BP	+
12	125062379	125068379	AACS	+
12	125183836	125189836	TMEM132B	+
12	128264403	128270403	TMEM132C	+
12	128820983	128826983	SLC15A4	-
12	128850427	128856427	GLT1D1	+
12	129900666	129906666	TMEM132D	-
12	130159459	130165459	FZD10	+
12	130334887	130340887	PIWIL1	+
12	130514917	130520917	RIMBP2	-
12	130836266	130842266	STX2	-
12	130868879	130874879	RAN	+
12	130950907	130956907	ADGRD1	+
12	131708081	131714081	SFSWAP	+
12	131825393	131831393	MMP17	+
12	131891651	131897651	ULK1	+
12	131926200	131932200	PUS1	+
12	131946920	131952920	EP400	+
12	132141335	132147335	DDX51	-
12	132141448	132147448	NOC4L	+
12	132486551	132492551	FBRSL1	+
12	132607543	132613543	LRCOL1	-
12	132615780	132621780	P2RX2	+
12	132684365	132690365	POLE	-
12	132684606	132690606	PXMP2	+
12	132707819	132713819	PGAM5	+
12	132758888	132764888	ANKLE2	-
12	132825858	132831858	GOLGA3	-
12	132953304	132959304	CHFR	-
12	132953306	132959306	ZNF605	-
12	132983365	132989365	ZNF26	+
12	133034292	133040292	ZNF84	+
12	133076838	133082838	ZNF140	+
12	133127473	133133473	ZNF891	-
12	133127575	133133575	ZNF10	+
12	133178409	133184409	ZNF268	+
13	19533762	19539762	TPTE2	-
13	19630681	19636681	MPHOSPH8	+
13	19780019	19786019	PSPC1	-
13	19860636	19866636	ZMYM5	-
13	19955670	19961670	ZMYM2	+
13	20086907	20092907	ZMYM2	+
13	20189898	20195898	GJB2	-
13	20229395	20235395	GJB6	-
13	20522857	20528857	CRYL1	-
13	20564069	20570069	IFT88	+
13	20699127	20705127	IL17D	+
13	20770958	20776958	EEF1AKMT1	-
13	20900048	20906048	XPO4	-
13	21058547	21064547	LATS2	-
13	21137514	21143514	SAP18	+
13	21173602	21179602	SKA3	-
13	21173645	21179645	MRPL57	+
13	21456370	21462370	ZDHHC20	-
13	21601214	21607214	MICU2	-
13	21668383	21674383	FGF9	+
13	23177952	23183952	SGCG	+
13	23408513	23414513	SACS	-
13	23567370	23573370	TNFRSF19	+
13	23886419	23892419	MIPEP	-
13	23899655	23905655	C1QTNF9B	-
13	23976805	23982805	SPATA13	+
13	24189185	24195185	SPATA13	+
13	24304166	24310166	C1QTNF9	+
13	24509810	24515810	PARP4	-
13	24677411	24683411	ATP12A	+
13	24761152	24767152	RNF17	+
13	24919889	24925889	CENPJ	-
13	25092868	25098868	PABPC3	+
13	25285009	25291009	MTMR6	-
13	25298524	25304524	NUP58	+
13	25369071	25375071	ATP8A2	+
13	26048031	26054031	SHISA2	-
13	26158811	26164811	RNF6	-
13	26219493	26225493	RNF6	-
13	26251104	26257104	CDK8	+
13	26554703	26560703	WASF3	+
13	27168896	27174896	USP12	-
13	27248309	27254309	RPL21	+
13	27267327	27273327	RASL11A	+
13	27421544	27427544	GTF3A	+
13	27447591	27453591	MTIF3	-
13	27617404	27623404	LNX2	-
13	27617742	27623742	POLR1D	+
13	27917020	27923020	PDX1	+
13	28097592	28103592	FLT3	-
13	28135506	28141506	PAN3	+
13	28492128	28498128	FLT1	-
13	28656104	28662104	POMP	+
13	28715970	28721970	SLC46A3	-
13	28817348	28823348	MTUS2	+
13	29592688	29598688	SLC7A1	-
13	29847684	29853684	UBL3	-
13	30304484	30310484	KATNAL1	-
13	30614597	30620597	HMGB1	-
13	30614693	30620693	USPL1	+
13	30710478	30716478	ALOX5AP	+
13	30903191	30909191	MEDAG	+
13	30929703	30935703	TEX26	+
13	31159388	31165388	HSPH1	-
13	31196936	31202936	B3GLCT	+
13	32028300	32034300	FRY	+
13	32312344	32318344	ZAR1L	-
13	32312474	32318474	BRCA2	+
13	32425311	32431311	N4BP2L1	-
13	32535885	32541885	N4BP2L2	-
13	32583427	32589427	PDS5B	+
13	32734096	32740096	PDS5B	+
13	33013433	33019433	KL	+
13	33027773	33033773	KL	+
13	33347630	33353630	STARD13	-
13	33815049	33821049	RFC3	+
13	34939287	34945287	NBEA	+
13	35670022	35676022	MAB21L1	-
13	36128306	36134306	DCLK1	-
13	36211615	36217615	SOHLH2	-
13	36294840	36300840	CCDC169-SOHLH2	-
13	36294842	36300842	CCDC169	-
13	36428520	36434520	CCNA1	+
13	36670912	36676912	SERTM1	+
13	36816224	36822224	RFXAP	+
13	36917765	36923765	SMAD9	-
13	36995816	37001816	EXOSC8	+
13	36997261	37003261	ALG5	-
13	37056713	37062713	SUPT20H	-
13	37102664	37108664	CSNK1A1L	-
13	37595844	37601844	POSTN	-
13	37867425	37873425	TRPC4	-
13	38346849	38352849	UFM1	+
13	38684129	38690129	FREM2	+
13	38988066	38994066	STOML3	-
13	39035076	39041076	PROSER1	-
13	39035306	39041306	NHLRC3	+
13	39652627	39658627	COG6	+
13	40663597	40669597	FOXO1	-
13	40768173	40774173	MRPS31	-
13	40786412	40792412	SLC25A15	+
13	41058274	41064274	WBP4	+
13	41058440	41064440	ELF1	-
13	41129746	41135746	KBTBD6	-
13	41191566	41197566	KBTBD7	-
13	41260577	41266577	MTRF1	-
13	41308205	41314205	NAA16	+
13	41454559	41460559	RGCC	+
13	41958120	41964120	VWA8	-
13	42037036	42043036	DGKH	+
13	42269153	42275153	AKAP11	+
13	42559736	42565736	TNFSF11	+
13	42989271	42995271	EPSTI1	-
13	43020203	43026203	DNAJC15	+
13	43783908	43789908	ENOX1	-
13	43876284	43882284	LACC1	+
13	43876727	43882727	CCDC122	-
13	44158257	44164257	SMIM2	-
13	44370665	44376665	SERP2	+
13	44574147	44580147	TSC22D1	-
13	44986483	44992483	NUFIP1	-
13	44986529	44992529	GPALPP1	+
13	45117515	45123515	GTF2F2	+
13	45281909	45287909	KCTD4	-
13	45338370	45344370	TPT1	-
13	45415455	45421455	SLC25A30	-
13	45461898	45467898	COG3	+
13	45612739	45618739	ERICH6B	-
13	45699311	45705311	SPERT	+
13	46049759	46055759	ZC3H13	-
13	46102076	46108076	CPB2	-
13	46208871	46214871	LCP1	-
13	46550168	46556168	LRCH1	+
13	46794232	46800232	ESD	-
13	47998076	48004076	SUCLA2	-
13	47998354	48004354	SUCLA2	-
13	48034567	48040567	NUDT15	+
13	48092131	48098131	MED4	-
13	48230158	48236158	ITM2B	+
13	48300751	48306751	RB1	+
13	48478986	48484986	LPAR6	-
13	48530256	48536256	RCBTB2	-
13	48650711	48656711	CYSLTR2	+
13	48972912	48978912	FNDC3A	+
13	49217338	49223338	MLNR	+
13	49244925	49250925	CDADC1	+
13	49441126	49447126	CAB39L	-
13	49441374	49447374	SETDB2	+
13	49492610	49498610	PHF11	+
13	49582583	49588583	RCBTB1	-
13	49688475	49694475	EBPL	-
13	49789921	49795921	KPNA3	-
13	49933490	49939490	SPRYD7	-
13	49992888	49998888	TRIM13	+
13	50012254	50018254	KCNRG	+
13	50079171	50085171	DLEU1	+
13	50840939	50846939	DLEU7	-
13	50906678	50912678	RNASEH2B	+
13	51219334	51225334	FAM124A	+
13	51332773	51338773	SERPINE3	+
13	51451264	51457264	INTS6	-
13	51581455	51587455	WDFY2	+
13	51801157	51807157	DHRS12	-
13	52009125	52015125	ATP7B	-
13	52009398	52015398	ALG11	+
13	52021691	52027691	UTP14C	+
13	52126078	52132078	NEK5	-
13	52140921	52146921	NEK3	-
13	52156861	52162861	NEK3	-
13	52403494	52409494	THSD1	-
13	52447628	52453628	VPS36	-
13	52452429	52458429	CKAP2	+
13	52637786	52643786	HNRNPA1L2	+
13	52649709	52655709	SUGT1	+
13	53025759	53031759	OLFM4	+
13	57628810	57634810	PCDH17	+
13	60160987	60166987	DIAPH3	-
13	60393457	60399457	TDRD3	+
13	67227445	67233445	PCDH9	-
13	70105493	70111493	KLHL1	-
13	71863525	71869525	DACH1	-
13	71864192	71870192	DACH1	-
13	72724687	72730687	MZT1	-
13	72724749	72730749	BORA	+
13	72779059	72785059	PIBF1	+
13	72779096	72785096	DIS3	-
13	73051976	73057976	KLF5	+
13	73992056	73998056	KLF12	-
13	75479114	75485114	TBC1D4	-
13	75546439	75552439	COMMD6	-
13	75546480	75552480	UCHL3	+
13	75617434	75623434	LMO7	+
13	75868038	75874038	LMO7DN	+
13	76883390	76889390	KCTD12	-
13	76945497	76951497	ACOD1	+
13	76987660	76993660	CLN5	+
13	77024195	77030195	FBXL3	-
13	77324050	77330050	MYCBP2	-
13	77532674	77538674	SCEL	+
13	77694854	77700854	SLAIN1	+
13	77916768	77922768	EDNRB	-
13	78656179	78662179	RNF219	-
13	79403477	79409477	RBM26	-
13	79478124	79484124	NDFIP2	+
13	80337951	80343951	SPRY2	-
13	85796488	85802488	SLITRK6	-
13	87669615	87675615	SLITRK5	+
13	91395607	91401607	GPC5	+
13	91976443	91982443	GPC5	+
13	93223842	93229842	GPC6	+
13	93983073	93989073	GPC6	+
13	94476682	94482682	DCT	-
13	94593257	94599257	TGDS	-
13	94598903	94604903	GPR180	+
13	95298446	95304446	ABCC4	-
13	95430604	95436604	CLDN10	+
13	95641703	95647703	DZIP1	-
13	95674139	95680139	DNAJC3	+
13	96050482	96056482	UGGT2	-
13	96087839	96093839	HS6ST3	+
13	96991730	96997730	OXGR1	-
13	97218434	97224434	MBNL2	+
13	97431222	97437222	RAP2A	+
13	97950658	97956658	IPO5	+
13	98139562	98145562	FARP1	+
13	98452176	98458176	RNF113B	-
13	98574940	98580940	STK24	-
13	98749654	98755654	SLC15A1	-
13	99083625	99089625	DOCK9	-
13	99251714	99257714	UBAC2	+
13	99258744	99264744	GPR183	-
13	99383434	99389434	GPR18	-
13	99498417	99504417	TM9SF2	+
13	99603669	99609669	CLYBL	+
13	99968909	99974909	ZIC5	-
13	99978772	99984772	ZIC2	+
13	100086015	100092015	PCCA	+
13	100586528	100592528	GGACT	-
13	100672093	100678093	TMTC4	-
13	101071343	101077343	NALCN	-
13	101413492	101419492	NALCN	-
13	101449593	101455593	ITGBL1	+
13	101577691	101583691	ITGBL1	+
13	102399457	102405457	FGF14	-
13	102594003	102600003	TPP2	+
13	102691504	102697504	METTL21C	-
13	102756070	102762070	CCDC168	-
13	102770811	102776811	TEX30	-
13	102796007	102802007	KDELC1	-
13	102796049	102802049	BIVM	+
13	102804354	102810354	BIVM-ERCC5	+
13	102841844	102847844	ERCC5	+
13	106532114	106538114	EFNB2	-
13	106565164	106571164	ARGLU1	-
13	107863735	107869735	FAM155A	-
13	108215368	108221368	LIG4	-
13	108215379	108221379	ABHD13	+
13	108248240	108254240	TNFSF13B	+
13	108593152	108599152	MYO16	+
13	109783568	109789568	IRS2	-
13	110302812	110308812	COL4A2	+
13	110304149	110310149	COL4A1	-
13	110558733	110564733	RAB20	-
13	110612460	110618460	NAXD	+
13	110709736	110715736	ING1	+
13	110710603	110716603	CARS2	-
13	110912069	110918069	ANKRD10	-
13	111111559	111117559	ARHGEF7	+
13	111313184	111319184	TEX29	+
13	112585167	112591167	TUBGCP3	-
13	112687329	112693329	ATP11A	+
13	112891378	112897378	MCF2L	+
13	113102788	113108788	F7	+
13	113119814	113125814	F10	+
13	113155654	113161654	PROZ	+
13	113205193	113211193	CUL4A	+
13	113205715	113211715	PCID2	-
13	113294241	113300241	LAMP1	+
13	113361148	113367148	GRTP1	-
13	113450524	113456524	ADPRHL1	-
13	113487952	113493952	DCUN1D2	-
13	113487995	113493995	TMCO3	+
13	113581721	113587721	TFDP1	+
13	113655186	113661186	ATP4B	-
13	113756240	113762240	TMEM255B	+
13	113861067	113867067	GAS6	-
13	113981943	113987943	RASA3	-
13	114048155	114054155	RASA3	-
13	114129611	114135611	RASA3	-
13	114231887	114237887	CDC16	+
13	114278584	114284584	UPF3A	+
13	114311513	114317513	CHAMP1	+
14	18964434	18970434	POTEM	+
14	18965467	18971467	POTEM	+
14	18965470	18971470	POTEM	+
14	18965838	18971838	POTEM	+
14	18966358	18972358	POTEM	+
14	18967514	18973514	POTEM	+
14	18972119	18978119	POTEM	+
14	18973227	18979227	POTEM	+
14	18973790	18979790	POTEM	+
14	18973794	18979794	POTEM	+
14	18973936	18979936	POTEM	+
14	18974281	18980281	POTEM	+
14	18979766	18985766	POTEM	+
14	18982526	18988526	POTEM	+
14	18982931	18988931	POTEM	+
14	18982986	18988986	POTEM	+
14	18983353	18989353	POTEM	+
14	18984024	18990024	POTEM	+
14	18988154	18994154	POTEM	+
14	19407621	19413621	POTEG	-
14	19411750	19417750	POTEG	-
14	19412422	19418422	POTEG	-
14	19412771	19418771	POTEG	-
14	19412829	19418829	POTEG	-
14	19413240	19419240	POTEG	-
14	19416002	19422002	POTEG	-
14	19421486	19427486	POTEG	-
14	19421827	19427827	POTEG	-
14	19421970	19427970	POTEG	-
14	19421973	19427973	POTEG	-
14	19422537	19428537	POTEG	-
14	19423641	19429641	POTEG	-
14	19428234	19434234	POTEG	-
14	19429389	19435389	POTEG	-
14	19429927	19435927	POTEG	-
14	19430294	19436294	POTEG	-
14	19430299	19436299	POTEG	-
14	19431341	19437341	POTEG	-
14	20031760	20037760	OR4K13	-
14	20057045	20063045	OR4L1	+
14	20114407	20120407	OR4K17	+
14	20140736	20146736	OR4N5	+
14	20194336	20200336	OR11G2	+
14	20220632	20226632	OR11H6	+
14	20239739	20245739	OR11H4	+
14	20302994	20308994	TTC5	-
14	20330312	20336312	CCNB1IP1	-
14	20340582	20346582	PARP2	+
14	20410429	20416429	TEP1	-
14	20432811	20438811	KLHL33	-
14	20452105	20458105	OSGEP	-
14	20452191	20458191	APEX1	+
14	20465954	20471954	PNP	+
14	20502537	20508537	RNASE10	+
14	20557931	20563931	RNASE9	-
14	20587823	20593823	RNASE11	-
14	20606884	20612884	RNASE12	-
14	20638691	20644691	OR6S1	-
14	20681100	20687100	RNASE4	+
14	20681177	20687177	ANG	+
14	20952452	20958452	RNASE2	+
14	20986770	20992770	METTL17	+
14	20996255	21002255	SLC39A2	+
14	21013763	21019763	RNASE7	+
14	21021109	21027109	TPPP2	+
14	21029820	21035820	RNASE8	+
14	21055455	21061455	NDRG2	-
14	21067270	21073270	ARHGEF40	+
14	21067872	21073872	RNASE13	-
14	21095937	21101937	TMEM253	+
14	21100724	21106724	ZNF219	-
14	21153063	21159063	OR5AU1	-
14	21266494	21272494	HNRNPC	-
14	21284939	21290939	RPGRIP1	+
14	21381266	21387266	SUPT16H	-
14	21453126	21459126	CHD8	-
14	21473597	21479597	TOX4	+
14	21473973	21479973	RAB2B	-
14	21493035	21499035	TOX4	+
14	21494527	21500527	TOX4	+
14	21497368	21503368	METTL3	-
14	21499032	21505032	METTL3	-
14	21500001	21506001	METTL3	-
14	21502126	21508126	METTL3	-
14	21508375	21514375	METTL3	-
14	21518325	21524325	SALL2	-
14	21518571	21524571	SALL2	-
14	21534216	21540216	SALL2	-
14	22563338	22569338	DAD1	-
14	22565695	22571695	DAD1	-
14	22566270	22572270	DAD1	-
14	22566432	22572432	DAD1	-
14	22568008	22574008	DAD1	-
14	22568313	22574313	DAD1	-
14	22568625	22574625	DAD1	-
14	22576840	22582840	DAD1	-
14	22578591	22584591	DAD1	-
14	22578743	22584743	DAD1	-
14	22580005	22586005	DAD1	-
14	22583199	22589199	DAD1	-
14	22586269	22592269	DAD1	-
14	22595237	22601237	ABHD4	+
14	22597833	22603833	ABHD4	+
14	22601564	22607564	ABHD4	+
14	22763522	22769522	OXA1L	+
14	22826820	22832820	SLC7A7	-
14	22826879	22832879	MRPL52	+
14	22833557	22839557	MMP14	+
14	22868613	22874613	LRP10	+
14	22880165	22886165	REM2	+
14	22916184	22922184	RBM23	-
14	22926585	22932585	PRMT5	-
14	22954161	22960161	HAUS4	-
14	22979642	22985642	AJUBA	-
14	23007166	23013166	C14orf93	-
14	23032230	23038230	PSMB5	-
14	23039167	23045167	PSMB11	+
14	23054538	23060538	CDH24	-
14	23091765	23097765	C14orf119	+
14	23092614	23098614	ACIN1	-
14	23116616	23122616	CEBPE	-
14	23180674	23186674	SLC7A8	-
14	23182316	23188316	RNF212B	+
14	23295790	23301790	BCL2L2	+
14	23296447	23302447	HOMEZ	-
14	23299848	23305848	PPP1R3E	-
14	23303835	23309835	BCL2L2-PABPN1	+
14	23318289	23324289	PABPN1	+
14	23349912	23355912	SLC22A17	-
14	23362752	23368752	EFS	-
14	23369809	23375809	IL25	+
14	23373808	23379808	CMTM5	+
14	23405277	23411277	MYH6	-
14	23432718	23438718	MYH7	-
14	23466688	23472688	NGDN	+
14	23552988	23558988	THTPA	+
14	23553192	23559192	ZFHX2	-
14	23565070	23571070	AP1G2	-
14	23575800	23581800	JPH4	-
14	23627115	23633115	DHRS2	+
14	23950586	23956586	DHRS4	+
14	23966874	23972874	DHRS4L2	+
14	24049000	24055000	CARMIL3	+
14	24067837	24073837	CPNE6	+
14	24091053	24097053	PCK2	+
14	24107598	24113598	NRL	-
14	24111195	24117195	DCAF11	+
14	24128275	24134275	FITM1	+
14	24133158	24139158	PSME1	+
14	24138588	24144588	EMC9	-
14	24143683	24149683	RNF31	+
14	24144570	24150570	PSME2	-
14	24158053	24164053	IRF9	+
14	24168853	24174853	REC8	+
14	24174207	24180207	REC8	+
14	24185964	24191964	IPO4	-
14	24192687	24198687	TM9SF1	-
14	24202697	24208697	TSSK4	+
14	24210869	24216869	CHMP4A	-
14	24213070	24219070	MDP1	-
14	24229352	24235352	NEDD8-MDP1	-
14	24229422	24235422	GMPR2	+
14	24229454	24235454	NEDD8	-
14	24239674	24245674	TINF2	-
14	24261432	24267432	TGM1	-
14	24268739	24274739	RABGGTA	-
14	24296833	24302833	DHRS1	-
14	24296862	24302862	NOP9	+
14	24302734	24308734	LTB4R2	+
14	24308430	24314430	CIDEB	-
14	24308450	24314450	LTB4R	+
14	24332093	24338093	ADCY4	-
14	24337045	24343045	RIPK3	-
14	24362673	24368673	NFATC4	+
14	24395786	24401786	NYNRIN	+
14	24426286	24432286	KHNYN	+
14	24427954	24433954	CBLN3	-
14	24439905	24445905	SDR39U1	-
14	25047297	25053297	STXBP6	-
14	26594754	26600754	NOVA1	-
14	30188898	30194898	PRKD1	-
14	30556123	30562123	G2E3	+
14	30619112	30625112	SCFD1	+
14	30871514	30877514	COCH	+
14	31022106	31028106	AP4S1	+
14	31023401	31029401	STRN3	-
14	31204804	31210804	HECTD1	-
14	31417582	31423582	HEATR5A	-
14	31454510	31460510	DTD2	-
14	31484945	31490945	GPR33	-
14	31486956	31492956	NUBPL	+
14	32073114	32079114	ARHGAP5	+
14	32326273	32332273	AKAP6	+
14	32931933	32937933	NPAS3	+
14	34459356	34465356	EGLN3	-
14	34459774	34465774	SPTSSA	-
14	34536711	34542711	EAPP	-
14	34627183	34633183	SNX6	-
14	34711823	34717823	CFL2	-
14	34872647	34878647	BAZ1A	-
14	34978957	34984957	SRP54	+
14	35041907	35047907	FAM177A1	+
14	35118846	35124846	KIAA0391	+
14	35119517	35125517	PPP2R3C	-
14	35275633	35281633	PSMA6	+
14	35401749	35407749	NFKBIA	-
14	35531042	35537042	INSM2	+
14	35806304	35812304	RALGAPA1	-
14	35823318	35829318	BRMS1L	+
14	36317676	36323676	MBIP	-
14	36510829	36516829	SFTA3	-
14	36518149	36524149	NKX2-1	-
14	36579607	36585607	NKX2-8	-
14	36654568	36660568	PAX9	+
14	37169866	37175866	SLC25A21	-
14	37194913	37200913	MIPOL1	+
14	37592847	37598847	TTC6	+
14	37593059	37599059	FOXA1	-
14	38204999	38210999	SSTR1	+
14	39106646	39112646	SEC23A	-
14	39111223	39117223	GEMIN2	+
14	39167532	39173532	TRAPPC6B	-
14	39172183	39178183	PNN	+
14	39227231	39233231	MIA2	+
14	39429500	39435500	FBXO33	-
14	41604570	41610570	LRFN5	+
14	44894295	44900295	C14orf28	+
14	45039322	45045322	KLHL28	-
14	45081099	45087099	PRPF39	+
14	45132319	45138319	FKBP3	-
14	45132940	45138940	FANCM	+
14	45250540	45256540	MIS18BP1	-
14	47671954	47677954	MDGA2	-
14	49595697	49601697	LRR1	+
14	49596164	49602164	RPS29	-
14	49617685	49623685	RPL36AL	-
14	49617795	49623795	MGAT2	+
14	49632230	49638230	DNAAF2	-
14	49685422	49691422	POLE2	-
14	49690105	49696105	KLHDC1	+
14	49764608	49770608	KLHDC2	+
14	49850203	49856203	NEMF	-
14	49890092	49896092	ARF6	+
14	50113600	50119600	VCPKMT	-
14	50228558	50234558	SOS2	-
14	50309326	50315326	ATP5S	+
14	50309548	50315548	L2HGDH	-
14	50413461	50419461	CDKL1	-
14	50529509	50535509	ATL1	+
14	50558126	50564126	MAP4K5	-
14	50665331	50671331	SAV1	-
14	50828121	50834121	NIN	-
14	50869160	50875160	ABHD12B	+
14	50901970	50907970	PYGL	-
14	51093061	51099061	TRIM9	-
14	51237162	51243162	TMX1	+
14	51486100	51492100	FRMD6	+
14	51823195	51829195	GNG2	+
14	52066228	52072228	NID2	-
14	52311305	52317305	PTGER2	+
14	52549522	52555522	TXNDC16	-
14	52550148	52556148	GPR137C	+
14	52692900	52698900	ERO1A	-
14	52704172	52710172	PSMC6	+
14	52727180	52733180	STYX	+
14	52788668	52794668	GNPNAT1	-
14	52949435	52955435	FERMT2	-
14	53150282	53156282	DDHD1	-
14	53955761	53961761	BMP4	-
14	54393849	54399849	CDKN3	+
14	54438431	54444431	CNIH1	-
14	54486196	54492196	GMFB	-
14	54506812	54512812	CGRRF1	+
14	54564097	54570097	SAMD4A	+
14	54899852	54905852	GCH1	-
14	55024105	55030105	WDHD1	-
14	55024230	55030230	SOCS4	+
14	55048631	55054631	MAPK1IP1L	+
14	55121110	55127110	LGALS3	+
14	55188678	55194678	DLGAP5	-
14	55268303	55274303	FBXO34	+
14	55408858	55414858	ATG14	-
14	55453726	55459726	TBPL2	-
14	55556072	55562072	KTN1	+
14	56114814	56120814	PELI2	+
14	56485354	56491354	TMEM260	+
14	57265909	57271909	AP5M1	+
14	57266008	57272008	EXOC5	-
14	57387544	57393544	NAA30	+
14	57979194	57985194	SLC35F4	-
14	58197080	58203080	ACTR10	+
