Chr	Start	End	Strand	Gene_ID	Gene_Name	Transcript_ID	Transcript_Length
chr15	23682400	23688400	-	ENSG00000182636	NDN	ENST00000649030	1905
chr15	24680393	24686393	+	ENSG00000185823	NPAP1	ENST00000329468	7618
chr15	24974850	24980850	+	ENSG00000273173	SNURF	ENST00000580062	22846
chr15	24975582	24981582	+	ENSG00000128739	SNRPN	ENST00000400100	154935
chr15	25330728	25336728	-	ENSG00000114062	UBE3A	ENST00000648336	105296
chr15	25674273	25680273	-	ENSG00000206190	ATP10A	ENST00000356865	186450
chr15	26540552	26546552	-	ENSG00000166206	GABRB3	ENST00000541819	395987
chr15	26946208	26952208	+	ENSG00000186297	GABRA5	ENST00000335625	82146
chr15	27538984	27544984	+	ENSG00000182256	GABRG3	ENST00000615808	570803
chr15	27751875	27757875	-	ENSG00000104044	OCA2	ENST00000354638	344440
chr15	28108040	28114040	-	ENSG00000128731	HERC2	ENST00000261609	211139
chr15	28389021	28395021	+	ENSG00000153684	GOLGA8F	ENST00000526619	13357
chr15	28516611	28522611	-	ENSG00000183629	GOLGA8G	ENST00000382949	13360
chr15	28706267	28712267	-	ENSG00000188626	GOLGA8M	ENST00000563213	29117
chr15	28838832	28844832	-	ENSG00000261649	GOLGA6L7	ENST00000567390	6812
chr15	29114717	29120717	+	ENSG00000034053	APBA2	ENST00000561069	233234
chr15	29117252	29123252	-	ENSG00000104059	FAM189A1	ENST00000261275	450727
chr15	29261989	29267989	-	ENSG00000185115	NSMCE3	ENST00000332303	4833
chr15	29697235	29703235	-	ENSG00000104067	TJP1	ENST00000356107	268680
chr15	30093690	30099690	+	ENSG00000179938	GOLGA8J	ENST00000567927	13735
chr15	30145748	30151748	+	ENSG00000261247	GOLGA8T	ENST00000569052	13697
chr15	30357566	30363566	-	ENSG00000166664	CHRFAM7A	ENST00000299847	32974
chr15	30397562	30403562	-	ENSG00000186399	GOLGA8R	ENST00000327271	13698
chr15	30562684	30568684	+	ENSG00000178115	GOLGA8Q	ENST00000562783	13634
chr15	30614752	30620752	+	ENSG00000261794	GOLGA8H	ENST00000566740	13724
chr15	30646529	30652529	+	ENSG00000285077	ARHGAP11B	ENST00000428041	23563
chr15	30935941	30941941	-	ENSG00000166912	MTMR10	ENST00000435680	52687
chr15	30940050	30946050	+	ENSG00000198690	FAN1	ENST00000667837	52491
chr15	30998061	31004061	-	ENSG00000134160	TRPM1	ENST00000542188	160212
chr15	31432586	31438586	+	ENSG00000169926	KLF13	ENST00000558921	108019
chr15	31472398	31478398	-	ENSG00000169918	OTUD7A	ENST00000307050	395275
chr15	32156643	32162643	+	ENSG00000175344	CHRNA7	ENST00000635978	236205
chr15	32386599	32392599	-	ENSG00000249931	GOLGA8K	ENST00000512626	13693
chr15	32438914	32444914	-	ENSG00000206127	GOLGA8O	ENST00000509311	13720
chr15	32604310	32610310	+	ENSG00000232653	GOLGA8N	ENST00000448387	13854
chr15	32636941	32642941	+	ENSG00000198826	ARHGAP11A	ENST00000361627	24437
chr15	32694077	32700077	+	ENSG00000288864	ARHGAP11A-SCG5	ENST00000689909	83217
chr15	32694098	32700098	+	ENSG00000166922	SCG5	ENST00000413748	55422
chr15	32742106	32748106	+	ENSG00000166923	GREM1	ENST00000651154	27102
chr15	32762544	32768544	-	ENSG00000248905	FMN1	ENST00000616417	429170
chr15	33855782	33861782	-	ENSG00000169857	AVEN	ENST00000675287	216373
chr15	33863101	33869101	+	ENSG00000198838	RYR3	ENST00000415757	555139
chr15	34064458	34070458	+	ENSG00000184984	CHRM5	ENST00000383263	98961
chr15	34081017	34087017	-	ENSG00000134153	EMC7	ENST00000256545	17845
chr15	34105686	34111686	+	ENSG00000182405	PGBD4	ENST00000397766	6603
chr15	34137674	34143674	-	ENSG00000134152	KATNBL1	ENST00000256544	69422
chr15	34226784	34232784	-	ENSG00000140199	SLC12A6	ENST00000354181	107997
chr15	34227156	34233156	+	ENSG00000128463	EMC4	ENST00000267750	5140
chr15	34338719	34344719	-	ENSG00000182117	NOP10	ENST00000328848	1417
chr15	34354737	34360737	+	ENSG00000184507	NUTM1	ENST00000614490	14422
chr15	34355633	34361633	-	ENSG00000176454	LPCAT4	ENST00000314891	8563
chr15	34376068	34382068	-	ENSG00000175265	GOLGA8A	ENST00000359187	58740
chr15	34522282	34528282	-	ENSG00000215252	GOLGA8B	ENST00000569100	63221
chr15	34748032	34754032	-	ENSG00000159248	GJD2	ENST00000290374	3966
chr15	34787230	34793230	-	ENSG00000159251	ACTC1	ENST00000290378	5319
chr15	34848782	34854782	-	ENSG00000021776	AQR	ENST00000156471	117960
chr15	34975341	34981341	-	ENSG00000198146	ZNF770	ENST00000356321	9946
chr15	35080410	35086410	-	ENSG00000255192	NANOGP8	ENST00000528386	1885
chr15	35214345	35220345	-	ENSG00000134146	DPH6	ENST00000560386	193506
chr15	36807244	36813244	+	ENSG00000186073	CDIN1	ENST00000566621	230618
chr15	36886204	36892204	-	ENSG00000134138	MEIS2	ENST00000338564	212001
chr15	37964724	37970724	+	ENSG00000166069	TMCO5A	ENST00000559502	33098
chr15	38354249	38360249	+	ENSG00000166068	SPRED1	ENST00000299084	104413
chr15	38484710	38490710	+	ENSG00000171262	FAM98B	ENST00000397609	33583
chr15	38485103	38491103	-	ENSG00000172575	RASGRP1	ENST00000310803	76711
chr15	39596466	39602466	+	ENSG00000137801	THBS1	ENST00000260356	18387
chr15	39597031	39603031	-	ENSG00000150667	FSIP1	ENST00000350221	182810
chr15	39796008	39802008	-	ENSG00000166073	GPR176	ENST00000561100	121258
chr15	40032591	40038591	+	ENSG00000128829	EIF2AK4	ENST00000263791	101476
chr15	40032690	40038690	-	ENSG00000140319	SRP14	ENST00000267884	3491
chr15	40084890	40090890	-	ENSG00000104081	BMF	ENST00000354670	20989
chr15	40218123	40224123	+	ENSG00000156970	BUB1B	ENST00000287598	60054
chr15	40261890	40267890	+	ENSG00000259288	BUB1B-PAK6	ENST00000559435	46390
chr15	40273396	40279396	+	ENSG00000137843	PAK6	ENST00000441369	58947
chr15	40275372	40281372	-	ENSG00000230778	ANKRD63	ENST00000434396	4692
chr15	40284909	40290909	-	ENSG00000137841	PLCB2	ENST00000260402	20026
chr15	40323715	40329715	+	ENSG00000259330	INAFM2	ENST00000638170	3023
chr15	40328452	40334452	-	ENSG00000188549	CCDC9B	ENST00000397536	9487
chr15	40353434	40359434	+	ENSG00000233041	PHGR1	ENST00000448599	5401
chr15	40375621	40381621	+	ENSG00000140323	DISP2	ENST00000267889	20402
chr15	40391288	40397288	+	ENSG00000128944	KNSTRN	ENST00000249776	11567
chr15	40432556	40438556	+	ENSG00000128928	IVD	ENST00000473112	27610
chr15	40465229	40471229	+	ENSG00000140320	BAHD1	ENST00000561234	28508
chr15	40470158	40476158	+	ENSG00000169105	CHST14	ENST00000306243	2174
chr15	40525683	40531683	-	ENSG00000128891	CCDC32	ENST00000560305	36328
chr15	40571949	40577949	+	ENSG00000166133	RPUSD2	ENST00000315616	5650
chr15	40661342	40667342	+	ENSG00000137812	KNL1	ENST00000346991	70322
chr15	40729340	40735340	+	ENSG00000051180	RAD51	ENST00000267868	37166
chr15	40732884	40738884	-	ENSG00000137824	RMDN3	ENST00000260385	19967
chr15	40762161	40768161	-	ENSG00000104129	DNAJC17	ENST00000220496	42312
chr15	40764708	40770708	+	ENSG00000137880	GCHFR	ENST00000260447	3640
chr15	40769449	40775449	+	ENSG00000188277	C15orf62	ENST00000344320	2469
chr15	40812084	40818084	+	ENSG00000166140	ZFYVE19	ENST00000355341	7995
chr15	40812451	40818451	-	ENSG00000166143	PPP1R14D	ENST00000299174	13257
chr15	40855207	40861207	+	ENSG00000166145	SPINT1	ENST00000344051	14189
chr15	40869214	40875214	-	ENSG00000104140	RHOV	ENST00000220507	2020
chr15	40900975	40906975	+	ENSG00000104142	VPS18	ENST00000220509	9525
chr15	40936073	40942073	+	ENSG00000128917	DLL4	ENST00000249749	9733
chr15	40953512	40959512	+	ENSG00000128965	CHAC1	ENST00000617768	3041
chr15	40975880	40981880	-	ENSG00000128908	INO80	ENST00000648947	137400
chr15	41179728	41185728	-	ENSG00000178997	EXD1	ENST00000458580	48029
chr15	41278887	41284887	+	ENSG00000187446	CHP1	ENST00000334660	50619
chr15	41306273	41312273	-	ENSG00000104147	OIP5	ENST00000220514	23318
chr15	41378021	41384021	+	ENSG00000137804	NUSAP1	ENST00000668273	60227
chr15	41384218	41390218	-	ENSG00000137806	NDUFAF1	ENST00000560978	15301
chr15	41480563	41486563	+	ENSG00000137815	RTF1	ENST00000389629	66468
chr15	41500551	41506551	+	ENSG00000137825	ITPKA	ENST00000260386	9677
chr15	41500638	41506638	-	ENSG00000062524	LTK	ENST00000355166	10241
chr15	41514176	41520176	-	ENSG00000103932	RPAP1	ENST00000304330	27081
chr15	41580589	41586589	+	ENSG00000092445	TYRO3	ENST00000263798	24377
chr15	41759194	41765194	+	ENSG00000174197	MGA	ENST00000570161	140702
chr15	41824855	41830855	+	ENSG00000137802	MAPKBP1	ENST00000457542	53371
chr15	41834581	41840581	+	ENSG00000243789	JMJD7	ENST00000397299	9489
chr15	41845146	41851146	-	ENSG00000137877	SPTBN5	ENST00000320955	45907
chr15	41845147	41851147	+	ENSG00000243708	PLA2G4B	ENST00000452633	10372
chr15	41845155	41851155	+	ENSG00000168970	JMJD7-PLA2G4B	ENST00000490848	20060
chr15	41892933	41898933	-	ENSG00000103966	EHD4	ENST00000220325	76624
chr15	41978582	41984582	-	ENSG00000188089	PLA2G4E	ENST00000399518	69608
chr15	42064009	42070009	-	ENSG00000159337	PLA2G4D	ENST00000290472	27553
chr15	42136034	42142034	-	ENSG00000168907	PLA2G4F	ENST00000397272	17602
chr15	42155701	42161701	-	ENSG00000166887	VPS39	ENST00000318006	49603
chr15	42207452	42213452	-	ENSG00000103978	TMEM87A	ENST00000448392	63132
chr15	42350666	42356666	+	ENSG00000214013	GANC	ENST00000318010	80465
chr15	42409320	42415320	+	ENSG00000092529	CAPN3	ENST00000349748	52822
chr15	42409823	42415823	-	ENSG00000103994	ZNF106	ENST00000564754	78318
chr15	42528545	42534545	+	ENSG00000092531	SNAP23	ENST00000563765	38674
chr15	42534820	42540820	-	ENSG00000180979	LRRC57	ENST00000323443	10982
chr15	42566994	42572994	+	ENSG00000137814	HAUS2	ENST00000260372	21156
chr15	42717998	42723998	+	ENSG00000159433	STARD9	ENST00000290607	145392
chr15	42720544	42726544	-	ENSG00000140326	CDAN1	ENST00000356231	13584
chr15	42735730	42741730	-	ENSG00000128881	TTBK2	ENST00000267890	182048
chr15	42939897	42945897	-	ENSG00000159459	UBR1	ENST00000290650	163141
chr15	43182144	43188144	+	ENSG00000137842	TMEM62	ENST00000260403	51558
chr15	43194177	43200177	+	ENSG00000166946	CCNDBP1	ENST00000300213	11774
chr15	43194227	43200227	-	ENSG00000166947	EPB42	ENST00000441366	23791
chr15	43229590	43235590	-	ENSG00000104055	TGM5	ENST00000220420	34338
chr15	43273271	43279271	-	ENSG00000159495	TGM7	ENST00000452443	25984
chr15	43320649	43326649	-	ENSG00000168806	LCMT2	ENST00000305641	6924
chr15	43351569	43357569	+	ENSG00000168803	ADAL	ENST00000562188	23897
chr15	43355175	43361175	-	ENSG00000140265	ZSCAN29	ENST00000684362	12868
chr15	43404209	43410209	-	ENSG00000067369	TP53BP1	ENST00000263801	103405
chr15	43406771	43412771	+	ENSG00000137822	TUBGCP4	ENST00000564079	38670
chr15	43528620	43534620	+	ENSG00000166963	MAP1A	ENST00000382031	20662
chr15	43530462	43536462	-	ENSG00000168781	PPIP5K1	ENST00000334933	56739
chr15	43596406	43602406	+	ENSG00000237289	CKMT1B	ENST00000300283	6352
chr15	43596563	43602563	-	ENSG00000242866	STRC	ENST00000450892	19237
chr15	43644420	43650420	-	ENSG00000166762	CATSPER2	ENST00000409481	20698
chr15	43696222	43702222	+	ENSG00000223572	CKMT1A	ENST00000434505	6336
chr15	43769620	43775620	-	ENSG00000128886	ELL3	ENST00000319359	4346
chr15	43770279	43776279	+	ENSG00000167004	PDIA3	ENST00000686314	26842
chr15	43791162	43797162	-	ENSG00000184716	SERINC4	ENST00000319327	6058
chr15	43791595	43797595	+	ENSG00000140264	SERF2	ENST00000381359	17495
chr15	43801427	43807427	+	ENSG00000242028	HYPK	ENST00000406925	8285
chr15	43801492	43807492	-	ENSG00000140259	MFAP1	ENST00000267812	20198
chr15	43865412	43871412	+	ENSG00000092470	WDR76	ENST00000263795	41410
chr15	43867764	43873764	-	ENSG00000171877	FRMD5	ENST00000417257	324507
chr15	44412758	44418758	+	ENSG00000166734	GOLM2	ENST00000299957	127039
chr15	44526038	44532038	+	ENSG00000137770	CTDSPL2	ENST00000260327	101409
chr15	44551818	44557818	-	ENSG00000104133	SPG11	ENST00000684235	108860
chr15	44559803	44565803	+	ENSG00000104131	EIF3J	ENST00000261868	25656
chr15	44662732	44668732	-	ENSG00000229474	PATL2	ENST00000682850	45591
chr15	44715851	44721851	+	ENSG00000166710	B2M	ENST00000561424	7342
chr15	44764827	44770827	+	ENSG00000185880	TRIM69	ENST00000559390	38839
chr15	44976229	44982229	+	ENSG00000167014	TERB2	ENST00000340827	22542
chr15	45074172	45080172	+	ENSG00000140263	SORD	ENST00000674405	54004
chr15	45089650	45095650	-	ENSG00000140279	DUOX2	ENST00000389039	21522
chr15	45114366	45120366	-	ENSG00000140254	DUOXA1	ENST00000560572	12513
chr15	45115421	45121421	+	ENSG00000140274	DUOXA2	ENST00000323030	4095
chr15	45162576	45168576	+	ENSG00000137857	DUOX1	ENST00000321429	35643
chr15	45164214	45170214	-	ENSG00000138606	SHF	ENST00000290894	33961
chr15	45274846	45280846	+	ENSG00000137860	SLC28A2	ENST00000347644	25612
chr15	45366329	45372329	-	ENSG00000171766	GATM	ENST00000561148	32889
chr15	45418415	45424415	+	ENSG00000171763	SPATA5L1	ENST00000305560	19079
chr15	45445761	45451761	+	ENSG00000166920	C15orf48	ENST00000558435	18182
chr15	45476606	45482606	-	ENSG00000104154	SLC30A4	ENST00000261867	43149
chr15	45612945	45618945	+	ENSG00000104164	BLOC1S6	ENST00000564310	28434
chr15	45688280	45694280	+	ENSG00000137767	SQOR	ENST00000568606	60132
chr15	47771221	47777221	+	ENSG00000137872	SEMA6D	ENST00000558014	590120
chr15	48131632	48137632	-	ENSG00000104177	MYEF2	ENST00000324324	43663
chr15	48139672	48145672	+	ENSG00000188467	SLC24A5	ENST00000341459	21682
chr15	48200710	48206710	+	ENSG00000233932	CTXN2	ENST00000644354	25588
chr15	48300786	48306786	+	ENSG00000074803	SLC12A1	ENST00000647232	125348
chr15	48340373	48346373	+	ENSG00000128951	DUT	ENST00000331200	11944
chr15	48405313	48411313	-	ENSG00000166147	FBN1	ENST00000316623	237396
chr15	48734938	48740938	-	ENSG00000103995	CEP152	ENST00000380950	73131
chr15	48820741	48826741	-	ENSG00000185634	SHC4	ENST00000332408	140178
chr15	48877173	48883173	+	ENSG00000255302	EID1	ENST00000530028	2039
chr15	48985638	48991638	-	ENSG00000138593	SECISBP2L	ENST00000559471	57808
chr15	49119727	49125727	-	ENSG00000166200	COPS2	ENST00000388901	32872
chr15	49323970	49329970	-	ENSG00000166262	FAM227B	ENST00000299338	293848
chr15	49328882	49334882	+	ENSG00000156958	GALK2	ENST00000327171	176117
chr15	49485775	49491775	+	ENSG00000140285	FGF7	ENST00000267843	65533
chr15	49653232	49659232	+	ENSG00000104047	DTWD1	ENST00000403028	35184
chr15	49855238	49861238	-	ENSG00000104043	ATP8B4	ENST00000284509	260995
chr15	50233385	50239385	+	ENSG00000140284	SLC27A2	ENST00000267842	54189
chr15	50238947	50244947	-	ENSG00000140287	HDC	ENST00000267845	23779
chr15	50272389	50278389	-	ENSG00000104064	GABPB1	ENST00000380877	79809
chr15	50491022	50497022	-	ENSG00000170236	USP50	ENST00000673738	52644
chr15	50511419	50517419	+	ENSG00000138592	USP8	ENST00000396444	90037
chr15	50554158	50560158	-	ENSG00000092439	TRPM7	ENST00000646667	129639
chr15	50699266	50705266	-	ENSG00000138600	SPPL2A	ENST00000261854	63440
chr15	51002895	51008895	+	ENSG00000081014	AP4E1	ENST00000261842	97212
chr15	51053598	51059598	-	ENSG00000183578	TNFAIP8L3	ENST00000327536	48678
chr15	51205057	51211057	-	ENSG00000137869	CYP19A1	ENST00000396402	130539
chr15	51405000	51411000	+	ENSG00000186417	GLDN	ENST00000335449	66345
chr15	51444711	51450711	-	ENSG00000104093	DMXL2	ENST00000251076	175122
chr15	51718026	51724026	+	ENSG00000104112	SCG3	ENST00000220478	39523
chr15	51720069	51726069	-	ENSG00000140280	LYSMD2	ENST00000454181	28516
chr15	51813363	51819363	+	ENSG00000128872	TMOD2	ENST00000249700	64766
chr15	51912725	51918725	+	ENSG00000138594	TMOD3	ENST00000308580	86072
chr15	51935025	51941025	-	ENSG00000166477	LEO1	ENST00000299601	33753
chr15	52064359	52070359	+	ENSG00000069956	MAPK6	ENST00000691380	95537
chr15	52106263	52112263	-	ENSG00000137875	BCL2L10	ENST00000260442	3512
chr15	52112100	52118100	-	ENSG00000069966	GNB5	ENST00000261837	76292
chr15	52189322	52195322	-	ENSG00000128833	MYO5C	ENST00000261839	103482
chr15	52304286	52310286	-	ENSG00000197535	MYO5A	ENST00000687574	221846
chr15	52544045	52550045	-	ENSG00000128989	ARPP19	ENST00000566423	22194
chr15	52608625	52614625	-	ENSG00000047346	FAM214A	ENST00000561490	98192
chr15	52752053	52758053	-	ENSG00000169856	ONECUT1	ENST00000305901	35283
chr15	53510741	53516741	-	ENSG00000166415	WDR72	ENST00000396328	249137
chr15	54625707	54631707	+	ENSG00000137766	UNC13C	ENST00000647821	650506
chr15	55177806	55183806	-	ENSG00000137876	RSL24D1	ENST00000260443	16135
chr15	55225666	55231666	-	ENSG00000069974	RAB27A	ENST00000563262	90447
chr15	55314184	55320184	-	ENSG00000225973	PIGBOS1	ENST00000436697	1939
chr15	55352250	55358250	-	ENSG00000260916	CCPG1	ENST00000310958	53260
chr15	55352647	55358647	+	ENSG00000069943	PIGB	ENST00000565367	36687
chr15	55407525	55413525	-	ENSG00000256061	DNAAF4	ENST00000524160	87816
chr15	55415798	55421798	+	ENSG00000261652	C15orf65	ENST00000569691	10303
chr15	55535890	55541890	-	ENSG00000171016	PYGO1	ENST00000302000	50057
chr15	55608544	55614544	-	ENSG00000166450	PRTG	ENST00000389286	131608
chr15	55823922	55829922	-	ENSG00000069869	NEDD4	ENST00000435532	166690
chr15	56084280	56090280	-	ENSG00000181827	RFX7	ENST00000674082	157802
chr15	56388385	56394385	+	ENSG00000151575	TEX9	ENST00000560827	147376
chr15	56425724	56431724	-	ENSG00000138587	MNS1	ENST00000260453	36413
chr15	56627181	56633181	-	ENSG00000137871	ZNF280D	ENST00000559237	103905
chr15	57286853	57292853	+	ENSG00000140262	TCF12	ENST00000267811	371228
chr15	57547717	57553717	+	ENSG00000128849	CGNL1	ENST00000281282	174212
chr15	57682364	57688364	+	ENSG00000263155	MYZAP	ENST00000267853	93460
chr15	57711745	57717745	+	ENSG00000137878	GCOM1	ENST00000380569	122837
chr15	57779762	57785762	+	ENSG00000255529	POLR2M	ENST00000482852	76050
chr15	58010858	58016858	-	ENSG00000128918	ALDH1A2	ENST00000558239	460055
chr15	58182911	58188911	+	ENSG00000103569	AQP9	ENST00000219919	47530
chr15	58565873	58571873	+	ENSG00000166035	LIPC	ENST00000356113	158304
chr15	58585809	58591809	-	ENSG00000137845	ADAM10	ENST00000260408	160898
chr15	58858900	58864900	+	ENSG00000128923	MINDY2	ENST00000559228	90598
chr15	58876050	58882050	-	ENSG00000137776	SLTM	ENST00000380516	54629
chr15	59028216	59034216	+	ENSG00000157450	RNF111	ENST00000559757	166041
chr15	59122045	59128045	+	ENSG00000157456	CCNB2	ENST00000288207	19899
chr15	59129434	59135434	-	ENSG00000157483	MYO1E	ENST00000288235	240437
chr15	59205588	59211588	+	ENSG00000171989	LDHAL6B	ENST00000307144	1745
chr15	59489302	59495302	+	ENSG00000157470	FAM81A	ENST00000558348	119609
chr15	59635062	59641062	-	ENSG00000140307	GTF2A2	ENST00000396060	19453
chr15	59637239	59643239	+	ENSG00000140297	GCNT3	ENST00000560210	23708
chr15	59656146	59662146	-	ENSG00000140299	BNIP2	ENST00000267859	30388
chr15	60058730	60064730	+	ENSG00000171956	FOXB1	ENST00000560857	57496
chr15	60344144	60350144	-	ENSG00000182718	ANXA2	ENST00000559818	51598
chr15	60416613	60422613	-	ENSG00000128915	ICE2	ENST00000558181	59547
chr15	60485284	60491284	-	ENSG00000069667	RORA	ENST00000335670	741018
chr15	61849389	61855389	-	ENSG00000129003	VPS13C	ENST00000249837	208084
chr15	62067917	62073917	+	ENSG00000198535	C2CD4A	ENST00000355522	3940
chr15	62160535	62166535	-	ENSG00000205502	C2CD4B	ENST00000380392	1750
chr15	62841631	62847631	+	ENSG00000171914	TLN2	ENST00000636159	454081
chr15	63068897	63074897	+	ENSG00000140416	TPM1	ENST00000651344	29249
chr15	63122872	63128872	-	ENSG00000185088	RPS27L	ENST00000559763	29843
chr15	63139061	63145061	+	ENSG00000103642	LACTB	ENST00000261893	20200
chr15	63264776	63270776	+	ENSG00000166128	RAB8B	ENST00000321437	78170
chr15	63306126	63312126	+	ENSG00000138613	APH1B	ENST00000261879	31521
chr15	63318378	63324378	-	ENSG00000074410	CA12	ENST00000178638	60468
chr15	63591640	63597640	+	ENSG00000140455	USP3	ENST00000540797	90129
chr15	63599428	63605428	+	ENSG00000197361	FBXL22	ENST00000360587	5075
chr15	63605618	63611618	-	ENSG00000103657	HERC1	ENST00000443617	225330
chr15	63904923	63910923	-	ENSG00000035664	DAPK2	ENST00000457488	138399
chr15	64069565	64075565	-	ENSG00000166797	CIAO2A	ENST00000300030	21273
chr15	64143090	64149090	+	ENSG00000028528	SNX1	ENST00000558040	50064
chr15	64152817	64158817	-	ENSG00000166794	PPIB	ENST00000680158	7317
chr15	64154481	64160481	+	ENSG00000157734	SNX22	ENST00000557789	5766
chr15	64162525	64168525	-	ENSG00000169118	CSNK1G1	ENST00000303052	190648
chr15	64362868	64368868	-	ENSG00000166803	PCLAF	ENST00000560234	21816
chr15	64452303	64458303	+	ENSG00000103671	TRIP4	ENST00000261884	67467
chr15	64683068	64689068	+	ENSG00000180357	ZNF609	ENST00000326648	225490
chr15	64684573	64690573	-	ENSG00000180304	OAZ2	ENST00000326005	15708
chr15	64736891	64742891	-	ENSG00000166831	RBPMS2	ENST00000300069	35698
chr15	64812632	64818632	-	ENSG00000140451	PIF1	ENST00000268043	10036
chr15	64865000	64871000	+	ENSG00000241839	PLEKHO2	ENST00000616065	26117
chr15	64955691	64961691	+	ENSG00000166839	ANKDD1A	ENST00000319580	46789
chr15	64960022	64966022	-	ENSG00000090487	SPG21	ENST00000204566	26892
chr15	64998512	65004512	-	ENSG00000103707	MTFMT	ENST00000220058	28127
chr15	65050397	65056397	+	ENSG00000186198	SLC51B	ENST00000334287	8010
chr15	65051777	65057777	-	ENSG00000103710	RASL12	ENST00000434605	21913
chr15	65076948	65082948	+	ENSG00000234438	KBTBD13	ENST00000432196	3202
chr15	65089760	65095760	-	ENSG00000246922	UBAP1L	ENST00000559089	22440
chr15	65114379	65120379	-	ENSG00000090470	PDCD7	ENST00000204549	16429
chr15	65145219	65151219	-	ENSG00000166855	CLPX	ENST00000300107	37123
chr15	65191760	65197760	-	ENSG00000138615	CILP	ENST00000261883	16713
chr15	65263577	65269577	-	ENSG00000138617	PARP16	ENST00000558873	34041
chr15	65324127	65330127	-	ENSG00000174498	IGDCC3	ENST00000327987	50875
chr15	65378484	65384484	-	ENSG00000103742	IGDCC4	ENST00000352385	41463
chr15	65439467	65445467	-	ENSG00000074603	DPP8	ENST00000300141	75222
chr15	65575349	65581349	+	ENSG00000074696	HACD3	ENST00000261875	47886
chr15	65575760	65581760	-	ENSG00000138614	INTS14	ENST00000652388	32529
chr15	65656123	65662123	-	ENSG00000174485	DENND4A	ENST00000443035	133170
chr15	65657995	65663995	+	ENSG00000074621	SLC24A1	ENST00000537259	49590
chr15	65884923	65890923	+	ENSG00000103769	RAB11A	ENST00000569304	161869
chr15	65892079	65898079	-	ENSG00000157890	MEGF11	ENST00000409699	358668
chr15	66330898	66336898	+	ENSG00000166938	DIS3L	ENST00000319194	40681
chr15	66333981	66339981	-	ENSG00000075131	TIPIN	ENST00000562124	49743
chr15	66487135	66493135	-	ENSG00000174446	SNAPC5	ENST00000563480	7615
chr15	66488656	66494656	+	ENSG00000169032	MAP2K1	ENST00000689951	104744
chr15	66496323	66502323	-	ENSG00000174444	RPL4	ENST00000568588	25209
chr15	66544468	66550468	-	ENSG00000188501	LCTL	ENST00000537670	18496
chr15	66547130	66553130	+	ENSG00000174442	ZWILCH	ENST00000307897	44804
chr15	66779849	66785849	+	ENSG00000137834	SMAD6	ENST00000288840	80613
chr15	67192169	67198169	+	ENSG00000166949	SMAD3	ENST00000327367	129567
chr15	67197667	67203667	-	ENSG00000103591	AAGAB	ENST00000261880	53994
chr15	67498804	67504804	+	ENSG00000103599	IQCH	ENST00000335894	247018
chr15	67527146	67533146	+	ENSG00000189227	C15orf61	ENST00000342683	9015
chr15	67804114	67810114	+	ENSG00000137764	MAP2K5	ENST00000178640	264411
chr15	67830836	67836836	+	ENSG00000188779	SKOR1	ENST00000341418	14132
chr15	68187793	68193793	-	ENSG00000129007	CALML4	ENST00000395465	15286
chr15	68190847	68196847	+	ENSG00000033800	PIAS1	ENST00000249636	139532
chr15	68205067	68211067	-	ENSG00000128973	CLN6	ENST00000538696	49039
chr15	68292862	68298862	+	ENSG00000169018	FEM1B	ENST00000306917	18117
chr15	68293532	68299532	-	ENSG00000137809	ITGA11	ENST00000315757	135631
chr15	68724806	68730806	+	ENSG00000103647	CORO2B	ENST00000261861	148813
chr15	68775535	68781535	-	ENSG00000140350	ANP32A	ENST00000465139	42360
chr15	68943122	68949122	+	ENSG00000258484	SPESP1	ENST00000560188	127901
chr15	69059743	69065743	+	ENSG00000255346	NOX5	ENST00000260364	132218
chr15	69269207	69275207	+	ENSG00000138604	GLCE	ENST00000261858	111572
chr15	69404780	69410780	+	ENSG00000137819	PAQR5	ENST00000395407	108868
chr15	69445427	69451427	+	ENSG00000137807	KIF23	ENST00000260363	34181
chr15	69453205	69459205	+	ENSG00000137818	RPLP1	ENST00000260379	3387
chr15	70044790	70050790	-	ENSG00000140332	TLE3	ENST00000558939	50386
chr15	70651554	70657554	-	ENSG00000137831	UACA	ENST00000322954	109004
chr15	70826130	70832130	-	ENSG00000166173	LARP6	ENST00000299213	25027
chr15	70878342	70884342	-	ENSG00000129028	THAP10	ENST00000249861	11091
chr15	71050657	71056657	+	ENSG00000137821	LRRC49	ENST00000544974	200418
chr15	71780383	71786383	+	ENSG00000187720	THSD4	ENST00000355327	686431
chr15	71815259	71821259	+	ENSG00000278570	NR2E3	ENST00000621736	25621
chr15	71819291	71825291	-	ENSG00000066933	MYO9A	ENST00000356056	295859
chr15	72137962	72143962	+	ENSG00000166192	SENP8	ENST00000542035	26704
chr15	72156806	72162806	-	ENSG00000175318	GRAMD2A	ENST00000309731	37981
chr15	72196029	72202029	-	ENSG00000067225	PKM	ENST00000319622	32357
chr15	72238181	72244181	-	ENSG00000137817	PARP6	ENST00000569795	31373
chr15	72281727	72287727	-	ENSG00000140488	CELF6	ENST00000287202	35430
chr15	72337924	72343924	-	ENSG00000213614	HEXA	ENST00000268097	35090
chr15	72405367	72411367	+	ENSG00000187806	TMEM202	ENST00000341689	10062
chr15	72599987	72605987	+	ENSG00000166233	ARIH1	ENST00000379887	128657
chr15	72666599	72672599	+	ENSG00000215186	GOLGA6B	ENST00000421285	14902
