Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
TRAM1L1	7	0	0	0	0	7	6	6
TRIM13	6	1	0	0	0	7	6	6
TTLL5	6	1	0	0	0	7	6	6
TYRP1	6	1	0	0	0	7	6	6
UBE2O	7	0	0	0	0	7	6	6
UBR1	6	1	0	0	0	7	6	6
USP13	5	1	0	1	0	7	6	6
USP31	7	0	0	0	0	7	6	6
USP37	7	0	0	0	0	7	6	6
WDR11	6	1	0	0	0	7	6	6
ZBTB3	7	0	0	0	0	7	6	6
ZC3HAV1	7	0	0	0	0	7	6	6
ZFP37	7	0	0	0	0	7	6	6
ZNF197	6	1	0	0	0	7	6	6
ZNF236	5	2	0	0	0	7	6	6
ZNF440	6	1	0	0	0	7	6	6
ZNF578	6	1	0	0	0	7	6	6
ZNF718	7	0	0	0	0	7	6	6
ZNF761	7	0	0	0	0	7	6	6
ZSCAN21	6	1	0	0	0	7	6	6
A1CF	6	0	0	0	0	6	6	6
AASDH	6	0	0	0	0	6	6	6
AATK	6	0	0	0	0	6	6	6
ABCC6	6	0	0	0	0	6	6	6
ABCD3	5	0	0	1	0	6	6	6
ABR	6	0	0	0	0	6	6	6
AC004381.6	4	2	0	0	0	6	6	6
ACOXL	6	0	0	0	0	6	6	6
ACRBP	5	1	0	0	0	6	6	6
ACSL4	6	0	0	0	0	6	6	6
ACSM2A	6	0	0	0	0	6	6	6
ACSM5	4	1	0	1	0	6	6	6
ACTB	5	0	0	1	0	6	6	6
ACTG1	5	0	0	0	1	6	6	6
ADAM19	5	1	0	0	0	6	6	6
ADGRE5	6	0	0	0	0	6	6	6
ADPRH	6	0	0	0	0	6	6	6
AGAP2	6	0	0	0	0	6	6	6
AGO4	5	1	0	0	0	6	6	6
AGRN	5	0	0	1	0	6	6	6
AK5	4	1	0	1	0	6	6	6
AKNA	6	0	0	0	0	6	6	6
ALDH18A1	5	1	0	0	0	6	6	6
ALDOA	6	0	0	0	0	6	6	6
ALG10B	5	1	0	0	0	6	6	6
ALG13	6	0	0	0	0	6	6	6
ALLC	4	1	0	1	0	6	6	6
ALOX12	5	1	0	0	0	6	6	6
ALS2	6	0	0	0	0	6	6	6
AMPH	6	0	0	0	0	6	6	6
ANKFY1	5	1	0	0	0	6	6	6
ANKRD18A	6	0	0	0	0	6	6	6
ANKRD24	6	0	0	0	0	6	6	6
ANKRD34C	6	0	0	0	0	6	6	6
ANKRD44	6	0	0	0	0	6	6	6
ANKS6	5	1	0	0	0	6	6	6
ANO6	6	0	0	0	0	6	6	6
AP1B1	6	0	0	0	0	6	6	6
AP2A1	5	1	0	0	0	6	6	6
AP3B1	6	0	0	0	0	6	6	6
API5	3	3	0	0	0	6	6	6
APTX	6	0	0	0	0	6	6	6
AQR	5	1	0	0	0	6	6	6
ARAP1	6	0	0	0	0	6	6	6
ARHGAP17	4	1	0	1	0	6	6	6
ARHGEF2	5	0	0	1	0	6	6	6
ARHGEF5	6	0	0	0	0	6	6	6
ARHGEF7	5	1	0	0	0	6	6	6
ARHGEF9	6	0	0	0	0	6	6	6
ARID3B	6	0	0	0	0	6	6	6
ARPP21	3	3	0	0	0	6	6	6
ARSK	6	0	0	0	0	6	6	6
ARVCF	5	0	0	1	0	6	6	6
ATF2	6	0	0	0	0	6	6	6
ATF7IP	4	2	0	0	0	6	6	6
ATP1A3	6	0	0	0	0	6	6	6
ATP1B4	4	0	1	1	0	6	6	6
ATP2C1	6	0	0	0	0	6	6	6
ATP6V0A1	6	0	0	0	0	6	6	6
ATRNL1	6	0	0	0	0	6	6	6
ATXN3	6	0	0	0	0	6	6	6
B3GALT5	6	0	0	0	0	6	6	6
B4GALT5	6	0	0	0	0	6	6	6
BCCIP	5	1	0	0	0	6	6	6
BCL9L	6	0	0	0	0	6	6	6
BCO1	4	2	0	0	0	6	6	6
BMPER	6	0	0	0	0	6	6	6
BMPR1B	6	0	0	0	0	6	6	6
BMS1	6	0	0	0	0	6	6	6
BPIFB1	6	0	0	0	0	6	6	6
BRD8	5	0	0	1	0	6	6	6
BRPF1	6	0	0	0	0	6	6	6
BRPF3	6	0	0	0	0	6	6	6
BTN3A3	6	0	0	0	0	6	6	6
C14orf37	6	0	0	0	0	6	6	6
C14orf93	6	0	0	0	0	6	6	6
C17orf104	5	1	0	0	0	6	6	6
C1orf112	6	0	0	0	0	6	6	6
C2orf42	6	0	0	0	0	6	6	6
C3orf20	6	0	0	0	0	6	6	6
C3orf67	5	0	0	1	0	6	6	6
C5orf60	6	0	0	0	0	6	6	6
C7orf31	6	0	0	0	0	6	6	6
CABLES1	6	0	0	0	0	6	6	6
CABYR	4	1	0	1	0	6	6	6
CACNA2D4	6	0	0	0	0	6	6	6
CALCRL	5	0	0	1	0	6	6	6
CAND1	6	0	0	0	0	6	6	6
CAPN1	6	0	0	0	0	6	6	6
CAPN6	6	0	0	0	0	6	6	6
CARD8	5	1	0	0	0	6	6	6
CAST	6	0	0	0	0	6	6	6
CC2D1B	6	0	0	0	0	6	6	6
CC2D2A	6	0	0	0	0	6	6	6
CCDC148	4	2	0	0	0	6	6	6
CCDC170	4	2	0	0	0	6	6	6
CCDC30	3	3	0	0	0	6	6	6
CCDC60	6	0	0	0	0	6	6	6
CCDC73	5	1	0	0	0	6	6	6
CCSER1	4	1	0	1	0	6	6	6
CD248	5	1	0	0	0	6	6	6
CD5L	6	0	0	0	0	6	6	6
CDH11	6	0	0	0	0	6	6	6
CDH17	6	0	0	0	0	6	6	6
CDH6	5	1	0	0	0	6	6	6
CDK11B	5	0	0	1	0	6	6	6
CDK16	6	0	0	0	0	6	6	6
CEMIP	5	1	0	0	0	6	6	6
CEP131	5	1	0	0	0	6	6	6
CFAP53	4	2	0	0	0	6	6	6
CFHR4	5	1	0	0	0	6	6	6
CHI3L1	6	0	0	0	0	6	6	6
CHSY3	5	1	0	0	0	6	6	6
CKAP2	6	0	0	0	0	6	6	6
CKAP2L	6	0	0	0	0	6	6	6
CKMT2	5	0	0	1	0	6	6	6
CLCN3	5	0	0	1	0	6	6	6
CLCN6	5	0	1	0	0	6	6	6
CLIP2	6	0	0	0	0	6	6	6
CLK2	6	0	0	0	0	6	6	6
CLK3	6	0	0	0	0	6	6	6
CNBD1	5	1	0	0	0	6	6	6
CNDP1	6	0	0	0	0	6	6	6
CNGA4	6	0	0	0	0	6	6	6
CNKSR1	6	0	0	0	0	6	6	6
COBL	5	0	0	1	0	6	6	6
COL15A1	6	0	0	0	0	6	6	6
COL6A2	6	0	0	0	0	6	6	6
COL9A3	5	1	0	0	0	6	6	6
COPB2	3	2	0	1	0	6	6	6
CORO2A	6	0	0	0	0	6	6	6
CPNE5	5	0	0	1	0	6	6	6
CPT1C	6	0	0	0	0	6	6	6
CREBRF	5	0	0	1	0	6	6	6
CRIM1	6	0	0	0	0	6	6	6
CRTAC1	6	0	0	0	0	6	6	6
CRTC2	6	0	0	0	0	6	6	6
CSF2RB	4	2	0	0	0	6	6	6
CSF3R	6	0	0	0	0	6	6	6
CTAGE1	6	0	0	0	0	6	6	6
CTR9	5	0	0	1	0	6	6	6
CTTNBP2NL	6	0	0	0	0	6	6	6
CUL3	5	1	0	0	0	6	6	6
CWH43	6	0	0	0	0	6	6	6
CYLD	5	0	0	0	1	6	6	6
CYP26B1	5	1	0	0	0	6	6	6
CYP46A1	6	0	0	0	0	6	6	6
DAB2IP	6	0	0	0	0	6	6	6
DBN1	5	0	0	1	0	6	6	6
DCAF8	5	1	0	0	0	6	6	6
DCBLD1	6	0	0	0	0	6	6	6
DCLK1	5	0	0	1	0	6	6	6
DCLRE1C	5	0	0	0	1	6	6	6
DDB1	6	0	0	0	0	6	6	6
DDX17	6	0	0	0	0	6	6	6
DDX23	6	0	0	0	0	6	6	6
DDX31	6	0	0	0	0	6	6	6
DDX4	5	1	0	0	0	6	6	6
DENND6A	5	1	0	0	0	6	6	6
DEPDC1	6	0	0	0	0	6	6	6
DGCR8	6	0	0	0	0	6	6	6
DGKB	4	0	0	2	0	6	6	6
DGKH	5	1	0	0	0	6	6	6
DHX37	6	0	0	0	0	6	6	6
DLG5	6	0	0	0	0	6	6	6
DNTTIP2	6	0	0	0	0	6	6	6
DOT1L	4	1	0	1	0	6	6	6
DPP8	5	0	0	1	0	6	6	6
DPYSL3	6	0	0	0	0	6	6	6
DPYSL5	6	0	0	0	0	6	6	6
DRC7	6	0	0	0	0	6	6	6
DSG3	5	1	0	0	0	6	6	6
DSPP	5	1	0	0	0	6	6	6
DYTN	5	0	0	1	0	6	6	6
E2F1	5	1	0	0	0	6	6	6
ECE1	6	0	0	0	0	6	6	6
ECE2	6	0	0	0	0	6	6	6
EDAR	5	1	0	0	0	6	6	6
EEF2K	4	1	0	0	1	6	6	6
EFCAB3	3	0	0	1	2	6	6	6
EHD1	6	0	0	0	0	6	6	6
EHHADH	6	0	0	0	0	6	6	6
EIF2B5	5	1	0	0	0	6	6	6
EIF3A	6	0	0	0	0	6	6	6
EIF3I	6	0	0	0	0	6	6	6
EIF4A3	6	0	0	0	0	6	6	6
ELK1	6	0	0	0	0	6	6	6
ELL	6	0	0	0	0	6	6	6
ELL2	6	0	0	0	0	6	6	6
ELP2	6	0	0	0	0	6	6	6
EML1	6	0	0	0	0	6	6	6
ENPP1	5	0	0	1	0	6	6	6
ENTPD2	6	0	0	0	0	6	6	6
ENTPD7	6	0	0	0	0	6	6	6
EPC2	4	1	0	1	0	6	6	6
EPHA1	5	1	0	0	0	6	6	6
EPHB6	6	0	0	0	0	6	6	6
EPPK1	5	1	0	0	0	6	6	6
ERG	6	0	0	0	0	6	6	6
ERMP1	5	1	0	0	0	6	6	6
ESRP2	6	0	0	0	0	6	6	6
ETV1	6	0	0	0	0	6	6	6
ETV5	5	0	0	1	0	6	6	6
EXOSC9	6	0	0	0	0	6	6	6
F13A1	5	0	0	1	0	6	6	6
FADS2	6	0	0	0	0	6	6	6
FAM122B	6	0	0	0	0	6	6	6
FAM129C	6	0	0	0	0	6	6	6
FAM160B1	4	1	0	1	0	6	6	6
FAM200B	5	1	0	0	0	6	6	6
FAM21A	6	0	0	0	0	6	6	6
FAM21C	6	0	0	0	0	6	6	6
FAM98A	6	0	0	0	0	6	6	6
FARP1	5	1	0	0	0	6	6	6
FARP2	4	1	0	1	0	6	6	6
FARSB	4	1	0	1	0	6	6	6
FBLN2	6	0	0	0	0	6	6	6
FBXO11	5	1	0	0	0	6	6	6
FBXO21	6	0	0	0	0	6	6	6
FBXW8	6	0	0	0	0	6	6	6
FCHO1	4	2	0	0	0	6	6	6
FCRL1	6	0	0	0	0	6	6	6
FER	6	0	0	0	0	6	6	6
FGA	6	0	0	0	0	6	6	6
FGF18	6	0	0	0	0	6	6	6
FGFR1	5	0	0	1	0	6	6	6
FHAD1	5	1	0	0	0	6	6	6
FHDC1	6	0	0	0	0	6	6	6
FKBP8	6	0	0	0	0	6	6	6
FLII	6	0	0	0	0	6	6	6
FNDC3A	6	0	0	0	0	6	6	6
FNDC3B	6	0	0	0	0	6	6	6
FOXO4	5	1	0	0	0	6	6	6
FOXP1	4	0	0	2	0	6	6	6
FRMD3	5	1	0	0	0	6	6	6
FRMD4B	5	1	0	0	0	6	6	6
FSTL4	6	0	0	0	0	6	6	6
FSTL5	6	0	0	0	0	6	6	6
FXR1	6	0	0	0	0	6	6	6
FYB	6	0	0	0	0	6	6	6
FZD7	5	1	0	0	0	6	6	6
GABRA3	5	1	0	0	0	6	6	6
GABRB2	6	0	0	0	0	6	6	6
GALNT11	5	0	0	1	0	6	6	6
GALNTL5	4	1	0	1	0	6	6	6
GBA3	6	0	0	0	0	6	6	6
GBP3	4	1	0	1	0	6	6	6
GBP7	6	0	0	0	0	6	6	6
GEMIN4	6	0	0	0	0	6	6	6
GFM1	6	0	0	0	0	6	6	6
GFM2	6	0	0	0	0	6	6	6
GIMAP5	6	0	0	0	0	6	6	6
GJA5	6	0	0	0	0	6	6	6
GLB1L3	6	0	0	0	0	6	6	6
GLCE	6	0	0	0	0	6	6	6
GLTSCR1L	5	1	0	0	0	6	6	6
GMEB1	6	0	0	0	0	6	6	6
GNE	6	0	0	0	0	6	6	6
GORAB	6	0	0	0	0	6	6	6
GPATCH2	4	2	0	0	0	6	6	6
GPATCH4	4	1	0	1	0	6	6	6
GPLD1	6	0	0	0	0	6	6	6
GPR161	6	0	0	0	0	6	6	6
GPR162	6	0	0	0	0	6	6	6
GRAMD1B	4	0	0	2	0	6	6	6
GREB1	4	1	0	0	1	6	6	6
GRIK3	6	0	0	0	0	6	6	6
GRIK5	6	0	0	0	0	6	6	6
GRIP2	5	1	0	0	0	6	6	6
GRM8	5	1	0	0	0	6	6	6
GTF2I	6	0	0	0	0	6	6	6
GUCY1A2	5	1	0	0	0	6	6	6
HAND2	6	0	0	0	0	6	6	6
HCN1	5	1	0	0	0	6	6	6
HCN4	6	0	0	0	0	6	6	6
HDAC4	6	0	0	0	0	6	6	6
HDAC9	5	0	0	1	0	6	6	6
HEATR4	6	0	0	0	0	6	6	6
HELQ	6	0	0	0	0	6	6	6
HIP1	5	1	0	0	0	6	6	6
HIPK1	6	0	0	0	0	6	6	6
HKDC1	5	1	0	0	0	6	6	6
HLF	6	0	0	0	0	6	6	6
HLTF	5	0	0	1	0	6	6	6
HMHA1	5	1	0	0	0	6	6	6
HNRNPH2	5	1	0	0	0	6	6	6
HNRNPL	5	1	0	0	0	6	6	6
HOMER2	6	0	0	0	0	6	6	6
HORMAD1	5	0	0	1	0	6	6	6
HSP90AB1	5	1	0	0	0	6	6	6
HSPA12A	5	0	0	1	0	6	6	6
HSPA5	6	0	0	0	0	6	6	6
IBSP	3	3	0	0	0	6	6	6
IFFO1	4	2	0	0	0	6	6	6
IKZF3	5	1	0	0	0	6	6	6
IL31RA	6	0	0	0	0	6	6	6
IMMT	5	1	0	0	0	6	6	6
INPP5D	5	1	0	0	0	6	6	6
INTS1	5	0	0	1	0	6	6	6
IQCB1	5	1	0	0	0	6	6	6
IQSEC3	6	0	0	0	0	6	6	6
IQUB	5	1	0	0	0	6	6	6
IRF9	5	1	0	0	0	6	6	6
ITGA2B	6	0	0	0	0	6	6	6
ITGAL	5	0	0	1	0	6	6	6
ITGAM	4	1	0	1	0	6	6	6
ITGB6	6	0	0	0	0	6	6	6
ITGB8	6	0	0	0	0	6	6	6
JADE2	6	0	0	0	0	6	6	6
KANK2	5	1	0	0	0	6	6	6
KCNAB1	6	0	0	0	0	6	6	6
KCND3	6	0	0	0	0	6	6	6
KIAA0020	5	0	0	1	0	6	6	6
KIAA0907	6	0	0	0	0	6	6	6
KIAA1524	5	1	0	0	0	6	6	6
KIF13B	5	1	0	0	0	6	6	6
KIF18A	5	1	0	0	0	6	6	6
KIF7	6	0	0	0	0	6	6	6
KLF11	6	0	0	0	0	6	6	6
KLHL31	6	0	0	0	0	6	6	6
KPNA3	4	1	0	1	0	6	6	6
KRAS	6	0	0	0	0	6	6	6
KRT4	6	0	0	0	0	6	6	6
L3MBTL4	6	0	0	0	0	6	6	6
LARP4B	3	3	0	0	0	6	6	6
LARP7	5	1	0	0	0	6	6	6
LBR	6	0	0	0	0	6	6	6
LILRA5	6	0	0	0	0	6	6	6
LIN54	6	0	0	0	0	6	6	6
LMOD1	6	0	0	0	0	6	6	6
LONRF2	5	1	0	0	0	6	6	6
LPIN2	5	1	0	0	0	6	6	6
LRIG3	5	1	0	0	0	6	6	6
LRP8	6	0	0	0	0	6	6	6
LRRC31	5	1	0	0	0	6	6	6
LRRC32	5	0	0	1	0	6	6	6
LRRN2	6	0	0	0	0	6	6	6
LTN1	6	0	0	0	0	6	6	6
LY9	6	0	0	0	0	6	6	6
LYN	6	0	0	0	0	6	6	6
LZTR1	4	1	0	1	0	6	6	6
MAD1L1	6	0	0	0	0	6	6	6
MAGEA4	4	1	1	0	0	6	6	6
MAMDC2	5	0	0	1	0	6	6	6
MAML3	6	0	0	0	0	6	6	6
MAN2B1	3	3	0	0	0	6	6	6
MANBA	5	1	0	0	0	6	6	6
MAP3K6	4	2	0	0	0	6	6	6
MAPT	6	0	0	0	0	6	6	6
MARCH7	5	1	0	0	0	6	6	6
MASTL	6	0	0	0	0	6	6	6
MCM6	4	0	1	1	0	6	6	6
MCMDC2	6	0	0	0	0	6	6	6
MCOLN1	6	0	0	0	0	6	6	6
MCOLN3	6	0	0	0	0	6	6	6
MDH1B	6	0	0	0	0	6	6	6
MED1	5	1	0	0	0	6	6	6
MFSD11	4	1	0	1	0	6	6	6
MFSD8	5	0	0	0	1	6	6	6
MGAT5	5	1	0	0	0	6	6	6
MGAT5B	5	1	0	0	0	6	6	6
MMP16	6	0	0	0	0	6	6	6
MORC2	6	0	0	0	0	6	6	6
MORN1	5	1	0	0	0	6	6	6
MOV10	6	0	0	0	0	6	6	6
MTBP	6	0	0	0	0	6	6	6
MTTP	5	1	0	0	0	6	6	6
MUM1	6	0	0	0	0	6	6	6
MUSK	5	1	0	0	0	6	6	6
MX1	5	1	0	0	0	6	6	6
MYB	5	1	0	0	0	6	6	6
MYBL1	4	1	0	1	0	6	6	6
MYBPC1	6	0	0	0	0	6	6	6
MYH3	6	0	0	0	0	6	6	6
MYNN	6	0	0	0	0	6	6	6
MYO1A	5	1	0	0	0	6	6	6
MYO1B	5	0	0	1	0	6	6	6
MYO1E	5	0	0	1	0	6	6	6
MYT1	5	1	0	0	0	6	6	6
NAALAD2	6	0	0	0	0	6	6	6
NBPF11	6	0	0	0	0	6	6	6
NCOA1	6	0	0	0	0	6	6	6
NCOR2	5	1	0	0	0	6	6	6
NDNF	6	0	0	0	0	6	6	6
NECAB1	6	0	0	0	0	6	6	6
NEO1	5	0	0	1	0	6	6	6
NEURL4	6	0	0	0	0	6	6	6
NFATC4	5	1	0	0	0	6	6	6
NFKB2	5	1	0	0	0	6	6	6
NKRF	6	0	0	0	0	6	6	6
NLGN2	6	0	0	0	0	6	6	6
NLN	5	1	0	0	0	6	6	6
NLRP9	5	1	0	0	0	6	6	6
NPAS3	5	0	0	1	0	6	6	6
NPR2	6	0	0	0	0	6	6	6
NPY1R	4	2	0	0	0	6	6	6
NRAP	5	1	0	0	0	6	6	6
NT5C1B	5	1	0	0	0	6	6	6
NT5DC3	4	1	0	1	0	6	6	6
NTRK1	6	0	0	0	0	6	6	6
NUP133	5	1	0	0	0	6	6	6
NUPL1	6	0	0	0	0	6	6	6
NUTM1	6	0	0	0	0	6	6	6
NXF1	6	0	0	0	0	6	6	6
OCRL	6	0	0	0	0	6	6	6
OMA1	6	0	0	0	0	6	6	6
OR14I1	4	2	0	0	0	6	6	6
OR2G6	6	0	0	0	0	6	6	6
OR5A1	4	2	0	0	0	6	6	6
OR7A5	6	0	0	0	0	6	6	6
OSBPL3	4	2	0	0	0	6	6	6
OSBPL8	4	0	0	2	0	6	6	6
OSBPL9	5	1	0	0	0	6	6	6
P2RY10	6	0	0	0	0	6	6	6
PABPC3	3	3	0	0	0	6	6	6
PACS1	6	0	0	0	0	6	6	6
PAK2	6	0	0	0	0	6	6	6
PALB2	5	1	0	0	0	6	6	6
PAMR1	5	1	0	0	0	6	6	6
PARD3	5	1	0	0	0	6	6	6
PBRM1	6	0	0	0	0	6	6	6
PCDH1	5	1	0	0	0	6	6	6
PCDHA5	6	0	0	0	0	6	6	6
PCDHA6	6	0	0	0	0	6	6	6
PCDHB10	6	0	0	0	0	6	6	6
PCDHB9	6	0	0	0	0	6	6	6
PCDHGA4	6	0	0	0	0	6	6	6
PCDHGA5	6	0	0	0	0	6	6	6
PCDHGB5	6	0	0	0	0	6	6	6
PCYT1B	6	0	0	0	0	6	6	6
PDCD4	5	0	0	1	0	6	6	6
PDCL3	6	0	0	0	0	6	6	6
PDE6C	6	0	0	0	0	6	6	6
PDIA5	5	0	0	1	0	6	6	6
PDIK1L	5	1	0	0	0	6	6	6
PDS5A	6	0	0	0	0	6	6	6
PDXDC1	5	1	0	0	0	6	6	6
PDZD7	6	0	0	0	0	6	6	6
PELI2	6	0	0	0	0	6	6	6
PGBD1	5	1	0	0	0	6	6	6
PHC3	4	2	0	0	0	6	6	6
PIK3CG	6	0	0	0	0	6	6	6
PIP4K2C	6	0	0	0	0	6	6	6
PIP5K1A	6	0	0	0	0	6	6	6
PITPNM1	6	0	0	0	0	6	6	6
PKNOX2	5	1	0	0	0	6	6	6
PLA2G4F	6	0	0	0	0	6	6	6
PLB1	6	0	0	0	0	6	6	6
PLCB2	6	0	0	0	0	6	6	6
PLCB3	4	1	0	1	0	6	6	6
PLCL1	5	1	0	0	0	6	6	6
PLCXD2	6	0	0	0	0	6	6	6
PLEKHA8	5	1	0	0	0	6	6	6
PLEKHH1	5	0	0	1	0	6	6	6
PLEKHM1	6	0	0	0	0	6	6	6
PNMAL1	5	1	0	0	0	6	6	6
PNPT1	6	0	0	0	0	6	6	6
PODN	6	0	0	0	0	6	6	6
POLN	6	0	0	0	0	6	6	6
POMT2	5	0	0	1	0	6	6	6
PPFIA3	6	0	0	0	0	6	6	6
PPFIBP1	6	0	0	0	0	6	6	6
PPIG	5	1	0	0	0	6	6	6
PPP1R15B	6	0	0	0	0	6	6	6
PPP1R21	2	2	0	2	0	6	6	6
PPP1R3A	5	1	0	0	0	6	6	6
PPP2R5B	5	1	0	0	0	6	6	6
PPP2R5C	4	0	0	2	0	6	6	6
PPP2R5D	6	0	0	0	0	6	6	6
PRKAA1	6	0	0	0	0	6	6	6
PRKCD	5	0	0	1	0	6	6	6
PRKCH	5	1	0	0	0	6	6	6
PRKD2	6	0	0	0	0	6	6	6
PRMT9	4	2	0	0	0	6	6	6
PRPF3	3	1	1	1	0	6	6	6
PRPF39	6	0	0	0	0	6	6	6
PRPF6	6	0	0	0	0	6	6	6
PRR14	5	1	0	0	0	6	6	6
PSMC4	6	0	0	0	0	6	6	6
PSMD1	6	0	0	0	0	6	6	6
PTBP3	6	0	0	0	0	6	6	6
PTGER2	5	0	0	1	0	6	6	6
PTK2B	4	1	0	1	0	6	6	6
PTK7	6	0	0	0	0	6	6	6
PTPN12	6	0	0	0	0	6	6	6
PTPRJ	6	0	0	0	0	6	6	6
PUS7	6	0	0	0	0	6	6	6
PVRL3	6	0	0	0	0	6	6	6
PXDN	5	0	0	1	0	6	6	6
PYGB	5	0	0	1	0	6	6	6
R3HDM2	6	0	0	0	0	6	6	6
RABEP1	4	2	0	0	0	6	6	6
RAF1	5	1	0	0	0	6	6	6
RALY	6	0	0	0	0	6	6	6
RARS2	6	0	0	0	0	6	6	6
RASA3	6	0	0	0	0	6	6	6
RASAL1	6	0	0	0	0	6	6	6
RASEF	6	0	0	0	0	6	6	6
RBBP8	4	1	0	1	0	6	6	6
RBM10	6	0	0	0	0	6	6	6
RBM28	5	1	0	0	0	6	6	6
RBMS3	6	0	0	0	0	6	6	6
RC3H2	4	2	0	0	0	6	6	6
RCN1	6	0	0	0	0	6	6	6
REC8	6	0	0	0	0	6	6	6
RECQL5	6	0	0	0	0	6	6	6
REV1	6	0	0	0	0	6	6	6
RFX1	5	1	0	0	0	6	6	6
RGS9	6	0	0	0	0	6	6	6
RHOT1	5	0	0	1	0	6	6	6
RIN1	6	0	0	0	0	6	6	6
RIPK1	5	0	0	1	0	6	6	6
RNASEL	4	1	0	1	0	6	6	6
RNF113A	6	0	0	0	0	6	6	6
RNF207	6	0	0	0	0	6	6	6
RNF214	5	0	0	1	0	6	6	6
RNF220	5	1	0	0	0	6	6	6
RNF40	6	0	0	0	0	6	6	6
RNF43	5	1	0	0	0	6	6	6
RPAP1	5	1	0	0	0	6	6	6
RPS6KA2	5	1	0	0	0	6	6	6
RPS6KA6	6	0	0	0	0	6	6	6
RSF1	6	0	0	0	0	6	6	6
RUNX2	3	3	0	0	0	6	6	6
SAE1	5	1	0	0	0	6	6	6
SAMD14	6	0	0	0	0	6	6	6
SAMD15	6	0	0	0	0	6	6	6
SAMHD1	5	1	0	0	0	6	6	6
SCFD1	5	1	0	0	0	6	6	6
SCFD2	5	1	0	0	0	6	6	6
SCRIB	6	0	0	0	0	6	6	6
SCUBE1	5	0	0	1	0	6	6	6
SCUBE2	6	0	0	0	0	6	6	6
SDCCAG8	6	0	0	0	0	6	6	6
SDR16C5	5	1	0	0	0	6	6	6
SEC61A1	6	0	0	0	0	6	6	6
SEMA6D	4	1	0	1	0	6	6	6
SERPINA1	4	1	0	1	0	6	6	6
SETD7	6	0	0	0	0	6	6	6
SEZ6L2	6	0	0	0	0	6	6	6
SFI1	6	0	0	0	0	6	6	6
SFSWAP	6	0	0	0	0	6	6	6
SH3BP4	6	0	0	0	0	6	6	6
SH3D19	6	0	0	0	0	6	6	6
SHISA9	6	0	0	0	0	6	6	6
SIK3	3	1	0	2	0	6	6	6
SIMC1	6	0	0	0	0	6	6	6
SIN3B	6	0	0	0	0	6	6	6
SIRPB1	5	1	0	0	0	6	6	6
SLC12A3	6	0	0	0	0	6	6	6
SLC13A3	5	1	0	0	0	6	6	6
SLC15A1	6	0	0	0	0	6	6	6
SLC17A6	6	0	0	0	0	6	6	6
SLC20A2	4	1	0	1	0	6	6	6
SLC22A16	6	0	0	0	0	6	6	6
SLC27A4	5	0	0	1	0	6	6	6
SLC34A2	6	0	0	0	0	6	6	6
SLC36A1	5	1	0	0	0	6	6	6
SLC44A1	6	0	0	0	0	6	6	6
SLC44A5	3	1	0	2	0	6	6	6
SLC4A1AP	4	2	0	0	0	6	6	6
SLC5A6	6	0	0	0	0	6	6	6
SLC6A14	4	0	0	2	0	6	6	6
SLC6A15	5	0	0	0	1	6	6	6
SLC6A3	5	1	0	0	0	6	6	6
SLC6A4	6	0	0	0	0	6	6	6
SLC7A14	6	0	0	0	0	6	6	6
SLCO5A1	6	0	0	0	0	6	6	6
SLFN5	6	0	0	0	0	6	6	6
SMAD2	4	2	0	0	0	6	6	6
SMCR8	6	0	0	0	0	6	6	6
SMEK1	6	0	0	0	0	6	6	6
SNX7	5	1	0	0	0	6	6	6
SORL1	6	0	0	0	0	6	6	6
SOX13	5	0	0	1	0	6	6	6
SP140	5	1	0	0	0	6	6	6
SP4	5	1	0	0	0	6	6	6
SPAST	5	1	0	0	0	6	6	6
SPOP	5	0	0	1	0	6	6	6
SPRED1	5	1	0	0	0	6	6	6
SRRT	6	0	0	0	0	6	6	6
SSH2	5	1	0	0	0	6	6	6
ST6GALNAC1	5	1	0	0	0	6	6	6
STAC	5	0	0	1	0	6	6	6
STAT2	5	0	0	0	1	6	6	6
STAT5B	5	0	0	1	0	6	6	6
STXBP3	5	0	0	1	0	6	6	6
SUOX	6	0	0	0	0	6	6	6
SUSD4	6	0	0	0	0	6	6	6
SUZ12	6	0	0	0	0	6	6	6
SVOP	4	1	0	1	0	6	6	6
SYNCRIP	4	2	0	0	0	6	6	6
SYNPO	6	0	0	0	0	6	6	6
SYNPO2	6	0	0	0	0	6	6	6
SYP	5	1	0	0	0	6	6	6
SYT11	6	0	0	0	0	6	6	6
SYT9	6	0	0	0	0	6	6	6
TBC1D22B	6	0	0	0	0	6	6	6
TBC1D32	5	1	0	0	0	6	6	6
TBCC	6	0	0	0	0	6	6	6
TBCD	6	0	0	0	0	6	6	6
TBCE	6	0	0	0	0	6	6	6
TBL1X	5	1	0	0	0	6	6	6
TBXAS1	6	0	0	0	0	6	6	6
TCEB3	6	0	0	0	0	6	6	6
TCF12	5	1	0	0	0	6	6	6
TCP11L2	5	1	0	0	0	6	6	6
TFAP2A	6	0	0	0	0	6	6	6
TFDP1	5	1	0	0	0	6	6	6
TFE3	6	0	0	0	0	6	6	6
TGM1	5	0	0	0	1	6	6	6
TGM7	5	0	0	1	0	6	6	6
THAP5	5	0	1	0	0	6	6	6
THBS1	5	1	0	0	0	6	6	6
