Chr	Start	End	Mutations
chr11	62295576	62297611	1
chr11	62299125	62300803	0
chr11	62392388	62399999	0
chr11	62427713	62431231	0
chr11	62431230	62433321	0
chr11	62433320	62434071	1
chr11	62556448	62557696	0
chr11	62557695	62559745	0
chr11	62592309	62594439	0
chr11	62599288	62600623	0
chr11	62645181	62647354	1
chr11	62647353	62647799	0
chr11	62647798	62649006	3
chr11	62649005	62649855	0
chr11	62675600	62679488	3
chr11	62675600	62679488	3
chr11	63756819	63763732	2
chr11	63756819	63763732	2
chr11	63997288	64000390	1
chr11	64000389	64005256	0
chr11	64571340	64574538	0
chr11	64851262	64852462	0
chr11	64853516	64856622	8
chr11	64892155	64893513	1
chr11	64894808	64896563	1
chr11	64980706	64986441	0
chr11	65111358	65115551	2
chr11	65111358	65115551	2
chr11	65121192	65121820	1
chr11	65209283	65210938	1
chr11	65211109	65212634	2
chr11	65212633	65220816	1
chr11	65356573	65367766	2
chr11	65356573	65367766	2
chr11	65372494	65373116	0
chr11	65634458	65636346	1
chr11	65636345	65642209	0
chr11	65769085	65772318	0
chr11	65772317	65773351	0
chr11	65774359	65778605	1
chr11	65825610	65827731	0
chr11	65994991	65996323	0
chr11	65997207	65998861	1
chr11	66017141	66019671	0
chr11	66019719	66020933	0
chr11	66035376	66040355	0
chr11	66241352	66242639	1
chr11	66242638	66245252	0
chr11	66245251	66246399	0
chr11	66246398	66248502	0
chr11	66261312	66264924	1
chr11	66281545	66282832	1
chr11	66296134	66298459	1
chr11	66430787	66433503	0
chr11	66602763	66606846	1
chr11	66607141	66609772	0
chr11	66838202	66840959	1
chr11	66842009	66845112	0
chr11	67067004	67070641	1
chr11	67073395	67075459	0
chr11	67257221	67261834	1
chr11	68147903	68152456	0
chr11	70189693	70192570	0
chr11	70428871	70433610	0
chr11	71813808	71815338	0
chr11	71816338	71817312	0
chr11	73372370	73374213	0
chr11	74974738	74976451	0
chr11	74976450	74980777	0
chr11	77322279	77323305	0
chr11	89930935	89931661	0
chr11	94530931	94534790	0
chr11	118132210	118133668	0
chr11	118349846	118353578	2
chr11	118353577	118356434	0
chr11	118399240	118400929	0
chr11	118528422	118533440	0
chr11	119036687	119041541	0
chr11	119179255	119183615	3
chr11	126273879	126277067	2
chr12	54392690	54395210	0
chr12	56229038	56230955	0
chr12	6339490	6343916	0
chr12	6861839	6868165	2
chr12	50478145	50480301	0
chr12	52442585	52449168	0
chr12	52575371	52584399	0
chr12	52641150	52642058	0
chr12	53297130	53297843	0
chr12	53443566	53447652	0
chr12	54573805	54577648	0
chr12	56163169	56168617	0
chr12	56634834	56641350	0
chr12	56996699	56999965	0
chr12	56996699	56999965	0
chr12	120699405	120701628	0
chr12	122614589	122625965	0
chr12	132626184	132630392	0
chr12	132823501	132830105	0
chr12	133052188	133061311	0
chr12	133101880	133108968	0
chr12	2937436	2941458	0
chr12	2943497	2945243	0
chr12	6646970	6648662	0
chr12	6779738	6782759	0
chr12	7068278	7074546	0
chr12	7086202	7086787	0
chr12	7086786	7087794	0
chr12	46764490	46764772	0
chr12	46764771	46766801	1
chr12	49333651	49336027	0
chr12	49333651	49336027	0
chr12	49956924	49962012	0
chr12	50176193	50179215	6
chr12	52449167	52449547	0
chr12	52449546	52450891	5
chr12	52471223	52476279	2
chr12	52537683	52542846	0
chr12	52560026	52562880	0
chr12	52563748	52564690	0
chr12	52564689	52567824	0
chr12	52584398	52586360	0
chr12	52643267	52645331	0
chr12	52671644	52672747	0
chr12	53290546	53293241	1
chr12	53293240	53294233	1
chr12	53295290	53296180	1
chr12	53296179	53297131	0
chr12	53296179	53297131	0
chr12	53432049	53433276	0
chr12	53433538	53434436	0
chr12	54352711	54356024	0
chr12	54366151	54370114	0
chr12	54386741	54392691	0
chr12	54577647	54579741	0
chr12	56117474	56118793	2
chr12	56120613	56123394	2
chr12	56142902	56145273	0
chr12	56226677	56228982	0
chr12	56711152	56713170	1
chr12	56713169	56715755	0
chr12	56993127	56996700	3
chr12	56993127	56996700	3
chr12	57628576	57630534	1
chr12	69960230	69961634	0
chr12	70635500	70637976	3
chr12	108906254	108912363	0
chr12	110024965	110030614	3
chr12	110719687	110721003	0
chr12	120662934	120665823	0
chr12	120669912	120673554	0
chr12	120726449	120729902	0
chr12	121001218	121001892	1
chr12	121001891	121004222	1
chr12	121016408	121017674	0
chr12	121017673	121019211	0
chr12	122262133	122269142	0
chr12	122710296	122712045	0
chr12	123246864	123248393	0
chr12	123464397	123469156	4
chr12	124905558	124909545	0
chr12	124912634	124917127	6
chr12	132195539	132197406	2
chr12	132198572	132199767	0
chr12	132614767	132622288	10
chr12	132614767	132622288	10
chr12	132622714	132625065	1
chr12	132622714	132625065	1
chr12	132625064	132626185	1
chr12	132625064	132626185	1
chr12	133061310	133063466	0
chr12	133063514	133065039	0
chr12	133065038	133067966	0
chr12	133109616	133112345	0
chr12	133194465	133200678	0
chr13	113734803	113742227	0
chr13	113815267	113821023	0
chr13	113815267	113821023	0
chr13	20220556	20221942	0
chr13	27743020	27747007	0
chr13	28001549	28003395	0
chr13	33064005	33069123	3
chr13	51928576	51930095	0
chr13	113974576	113976189	0
chr13	113978887	113981156	1
chr14	102498003	102499920	0
chr14	23342068	23347748	2
chr14	23377186	23380387	5
chr14	23377186	23380387	5
chr14	23377186	23380387	5
chr14	35023715	35031827	0
chr14	69532290	69533881	0
chr14	105164826	105172892	0
chr14	23348193	23349026	0
chr14	23349273	23351164	0
chr14	24569640	24574077	2
chr14	24605528	24608480	3
chr14	35031826	35034089	0
chr14	54938054	54940932	0
chr14	61746117	61748458	1
chr14	73594782	73596831	2
chr14	74203461	74205076	0
chr14	75118617	75119852	1
chr14	75129833	75134470	0
chr14	75468894	75472691	0
chr14	75474214	75476399	0
chr14	103131876	103135748	2
chr14	104176769	104179633	0
chr14	104179632	104183397	0
chr14	105172891	105174368	0
chr14	105175005	105176952	1
chr15	40762156	40768143	0
chr15	41182234	41193365	0
chr15	42136993	42140409	0
chr15	75345974	75350779	0
chr15	75938894	75941697	0
chr15	78279812	78284044	0
chr15	84865481	84871338	0
chr15	101805019	101810830	0
chr15	42065464	42068557	0
chr15	42128678	42136098	0
chr15	42140408	42145097	3
chr15	45440848	45445916	0
chr15	51004583	51006234	1
chr15	52310176	52312341	0
chr15	52579768	52581923	0
chr15	52581953	52584018	0
chr15	59654952	59656629	0
chr15	64452620	64454589	0
chr15	66778586	66780767	0
chr15	74899262	74900653	0
chr15	74902378	74905524	2
chr15	74916491	74917933	0
chr15	74919753	74920650	0
chr15	74921293	74923140	0
chr15	75209155	75211578	1
chr15	75340064	75344089	0
chr15	75354630	75355927	2
chr15	75356755	75359183	3
chr15	75659626	75660773	0
chr15	75663526	75667075	0
chr15	90642208	90643339	0
chr15	90644069	90646743	0
chr15	90813290	90815010	0
chr16	88079720	88085456	0
chr16	521057	525052	0
chr16	1834711	1839200	0
chr16	4453447	4456526	0
chr16	28833472	28836804	0
chr16	30668633	30672994	0
chr16	31062029	31072185	0
chr16	31194503	31198089	0
chr16	66976851	66979412	0
chr16	88863450	88866897	0
chr16	634578	642400	0
chr16	666739	673206	0
chr16	666739	673206	0
chr16	683191	688855	5
chr16	683191	688855	5
chr16	714532	723942	5
chr16	728255	741412	2
chr16	769969	770149	1
chr16	769969	770149	1
chr16	847955	858632	1
chr16	1357229	1362907	4
chr16	1504234	1511152	2
chr16	2152551	2169145	0
chr16	2173890	2181664	0
chr16	2265494	2277379	0
chr16	2472734	2476315	0
chr16	2519608	2527246	0
chr16	2519608	2527246	0
chr16	2702915	2706862	0
chr16	2777799	2787601	0
chr16	2947158	2952421	0
chr16	3022807	3031999	0
chr16	3059841	3067127	0
chr16	3076966	3085596	0
chr16	3206561	3214525	0
chr16	4749514	4751455	0
chr16	4800239	4802327	0
chr16	4881856	4884002	0
chr16	11680281	11684463	0
chr16	14726505	14729502	0
chr16	14758669	14762960	0
chr16	23576081	23578685	0
chr16	23576081	23578685	0
chr16	29867116	29868722	0
chr16	30079722	30083118	0
chr16	30079722	30083118	0
chr16	30194124	30201553	0
chr16	30194124	30201553	0
chr16	30899301	30900761	0
chr16	30979758	30983122	0
chr16	31111602	31121376	0
chr16	31126203	31131564	0
chr16	31126203	31131564	0
chr16	57503542	57510330	0
chr16	57685905	57689706	0
chr16	67205517	67207569	0
chr16	67974490	67977705	0
chr16	68304522	68308977	0
chr16	84211805	84216234	0
chr16	88813462	88818516	0
chr16	88867720	88894520	0
chr16	89158923	89164191	0
chr16	89553551	89557394	0
chr16	89964030	89965513	0
chr16	363868	369996	0
chr16	413010	420814	0
chr16	551280	556515	0
chr16	568017	570320	0
chr16	627257	634579	0
chr16	627257	634579	0
chr16	673205	677410	0
chr16	673205	677410	0
chr16	678162	679243	0
chr16	678162	679243	0
chr16	679242	682343	0
chr16	679242	682343	0
chr16	679242	682343	0
chr16	723941	728256	0
chr16	764027	767715	0
chr16	764027	767715	0
chr16	767714	769970	0
chr16	767714	769970	0
chr16	770148	773502	0
chr16	770148	773502	0
chr16	794900	799210	0
chr16	799209	802115	0
chr16	1351704	1356456	0
chr16	1362906	1366502	0
chr16	1415774	1421578	0
chr16	1442759	1450655	0
chr16	1484289	1488867	0
chr16	1778470	1781804	2
chr16	1795790	1798629	0
chr16	1828878	1831499	0
chr16	1831498	1833528	0
chr16	1984630	1986494	1
chr16	1984630	1986494	1
chr16	2035260	2038495	0
chr16	2035260	2038495	0
chr16	2040558	2045578	1
chr16	2040558	2045578	1
chr16	2089836	2093288	5
chr16	2147244	2152552	1
chr16	2234492	2238870	4
chr16	2234492	2238870	4
chr16	2234492	2238870	4
chr16	2277378	2285698	5
chr16	2510019	2519609	1
chr16	2807284	2809093	0
chr16	2953453	2954073	0
chr16	2954072	2956937	0
chr16	3002601	3013512	0
chr16	3002601	3013512	0
chr16	3002601	3013512	0
chr16	3002601	3013512	0
chr16	3016011	3022405	0
chr16	3016011	3022405	0
chr16	3057408	3059842	1
chr16	3085595	3088641	0
chr16	3358861	3361678	0
chr16	3533708	3537420	2
chr16	3539448	3543194	3
chr16	3722769	3725455	0
chr16	3726418	3730360	7
chr16	4508260	4509187	0
chr16	4508260	4509187	0
chr16	4509186	4511937	0
chr16	4509186	4511937	0
chr16	4513451	4516268	1
chr16	4745249	4745798	0
chr16	4745797	4748085	1
chr16	4748084	4749515	0
chr16	4792921	4798465	0
chr16	4798464	4800240	0
chr16	4798464	4800240	0
chr16	8784251	8791803	0
chr16	10625671	10628027	2
chr16	10628656	10631044	0
chr16	15700625	15702798	0
chr16	18799354	18802955	0
chr16	19078046	19080425	1
chr16	19706635	19709582	0
chr16	21985100	21986169	0
chr16	21985100	21986169	0
chr16	22336072	22338993	0
chr16	23578684	23580725	0
chr16	23580724	23580963	0
chr16	23679685	23682103	3
chr16	27788955	27791132	0
chr16	28494915	28496176	6
chr16	28496175	28498824	13
chr16	28496175	28498824	13
chr16	28498823	28501563	1
chr16	28498823	28501563	1
chr16	28836803	28837346	0
chr16	28840958	28842400	0
chr16	28843401	28843969	0
chr16	28843968	28848223	4
chr16	28873234	28876136	4
chr16	28901570	28906596	4
chr16	28985073	28989121	2
chr16	28985073	28989121	2
chr16	29810127	29811795	1
chr16	29811794	29813013	0
chr16	29868721	29870132	0
chr16	30001744	30003171	0
chr16	30003551	30004492	0
chr16	30004491	30005419	0
chr16	30021095	30027673	4
chr16	30083117	30084731	1
chr16	30083117	30084731	1
chr16	30084730	30086302	3
chr16	30084730	30086302	3
chr16	30086422	30087568	0
chr16	30086422	30087568	0
chr16	30091772	30097039	2
chr16	30100749	30103662	0
chr16	30103661	30108006	0
chr16	30425871	30428649	0
chr16	30566493	30568665	0
chr16	30663926	30668386	2
chr16	30741002	30746153	0
chr16	30772832	30775283	0
chr16	30775697	30778553	0
chr16	30775697	30778553	0
chr16	30901270	30904803	0
chr16	30939501	30946651	0
chr16	30958471	30960064	1
chr16	30983187	30984591	0
chr16	30985688	30989043	1
chr16	30985688	30989043	1
chr16	30985688	30989043	1
chr16	30990008	30993088	2
chr16	30990008	30993088	2
chr16	31131729	31133066	2
chr16	31131729	31133066	2
chr16	31133606	31137671	0
chr16	31133606	31137671	0
chr16	31133606	31137671	0
chr16	31137670	31140425	0
chr16	31141370	31143551	1
chr16	31198088	31198798	0
chr16	31198997	31200811	0
chr16	31201957	31205990	0
chr16	31463693	31466456	2
chr16	31477156	31480162	0
chr16	46951645	46955993	0
chr16	57661167	57663143	1
chr16	57665038	57668810	0
chr16	57690893	57696698	0
chr16	58023965	58031457	0
chr16	58704187	58707658	0
chr16	66750810	66751841	0
chr16	66751886	66753245	0
chr16	66975528	66976852	0
chr16	67183046	67186711	0
chr16	67186710	67190440	1
chr16	67203097	67205141	1
chr16	67224812	67230380	2
chr16	67634819	67638958	2
chr16	67670073	67672285	0
chr16	67673047	67674060	0
chr16	67879012	67881756	2
chr16	67939442	67942756	0
chr16	67967368	67972997	0
chr16	67972996	67973282	0
chr16	67977704	67987493	4
chr16	68263033	68265407	0
chr16	68297706	68299359	0
chr16	68301647	68302943	0
chr16	68570989	68574417	0
chr16	68726162	68730805	0
chr16	69740494	69743133	2
chr16	70369685	70371263	0
chr16	70377103	70381484	0
chr16	71931880	71933030	0
chr16	75288723	75295991	0
chr16	75470284	75475049	0
chr16	75475048	75476592	0
chr16	75599858	75601685	1
chr16	83948230	83951538	0
chr16	83953400	83955248	0
chr16	84119616	84121793	0
chr16	84123807	84125464	1
chr16	84216233	84219419	0
chr16	84782307	84786732	0
chr16	85672621	85675924	1
chr16	85675923	85677589	1
chr16	85677588	85679990	0
chr16	85685623	85687773	0
chr16	85688713	85691536	0
chr16	86564754	86567054	0
chr16	87400269	87405291	0
chr16	87879901	87882957	0
chr16	88539788	88544171	0
chr16	88627846	88631791	2
chr16	88643167	88644722	0
chr16	88643167	88644722	0
chr16	88644721	88647239	0
chr16	88692118	88695446	0
chr16	88711548	88715015	1
chr16	88715922	88718043	2
chr16	88807104	88810567	1
chr16	88807104	88810567	1
chr16	88810566	88813252	0
chr16	88810566	88813252	0
chr16	88810566	88813252	0
chr16	88856958	88863403	4
chr16	89165898	89168200	0
chr16	89185461	89193384	4
chr16	89185461	89193384	4
chr16	89559068	89560668	0
chr16	89561157	89564916	1
chr16	89565667	89568747	0
chr16	89872200	89875807	3
chr16	89931797	89935853	3
chr16	89936967	89938087	0
chr16	89938086	89939350	0
chr16	89939349	89940838	0
chr16	89965532	89967450	0
chr16	89967449	89972470	4
chr17	4717252	4719864	0
chr17	39976648	39984242	0
chr17	1490888	1497078	0
chr17	2322472	2326954	0
chr17	4797007	4804785	0
chr17	4797007	4804785	0
chr17	5388714	5390397	0
chr17	7289627	7290885	0
chr17	7289627	7290885	0
chr17	7386921	7390081	0
chr17	7584975	7586928	0
chr17	8072854	8077821	0
chr17	17350522	17351309	0
chr17	17806594	17809666	0
chr17	39906879	39911462	0
chr17	39942043	39946116	0
chr17	40172056	40175546	0
chr17	40697202	40698023	0
chr17	41137394	41142168	0
chr17	41580146	41582959	0
chr17	41844085	41845454	0
chr17	42313835	42320546	0
chr17	42313835	42320546	0
chr17	42400937	42405440	0
chr17	43003225	43008333	0
chr17	43217259	43221687	0
chr17	48131476	48137777	0
chr17	48536079	48547484	0
chr17	48536079	48547484	0
chr17	74471472	74482160	0
chr17	78967879	78971087	0
chr17	79084967	79088495	0
chr17	79084967	79088495	0
chr17	79702155	79759062	0
chr17	1267302	1269404	0
chr17	1344444	1348631	0
chr17	1417228	1421601	0
chr17	1460238	1461706	0
chr17	1462827	1464949	0
chr17	1517101	1521390	0
chr17	1571406	1572720	0
chr17	1631200	1634774	0
chr17	1634773	1636434	0
chr17	1641787	1646041	0
chr17	1902864	1908826	0
chr17	1937445	1941718	0
chr17	3716042	3719036	0
chr17	3853455	3858610	0
chr17	3920444	3924204	0
chr17	4268531	4272142	1
chr17	4557593	4560496	0
chr17	4719863	4724092	0
chr17	4789175	4794930	2
chr17	4794929	4797008	1
chr17	7183033	7190300	0
chr17	7219002	7225278	4
chr17	7248583	7249992	0
chr17	7285215	7288159	1
chr17	7285215	7288159	1
chr17	7290884	7292720	0
chr17	7290884	7292720	0
chr17	7316268	7318909	1
chr17	7358726	7361511	0
chr17	7391205	7397443	2
chr17	7414787	7417183	4
chr17	7461120	7464364	3
chr17	7583597	7584976	0
chr17	8044916	8053380	3
chr17	8064651	8069791	0
chr17	8069790	8070459	0
chr17	8166710	8173567	0
chr17	8373742	8376151	0
chr17	8378199	8380488	0
chr17	16344841	16349150	0
chr17	17343689	17346931	2
chr17	17347862	17348540	0
chr17	17348539	17350523	0
chr17	18174755	18177092	0
chr17	19768760	19775046	1
chr17	21191983	21198639	0
chr17	21191983	21198639	0
chr17	29055447	29058396	1
chr17	37080047	37082822	0
chr17	37686039	37689662	0
chr17	38507318	38510860	0
chr17	38512943	38514999	0
chr17	38850565	38850634	0
chr17	38850633	38850796	0
chr17	39899871	39906880	3
chr17	39915794	39921507	0
chr17	39923369	39926203	0
chr17	39939463	39942044	0
chr17	40094320	40098789	4
chr17	40132762	40134306	1
chr17	40285528	40287472	0
chr17	40693364	40695529	0
chr17	40698022	40699981	1
chr17	40699980	40702567	2
chr17	40815321	40818848	0
chr17	40819531	40823272	3
chr17	40994980	40996163	0
chr17	40996616	40999507	0
chr17	41147376	41149731	0
chr17	41151867	41154887	0
chr17	41163941	41167102	0
chr17	41168376	41171150	0
chr17	41346197	41348219	2
chr17	41359810	41362554	0
chr17	41379008	41379670	2
chr17	41379669	41383067	4
chr17	41395966	41400914	2
chr17	41435587	41437530	0
chr17	41476762	41479097	1
chr17	41845453	41846246	1
chr17	41845453	41846246	1
chr17	41846795	41848627	1
chr17	41846795	41848627	1
chr17	41851139	41852661	0
chr17	41851139	41852661	0
chr17	42100778	42102221	0
chr17	42102605	42105251	1
chr17	42152732	42154761	0
chr17	42156422	42159052	0
chr17	42305345	42310282	7
chr17	42397411	42400938	0
chr17	42563262	42564731	2
chr17	43212720	43215731	1
chr17	43212720	43215731	1
chr17	43216007	43217260	1
chr17	45145532	45146795	0
chr17	45146794	45148820	1
chr17	46027529	46029319	0
chr17	46027529	46029319	0
chr17	46029318	46031434	0
chr17	46029318	46031434	0
chr17	47928123	47930950	0
chr17	48929704	48929851	0
chr17	48929704	48929851	0
chr17	58265661	58265757	0
chr17	58558426	58558800	0
chr17	58558799	58558961	0
chr17	58735645	58736453	0
chr17	59396825	59400496	2
chr17	59697194	59697241	0
chr17	59697240	59697333	1
chr17	59953050	59953207	1
chr17	59953050	59953207	1
chr17	60664566	60667845	0
chr17	61677879	61683103	0
chr17	74260585	74262784	0
chr17	74264379	74268649	0
chr17	75500073	75502701	3
chr17	76668765	76671166	0
chr17	78106730	78107352	0
chr17	78219542	78226785	0
chr17	78242327	78243680	0
chr17	78353187	78356010	0
chr17	78972278	78976115	1
chr17	79088494	79091293	2
chr17	79088494	79091293	2
chr17	79091992	79095393	0
chr17	79831872	79836951	6
chr17	79934993	79937450	0
chr17	80202826	80209029	2
chr17	80250891	80254937	0
chr17	80398510	80404303	0
chr18	669960	672085	1
chr18	12989414	12992557	0
chr18	46463591	46465570	0
chr18	47805522	47814405	0
chr18	74071408	74072785	0
chr18	3255824	3259725	0
chr18	3279430	3280315	0
chr18	32073141	32074657	0
chr18	46465785	46467660	0
chr19	1040891	1056737	0
chr19	38790266	38797675	0
chr19	55571610	55575385	0
chr19	56622720	56625376	0
chr19	521801	524429	0
chr19	911448	919988	0
chr19	1440037	1442091	0
chr19	2228092	2230616	0
chr19	3537827	3539255	0
chr19	6422449	6425750	0
chr19	9954518	9961754	0
chr19	15465290	15467282	0
chr19	35519572	35522702	0
chr19	39319423	39327121	0
chr19	41811230	41813211	0
chr19	45349396	45351490	0
chr19	539898	542388	0
chr19	864729	870241	0
chr19	864729	870241	0
chr19	975862	983905	0
chr19	999203	1007447	4
chr19	999203	1007447	4
chr19	1009695	1017630	0
chr19	1059215	1065925	2
chr19	1078839	1084426	5
chr19	1228420	1231774	0
chr19	1241406	1245510	0
chr19	1254653	1263475	1
chr19	1274077	1279254	1
chr19	1274077	1279254	1
chr19	1397248	1410180	3
chr19	1397248	1410180	3
chr19	1474184	1476930	0
chr19	1555060	1559960	0
chr19	2242955	2245825	0
chr19	2421960	2428193	0
chr19	2421960	2428193	0
chr19	2473916	2477659	0
chr19	2714612	2719838	0
chr19	2811443	2819209	0
chr19	3288559	3296202	0
chr19	3473153	3476454	0
chr19	3631852	3643052	0
chr19	3750890	3753666	0
chr19	3767713	3771578	0
chr19	3767713	3771578	0
chr19	3960388	3968551	0
chr19	4093128	4096846	0
chr19	4357167	4359247	0
chr19	4357167	4359247	0
chr19	4500640	4507773	0
chr19	4510012	4522426	0
chr19	4815957	4818208	0
chr19	5778139	5787608	0
chr19	5778139	5787608	0
chr19	5778139	5787608	0
chr19	6207917	6210187	0
chr19	6469431	6472073	0
chr19	6749468	6750802	0
chr19	6749468	6750802	0
chr19	7479160	7488103	0
chr19	7617713	7620803	0
chr19	7617713	7620803	0
chr19	7908661	7915711	0
chr19	7925642	7930668	0
chr19	7925642	7930668	0
chr19	7925642	7930668	0
chr19	8314697	8323140	0
chr19	8370900	8374813	0
chr19	10336536	10342093	0
chr19	10467639	10471409	0
chr19	11351216	11357617	0
chr19	11465440	11469078	0
chr19	11613914	11616784	0
chr19	12730219	12735412	0
chr19	12876232	12878443	0
chr19	13204169	13206229	0
chr19	13956608	13961874	0
chr19	14073446	14075048	0
chr19	14086801	14097595	0
chr19	14086801	14097595	0
chr19	16186920	16189925	0
chr19	16691131	16695705	0
chr19	17217530	17224065	0
chr19	17217530	17224065	0
chr19	17316889	17322977	0
chr19	17586527	17599951	0
chr19	17886752	17893931	0
chr19	18365097	18367646	0
chr19	18529928	18535728	0
chr19	18572680	18579699	0
chr19	18988586	18992252	0
chr19	19643362	19649717	0
chr19	23527321	23528556	0
chr19	36124372	36126771	0
chr19	36631288	36635396	0
chr19	38812841	38818117	0
chr19	38878236	38881994	0
chr19	39401437	39403917	0
chr19	39435316	39438197	0
chr19	42398308	42402420	0
chr19	44083063	44090320	0
chr19	45494956	45499635	0
chr19	47348983	47351764	0
chr19	47381712	47384530	0
chr19	47872747	47875261	0
chr19	48182593	48186574	0
chr19	48969791	48973557	0
chr19	48969791	48973557	0
chr19	49102084	49105777	0
chr19	49118823	49119718	0
chr19	49654394	49668613	0
chr19	49835606	49841193	0
chr19	49969706	49975390	0
chr19	50150245	50158612	0
chr19	50312149	50315884	0
chr19	50772319	50774788	0
chr19	50772319	50774788	0
chr19	51000440	51012573	0
chr19	51155224	51167492	0
chr19	53425762	53429216	0
chr19	54672995	54674556	0
chr19	55588511	55592435	0
chr19	55623200	55629349	0
chr19	56589450	56596092	0
chr19	280428	283280	0
chr19	302444	305836	0
chr19	410615	415116	0
chr19	508256	514028	0
chr19	515158	521802	0
chr19	542387	546199	0
chr19	546198	548206	0
chr19	548247	551424	0
chr19	578563	585197	0
chr19	585196	586573	0
chr19	615804	618745	0
chr19	615804	618745	0
chr19	643256	650406	0
chr19	643256	650406	0
chr19	650405	654339	0
chr19	677402	685826	0
chr19	677402	685826	0
chr19	763811	767210	0
chr19	807724	811474	0
chr19	807724	811474	0
chr19	811491	812020	0
chr19	811491	812020	0
chr19	812019	815922	0
chr19	812019	815922	0
chr19	859895	862774	0
chr19	862773	864730	0
chr19	862773	864730	0
chr19	870240	873623	0
chr19	895290	897227	0
chr19	897226	899272	0
chr19	922130	931515	0
chr19	972684	975408	0
chr19	993596	997749	0
chr19	1007446	1009696	0
chr19	1035568	1036372	0
chr19	1036371	1039606	0
chr19	1065924	1070701	0
chr19	1084666	1085997	0
chr19	1085996	1086650	0
chr19	1086649	1086679	0
chr19	1086678	1095731	0
chr19	1102548	1107683	0
chr19	1102548	1107683	0
chr19	1107682	1109359	0
chr19	1107682	1109359	0
chr19	1109358	1112130	0
chr19	1109358	1112130	0
chr19	1216143	1226082	0
chr19	1226081	1228298	0
chr19	1245509	1248295	0
chr19	1271462	1273113	0
chr19	1273112	1273491	0
chr19	1273490	1274078	0
chr19	1279253	1283470	0
chr19	1376529	1378484	0
chr19	1393844	1397249	0
chr19	1393844	1397249	0
chr19	1431052	1433002	1
chr19	1435442	1437912	0
chr19	1435442	1437912	0
chr19	1442090	1442970	0
chr19	1443078	1450966	0
chr19	1464398	1471444	1
chr19	1471443	1474185	0
chr19	1477542	1480518	0
chr19	1496086	1498113	0
chr19	1498112	1505008	0
chr19	1551896	1555061	0
chr19	1573025	1575813	0
chr19	1575812	1583539	2
chr19	1606805	1609546	0
chr19	1609545	1611101	0
chr19	1611203	1617739	3
chr19	1810023	1815374	0
chr19	1851499	1853282	0
chr19	1872081	1874516	0
chr19	1875214	1877059	0
chr19	1878165	1882367	1
chr19	1919366	1924139	0
chr19	1924138	1927355	1
chr19	1977477	1981247	2
chr19	1982756	1985662	0
chr19	1982756	1985662	0
chr19	1985661	1988121	1
chr19	1988120	1990356	1
chr19	2034787	2039592	0
chr19	2039591	2043669	5
chr19	2068770	2077251	0
chr19	2230615	2231746	0
chr19	2231745	2232544	0
chr19	2232543	2233253	0
chr19	2233309	2235552	0
chr19	2245824	2249766	2
chr19	2245824	2249766	2
chr19	2249765	2258757	5
chr19	2249765	2258757	5
chr19	2343526	2350606	1
chr19	2428192	2430533	0
chr19	2428192	2430533	0
chr19	2477658	2478282	0
chr19	2478281	2480099	0
chr19	2480098	2482889	0
chr19	2756284	2758787	0
chr19	2923284	2931097	0
chr19	2992894	2996550	2
chr19	2992894	2996550	2
chr19	3052911	3054576	0
chr19	3055432	3059016	0
chr19	3205805	3209775	1
chr19	3464918	3469352	0
chr19	3470869	3473154	0
chr19	3470869	3473154	0
chr19	3490840	3496193	0
chr19	3525168	3535890	2
chr19	3536164	3537828	0
chr19	3539254	3541798	0
chr19	3608357	3612827	0
chr19	3743869	3750255	4
chr19	3750254	3750891	2
chr19	3765535	3767714	0
chr19	3765535	3767714	0
chr19	3775610	3779146	2
chr19	3934886	3939915	1
chr19	3939914	3943053	3
chr19	3954212	3955606	0
chr19	3955605	3960389	0
chr19	3969495	3976374	0
chr19	3977144	3977770	1
chr19	3977769	3978077	1
chr19	3978076	3978244	1
chr19	3978243	3980733	1
chr19	4035997	4036817	0
chr19	4036915	4039324	2
chr19	4039787	4043346	0
chr19	4039787	4043346	0
chr19	4088300	4091229	0
chr19	4161862	4176436	4
chr19	4161862	4176436	4
chr19	4320623	4325244	6
chr19	4320623	4325244	6
chr19	4326635	4329666	3
chr19	4326635	4329666	3
chr19	4356571	4357168	0
chr19	4359246	4360647	0
chr19	4359246	4360647	0
chr19	4360646	4361987	0
chr19	4360646	4361987	0
chr19	4361986	4362723	0
chr19	4361986	4362723	0
chr19	4362722	4364975	0
chr19	4362722	4364975	0
chr19	4443934	4449889	3
chr19	4497544	4500641	1
chr19	4522425	4526453	2
chr19	4529825	4533900	0
chr19	4675753	4680567	0
chr19	4791888	4800309	2
chr19	5155461	5158584	0
chr19	5155461	5158584	0
chr19	5689451	5694325	3
chr19	5694324	5694970	0
chr19	5787607	5789806	2
chr19	5915246	5919261	3
chr19	5915246	5919261	3
chr19	6210186	6212320	0
chr19	6212319	6215296	0
chr19	6365673	6368959	0
chr19	6368958	6369983	0
chr19	6373600	6384212	4
chr19	6373600	6384212	4
chr19	6412278	6415238	0
chr19	6415237	6417311	1
chr19	6751425	6755329	5
chr19	6751425	6755329	5
chr19	7615948	7617714	3
chr19	7615948	7617714	3
chr19	7684416	7687478	0
chr19	7684416	7687478	0
chr19	7687477	7687980	0
chr19	7687477	7687980	0
chr19	7687979	7692916	1
chr19	7687979	7692916	1
chr19	7957603	7961309	1
chr19	8323139	8328180	2
