Chr	Start	End	Name	Score	Strand	Length
chr6	160702238	160754097	PLG	0	+	51859
chr16	22814162	22916338	HS3ST2	0	+	102176
chr16	11275639	11276480	PRM2	0	-	841
chr7	5879827	5886363	OCM	0	+	6536
chr7	8433609	8752961	NXPH1	0	+	319352
chr7	24284188	24291862	NPY	0	+	7674
chr9	34957608	34982544	PHF24	0	+	24936
chr9	34457414	34520988	DNAI1	0	+	63574
chr7	138002324	138118305	AKR1D1	0	+	115981
chrX	51332231	51337525	NUDT10	0	+	5294
chr10	79610939	79615455	SFTPA1	0	+	4516
chr10	69571698	69573422	NEUROG3	0	-	1724
chrX	128050962	128052403	ACTRT1	0	-	1441
chr13	51861969	51866232	CCDC70	0	+	4263
chr12	55019974	55030017	NEUROD4	0	+	10043
chr12	53954903	53958956	HOXC12	0	+	4053
chr9	133636363	133659329	DBH	0	+	22966
chrX	103773718	103792619	PLP1	0	+	18901
chrX	106032435	106038727	SERPINA7	0	-	6292
chrX	104011147	104013708	H2BW1	0	-	2561
chrX	104250038	104254933	ESX1	0	-	4895
chrX	13318647	13320053	ATXN3L	0	-	1406
chr1	207104233	207144972	C4BPA	0	+	40739
chr1	207088860	207099993	C4BPB	0	+	11133
chr11	94377316	94401419	GPR83	0	-	24103
chr2	227871054	227924344	DAW1	0	+	53290
chr2	222671658	222709930	MOGAT1	0	+	38272
chr2	224378698	224402107	FAM124B	0	-	23409
chr20	56248732	56249815	MC3R	0	+	1083
chr20	56491492	56525925	GCNT7	0	-	34433
chr20	57495966	57525652	CTCFL	0	-	29686
chr20	45221373	45224458	SEMG2	0	+	3085
chr20	45293445	45308529	MATN4	0	-	15084
chr20	44247099	44280947	GDAP1L1	0	+	33848
chr20	43726164	43727002	GTSF1L	0	-	838
chr20	59300443	59325992	EDN3	0	+	25549
chr20	58218495	58228653	ANKRD60	0	-	10158
chr20	45306840	45317824	RBPJL	0	+	10984
chr20	45207033	45209768	SEMG1	0	+	2735
chr20	58150902	58161150	C20orf85	0	+	10248
chr20	45372557	45407889	TP53TG5	0	-	35332
chr16	88638572	88640468	IL17C	0	+	1896
chr19	43716076	43720021	IRGC	0	+	3945
chr19	42752686	42855691	PSG8	0	-	103005
chr19	42580243	42595055	CEACAM8	0	-	14812
chrX	43948776	43973395	NDP	0	-	24619
chr6	49692358	49713590	CRISP2	0	-	21232
chr6	34018643	34155622	GRM4	0	-	136979
chr6	26500303	26510425	BTN1A1	0	+	10122
chr6	25833066	25882286	SLC17A3	0	-	49220
chr6	25782915	25832052	SLC17A1	0	-	49137
chr6	26017032	26017787	H1-1	0	-	755
chr6	27957241	27958182	OR2B6	0	+	941
chr6	35118071	35148610	TCP11	0	-	30539
chr6	41053202	41064891	APOBEC2	0	+	11689
chr6	42960754	42963880	GNMT	0	+	3126
chr6	38715311	39030792	DNAH8	0	+	315481
chr6	39299001	39314461	KCNK17	0	-	15460
chr6	49834257	49877096	CRISP1	0	-	42839
chr6	47781982	47832780	OPN5	0	+	50798
chr6	10873223	10882041	GCM2	0	-	8818
chr11	55883297	55891810	TRIM51	0	+	8513
chr11	62242239	62244812	SCGB1D2	0	+	2573
chr11	62208673	62213943	SCGB2A1	0	+	5270
chr3	8619386	8745040	SSUH2	0	-	125654
chr12	48978322	48982620	WNT1	0	+	4298
chr12	130337887	130372637	PIWIL1	0	+	34750
chr13	99254732	99261744	GPR18	0	-	7012
chr13	103043998	103066417	SLC10A2	0	-	22419
chr6	167996241	168045091	KIF25	0	+	48850
chrX	120258650	120311556	TMEM255A	0	-	52906
chr17	15303811	15341632	TEKT3	0	-	37821
chr17	10521148	10549700	MYH2	0	-	28552
chr9	132582606	132590252	BARHL1	0	+	7646
chr19	54769793	54784322	KIR2DL1	0	+	14529
chr20	64103802	64107565	NPBWR2	0	-	3763
chr20	63005927	63007035	BHLHE23	0	-	1108
chr2	87748087	87759476	PLGLB2	0	+	11389
chr2	112911165	112918882	IL37	0	+	7717
chrX	123184153	123490915	GRIA3	0	+	306762
chr20	3043622	3045747	GNRH2	0	+	2125
chr20	142590	145751	DEFB126	0	+	3161
chr20	21705659	21718481	PAX1	0	+	12822
chr20	23491101	23496010	CST8	0	+	4909
chr20	21395365	21397526	NKX2-4	0	-	2161
chr20	21511017	21514064	NKX2-2	0	-	3047
chr20	23426104	23444930	CSTL1	0	+	18826
chr20	23450403	23452876	CST11	0	-	2473
chr20	17226107	17484578	PCSK2	0	+	258471
chr20	3659248	3663399	GFRA4	0	-	4151
chr20	6040546	6054060	LRRN4	0	-	13514
chr20	16748358	16770062	OTOR	0	+	21704
chr20	17693672	17735871	BANF2	0	+	42199
chr20	227258	229886	DEFB129	0	+	2628
chr20	35433347	35454746	GDF5	0	-	21399
chr20	35523186	35529652	C20orf173	0	-	6466
chrX	16123565	16153518	GRPR	0	+	29953
chr13	113158648	113172386	PROZ	0	+	13738
chr19	35371068	35372962	GPR42	0	+	1894
chr19	35855861	35867136	KIRREL2	0	+	11275
chr19	35351552	35353862	FFAR1	0	+	2310
chr17	41486136	41492546	KRT36	0	-	6410
chr19	49739753	49763306	TSKS	0	-	23553
chr11	64035931	64119173	FLRT1	0	+	83242
chr4	69931068	69946574	CSN1S1	0	+	15506
chr4	69995966	70002570	STATH	0	+	6604
chr4	70050438	70058848	HTN1	0	+	8410
chr19	53879190	53907652	PRKCG	0	+	28462
chr16	90056566	90092072	PRDM7	0	-	35506
chr17	31272013	31297539	OMG	0	-	25526
chrX	153902531	153907166	AVPR2	0	+	4635
chr1	192636138	192660311	RGS13	0	+	24173
chr3	193241128	193277738	PLAAT1	0	+	36610
chr12	68248242	68253604	IL22	0	-	5362
chr12	69643360	69699476	BEST3	0	-	56116
chr7	141790217	141791367	TAS2R5	0	+	1150
chr7	151428832	151440813	CRYGN	0	-	11981
chr7	142908101	142933746	TRPV5	0	-	25645
chr19	14840466	14848922	OR7A10	0	-	8456
chr19	14941489	14942448	OR7C2	0	+	959
chr19	14789260	14835376	OR7C1	0	-	46116
chr16	798041	800734	GNG13	0	-	2693
chr5	149371324	149404202	IL17B	0	-	32878
chr17	3432870	3433841	OR1E2	0	-	971
chr19	56661980	56671783	ZNF835	0	-	9803
chr4	56809860	56821742	SPINK2	0	-	11882
chr22	30554635	30574665	GAL3ST1	0	-	20030
chr22	29438583	29442455	RFPL1	0	+	3872
chr22	32190435	32205073	RFPL2	0	-	14638
chr22	32354885	32361161	RFPL3	0	+	6276
chr22	40679273	40682812	MCHR1	0	+	3539
chr22	37823382	37825485	GALR3	0	+	2103
chr22	35717872	35729483	APOL5	0	+	11611
chr22	23573125	23580302	IGLL1	0	-	7177
chr17	19411125	19417276	RNF112	0	+	6151
chr7	122994704	122995700	TAS2R16	0	-	996
chr7	105876796	106036432	CDHR3	0	+	159636
chr7	122301303	122310691	FEZF1	0	-	9388
chr2	177623244	178108339	PDE11A	0	-	485095
chr11	17719571	17722136	MYOD1	0	+	2565
chr11	17734774	17856804	KCNC1	0	+	122030
chr11	18017555	18046269	TPH1	0	-	28714
chr11	19182030	19210571	CSRP3	0	-	28541
chr17	7613946	7633382	SHBG	0	+	19436
chr17	6393693	6435199	AIPL1	0	-	41506
chr17	76453351	76470117	AANAT	0	+	16766
chr11	3645128	3664416	ART1	0	+	19288
chrY	14056227	14056958	VCY1B	0	+	731
chrY	13985772	13986473	VCY	0	-	701
chrY	17878260	17880220	CDY2B	0	-	1960
chr16	89171748	89195492	CDH15	0	+	23744
chr19	812488	821955	PLPPR3	0	-	9467
chrX	151694607	151705924	PRRG3	0	+	11317
chr12	4720400	4851927	GALNT8	0	+	131527
chr12	5043879	5046788	KCNA5	0	+	2909
chr9	88534033	88584274	NXNL2	0	+	50241
chr19	11296139	11326996	TSPAN16	0	+	30857
chr16	3088890	3099295	ZSCAN10	0	-	10405
chr7	153887097	154894285	DPP6	0	+	1007188
chr19	19211958	19252233	NCAN	0	+	40275
chr6	159890988	159917447	MAS1	0	+	26459
chr19	6135247	6193094	ACSBG2	0	+	57847
chrX	50910735	50916641	BMP15	0	+	5906
chr7	100720468	100723700	EPO	0	+	3232
chr19	53991637	54012666	CACNG6	0	+	21029
chr22	15528192	15529139	OR11H1	0	+	947
chr2	233307816	233347055	SAG	0	+	39239
chr10	133324072	133336935	CALY	0	-	12863
chr9	130664594	130682986	PRDM12	0	+	18392
chr12	122774526	122827528	CCDC62	0	+	53002
chr22	46255663	46263343	PKDREJ	0	-	7680
chr9	94318198	94328644	NUTM2F	0	-	10446
chr9	94558720	94593824	FBP2	0	-	35104
chr20	31870634	31945000	TTLL9	0	+	74366
chr20	33161768	33181412	BPIFA2	0	+	19644
chr20	33217310	33227806	BPIFA3	0	+	10496
chr20	31368601	31373923	DEFB118	0	+	5322
chr17	44903159	44916937	GFAP	0	-	13778
chr17	43952733	44004469	PYY	0	-	51736
chr19	43401496	43418597	TEX101	0	+	17101
chr19	8052318	8062660	CCL25	0	+	10342
chr5	177379235	177398848	SLC34A1	0	+	19613
chrX	73447053	73455171	CDX4	0	+	8118
chr19	14619117	14690027	ADGRE3	0	-	70910
chr3	14675141	14773036	C3orf20	0	+	97895
chr17	42900797	42914438	G6PC1	0	+	13641
chr1	8945867	8975092	CA6	0	+	29225
chrX	120158613	120165630	RHOXF2	0	+	7017
chr5	81233320	81266398	CKMT2	0	+	33078
chr11	30231014	30235261	FSHB	0	+	4247
chr19	57119138	57131926	USP29	0	+	12788
chr1	26911489	26913975	NR0B2	0	-	2486
chr1	26410817	26429728	LIN28A	0	+	18911
chr14	59919713	60063559	LRRC9	0	+	143846
chr14	50872053	50904970	ABHD12B	0	+	32917
chr11	6234765	6244479	CNGA4	0	+	9714
chr7	50458436	50565405	DDC	0	-	106969
chrX	31071233	31072041	FTHL17	0	-	808
chr17	8002615	8020342	GUCY2D	0	+	17727
chr8	99960936	100131268	RGS22	0	-	170332
chr20	18813783	18814378	SCP2D1	0	+	595
chr20	23035312	23039237	SSTR4	0	+	3925
chr1	159712289	159714589	CRP	0	-	2300
chr1	156619331	156625725	HAPLN2	0	+	6394
chr1	159587826	159588865	APCS	0	+	1039
chr1	157745733	157777132	FCRL2	0	-	31399
chr11	67642555	67650730	ACY3	0	-	8175
chr1	62597520	62606313	ANGPTL3	0	+	8793
chr18	43267892	43277535	SYT4	0	-	9643
chr18	45212995	45683688	SLC14A2	0	+	470693
chr5	152391546	152433368	NMUR2	0	-	41822
chr5	149857953	149944793	PDE6A	0	-	86840
chr13	19422877	19536762	TPTE2	0	-	113885
chr13	24764169	24879921	RNF17	0	+	115752
chr13	26755200	26760786	GPR12	0	-	5586
chr17	10390322	10421950	MYH8	0	-	31628
chr13	31739526	31803389	RXFP2	0	+	63863
chr13	37632063	37869802	TRPC4	0	-	237739
chr13	38965925	38990859	STOML3	0	-	24934
chrX	108719946	108736563	IRS4	0	-	16617
chr11	63506052	63516774	LGALS12	0	+	10722
chr12	85036314	85264457	LRRIQ1	0	+	228143
chr10	80344745	80368073	DYDC2	0	+	23328
chr8	85327608	85379014	CA1	0	-	51406
chr8	30831544	30913008	TEX15	0	-	81464
chr8	33591330	33600023	DUSP26	0	-	8693
chr14	94768223	94770113	GSC	0	-	1890
chr14	93333219	93707876	UNC79	0	+	374657
chr14	74303069	74360008	VRTN	0	+	56939
chr14	70522358	70535015	ADAM20	0	-	12657
chr8	22713251	23000000	PEBP4	0	-	286749
chr18	50795120	50825402	MRO	0	-	30282
chr3	1092658	1404217	CNTN6	0	+	311559
chr15	31001061	31161273	TRPM1	0	-	160212
chr1	109603091	109619929	GNAT2	0	-	16838
chr1	115029826	115034302	TSHB	0	+	4476
chr1	114089291	114153880	SYT6	0	-	64589
chr1	111290851	111320566	CHIA	0	+	29715
chr1	119893533	119896515	ADAM30	0	-	2982
chr1	115285904	115338770	NGF	0	-	52866
chr1	196888014	196918713	CFHR4	0	+	30699
chr1	197268204	197478455	CRB1	0	+	210251
chr1	196977556	197009678	CFHR5	0	+	32122
chr18	59267035	59274086	RAX	0	-	7051
chr18	59220158	59230774	GRP	0	+	10616
chr18	24460637	24479961	HRH4	0	+	19324
chr12	23529504	24562544	SOX5	0	-	1033040
chr12	21131194	21239796	SLCO1B1	0	+	108602
chr12	21526296	21541249	SPX	0	+	14953
chr12	10929236	10934845	PRH2	0	+	5609
chr11	47331406	47352702	MYBPC3	0	-	21296
chrX	133023168	133097109	USP26	0	-	73941
chrX	130171962	130184870	RAB33A	0	+	12908
chrX	140502985	140505069	SOX3	0	-	2084
chr11	92969651	92985066	MTNR1B	0	+	15415
chr11	59829273	59845499	CBLIF	0	-	16226
chr11	125671522	125680874	ACRV1	0	-	9352
chr4	39406930	39451533	KLB	0	+	44603
chr12	116856144	116881441	HRK	0	-	25297
chr7	97984684	97991169	OCM2	0	-	6485
chr4	69955256	69965728	CSN2	0	-	10472
chr4	69280475	69295050	UGT2B28	0	+	14575
chr7	128709061	128731743	FAM71F1	0	+	22682
chr6	68635282	69390571	ADGRB3	0	+	755289
chr6	77460924	77463491	HTR1B	0	-	2567
chr6	89894469	89921760	GJA10	0	+	27291
chr12	53423855	53431672	AMHR2	0	+	7817
chr12	54630811	54634895	LACRT	0	-	4084
chr12	49582885	49605639	FAM186B	0	-	22754
chr6	132588592	132589741	TAAR5	0	-	1149
chr6	142058330	142147122	NMBR	0	-	88792
chr2	73290929	73293701	EGR4	0	-	2772
chr16	81238689	81291142	BCO1	0	+	52453
chr1	182641816	182684576	RGS8	0	-	42760
chr2	230907318	230961066	GPR55	0	-	53748
chr2	232525993	232536667	CHRND	0	+	10674
chr2	222199887	222298998	PAX3	0	-	99111
chr2	231108230	231125042	HTR2B	0	-	16812
chr2	105241743	105243467	GPR45	0	+	1724
chr12	103587273	103766719	STAB2	0	+	179446
chr13	52842889	52848641	PCDH8	0	-	5752
chr13	52703264	52739820	CNMD	0	-	36556
chr7	43997897	44010124	SPDYE1	0	+	12227
chr7	14145049	14974777	DGKB	0	-	829728
chr7	4905989	4959213	MMD2	0	-	53224
chr14	36580004	36582614	NKX2-8	0	-	2610
chr17	50508384	50531501	MYCBPAP	0	+	23117
chr17	63880215	63881944	GH2	0	-	1729
chr17	63894909	63896661	CSH1	0	-	1752
chr2	157318631	157327713	ERMN	0	-	9082
chr2	166403573	166611482	SCN7A	0	-	207909
chr8	11676959	11760002	GATA4	0	+	83043
chr1	206767602	206774541	IL10	0	-	6939
chr2	113005459	113008044	IL36A	0	+	2585
chr2	113022089	113052867	IL36B	0	-	30778
chr2	113067970	113075843	IL1F10	0	+	7873
chr2	130592165	130599575	CFC1	0	-	7410
chr10	26216665	26304558	GAD2	0	+	87893
chr9	122476958	122477926	OR1J1	0	-	968
chr9	104617248	104618204	OR13C9	0	-	956
chr9	101420560	101449664	ALDOB	0	-	29104
chr9	97926791	97944856	HEMGN	0	-	18065
chr9	124481236	124507420	NR5A1	0	-	26184
chr9	122723990	122724925	OR1L4	0	+	935
chr9	126613928	126701032	LMX1B	0	+	87104
chr9	21165637	21166660	IFNA21	0	-	1023
chr9	841690	969090	DMRT1	0	+	127400
chr9	38406528	38424454	IGFBPL1	0	-	17926
chr6	43295694	43305538	SLC22A7	0	+	9844
chr6	44158811	44184401	CAPN11	0	+	25590
chr6	54307859	54390142	TINAG	0	+	82283
chr6	55106460	55282617	HCRTR2	0	+	176157
chr6	53126961	53148841	GCM1	0	-	21880
chr6	35794982	35797344	CLPS	0	-	2362
chr6	10671418	10694797	C6orf52	0	-	23379
chr4	146706617	146945882	TTC29	0	-	239265
chr8	63048553	63086053	TTPA	0	-	37500
chr11	114570591	114595786	NXPE4	0	-	25195
chr11	102576832	102625332	MMP20	0	-	48500
chr11	102691487	102705769	MMP27	0	-	14282
chr11	111467526	111514367	BTG4	0	-	46841
chr1	91949343	92014426	BRDT	0	+	65083
chr1	84398484	84415018	DNASE2B	0	+	16534
chr2	37167820	37196598	SULT6B1	0	-	28778
chr2	43812472	43838865	ABCG5	0	-	26393
chr2	27282429	27307439	TRIM54	0	+	25010
chr10	95036772	95069497	CYP2C8	0	-	32725
chr10	101226994	101229463	LBX1	0	-	2469
chr10	72934762	72954806	PLA2G12B	0	-	20044
chr10	72893584	72933036	OIT3	0	+	39452
chr10	68087897	68212017	MYPN	0	+	124120
chr2	190055700	190062729	MSTN	0	-	7029
chr2	201790461	201895550	CDK15	0	+	105089
chr2	206737763	206765328	MDH1B	0	-	27565
chr2	174747592	174787935	CHRNA1	0	-	40343
chr3	108907792	108953879	GUCA1C	0	-	46087
chr3	107377439	107378635	CCDC54	0	+	1196
chr15	73319859	73368958	HCN4	0	-	49099
chr4	114827763	115113876	NDST4	0	-	286113
chr4	122610108	122621066	IL21	0	-	10958
chr4	121874481	121952060	TRPC3	0	-	77579
chr4	75576496	75630716	CDKL2	0	-	54220
chr4	109912883	110013766	EGF	0	+	100883
chr4	99511012	99542303	C4orf17	0	+	31291
chr4	99564081	99623997	MTTP	0	+	59916
chr22	50015123	50056935	TTLL8	0	-	41812
chr12	14973042	14981865	PDE6H	0	+	8823
chr12	18242961	18648416	PIK3C2G	0	+	405455
chr12	18683169	18738100	PLCZ1	0	-	54931
chr12	20695332	20753386	SLCO1C1	0	+	58054
chr12	8950044	9010760	KLRG1	0	+	60716
chr12	81257975	81759553	PPFIA2	0	-	501578
chr12	48472559	48473622	ANP32D	0	+	1063
chr12	57452323	57459280	INHBE	0	+	6957
chr12	91050491	91058024	KERA	0	-	7533
chr12	95943331	95968720	AMDHD1	0	+	25389
chr12	125186386	125662377	TMEM132B	0	+	475991
chr12	48904110	48931840	CCDC65	0	+	27730
chr12	49086656	49094801	DHH	0	-	8145
chr12	51328442	51346679	CELA1	0	-	18237
chr12	52543909	52553145	KRT71	0	-	9236
chr13	44143150	44161257	SMIM2	0	-	18107
chr12	118981541	119163051	SRRM4	0	+	181510
chr13	102685747	102695044	METTL21C	0	-	9297
chr13	98175785	98177269	RNF113B	0	-	1484
chr14	38207904	38213067	SSTR1	0	+	5163
chr14	22883222	22887678	REM2	0	+	4456
chr14	24205696	24208362	TSSK4	0	+	2666
chr14	24130659	24132849	FITM1	0	+	2190
chr14	46839629	47675605	MDGA2	0	-	835976
chr14	70417107	70460427	ADAM21	0	+	43320
chr14	62699464	63102037	KCNH5	0	-	402573
chr14	96392128	96489427	AK7	0	+	97299
chr14	93918894	93929608	FAM181A	0	+	10714
chr14	92322581	92501481	SLC24A4	0	+	178900
chr14	94280460	94293268	SERPINA10	0	-	12808
chr14	100323339	100330421	SLC25A47	0	+	7082
chr15	75282835	75295807	GOLGA6D	0	+	12972
chr15	74202705	74336472	CCDC33	0	+	133767
chr15	74812716	74825757	LMAN1L	0	+	13041
chr15	89209869	89221614	RLBP1	0	-	11745
chr15	89690811	89743638	WDR93	0	+	52827
chr15	87859751	88256768	NTRK3	0	-	397017
chr15	92393881	92468728	ST8SIA2	0	+	74847
chr15	83447228	83618743	SH3GL3	0	+	171515
chr16	4777606	4788398	SEPTIN12	0	-	10792
chr16	46702282	46790407	MYLK3	0	-	88125
chr16	48080882	48156018	ABCC12	0	-	75136
chr16	71525233	71538748	CHST4	0	+	13515
chr16	77247813	77435034	ADAMTS18	0	-	187221
chr16	66579448	66588275	CMTM2	0	+	8827
chr16	1943974	1957606	RPL3L	0	-	13632
chr16	67975663	67980549	DPEP3	0	-	4886
chr17	35147817	35189345	UNC45B	0	+	41528
chr17	58148384	58159585	OR4D1	0	+	11201
chr17	53822927	53825193	KIF2B	0	+	2266
chr17	3440019	3513852	SPATA22	0	-	73833
chr17	32970376	32997877	SPACA3	0	+	27501
chr17	60392429	60431426	C17orf64	0	+	38997
chr18	904871	912172	ADCYAP1	0	+	7301
chr18	32185069	32220404	MEP1B	0	+	35335
chr18	31759584	31760880	SLC25A52	0	-	1296
chr17	6684719	6713377	SLC13A5	0	-	28658
chr18	74073353	74147843	FBXO15	0	-	74490
chr18	72536680	72638521	CBLN2	0	-	101841
chr17	39156894	39167484	ARL5C	0	-	10590
chr17	39210541	39225945	STAC2	0	-	15404
chr19	57134096	57145202	ZIM3	0	-	11106
chr19	16161368	16173525	CIB3	0	-	12157
chr19	41844743	41852333	DMRTC2	0	+	7590
chr21	44246339	44262216	DNMT3L	0	-	15877
chr1	206770764	206842981	IL19	0	+	72217
chr19	48661407	48673081	NTN5	0	-	11674
chr5	1392794	1445440	SLC6A3	0	-	52646
chr19	53793741	53824394	NLRP12	0	-	30653
chr19	53962937	53990215	CACNG8	0	+	27278
chr19	8065402	8149592	FBN3	0	-	84190
chr17	4771884	4783213	TM4SF5	0	+	11329
chr19	50770464	50771732	GPR32	0	+	1268
chr19	50790415	50795219	ACP4	0	+	4804
chr19	49422419	49423441	PTH2	0	-	1022
chr1	1921951	2003837	CFAP74	0	-	81886
chr1	34166883	34219131	C1orf94	0	+	52248
chr1	22001657	22012542	CELA3A	0	+	10885
chr1	44783585	44788170	BEST4	0	-	4585
chr1	53459399	53467488	DMRTB1	0	+	8089
chr1	109466546	109482134	SYPL2	0	+	15588
chr1	90711539	90717302	BARHL2	0	-	5763
chr1	110517217	110519175	KCNA10	0	-	1958
chr1	108712908	108742749	FNDC7	0	+	29841
chr1	110451149	110457358	PROK1	0	+	6209
chr1	167052836	167166479	GPA33	0	-	113643
chr1	165400922	165445355	RXRG	0	-	44433
chr1	168540768	168543997	XCL2	0	-	3229
chr1	167809386	167914215	ADCY10	0	-	104829
chr1	197038741	197067260	F13B	0	-	28519
chr1	179743291	179816198	FAM163A	0	+	72907
chr1	197911902	197935478	LHX9	0	+	23576
chr1	210676823	211134165	KCNH1	0	-	457342
chr1	152348735	152360006	FLG2	0	-	11271
chr1	153992685	154155116	NUP210L	0	-	162431
chr1	154321090	154325325	AQP10	0	+	4235
chr1	155289293	155301438	PKLR	0	-	12145
chr1	225936598	225941383	LEFTY2	0	-	4785
chr2	43831942	43882988	ABCG8	0	+	51046
chr2	79025686	79028505	REG3G	0	+	2819
chr2	95477164	95484731	TRIM43B	0	-	7567
chr2	95592001	95599778	TRIM43	0	+	7777
chr2	70978380	70985499	ANKRD53	0	+	7119
chr2	73640723	73642422	NAT8	0	-	1699
chr2	119156243	119158751	C1QL2	0	-	2508
chr2	98346188	98398601	CNGA3	0	+	52413
chr2	99284238	99304742	LYG1	0	-	20504
chr2	138669157	138780390	NXPH2	0	-	111233
chr2	136765545	137677718	THSD7B	0	+	912173
chr2	127645864	127652639	GPR17	0	+	6775
chr2	165984641	166149214	SCN1A	0	-	164573
chr2	161424332	161985282	SLC4A10	0	+	560950
chr2	179441982	179861612	ZNF385B	0	-	419630
chr2	191949043	192194933	TMEFF2	0	-	245890
chr2	172084740	172089677	DLX1	0	+	4937
chr2	209771832	209999300	UNC80	0	+	227468
chr2	206939518	206969474	CPO	0	+	29956
chr2	225399710	225654018	NYAP2	0	+	254308
chr2	233917373	234019522	TRPM8	0	+	102149
chr2	238100340	238133287	ESPNL	0	+	32947
chr3	9703826	9729908	CPNE9	0	+	26082
chr3	30726197	30894661	GADL1	0	-	168464
chr3	38282294	38318575	SLC22A14	0	+	36281
chr3	54918231	54967088	LRTM1	0	-	48857
chr3	108380368	108529322	MYH15	0	-	148954
chr3	172889357	173141235	SPATA16	0	-	251878
chr8	12424411	12436406	FAM86B2	0	-	11995
chr3	186613060	186621318	AHSG	0	+	8258
chr3	184229585	184242329	VWA5B2	0	+	12744
chr4	65319563	65670495	EPHA5	0	-	350932
chr4	48483343	48489526	SLC10A4	0	+	6183
chr4	70334981	70337116	CABS1	0	+	2135
chr4	119317250	119322138	FABP2	0	-	4888
chr4	153710160	153760024	RNF175	0	-	49864
chr4	174636920	174829247	GLRA3	0	-	192327
chr5	10441524	10472029	ROPN1L	0	+	30505
chr5	19471296	20575873	CDH18	0	-	1104577
chr5	35951006	36001028	UGT3A1	0	-	50022
chr5	64690442	64718190	SHISAL2B	0	+	27748
chr5	75068275	75236911	ANKRD31	0	-	168636
chr5	76953045	76981158	CRHBP	0	+	28113
chr5	97091867	97142753	LIX1	0	-	50886
chr5	95652181	95698711	SPATA9	0	-	46530
chr5	127290796	127465737	MEGF10	0	+	174941
chr5	129460281	129738683	ADAMTS19	0	+	278402
chr5	135922279	135954983	LECT2	0	-	32704
chr5	135579202	135889770	SLC25A48	0	+	310568
chr5	135892246	135895841	IL9	0	-	3595
chr5	156919292	156963226	TIMD4	0	-	43934
chr5	161547063	161702593	GABRA6	0	+	155530
chr5	161288429	161549044	GABRB2	0	-	260615
chr5	148312419	148315922	SPINK7	0	+	3503
chr5	151822513	151924851	GLRA1	0	-	102338
chr6	4049434	4087344	FAM217A	0	-	37910
chr5	138868921	138875368	LRRTM2	0	-	6447
chr6	25754699	25781199	SLC17A4	0	+	26500
chr6	25726777	25727345	H2BC1	0	+	568
chr6	24356903	24358285	KAAG1	0	+	1382
chr5	180100795	180209211	RASGEF1C	0	-	108416
chr6	53929982	54266280	MLIP	0	+	336298
chr6	55434373	55579197	HMGCLL1	0	-	144824
chr6	63275951	63319983	LGSN	0	-	44032
chr6	43243481	43288258	TTBK1	0	+	44777
chr6	44278734	44297698	TCTE1	0	-	18964
chr6	83512534	83525704	PRSS35	0	+	13170
chr6	89177504	89231278	GABRR1	0	-	53774
chr6	107702154	107824317	SCML4	0	-	122163
chr6	122996235	123072925	CLVS2	0	+	76690
chr6	109978256	109980720	GPR6	0	+	2464
chr6	132617022	132624275	TAAR2	0	-	7253
chr6	132570322	132571359	TAAR6	0	+	1037
chr6	132552693	132553721	TAAR8	0	+	1028
chr6	132643312	132659182	TAAR1	0	-	15870
chr6	159800249	159820704	PNLDC1	0	+	20455
chr6	152750797	152759765	VIP	0	+	8968
chr7	19144782	19145421	FERD3L	0	-	639
chr7	45888360	45893660	IGFBP1	0	+	5300
chr7	73312536	73328082	TRIM50	0	-	15546
chr7	123567010	123639481	ASB15	0	+	72471
chr7	100733595	100797797	ZAN	0	+	64202
chr7	135231979	135258663	STRA8	0	+	26684
chr7	151175698	151187832	ASB10	0	-	12134
chr7	140404058	140427974	RAB19	0	+	23916
chrX	50190777	50201007	AKAP4	0	-	10230
chrX	50202713	50351914	CCNB3	0	+	149201
chrX	47370578	47414498	ZNF157	0	+	43920
chrX	70282093	70285002	RAB41	0	+	2909
chrX	79144688	79175318	GPR174	0	+	30630
chrX	78747709	78758714	LPAR4	0	+	11005
chrX	70040542	70049938	AWAT2	0	-	9396
chrX	88747225	88754785	CPXCR1	0	+	7560
chrX	103075810	103093143	NXF3	0	-	17333
chrX	131058346	131089885	ARHGAP36	0	+	31539
chrX	130379449	130385674	GPR119	0	-	6225
chrX	151716035	151723194	FATE1	0	+	7159
chr8	42697366	42737407	CHRNB3	0	+	40041
chr8	42752620	42796392	CHRNA6	0	-	43772
chr8	25419258	25424654	GNRH1	0	-	5396
chr8	38142700	38150992	STAR	0	-	8292
chr8	51319577	51809445	PXDNL	0	-	489868
chr8	52110838	52460959	ST18	0	-	350121
chr8	66021553	66101245	DNAJC5B	0	+	79692
chr8	66126896	66175485	TRIM55	0	+	48589
chr8	81440326	81447439	PMP2	0	-	7113
chr8	70051651	70071693	PRDM14	0	-	20042
chr8	91209494	91398155	SLC26A7	0	+	188661
chr8	86047109	86088621	PSKH2	0	-	41512
chr8	85987323	86154225	ATP6V0D2	0	+	166902
chr8	104330324	104467055	DPYS	0	-	136731
chr8	107899316	108083642	RSPO2	0	-	184326
chr8	138130023	138497261	FAM135B	0	-	367238
chr9	14719724	14722733	CER1	0	-	3009
chr9	21304326	21305313	IFNA5	0	-	987
chr9	21216373	21217311	IFNA16	0	-	938
chr9	27524290	27526498	IFNK	0	+	2208
chr9	104526253	104527209	OR13C4	0	-	956
chr9	108854588	108855986	ACTL7B	0	-	1398
chr9	122788933	122789895	OR5C1	0	+	962
