Chr	Start	End	Mutations
chr8	25457435	25459983	0
chr8	27609471	27612070	1
chr8	27613680	27617206	0
chr8	29347583	29355882	0
chr8	30811184	30813164	0
chr8	37693616	37698922	5
chr8	42541128	42542638	0
chr8	42894238	42897782	0
chr8	47734857	47739132	3
chr8	48006581	48009211	0
chr8	51897691	51900164	0
chr8	60515247	60518777	0
chr8	60678598	60682069	0
chr8	63167178	63169534	2
chr8	66430159	66431197	0
chr8	70401429	70404736	0
chr8	80485424	80487928	2
chr8	81695306	81697398	0
chr8	85176762	85178501	1
chr8	86319679	86319830	0
chr8	86341537	86343746	0
chr8	89900504	89903416	0
chr8	91069501	91071834	1
chr8	94640999	94643119	2
chr8	95133193	95135180	0
chr8	97274351	97279248	6
chr8	100720110	100724581	0
chr8	100948290	100954043	1
chr8	101204172	101207064	0
chr8	101491667	101494696	0
chr8	102410077	102415245	0
chr8	102653248	102658660	2
chr8	103019895	103023129	0
chr8	103297840	103299610	0
chr8	118108327	118109405	0
chr8	118109724	118112622	2
chr8	119828855	119830245	0
chr8	122781370	122784215	0
chr8	123767270	123769320	0
chr8	124537864	124539649	2
chr8	125429634	125433048	0
chr8	125433112	125433578	1
chr8	126555222	126559654	4
chr8	127733275	127744036	3
chr8	130442516	130446227	0
chr8	133569927	133573255	0
chr8	140507751	140513765	0
chr8	140634202	140637710	0
chr8	140999933	141002518	0
chr8	142679439	142681825	1
chr8	142682834	142684461	0
chr8	142723684	142728926	0
chr8	142738842	142745289	0
chr8	142745870	142759139	0
chr8	143020547	143027487	0
chr8	143249113	143251772	3
chr8	143292631	143297940	0
chr8	143535564	143540217	0
chr8	143565165	143580859	7
chr8	143594533	143597566	0
chr8	143599188	143607259	2
chr8	143608971	143620832	3
chr8	143714327	143726367	5
chr8	143736367	143740058	0
chr8	143800912	143823965	7
chr8	143824791	143831848	0
chr8	143831937	143833932	0
chr8	143866873	143888297	10
chr8	143968629	143974125	0
chr8	143974839	143978636	1
chr8	143979414	143992780	9
chr8	144015395	144042634	0
chr8	144079324	144081891	1
chr8	144082058	144088146	5
chr8	144091156	144093556	0
chr8	144094410	144109923	7
chr8	144293834	144300002	0
chr8	144409724	144420283	8
chr8	144429691	144431461	0
chr8	144431485	144437772	4
chr8	144461983	144463946	0
chr8	144471495	144478631	0
chr8	144495963	144533433	23
chr8	144788270	144791109	0
chr8	144791670	144796693	0
chr9	4792342	4794054	0
chr9	6006800	6009152	2
chr9	21332153	21332460	0
chr9	21805351	21810049	0
chr9	33163374	33164928	0
chr9	33165287	33168220	0
chr9	33264050	33266662	1
chr9	33287820	33290485	0
chr9	34604642	34612718	0
chr9	34988932	34991958	3
chr9	35068754	35071201	0
chr9	35098049	35101245	0
chr9	35731772	35739402	9
chr9	37420497	37424314	1
chr9	37425522	37429247	2
chr9	37464310	37465976	0
chr9	38063752	38066405	0
chr9	38067499	38071706	0
chr9	38392156	38397683	1
chr9	38619483	38622702	1
chr9	72363052	72366918	0
chr9	74951776	74953127	0
chr9	81687362	81694450	0
chr9	83978505	83982117	0
chr9	87723540	87727293	0
chr9	88387624	88389743	0
chr9	88533809	88536986	0
chr9	89310246	89311950	0
chr9	89320963	89322706	0
chr9	89604431	89606523	2
chr9	92115092	92116862	0
chr9	93129512	93136756	0
chr9	93449471	93452662	1
chr9	96416785	96419528	0
chr9	96775780	96778898	0
chr9	98788730	98794442	0
chr9	99224736	99226057	0
chr9	99818332	99820659	0
chr9	99822368	99824484	0
chr9	106862296	106865895	0
chr9	107282752	107285026	0
chr9	109496249	109498706	0
chr9	110577089	110578303	0
chr9	111482545	111484748	0
chr9	111632468	111635726	0
chr9	113372153	113375572	4
chr9	113408740	113412077	0
chr9	114606284	114608647	0
chr9	122265604	122266806	0
chr9	122911708	122916757	3
chr9	124854885	124859975	4
chr9	125201482	125206175	0
chr9	127395322	127402110	0
chr9	127448158	127451214	0
chr9	127705572	127712055	1
chr9	127783592	127796497	2
chr9	127929083	127933291	0
chr9	127937614	127940040	0
chr9	128107340	128129875	5
chr9	128266983	128273996	1
chr9	128274995	128280014	5
chr9	128327505	128339461	2
chr9	128551766	128553743	0
chr9	128769179	128776267	0
chr9	129135460	129146092	2
chr9	129609068	129617583	2
chr9	130041916	130044138	0
chr9	130578803	130580314	0
chr9	130892607	130895048	1
chr9	130897561	130900566	0
chr9	131117787	131125556	0
chr9	131501105	131503994	0
chr9	132352356	132355676	0
chr9	132669531	132671800	0
chr9	133056804	133060628	3
chr9	133064416	133070067	1
chr9	133331589	133339454	2
chr9	133344602	133348611	2
chr9	133349415	133351371	1
chr9	133351389	133354160	3
chr9	133355739	133358423	0
chr9	133358709	133362004	2
chr9	133411633	133415348	0
chr9	133457800	133461719	1
chr9	133984635	133993191	0
chr9	134062447	134066111	0
chr9	135480775	135488272	4
chr9	135500328	135502623	0
chr9	135502860	135507578	6
chr9	136097150	136108712	0
chr9	136114816	136119949	1
chr9	136326753	136330041	0
chr9	136375526	136382453	1
chr9	136392527	136397942	1
chr9	136399059	136402112	0
chr9	136412910	136424111	5
chr9	136478199	136487252	3
chr9	136660911	136669214	0
chr9	136681496	136689640	0
chr9	136714047	136720461	0
chr9	136794121	136808815	7
chr9	136817672	136841653	2
chr9	136842492	136871267	12
chr9	136938341	136945118	1
chr9	136992922	137004316	3
chr9	137007277	137026364	12
chr9	137029750	137038402	0
chr9	137039501	137052047	9
chr9	137062215	137068162	0
chr9	137068309	137073926	0
chr9	137079388	137083387	1
chr9	137085478	137087988	0
chr9	137095992	137118307	6
chr9	137173458	137182678	0
chr9	137187190	137192973	3
chr9	137204193	137206586	0
chr9	137206617	137210433	0
chr9	137211292	137229608	4
chr9	137231667	137248228	13
chr9	137273011	137282523	2
chr9	137291207	137299844	0
chr9	137303342	137313570	0
chr9	137422345	137426157	0
chr9	137446904	137457428	0
chr9	137457730	137462960	1
chr9	137549419	137554217	0
chr9	137554334	137556029	2
chr9	137604045	137609098	0
chr9	137609842	137616204	7
chr9	137617490	137619658	0
chr10	930292	933137	0
chr10	987317	989625	1
chr10	1046199	1047892	0
chr10	1048502	1049054	1
chr10	3067211	3069768	0
chr10	3777815	3782398	1
chr10	3785185	3788384	0
chr10	5888803	5891922	0
chr10	8044721	8048104	0
chr10	13347135	13350906	0
chr10	17227819	17230883	2
chr10	18658475	18660772	1
chr10	21524887	21527713	0
chr10	22319041	22323062	3
chr10	23438683	23441504	0
chr10	28529684	28534500	2
chr10	28676329	28679288	0
chr10	28679663	28680703	0
chr10	29734676	29739836	0
chr10	30433566	30435853	0
chr10	33334494	33337404	0
chr10	35126334	35128408	0
chr10	37856501	37858513	0
chr10	43405364	43406364	0
chr10	43407037	43411325	0
chr10	43648047	43650666	0
chr10	46576727	46581349	0
chr10	48305908	48307731	0
chr10	49963557	49967534	0
chr10	52314151	52316000	1
chr10	59905333	59908499	0
chr10	62803746	62806845	0
chr10	62814786	62816707	0
chr10	62817830	62820767	0
chr10	68074145	68075843	1
chr10	68330256	68332426	0
chr10	68332590	68333484	0
chr10	68899853	68905015	0
chr10	68956002	68957297	0
chr10	69624966	69631567	0
chr10	70169510	70170898	0
chr10	70815659	70816780	0
chr10	71316258	71324078	0
chr10	72350019	72352680	0
chr10	72354393	72355575	0
chr10	73494935	73496342	0
chr10	73496535	73498828	2
chr10	73740519	73741941	0
chr10	73766668	73770278	4
chr10	73771408	73774536	8
chr10	73795170	73810035	16
chr10	75230651	75237486	1
chr10	75394225	75406323	2
chr10	77921481	77928216	0
chr10	78035583	78039524	0
chr10	79823011	79824190	0
chr10	79825270	79827524	0
chr10	80409747	80412101	0
chr10	80531922	80537529	0
chr10	86755797	86758605	0
chr10	86967629	86969788	0
chr10	87861059	87865585	2
chr10	89644356	89647543	0
chr10	93478143	93481558	0
chr10	94400130	94404116	1
chr10	95289005	95292215	0
chr10	96515857	96516708	0
chr10	96584379	96587338	0
chr10	97315990	97320144	0
chr10	97320473	97321866	0
chr10	97328056	97332231	0
chr10	97332592	97336826	0
chr10	97425449	97428318	0
chr10	97448821	97452978	2
chr10	97573157	97576515	0
chr10	98414108	98416840	1
chr10	98442420	98444679	0
chr10	99619492	99620633	0
chr10	100283027	100287226	1
chr10	101060343	101065453	2
chr10	101846660	101850897	0
chr10	102066283	102069433	4
chr10	102132030	102134836	0
chr10	102149352	102156869	1
chr10	102420994	102428735	1
chr10	102641772	102647701	1
chr10	102857074	102861516	0
chr10	110304118	110305587	0
chr10	110495855	110501645	0
chr10	112950658	112953032	0
chr10	118045637	118048174	3
chr10	119078454	119083163	0
chr10	121927387	121929787	0
chr10	123153882	123155905	1
chr10	124090209	124094218	0
chr10	125158527	125163076	0
chr10	131981464	131983984	0
chr10	132392854	132411945	1
chr10	133267666	133282516	2
chr10	133311937	133313862	1
chr10	133417926	133425328	2
chr10	133425371	133428772	0
chr11	391474	421902	7
chr11	492629	505224	4
chr11	505463	509207	0
chr11	538749	542841	0
chr11	554857	563950	4
chr11	565319	573813	0
chr11	602235	613107	10
chr11	613559	625748	3
chr11	636398	638772	0
chr11	639184	645283	2
chr11	704129	709843	0
chr11	781656	804194	9
chr11	812545	815675	1
chr11	819397	841015	9
chr11	841104	865154	0
chr11	1554068	1578581	5
chr11	1580517	1582397	0
chr11	1583608	1585427	1
chr11	1596299	1598659	3
chr11	1760258	1764693	0
chr11	1943664	1948349	0
chr11	2268746	2273709	0
chr11	2376851	2383206	0
chr11	2390074	2399115	1
chr11	2399901	2408885	4
chr11	2901007	2903975	2
chr11	2927177	2934956	0
chr11	3796635	3799013	4
chr11	6475398	6476231	0
chr11	6476336	6477964	0
chr11	6480507	6482315	1
chr11	6680696	6683979	1
chr11	8683187	8688512	0
chr11	9264654	9266252	0
chr11	9384277	9385788	0
chr11	9571981	9576014	0
chr11	9661010	9665245	0
chr11	10303568	10305874	0
chr11	10307093	10308606	0
chr11	10857188	10858074	0
chr11	12672152	12675768	0
chr11	14498987	14500657	0
chr11	17012269	17017287	0
chr11	17075554	17078275	0
chr11	18321171	18322721	0
chr11	18522739	18524132	0
chr11	33731776	33735711	0
chr11	34051294	34053643	1
chr11	34102798	34104109	0
chr11	34355330	34359644	1
chr11	35662318	35664013	0
chr11	43923262	43926451	0
chr11	45803786	45808534	0
chr11	45880101	45883210	0
chr11	45883804	45885251	0
chr11	45905440	45914340	0
chr11	45920272	45926469	2
chr11	46387354	46392895	0
chr11	46692679	46703194	2
chr11	46703637	46709031	1
chr11	47267926	47271655	1
chr11	47448285	47451711	2
chr11	57321490	57325061	2
chr11	57527187	57527906	0
chr11	58578278	58580336	1
chr11	59144449	59145804	0
chr11	59614309	59616775	0
chr11	61291005	61296265	0
chr11	61428610	61430608	0
chr11	61577108	61583363	0
chr11	62554427	62556566	0
chr11	62598883	62605203	3
chr11	62610484	62619302	6
chr11	62621176	62622685	0
chr11	62624916	62632527	8
chr11	62645684	62649727	4
chr11	62660241	62666599	2
chr11	62676500	62683117	3
chr11	62784799	62792273	7
chr11	62804927	62807252	2
chr11	62831816	62833151	0
chr11	62839689	62843001	0
chr11	63911228	63917655	5
chr11	64201600	64203728	1
chr11	64205593	64207897	1
chr11	64216964	64223381	4
chr11	64223872	64227729	4
chr11	64229816	64237784	3
chr11	64239048	64247951	5
chr11	64251106	64259926	4
chr11	64264301	64270834	0
chr11	64271351	64275589	1
chr11	64303510	64307796	1
chr11	64310996	64316646	1
chr11	64316793	64322457	7
chr11	64757403	64766889	5
chr11	64777354	64780416	0
chr11	64803868	64807066	3
chr11	64905469	64914751	10
chr11	65083790	65084990	0
chr11	65086044	65089150	4
chr11	65089414	65091980	0
chr11	65114207	65118729	1
chr11	65118993	65122566	5
chr11	65133245	65136097	0
chr11	65353721	65354349	0
chr11	65571759	65582795	2
chr11	65589102	65600295	4
chr11	65616459	65619083	3
chr11	65650871	65661250	3
chr11	65711560	65719441	11
chr11	65775055	65783036	2
chr11	65848675	65861603	9
chr11	65861625	65864311	0
chr11	65865377	65874738	3
chr11	65890396	65895821	2
chr11	65914927	65922841	3
chr11	65958398	65968440	3
chr11	65996412	66000833	3
chr11	66001614	66005880	1
chr11	66006888	66011134	0
chr11	66067180	66068902	0
chr11	66254364	66259748	3
chr11	66260144	66262565	0
chr11	66264393	66272884	4
chr11	66273975	66280041	1
chr11	66284234	66289459	4
chr11	66335067	66338108	3
chr11	66339780	66343268	1
chr11	66359143	66373621	4
chr11	66464852	66470360	1
chr11	66473881	66481031	0
chr11	67052121	67055753	0
chr11	67279599	67292734	8
chr11	67297068	67303170	4
chr11	67305924	67307988	0
chr11	67391522	67400959	3
chr11	67404417	67416714	2
chr11	67431426	67445476	6
chr11	67460672	67465373	0
chr11	67467743	67471352	1
chr11	67497781	67511406	7
chr11	67604365	67618253	5
chr11	67998376	68006465	3
chr11	68027744	68032802	1
chr11	68036507	68050748	1
chr11	68120496	68124691	0
chr11	68752935	68754612	0
chr11	68840584	68844757	0
chr11	69672745	69675417	1
chr11	70201642	70207877	0
chr11	70269321	70271645	0
chr11	70391096	70396181	0
chr11	72079215	72081649	0
chr11	72083178	72084283	0
chr11	72102762	72104292	0
chr11	72105292	72112069	2
chr11	72220945	72233617	10
chr11	72672766	72676553	0
chr11	73307065	73312027	2
chr11	73375040	73378522	0
chr11	73979112	73985313	0
chr11	75397994	75401301	0
chr11	75402351	75403406	0
chr11	75563335	75567120	0
chr11	76781617	76784716	0
chr11	83070479	83073827	0
chr11	83157215	83158649	0
chr11	83189277	83191761	0
chr11	85650075	85652906	0
chr11	85681420	85682702	0
chr11	85684967	85686382	4
chr11	86067929	86070354	0
chr11	111601652	111604385	0
chr11	111926307	111927420	0
chr11	118261495	118262953	1
chr11	118919579	118931812	0
chr11	119165978	119170832	0
chr11	119335052	119338374	3
chr11	121291833	121293302	0
chr11	123061374	123063139	0
chr11	123740125	123743470	0
chr11	126262717	126268473	11
chr11	129818128	129821373	0
chr11	130912908	130916972	1
chr12	2806286	2810346	0
chr12	2958663	2962919	0
chr12	3869006	3870631	0
chr12	6199467	6204063	3
chr12	6493068	6495680	0
chr12	6532414	6536116	0
chr12	6693695	6702092	4
chr12	6767353	6771853	3
chr12	6862895	6874283	6
chr12	6922528	6927188	0
chr12	6927338	6929893	0
chr12	6939900	6943679	7
chr12	6943962	6944845	2
chr12	6959115	6968693	3
chr12	6969236	6974302	2
chr12	10722339	10724039	0
chr12	12561423	12563505	0
chr12	12722825	12727267	0
chr12	12890898	12894262	0
chr12	14768653	14769849	0
chr12	14773939	14775891	2
chr12	31323435	31326127	1
chr12	32678578	32680084	0
chr12	45215429	45216979	0
chr12	45726850	45731796	0
chr12	46267340	46270598	0
chr12	46370707	46373018	3
chr12	47965279	47967555	1
chr12	48349758	48351341	0
chr12	48780796	48792156	1
chr12	48808035	48810999	0
chr12	48815203	48819389	0
chr12	48995450	48999931	0
chr12	49048980	49062978	6
chr12	49289170	49299026	0
chr12	49563141	49568229	3
chr12	50084362	50086518	0
chr12	51025238	51029098	0
chr12	51049365	51051971	0
chr12	51238403	51240728	0
chr12	51241438	51243335	1
chr12	52004083	52010792	0
chr12	52077439	52082495	0
chr12	52175338	52192576	2
chr12	52247366	52248274	0
chr12	52249483	52251547	0
chr12	52946496	52957351	6
chr12	53043480	53053868	1
chr12	53182545	53185275	0
chr12	53209102	53212236	1
chr12	53225367	53232216	1
chr12	53446113	53449266	0
chr12	53451549	53453403	0
chr12	53454646	53455693	2
chr12	53494811	53500034	0
chr12	53941321	53943822	0
chr12	53972367	53976330	1
chr12	53981090	53984150	0
chr12	54281748	54284447	3
chr12	55726829	55729610	1
chr12	55730124	55737195	0
chr12	55828249	55831305	1
chr12	55972520	55974736	0
chr12	55996300	55998763	0
chr12	56001962	56008616	10
chr12	56097722	56102514	9
chr12	56120388	56122689	2
chr12	56155108	56159297	3
chr12	56255565	56260384	0
chr12	56314440	56316472	4
chr12	56317368	56321971	4
chr12	56354056	56358231	3
chr12	57086334	57096704	9
chr12	57234793	57243825	3
chr12	57516638	57517655	2
chr12	57519555	57526255	5
chr12	57598924	57603426	5
chr12	57750622	57756759	1
chr12	57763599	57767444	3
chr12	57769883	57772411	0
chr12	57842841	57846610	0
chr12	64403340	64405538	0
chr12	64454653	64457236	1
chr12	66304157	66305903	1
chr12	68609907	68612614	0
chr12	69737882	69740243	1
chr12	70241720	70244196	0
chr12	71753750	71756513	1
chr12	76763121	76766307	2
chr12	79686685	79692122	0
chr12	79933415	79936322	2
chr12	89351270	89356136	1
chr12	89706575	89710544	0
chr12	92143582	92146790	1
chr12	96398485	96400862	0
chr12	100266150	100268029	5
chr12	103967309	103969991	0
chr12	106136968	106140920	0
chr12	107090749	107092536	0
chr12	108730023	108732143	0
chr12	109475268	109479058	0
chr12	110124388	110127849	0
chr12	110281882	110283198	0
chr12	110445313	110449177	0
chr12	111597219	111602221	0
chr12	112415927	112420662	0
chr12	113176649	113187406	0
chr12	116276419	116279385	1
chr12	118059984	118063123	0
chr12	119987958	119991032	1
chr12	120115637	120118170	0
chr12	120196260	120198087	3
chr12	120261602	120263825	0
chr12	120578605	120581408	3
chr12	121799275	121801598	0
chr12	121802646	121809496	1
chr12	121917696	121919734	0
chr12	122267530	122270059	0
chr12	122419433	122423220	0
chr12	122524837	122526923	1
chr12	122773960	122775532	0
chr12	122833793	122836251	0
chr12	122976596	122984609	2
chr12	123971860	123974675	0
chr12	124908910	124915502	11
chr12	130870304	130873748	1
chr12	131710994	131712861	1
chr12	131714027	131715222	1
chr12	131826255	131833946	0
chr12	131893701	131905565	0
chr12	131928220	131932422	0
chr12	131942790	131950517	1
chr12	132138169	132162820	5
chr12	132475602	132486880	0
chr12	132486928	132500118	0
chr12	132617879	132624092	10
chr12	132708054	132712783	0
chr13	19861704	19865358	1
chr13	19957269	19960339	0
chr13	21058902	21062964	0
chr13	21143358	21144433	0
chr13	26221458	26224808	0
chr13	27168883	27172870	0
chr13	27619883	27622605	2
chr13	28138047	28140237	0
chr13	29593798	29596426	0
chr13	29848912	29851180	0
chr13	33349164	33351069	0
chr13	36996802	37001223	3
chr13	40663803	40667123	0
chr13	42037116	42041422	0
chr13	43878087	43881335	1
chr13	45340573	45341935	0
chr13	49994715	49997932	0
chr13	51451223	51455296	3
chr13	51582623	51585336	1
chr13	102771644	102775343	0
chr13	108214720	108216364	0
chr13	109776804	109787876	0
chr13	110556449	110559150	0
chr13	110711040	110716889	6
chr13	113160953	113166709	0
chr13	113208193	113210917	0
chr13	113586436	113589235	0
chr13	113971238	113977133	0
chr14	20455593	20458059	5
chr14	20458464	20460019	0
chr14	20460589	20462003	0
chr14	22835374	22836702	0
chr14	22870968	22878539	2
chr14	22880064	22883445	0
chr14	23028866	23032594	0
chr14	23055254	23065209	3
chr14	23300652	23304322	0
chr14	23550206	23554112	0
chr14	23554939	23558224	4
chr14	23558294	23566826	12
chr14	24121716	24124239	0
chr14	24136319	24139271	2
chr14	24212069	24214183	1
chr14	24240191	24242010	0
chr14	24301047	24305199	5
chr14	24307134	24312575	1
chr14	24312737	24314646	0
chr14	24428305	24433297	2
chr14	32075953	32078008	0
chr14	34540313	34550455	0
chr14	37590976	37598955	19
chr14	39173632	39176689	3
chr14	39177852	39179957	3
chr14	44896935	44897888	0
chr14	49633140	49638710	1
chr14	54565019	54568552	0
chr14	54568752	54570392	0
chr14	55051773	55052436	0
chr14	55271098	55272946	0
chr14	57388722	57391864	1
chr14	59188920	59191063	0
chr14	60720250	60724618	3
chr14	64503127	64505685	0
chr14	65411591	65414608	2
chr14	68791266	68797146	4
chr14	68968701	68976497	0
chr14	68976993	68979436	0
chr14	69149572	69152799	0
chr14	70807974	70810328	0
chr14	71318886	71322356	0
chr14	71931883	71935211	0
chr14	72925377	72926960	0
chr14	73135588	73139712	0
chr14	73711891	73715294	1
chr14	73784723	73788879	0
chr14	75002191	75005988	4
chr14	75050716	75051996	0
chr14	75276674	75281886	6
chr14	75427122	75429445	0
chr14	75521937	75523019	0
chr14	75523840	75526076	1
chr14	77022122	77028914	2
chr14	77319878	77323876	0
chr14	81218947	81221802	0
chr14	88554232	88555899	0
chr14	89956334	89958858	0
chr14	90396332	90398457	1
chr14	91509616	91512827	0
chr14	93113841	93116231	0
chr14	93181158	93186174	9
chr14	99479022	99482089	0
chr14	99482934	99484160	0
chr14	99599929	99610246	0
chr14	100237548	100240706	0
chr14	100298753	100309702	0
chr14	101963194	101965794	0
chr14	102590696	102594007	0
chr14	103333281	103335710	0
chr14	103518305	103523222	1
chr14	103525362	103535764	1
chr14	103560475	103563773	4
chr14	103850229	103854974	0
chr14	104717560	104730614	1
chr14	104778590	104797250	27
chr14	104799580	104810191	2
chr14	104861099	104879169	1
chr14	105164305	105173007	1
chr14	105392093	105403748	2
chr14	105469599	105483087	1
chr14	105483101	105488801	0
chr14	105489694	105505750	8
chr14	105527713	105533089	0
chr15	38456462	38460402	0
chr15	40465508	40469738	2
chr15	40469957	40475944	0
chr15	40843480	40848329	0
chr15	40871887	40874669	0
chr15	40890036	40901167	5
chr15	41115417	41118759	0
chr15	41773266	41776359	0
chr15	48330860	48332403	1
chr15	50185486	50185617	0
chr15	50354039	50355646	0
chr15	50356398	50356704	0
chr15	50356880	50358517	0
chr15	51947044	51950926	0
chr15	52192269	52192382	0
chr15	55742078	55745639	0
chr15	59370857	59372981	0
chr15	63042661	63044959	0
chr15	63503496	63506970	0
chr15	63594448	63598402	1
chr15	64160421	64162390	0
chr15	64459082	64461683	0
chr15	64702610	64705239	1
chr15	66503113	66504166	2
chr15	66504518	66506468	1
chr15	66702227	66704543	1
chr15	66704614	66707963	0
chr15	67064581	67070575	0
chr15	68279785	68280534	0
chr15	69413885	69415085	0
chr15	69454687	69457250	0
chr15	70096189	70098303	2
chr15	72195606	72201234	1
chr15	72473804	72475475	2
chr15	75367285	75368432	0
chr15	75371185	75374734	1
chr15	75449692	75456984	0
chr15	75646553	75649356	0
chr15	81000190	81003342	1
chr15	82257996	82261716	0
chr15	83010505	83013134	0
chr15	83062234	83064513	0
chr15	84649931	84651441	0
chr15	84656159	84659912	0
chr15	84746402	84749568	0
chr15	88637626	88640257	0
chr15	89744546	89751553	0
chr15	89999149	90003332	0
chr15	90098976	90100107	0
chr15	90100837	90103511	0
chr15	90227539	90231216	1
chr15	90232565	90233626	0
chr15	90387857	90391645	0
chr15	90870976	90874910	0
chr15	90881741	90884035	0
chr15	90904903	90908548	3
chr15	90929609	90931480	1
chr15	90951225	90954353	3
chr15	90954608	90956496	0
chr15	99565793	99566770	0
chr16	173302	177107	2
chr16	276995	283365	0
chr16	284032	287503	3
chr16	351701	356312	0
chr16	396796	401800	1
chr16	518017	526480	1
chr16	526893	530999	0
chr16	577257	592400	4
chr16	633191	638855	2
chr16	646228	650683	4
chr16	660076	692266	28
chr16	692622	708076	0
chr16	712802	729704	13
chr16	776688	783985	1
chr16	1217598	1233837	7
chr16	1301703	1306455	0
chr16	1307228	1316501	1
chr16	1442531	1449768	2
chr16	1609249	1616076	0
chr16	1677008	1680512	0
chr16	1703559	1707165	1
chr16	1789344	1800663	4
chr16	1959125	1966168	5
chr16	1980953	1988494	1
chr16	1990557	2003620	4
chr16	2145833	2155381	1
chr16	2206616	2241035	16
chr16	2242306	2249429	1
chr16	2249484	2252743	0
chr16	2253285	2258228	0
chr16	2261938	2266817	4
chr16	2266902	2270144	0
chr16	2270436	2274870	1
chr16	2460018	2477245	4
chr16	2509272	2518255	1
chr16	2524230	2532714	6
chr16	2536636	2539020	0
chr16	2852487	2856076	1
chr16	2856336	2863619	0
chr16	2972806	2981998	1
chr16	2983590	2988483	0
chr16	2992201	3002028	0
chr16	3005549	3017126	8
chr16	3018863	3038640	11
chr16	3044525	3048651	0
chr16	3123772	3128041	0
chr16	3489448	3493194	0
chr16	3879041	3880350	0
chr16	4240499	4251346	1
chr16	4271610	4274244	4
chr16	4315101	4318502	0
chr16	4413093	4421789	0
chr16	4600750	4613480	0
chr16	4614036	4619577	0
chr16	4688036	4694986	4
chr16	4695248	4701454	1
chr16	4759564	4764820	1
chr16	4793700	4801194	0
chr16	4803527	4805307	0
chr16	4846459	4849308	0
chr16	8675917	8677532	0
chr16	8784020	8786677	0
chr16	8883689	8886866	0
chr16	9091183	9093543	0
chr16	10576732	10579247	0
chr16	11795659	11799814	0
chr16	11800174	11803132	0
chr16	11913819	11916936	1
chr16	11974665	11979536	0
chr16	13919696	13923003	1
chr16	14632648	14635645	0
chr16	14917774	14930586	2
chr16	18800136	18802975	0
chr16	18925489	18927999	0
chr16	18985430	18992151	0
chr16	19066724	19069103	1
chr16	19113540	19116200	2
chr16	19165375	19169489	0
chr16	20896243	20898430	0
chr16	20899448	20904273	0
chr16	21300739	21302876	0
chr16	22296690	22301594	0
chr16	24538940	24541089	0
chr16	25256943	25258525	1
chr16	28483594	28490242	2
chr16	28820373	28826025	0
chr16	28838528	28846122	6
chr16	28973752	28977800	3
chr16	28984813	28992064	2
chr16	29804322	29808524	4
chr16	29808851	29810382	3
chr16	29811711	29817697	2
chr16	29820506	29821933	0
chr16	29822463	29825845	0
chr16	29902466	29912970	1
chr16	29966850	29971531	2
chr16	30068401	30074981	8
chr16	30075101	30076247	0
chr16	30080451	30097887	9
chr16	30106699	30115577	0
chr16	30182803	30190232	3
chr16	30350971	30354406	1
chr16	30355475	30357484	0
chr16	30358036	30360133	4
chr16	30381003	30383713	7
chr16	30406346	30412203	0
chr16	30532477	30535754	2
chr16	30552109	30557344	2
chr16	30572486	30573824	0
chr16	30574648	30577357	0
chr16	30652605	30657065	6
chr16	30657312	30661673	0
chr16	30697783	30699763	0
chr16	30753550	30760117	3
chr16	30761511	30763962	2
chr16	30764376	30767232	2
chr16	30782456	30791594	6
chr16	30889949	30893482	1
chr16	30895568	30900309	0
chr16	30947150	30948743	0
chr16	30949692	30956551	0
chr16	30957778	30959774	1
chr16	30981951	30984314	0
chr16	30984658	30987058	1
chr16	31012767	31018181	0
chr16	31076067	31086878	15
chr16	31091027	31096534	1
chr16	31100281	31112253	7
chr16	31112887	31120243	2
chr16	31199384	31201918	1
chr16	31452372	31455135	0
chr16	31465835	31468841	2
chr16	31503463	31507277	0
chr16	31702090	31717790	2
chr16	50150149	50154211	0
chr16	54283381	54287979	0
chr16	54930070	54931556	0
chr16	57612595	57615382	0
chr16	57656981	57665865	3
chr16	57990061	57997553	3
chr16	58680767	58684830	0
chr16	66693658	66697392	0
chr16	66931184	66933469	2
chr16	67027380	67030346	3
chr16	67190909	67196477	2
chr16	67198878	67209182	5
chr16	67226039	67234526	6
chr16	67429443	67433181	0
chr16	67478226	67481456	0
chr16	67518335	67525438	0
chr16	67655866	67658804	0
chr16	67664315	67668740	2
chr16	67720225	67722062	0
chr16	67845109	67847853	0
chr16	67871558	67873709	0
chr16	67878599	67882170	2
chr16	67932664	67939379	0
chr16	68263803	68265456	0
chr16	68736273	68738936	10
chr16	69130865	69133680	1
chr16	69185116	69189108	0
chr16	69719346	69725263	0
chr16	70254291	70259651	4
chr16	70684326	70688707	2
chr16	71287259	71289772	0
chr16	71722753	71724917	0
chr16	71848090	71854149	1
chr16	74296148	74299794	0
chr16	74997083	75000931	2
chr16	75114003	75116065	0
chr16	75203011	75207961	0
chr16	75264015	75266782	1
chr16	75436386	75442694	0
chr16	75565960	75567787	1
chr16	75624906	75627823	0
chr16	77197872	77200842	3
chr16	80801805	80805406	0
chr16	81002632	81009399	0
chr16	81240254	81240393	0
chr16	81444844	81450841	0
chr16	84117770	84120177	0
chr16	84616601	84619423	1
chr16	85005673	85009080	0
chr16	85010750	85012514	0
chr16	85026837	85029022	0
chr16	85750118	85753359	0
chr16	85798463	85800457	1
chr16	87319111	87322490	0
chr16	87390923	87393253	0
chr16	87866791	87870288	2
chr16	87951499	87952778	0
chr16	88454140	88456375	0
