	Chr	Start	End	Name	Score	Strand
ENSG00000157219	chr7	155070324	155087392	HTR5A	0	+
ENSG00000157330	chr1	12746200	12763699	C1orf158	0	+
ENSG00000157884	chr2	26581205	26641366	CIB4	0	-
ENSG00000158077	chr11	7020479	7071526	NLRP14	0	+
ENSG00000158497	chr5	143812161	143820716	HMHB1	0	+
ENSG00000158553	chr6	27285903	27312273	POM121L2	0	-
ENSG00000158748	chr1	19664875	19680966	HTR6	0	+
ENSG00000158901	chr20	45551153	45579326	WFDC8	0	-
ENSG00000159224	chr17	48958554	48968596	GIP	0	-
ENSG00000159248	chr15	34751032	34754998	GJD2	0	-
ENSG00000159289	chr15	74069857	74082550	GOLGA6A	0	-
ENSG00000159398	chr16	55846154	55956031	CES5A	0	-
ENSG00000159455	chr1	152686123	152687397	LCE2B	0	+
ENSG00000159495	chr15	43276271	43302255	TGM7	0	-
ENSG00000159650	chr3	126481166	126517773	UROC1	0	-
ENSG00000159723	chr16	67482571	67483547	AGRP	0	-
ENSG00000159961	chr17	3411370	3424070	OR3A3	0	+
ENSG00000160202	chr21	43169008	43172805	CRYAA	0	+
ENSG00000160339	chr9	134880810	134887523	FCN2	0	+
ENSG00000160349	chr9	135521438	135526540	LCN1	0	+
ENSG00000160882	chr8	142872356	142879846	CYP11B1	0	-
ENSG00000160994	chr19	15010726	15023276	CCDC105	0	+
ENSG00000161610	chr17	42184060	42185452	HCRT	0	-
ENSG00000161634	chr12	54644589	54648493	DCD	0	-
ENSG00000161652	chr19	50152548	50163281	IZUMO2	0	-
ENSG00000161807	chr19	9114828	9115763	OR7G1	0	-
ENSG00000161973	chr17	8729935	8745219	CCDC42	0	-
ENSG00000161992	chr16	560394	565529	PRR35	0	+
ENSG00000162006	chr16	769428	783370	MSLNL	0	-
ENSG00000162068	chr16	2471297	2474145	NTN3	0	+
ENSG00000162365	chr1	47137435	47149727	CYP4A22	0	+
ENSG00000162456	chr1	46545641	46551647	KNCN	0	-
ENSG00000162460	chr1	15742499	15747982	TMEM82	0	+
ENSG00000162594	chr1	67138907	67259979	IL23R	0	+
ENSG00000162598	chr1	59987269	60073770	C1orf87	0	-
ENSG00000162621	chr1	74469376	74512611	LRRC53	0	-
ENSG00000162727	chr1	248145148	248146086	OR2M5	0	+
ENSG00000162753	chr1	173500460	173603072	SLC9C2	0	-
ENSG00000162761	chr1	165201867	165356715	LMX1A	0	-
ENSG00000162763	chr1	165544000	165563957	LRRC52	0	+
ENSG00000162771	chr1	212624474	212626775	FAM71A	0	+
ENSG00000162843	chr1	241652278	241802777	WDR64	0	+
ENSG00000163012	chr2	186827475	186849208	ZSWIM2	0	-
ENSG00000163046	chr2	132147591	132257969	ANKRD30BL	0	-
ENSG00000163092	chr2	166888480	167259753	XIRP2	0	+
ENSG00000163114	chr4	95840093	95841464	PDHA2	0	+
ENSG00000163206	chr1	152878322	152885047	SMCP	0	+
ENSG00000163217	chr2	68860909	68871397	BMP10	0	-
ENSG00000163254	chr2	208128137	208129828	CRYGC	0	-
ENSG00000163263	chr1	154199085	154206333	C1orf189	0	-
ENSG00000163285	chr4	46035769	46124054	GABRG1	0	-
ENSG00000163288	chr4	46993723	47426447	GABRB1	0	+
ENSG00000163295	chr2	232456125	232460753	ALPI	0	+
ENSG00000163352	chr1	154993586	154994315	LENEP	0	+
ENSG00000163377	chr3	68731766	68953297	TAFA4	0	-
ENSG00000163394	chr4	26481396	26490484	CCKAR	0	-
ENSG00000163424	chr3	119146151	119160042	TEX55	0	+
ENSG00000163440	chr4	55556519	55592245	PDCL2	0	-
ENSG00000163497	chr2	218981087	218985184	FEV	0	-
ENSG00000163515	chr3	108743424	108757410	RETNLB	0	-
ENSG00000163518	chr1	157573747	157598085	FCRL4	0	-
ENSG00000163581	chr3	170996347	171026743	SLC2A2	0	-
ENSG00000163632	chr3	63819299	63848636	C3orf49	0	+
ENSG00000163646	chr3	150926163	150972727	CLRN1	0	-
ENSG00000163737	chr4	73980811	73982027	PF4	0	-
ENSG00000163825	chr3	46494611	46500950	RTP3	0	+
ENSG00000163833	chr3	121593379	121630295	FBXO40	0	+
ENSG00000163914	chr3	129528639	129535344	RHO	0	+
ENSG00000163982	chr4	4188726	4226929	OTOP1	0	-
ENSG00000164113	chr4	122378966	122429802	ADAD1	0	+
ENSG00000164123	chr4	158893134	159038760	C4orf45	0	-
ENSG00000164270	chr5	148451032	148677235	HTR4	0	-
ENSG00000164299	chr5	80319625	80321842	SPZ1	0	+
ENSG00000164325	chr5	73173193	73175143	TMEM174	0	+
ENSG00000164326	chr5	71719275	71721048	CARTPT	0	+
ENSG00000164334	chr5	119629559	119635822	FAM170A	0	+
ENSG00000164363	chr5	1225381	1246189	SLC6A18	0	+
ENSG00000164399	chr5	132060655	132063204	IL3	0	+
ENSG00000164451	chr6	116529013	116561127	CALHM4	0	+
ENSG00000164458	chr6	166157656	166168700	TBXT	0	-
ENSG00000164500	chr7	50095883	50159256	SPATA48	0	+
ENSG00000164508	chr6	25726063	25726562	H2AC1	0	-
ENSG00000164600	chr7	31337465	31340726	NEUROD6	0	-
ENSG00000164645	chr7	88794106	88795737	TEX47	0	-
ENSG00000164729	chr17	35192520	35194393	SLC35G3	0	-
ENSG00000164794	chr8	109963636	109975771	KCNV1	0	-
ENSG00000164821	chr8	6935820	6938306	DEFA4	0	-
ENSG00000164822	chr8	6924697	6926076	DEFA6	0	-
ENSG00000164853	chr7	1232872	1237326	UNCX	0	+
ENSG00000164871	chr8	7442684	7463674	SPAG11B	0	-
ENSG00000164893	chr8	86214063	86321146	SLC7A13	0	-
ENSG00000165059	chr9	69012504	69014113	PRKACG	0	-
ENSG00000165076	chr7	141836300	141841487	PRSS37	0	-
ENSG00000165120	chr7	130206344	130216844	SSMEM1	0	+
ENSG00000165131	chr7	142939343	142940868	LLCFC1	0	+
ENSG00000165192	chrX	15281697	15315640	ASB11	0	-
ENSG00000165202	chr9	122614738	122615682	OR1Q1	0	+
ENSG00000165204	chr9	122800123	122801073	OR1K1	0	+
ENSG00000165309	chr10	22928024	23038523	ARMC3	0	+
ENSG00000165370	chrX	137023929	137033995	GPR101	0	-
ENSG00000165383	chr10	48909483	48914232	LRRC18	0	-
ENSG00000165471	chr10	52765380	52772784	MBL2	0	-
ENSG00000165509	chrX	141838316	141897832	MAGEC3	0	+
ENSG00000165623	chr10	13221766	13234374	UCMA	0	-
ENSG00000165694	chrX	132076990	132128020	FRMD7	0	-
ENSG00000165762	chr14	19875142	19883932	OR4K2	0	+
ENSG00000165805	chr12	87980035	88034037	C12orf50	0	-
ENSG00000165953	chr14	94487274	94517844	SERPINA12	0	-
ENSG00000165970	chr11	20599594	20659285	SLC6A5	0	+
ENSG00000166006	chr12	75040077	75209839	KCNC2	0	-
ENSG00000166069	chr15	37921939	37967724	TMCO5A	0	+
ENSG00000166118	chr11	133840631	133845538	SPATA19	0	-
ENSG00000166152	chr16	49373804	49399431	C16orf78	0	+
ENSG00000166159	chr12	1820267	1836753	LRTM2	0	+
ENSG00000166160	chrX	154219756	154233286	OPN1MW2	0	+
ENSG00000166211	chr12	101475336	101486997	SPIC	0	+
ENSG00000166220	chr10	70771238	70785401	TBATA	0	-
ENSG00000166329	chr17	57744495	57745299	CCDC182	0	-
ENSG00000166351	chr21	13609777	13645823	POTED	0	+
ENSG00000166363	chr11	6845683	6846636	OR10A5	0	+
ENSG00000166368	chr11	6891574	6892500	OR2D2	0	-
ENSG00000166558	chr16	84009667	84042795	SLC38A8	0	-
ENSG00000166569	chr18	59275156	59318649	CPLX4	0	-
ENSG00000166573	chr18	77249848	77277900	GALR1	0	+
ENSG00000166603	chr18	60371062	60372775	MC4R	0	-
ENSG00000166862	chr22	36560857	36703752	CACNG2	0	-
ENSG00000166884	chr11	59456961	59457905	OR4D6	0	+
ENSG00000166930	chr11	60429572	60455214	MS4A5	0	+
ENSG00000166948	chr20	2380901	2432753	TGM6	0	+
ENSG00000166984	chr6	167146414	167196913	TCP10L2	0	+
ENSG00000167011	chr7	101170496	101180293	NAT16	0	-
ENSG00000167014	chr15	44956687	44979229	TERB2	0	+
ENSG00000167098	chr20	32983773	33004433	SUN5	0	-
ENSG00000167104	chr20	33031648	33044047	BPIFB6	0	+
ENSG00000167139	chr15	73873564	73889214	TBC1D21	0	+
ENSG00000167195	chr15	75258334	75273455	GOLGA6C	0	+
ENSG00000167346	chr11	4704784	4992431	MMP26	0	+
ENSG00000167359	chr11	5440570	5441514	OR51I1	0	-
ENSG00000167360	chr11	5422111	5423206	OR51Q1	0	+
ENSG00000167393	chrX	333933	386955	PPP2R3B	0	-
ENSG00000167393	chrY	333933	386955	PPP2R3B	0	-
ENSG00000167531	chr12	48567684	48570066	LALBA	0	-
ENSG00000167580	chr12	49950737	49958878	AQP2	0	+
ENSG00000167612	chr12	51888009	51891727	ANKRD33	0	+
ENSG00000167780	chr12	53103486	53124535	SOAT2	0	+
ENSG00000167791	chr11	67518912	67524517	CABP2	0	-
ENSG00000167800	chr11	67631303	67639763	TBX10	0	-
ENSG00000167822	chr11	56134721	56140201	OR8J3	0	-
ENSG00000167825	chr11	55935456	55936400	OR5I1	0	-
ENSG00000167858	chr17	6789133	6831761	TEKT1	0	-
ENSG00000167910	chr8	58490178	58500163	CYP7A1	0	-
ENSG00000168070	chr11	64937517	64972108	MAJIN	0	-
ENSG00000168124	chr16	3204247	3205188	OR1F1	0	+
ENSG00000168131	chr6	27911185	27912396	OR2B2	0	-
ENSG00000168135	chr22	38426327	38455199	KCNJ4	0	-
ENSG00000168148	chr1	228424845	228425360	H3-4	0	-
ENSG00000168158	chr16	3355889	3357306	OR2C1	0	+
ENSG00000168263	chr9	2717510	2730037	KCNV2	0	+
ENSG00000168267	chr10	23192312	23194245	PTF1A	0	+
ENSG00000168333	chr8	49054311	49076093	PPDPFL	0	+
ENSG00000168348	chr14	35534164	35537054	INSM2	0	+
ENSG00000168412	chr4	186533655	186555567	MTNR1A	0	-
ENSG00000168418	chr16	84218657	84240012	KCNG4	0	-
ENSG00000168454	chr18	9885766	9889275	TXNDC2	0	+
ENSG00000168509	chr1	146017468	146036746	HJV	0	-
ENSG00000168515	chr11	62190216	62193539	SCGB1D1	0	+
ENSG00000168530	chr2	210290150	210315174	MYL1	0	-
ENSG00000168539	chr11	62908679	62921807	CHRM1	0	-
ENSG00000168582	chr2	208160740	208163589	CRYGA	0	-
ENSG00000168594	chr4	174829668	174978180	ADAM29	0	+
ENSG00000168619	chr8	39584489	39730065	ADAM18	0	+
ENSG00000168828	chr9	35869463	35870401	OR13J1	0	-
ENSG00000168830	chr6	86937528	87016679	HTR1E	0	+
ENSG00000168925	chr16	75218988	75226338	CTRB1	0	+
ENSG00000168930	chr11	89797655	89808575	TRIM49	0	-
ENSG00000168939	chrX	155612572	155782459	SPRY3	0	+
ENSG00000169006	chr2	11658178	11670195	NTSR2	0	-
ENSG00000169064	chr3	167239843	167407874	ZBBX	0	-
ENSG00000169084	chrX	2219506	2502805	DHRSX	0	-
ENSG00000169084	chrY	2219506	2502805	DHRSX	0	-
ENSG00000169093	chrX	1403139	1453762	ASMTL	0	-
ENSG00000169093	chrY	1403139	1453762	ASMTL	0	-
ENSG00000169100	chrX	1386152	1392113	SLC25A6	0	-
ENSG00000169100	chrY	1386152	1392113	SLC25A6	0	-
ENSG00000169154	chr8	37934281	37940124	GOT1L1	0	-
ENSG00000169194	chr5	132656263	132661110	IL13	0	+
ENSG00000169208	chr14	21568520	21580076	OR10G3	0	-
ENSG00000169214	chr1	247711436	247716646	OR6F1	0	-
ENSG00000169327	chr14	21148370	21159060	OR5AU1	0	-
ENSG00000169340	chr16	20359175	20404737	PDILT	0	-
ENSG00000169344	chr16	20333051	20356301	UMOD	0	-
ENSG00000169393	chr19	47994632	48025154	ELSPBP1	0	+
ENSG00000169397	chr14	20891385	20892348	RNASE3	0	+
ENSG00000169484	chr14	20014143	20019307	OR4K14	0	-
ENSG00000169488	chr14	19975591	19976565	OR4K15	0	+
ENSG00000169575	chr22	22244780	22245515	VPREB1	0	+
ENSG00000169676	chr4	9781634	9784009	DRD5	0	+
ENSG00000169704	chr3	129060779	129062406	GP9	0	+
ENSG00000169717	chr1	3021467	3022903	ACTRT2	0	+
ENSG00000169763	chrY	23681440	23694579	PRYP3	0	-
ENSG00000169777	chr5	9627347	9712378	TAS2R1	0	-
ENSG00000169789	chrY	22490397	22514637	PRY	0	+
ENSG00000169800	chrY	22168542	22182982	RBMY1F	0	-
ENSG00000169807	chrY	22071756	22096007	PRY2	0	-
ENSG00000169840	chr13	27792483	27794768	GSX1	0	+
ENSG00000169856	chr15	52755053	52791078	ONECUT1	0	-
ENSG00000169877	chr16	31527900	31528803	AHSP	0	+
ENSG00000169906	chrX	16650158	16654670	S100G	0	+
ENSG00000170162	chr6	117265558	117273565	VGLL2	0	+
ENSG00000170178	chr2	176099795	176102489	HOXD12	0	+
ENSG00000170180	chr4	144109303	144140751	GYPA	0	-
ENSG00000170279	chr7	148590766	148615860	C7orf33	0	+
ENSG00000170549	chr5	3595832	3601403	IRX1	0	+
ENSG00000170605	chr12	55126406	55132750	OR9K2	0	+
ENSG00000170613	chr5	157161846	157166264	FAM71B	0	-
ENSG00000170683	chr11	7937171	7941708	OR10A3	0	-
ENSG00000170748	chr11	7088998	7091148	RBMXL2	0	+
ENSG00000170777	chr9	6328375	6331891	TPD52L3	0	+
ENSG00000170782	chr11	6876625	6877619	OR10A4	0	+
ENSG00000170788	chr10	80336105	80356755	DYDC1	0	-
ENSG00000170790	chr11	6863057	6874717	OR10A2	0	+
ENSG00000170807	chr7	123655866	123664290	LMOD2	0	+
ENSG00000170820	chr2	48962157	49154527	FSHR	0	-
ENSG00000170890	chr12	120322115	120327779	PLA2G1B	0	-
ENSG00000170920	chr19	9126012	9126950	OR7G3	0	-
ENSG00000170923	chr19	9100407	9107475	OR7G2	0	-
ENSG00000170925	chrX	107980864	107982370	TEX13B	0	-
ENSG00000170929	chr19	9087061	9095669	OR1M1	0	+
ENSG00000170935	chrX	107774899	107795829	NCBP2L	0	+
ENSG00000170948	chr19	8832377	8843340	MBD3L1	0	+
ENSG00000170950	chr6	49785660	49787285	PGK2	0	-
ENSG00000170953	chr11	124539635	124545333	OR8B12	0	-
ENSG00000170967	chr11	104036640	104039196	DDI1	0	+
ENSG00000171014	chr11	123939617	123940573	OR4D5	0	+
ENSG00000171053	chr11	125746279	125749867	PATE1	0	+
ENSG00000171054	chrX	131544074	131545000	OR13H1	0	+
ENSG00000171102	chr9	133205277	133209250	OBP2B	0	-
ENSG00000171133	chr9	111327229	111330224	OR2K2	0	-
ENSG00000171136	chr19	14028148	14031551	RLN3	0	+
ENSG00000171180	chr1	248231417	248244679	OR2M4	0	+
ENSG00000171195	chr4	70430492	70482997	MUC7	0	+
ENSG00000171199	chr4	70397931	70410195	OPRPN	0	+
ENSG00000171201	chr4	70370093	70390244	SMR3B	0	+
ENSG00000171209	chr4	70238382	70251474	CSN3	0	+
ENSG00000171396	chr17	41159649	41160748	KRTAP4-4	0	-
ENSG00000171402	chrX	52862525	52868083	XAGE3	0	-
ENSG00000171405	chrX	52811287	52818301	XAGE5	0	+
ENSG00000171459	chr9	122742303	122750783	OR1L6	0	+
ENSG00000171478	chrX	48130626	48132620	SPACA5B	0	+
ENSG00000171481	chr9	122675130	122676104	OR1L3	0	+
ENSG00000171487	chr19	55999726	56061810	NLRP5	0	+
ENSG00000171489	chrX	48004336	48009733	SPACA5	0	+
ENSG00000171495	chr5	40998017	41071342	MROH2B	0	-
ENSG00000171496	chr9	122567117	122583384	OR1L8	0	-
ENSG00000171501	chr9	122553112	122555173	OR1N2	0	+
ENSG00000171505	chr9	122526358	122527296	OR1N1	0	-
ENSG00000171540	chr5	77628712	77638713	OTP	0	-
ENSG00000171561	chr11	75081753	75096876	OR2AT4	0	-
ENSG00000171643	chr5	76850001	76921650	S100Z	0	+
ENSG00000171722	chr1	162373203	162376854	SPATA46	0	-
ENSG00000171773	chr19	17455425	17460926	NXNL1	0	-
ENSG00000171794	chr10	133230217	133231558	UTF1	0	+
ENSG00000171804	chr19	37884823	37906677	WDR87	0	-
ENSG00000171815	chr5	141051374	141059346	PCDHB1	0	+
ENSG00000171855	chr9	21077104	21077942	IFNB1	0	-
ENSG00000171936	chr19	15737985	15742343	OR10H3	0	+
ENSG00000171942	chr19	15728024	15729052	OR10H2	0	+
ENSG00000171944	chr11	5128776	5138356	OR52A5	0	-
ENSG00000171989	chr15	59206843	59208588	LDHAL6B	0	+
ENSG00000172016	chr2	79157003	79159753	REG3A	0	-
ENSG00000172023	chr2	79085023	79088019	REG1B	0	-
ENSG00000172073	chr2	88524649	88529585	TEX37	0	+
ENSG00000172146	chr17	3207539	3218896	OR1A1	0	+
ENSG00000172150	chr17	3197519	3198448	OR1A2	0	+
ENSG00000172154	chr11	56093308	56094240	OR8I2	0	+
ENSG00000172155	chr1	152796721	152798181	LCE1D	0	+
ENSG00000172188	chr11	55602360	55607645	OR4C11	0	-
ENSG00000172199	chr11	56375624	56376553	OR8U1	0	+
ENSG00000172208	chr11	48245104	48246015	OR4X2	0	+
ENSG00000172232	chr19	825097	832018	AZU1	0	+
ENSG00000172288	chrY	25622162	25624902	CDY1	0	+
ENSG00000172289	chr11	59712916	59713845	OR10V1	0	-
ENSG00000172320	chr11	59436469	59451380	OR5A1	0	+
ENSG00000172324	chr11	59416969	59426413	OR5A2	0	-
ENSG00000172352	chrY	24045229	24048019	CDY1B	0	-
ENSG00000172362	chr11	58438994	58442236	OR5B12	0	-
ENSG00000172365	chr11	58421238	58428121	OR5B2	0	-
ENSG00000172377	chr11	58116742	58125530	OR9I1	0	-
ENSG00000172399	chr4	119135832	119187789	MYOZ2	0	+
ENSG00000172410	chr1	66797740	66801276	INSL5	0	-
ENSG00000172421	chr17	62343941	62416480	EFCAB3	0	+
ENSG00000172457	chr11	56741223	56748697	OR9G4	0	-
ENSG00000172459	chr11	56663686	56664618	OR5AR1	0	+
ENSG00000172464	chr11	56641489	56642439	OR5AP2	0	-
ENSG00000172487	chr11	56354291	56361511	OR8J1	0	+
ENSG00000172489	chr11	56252254	56253222	OR5T3	0	+
ENSG00000172497	chr5	81329996	81394179	ACOT12	0	-
ENSG00000172519	chr19	15787661	15800357	OR10H5	0	+
ENSG00000172538	chr10	49131154	49134021	FAM170B	0	-
ENSG00000172568	chr5	157341598	157345677	FNDC9	0	-
ENSG00000172640	chr12	48202339	48203292	OR10AD1	0	-
ENSG00000172680	chr8	56112942	56113982	MOS	0	-
ENSG00000172689	chr11	60785333	60801305	MS4A10	0	+
ENSG00000172742	chr11	59511368	59520703	OR4D9	0	+
ENSG00000172769	chr11	58402464	58406874	OR5B3	0	-
ENSG00000172772	chr11	58266792	58268260	OR10W1	0	-
ENSG00000172938	chr11	68980021	68980986	MRGPRD	0	-
ENSG00000172940	chr3	38265812	38278757	SLC22A13	0	+
ENSG00000172967	chr22	16783412	16825411	XKR3	0	-
ENSG00000172969	chr3	75664328	75667220	FRG2C	0	+
ENSG00000173080	chr1	155941638	155943087	RXFP4	0	+
ENSG00000173093	chr12	110846769	110907535	CCDC63	0	+
ENSG00000173250	chr5	146513144	146516190	GPR151	0	-
ENSG00000173285	chr1	158461574	158470857	OR10K1	0	+
ENSG00000173302	chr2	130729070	130730336	GPR148	0	+
ENSG00000173335	chr20	23602410	23605917	CST9	0	-
ENSG00000173389	chr3	51894876	51903353	IQCF1	0	-
ENSG00000173431	chr14	21057822	21058455	RNASE8	0	+
ENSG00000173452	chr7	19719315	19773617	TMEM196	0	-
ENSG00000173464	chr14	20583559	20609884	RNASE11	0	-
ENSG00000173572	chr19	55891699	55932336	NLRP13	0	-
ENSG00000173585	chr3	45886509	45903174	CCR9	0	+
ENSG00000173612	chr6	116792085	116829083	GPRC6A	0	-
ENSG00000173627	chr1	183646275	183653316	APOBEC4	0	-
ENSG00000173673	chr1	6244179	6245578	HES3	0	+
ENSG00000173679	chr9	122661566	122662648	OR1L1	0	+
ENSG00000173699	chr2	230990324	231025055	SPATA3	0	+
ENSG00000173728	chr1	244352635	244389663	C1orf100	0	+
ENSG00000173769	chr3	44241886	44332098	TOPAZ1	0	+
ENSG00000173976	chr19	3769089	3772228	RAX2	0	-
ENSG00000174016	chrX	80335504	80445311	TENT5D	0	+
ENSG00000174279	chr2	176077472	176083962	EVX2	0	-
ENSG00000174339	chr5	180739123	180740058	OR2Y1	0	-
ENSG00000174417	chr8	109086585	109121565	TRHR	0	+
ENSG00000174429	chr8	106759483	106770244	ABRA	0	-
ENSG00000174448	chr18	54324358	54357964	STARD6	0	-
ENSG00000174450	chr15	23439038	23447243	GOLGA6L2	0	-
ENSG00000174453	chr2	214411054	214578976	VWC2L	0	+
ENSG00000174562	chr19	50825289	50837213	KLK15	0	-
ENSG00000174667	chr19	9210276	9219589	OR7D4	0	-
ENSG00000174776	chr3	167478684	167653983	WDR49	0	-
ENSG00000174898	chr19	5720637	5778734	CATSPERD	0	+
ENSG00000174914	chr11	56699095	56703884	OR9G1	0	+
ENSG00000174937	chr11	56469274	56473352	OR5M3	0	-
ENSG00000174957	chr11	56176618	56177556	OR5J2	0	+
ENSG00000174970	chr11	55965755	55969945	OR10AG1	0	-
ENSG00000174982	chr11	55648327	55652854	OR4S2	0	+
ENSG00000174990	chr16	87881546	87936580	CA5A	0	-
ENSG00000175018	chr10	125576522	125683163	TEX36	0	-
ENSG00000175077	chr3	187197486	187201462	RTP1	0	+
ENSG00000175143	chr1	248403048	248408020	OR2T1	0	+
ENSG00000175189	chr12	57434784	57452062	INHBC	0	+
ENSG00000175202	chr15	72675798	72686182	HIGD2B	0	-
ENSG00000175325	chr5	177992235	177996242	PROP1	0	-
ENSG00000175336	chr12	56360568	56362857	APOF	0	-
ENSG00000175398	chr12	55636892	55637833	OR10P1	0	+
ENSG00000175485	chr11	6199224	6200186	OR52W1	0	+
ENSG00000175520	chr11	5507300	5509958	UBQLN3	0	-
ENSG00000175535	chr10	116545931	116567855	PNLIP	0	+
ENSG00000175619	chr11	48216810	48217739	OR4B1	0	+
ENSG00000175646	chr16	11280841	11281330	PRM1	0	-
ENSG00000175664	chr13	30932656	30975500	TEX26	0	+
ENSG00000175699	chr14	93987225	94008863	CCDC197	0	+
ENSG00000175718	chrX	115189410	115192868	RBMXL3	0	+
ENSG00000175766	chr5	176630618	176646644	EIF4E1B	0	+
ENSG00000175809	chrX	22272913	22274461	CBLL2	0	+
ENSG00000176136	chr18	13824149	13827323	MC5R	0	+
ENSG00000176160	chr17	58420167	58488408	HSF5	0	-
ENSG00000176198	chr14	20239286	20244349	OR11H4	0	+
ENSG00000176200	chr11	59503576	59504511	OR4D11	0	+
ENSG00000176219	chr14	20223710	20224702	OR11H6	0	+
ENSG00000176230	chr14	20110739	20122199	OR4K17	0	+
ENSG00000176231	chr19	15944299	15950350	OR10H4	0	+
ENSG00000176239	chr11	5351508	5352446	OR51B6	0	+
ENSG00000176246	chr14	20060045	20060983	OR4L1	0	+
ENSG00000176253	chr14	20029399	20036038	OR4K13	0	-
ENSG00000176256	chr1	33860475	33864791	HMGB4	0	+
ENSG00000176269	chr8	166086	167024	OR4F21	0	-
ENSG00000176281	chr14	19920607	19921578	OR4K5	0	+
ENSG00000176294	chr14	19719015	19830253	OR4N2	0	+
ENSG00000176299	chr14	19773504	19783696	OR4M1	0	+
ENSG00000176302	chr11	118971712	118981287	FOXR1	0	+
ENSG00000176495	chr11	59358895	59371714	OR5AN1	0	+
ENSG00000176540	chr11	48365485	48366465	OR4C5	0	-
ENSG00000176547	chr11	48324920	48325955	OR4C3	0	+
ENSG00000176555	chr11	48306223	48307152	OR4S1	0	+
ENSG00000176567	chr11	48263861	48264778	OR4X1	0	+
ENSG00000176571	chr8	86866415	87615219	CNBD1	0	+
ENSG00000176601	chr2	134964485	135047468	MAP3K19	0	-
ENSG00000176635	chr22	30080464	30177075	HORMAD2	0	+
ENSG00000176679	chrY	3579067	3580041	TGIF2LY	0	+
ENSG00000176695	chr19	107104	117102	OR4F17	0	+
ENSG00000176742	chr11	5199735	5200682	OR51V1	0	-
ENSG00000176746	chrX	26192440	26195646	MAGEB6	0	+
ENSG00000176774	chrX	26138343	26140736	MAGEB18	0	+
ENSG00000176782	chr8	7836436	7841242	DEFB104A	0	+
ENSG00000176787	chr11	5058650	5059627	OR52E2	0	-
ENSG00000176798	chr11	4994851	5005536	OR51L1	0	+
ENSG00000176893	chr11	4912588	4919350	OR51G2	0	-
ENSG00000176895	chr11	4903783	4909462	OR51A7	0	+
ENSG00000176900	chr11	4881819	4882883	OR51T1	0	+
ENSG00000176922	chr11	4848237	4849208	OR51S1	0	-
ENSG00000176925	chr11	4821321	4822456	OR51F2	0	+
ENSG00000176979	chr4	165016458	165041749	TRIM60	0	+
ENSG00000176988	chrX	147981337	148026665	FMR1NB	0	+
ENSG00000177023	chr8	7470308	7475082	DEFB104B	0	-
ENSG00000177047	chr9	21140632	21141832	IFNW1	0	-
ENSG00000177108	chr14	77131270	77142734	ZDHHC22	0	-
ENSG00000177143	chr18	580380	582114	CETN1	0	+
ENSG00000177151	chr1	248636356	248645278	OR2T35	0	-
ENSG00000177174	chr1	248348775	248349713	OR14C36	0	+
ENSG00000177186	chr1	248323630	248324568	OR2M7	0	-
ENSG00000177201	chr1	248290139	248303424	OR2T12	0	-
ENSG00000177212	chr1	248269917	248277976	OR2T33	0	-
ENSG00000177275	chr1	247924889	247935339	OR2AJ1	0	+
ENSG00000177291	chr10	35605341	35608935	GJD4	0	+
ENSG00000177324	chrX	18162931	18220886	BEND2	0	-
ENSG00000177354	chr10	49299170	49327492	C10orf71	0	+
ENSG00000177414	chr1	64203623	64267368	UBE2U	0	+
ENSG00000177462	chr1	247920252	247923152	OR2T8	0	+
ENSG00000177468	chr6	137492199	137494394	OLIG3	0	-
ENSG00000177476	chr1	247605586	247606515	OR2G3	0	+
ENSG00000177489	chr1	247588360	247589313	OR2G2	0	+
ENSG00000177535	chr1	247449118	247458105	OR2B11	0	-
ENSG00000177558	chr19	35224800	35228739	FAM187B	0	-
ENSG00000177673	chr2	231592864	231594276	TEX44	0	+
ENSG00000177684	chr6	49960249	49964164	DEFB114	0	-
ENSG00000177689	chrX	27807990	27823014	MAGEB10	0	+
ENSG00000177693	chr15	101922042	101923113	OR4F4	0	-
ENSG00000177710	chr8	11331012	11332360	SLC35G5	0	+
ENSG00000177938	chr12	18738119	18739188	CAPZA3	0	+
ENSG00000177947	chr11	196761	200261	ODF3	0	+
ENSG00000177992	chr9	87882877	87888903	SPATA31E1	0	+
ENSG00000177994	chr2	54330034	54383742	C2orf73	0	+
ENSG00000178021	chr2	54253178	54256229	TSPYL6	0	-
ENSG00000178257	chr16	11273199	11273629	PRM3	0	-
ENSG00000178279	chr16	11267748	11269533	TNP2	0	-
ENSG00000178287	chr8	7847876	7868867	SPAG11A	0	+
ENSG00000178358	chr11	6921002	6921994	OR2D3	0	+
ENSG00000178394	chr5	63957874	63962507	HTR1A	0	-
ENSG00000178395	chr1	223393415	223395465	CCDC185	0	+
ENSG00000178473	chr10	5364966	5374692	UCN3	0	+
ENSG00000178586	chr2	240045077	240047027	OR6B3	0	-
ENSG00000178591	chr20	87250	97094	DEFB125	0	+
ENSG00000178602	chr2	240139026	240144562	OTOS	0	-
ENSG00000178605	chrX	304529	318819	GTPBP6	0	-
ENSG00000178605	chrY	304529	318819	GTPBP6	0	-
ENSG00000178645	chr10	49679651	49710261	C10orf53	0	+
ENSG00000178690	chr18	54587757	54599493	DYNAP	0	+
ENSG00000178732	chr3	194394821	194399266	GP5	0	-
ENSG00000178772	chr3	194339768	194351328	CPN2	0	-
ENSG00000178795	chr11	77216558	77301687	GDPD4	0	-
