0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	Middle	Start	End
chr5	35229050	35232088	0																														35230569	-1519	1519
chr5	36240272	36242266	0																														36241269	-997	997
chr5	40825473	40833276	1	-3615.0																													40829374	-3901	3902
chr5	43065618	43072297	0																														43068957	-3339	3340
chr5	43310295	43311603	0																														43310949	-654	654
chr5	43509695	43513182	0																														43511438	-1743	1744
chr5	43556146	43557646	0																														43556896	-750	750
chr5	55225246	55228845	0																														55227045	-1799	1800
chr5	57173638	57177172	0																														57175405	-1767	1767
chr5	58458813	58461340	1	954.0																													58460076	-1263	1264
chr5	61161219	61163337	0																														61162278	-1059	1059
chr5	65924742	65927589	0																														65926165	-1423	1424
chr5	68213758	68216594	0																														68215176	-1418	1418
chr5	69166505	69168435	2	378.0	-437.0																												69167470	-965	965
chr5	69368771	69370004	0																														69369387	-616	617
chr5	69414728	69416256	0																														69415492	-764	764
chr5	69492154	69493143	0																														69492648	-494	495
chr5	73497614	73499132	0																														73498373	-759	759
chr5	78357149	78357962	0																														78357555	-406	407
chr5	79512283	79515736	0																														79514009	-1726	1727
chr5	80256665	80260576	0																														80258620	-1955	1956
chr5	80652474	80654051	0																														80653262	-788	789
chr5	86617104	86619662	0																														86618383	-1279	1279
chr5	88268160	88269690	1	110.0																													88268925	-765	765
chr5	91379664	91381380	0																														91380522	-858	858
chr5	98927795	98930348	0																														98929071	-1276	1277
chr5	108379818	108383337	0																														108381577	-1759	1760
chr5	112918173	112920002	0																														112919087	-914	915
chr5	115543964	115545752	0																														115544858	-894	894
chr5	115621620	115623314	0																														115622467	-847	847
chr5	126771540	126773714	0																														126772627	-1087	1087
chr5	126775490	126777645	0																														126776567	-1077	1078
chr5	126778347	126779358	0																														126778852	-505	506
chr5	129743525	129745576	0																														129744550	-1025	1026
chr5	132369170	132371329	0																														132370249	-1079	1080
chr5	133967869	133969568	1	154.0																													133968718	-849	850
chr5	133997624	134002041	0																														133999832	-2208	2209
chr5	134004077	134008020	0																														134006048	-1971	1972
chr5	134224997	134227285	0																														134226141	-1144	1144
chr5	134523919	134528754	0																														134526336	-2417	2418
chr5	134903583	134905750	0																														134904666	-1083	1084
chr5	135031201	135036373	0																														135033787	-2586	2586
chr5	135398087	135401561	0																														135399824	-1737	1737
chr5	136189526	136194047	0																														136191786	-2260	2261
chr5	137751584	137756248	2	95.0	1033.0																												137753916	-2332	2332
chr5	138180338	138181802	0																														138181070	-732	732
chr5	138351388	138354162	0																														138352775	-1387	1387
chr5	138436751	138438107	0																														138437429	-678	678
chr5	138541337	138544084	0																														138542710	-1373	1374
chr5	138572606	138573717	0																														138573161	-555	556
chr5	139292666	139294235	0																														139293450	-784	785
chr5	139339578	139341478	0																														139340528	-950	950
chr5	139389361	139395326	6	-1271.0	6.0	-1909.0	-1074.0	-1008.0	-1635.0																								139392343	-2982	2983
chr5	139396562	139399795	0																														139398178	-1616	1617
chr5	139400854	139406741	3	2026.0	2051.0	1119.0																											139403797	-2943	2944
chr5	139647970	139650695	0																														139649332	-1362	1363
chr5	140173857	140176387	0																														140175122	-1265	1265
chr5	140563352	140565450	3	12.0	11.0	84.0																											140564401	-1049	1049
chr5	140640718	140644387	6	-1377.0	-479.0	-85.0	487.0	677.0	-363.0																								140642552	-1834	1835
chr5	141318687	141319818	1	-254.0																													141319252	-565	566
chr5	141326035	141327786	0																														141326910	-875	876
chr5	141617870	141619316	0																														141618593	-723	723
chr5	141620472	141621784	1	-43.0																													141621128	-656	656
chr5	141634668	141638740	1	1689.0																													141636704	-2036	2036
chr5	141639313	141641341	5	15.0	-57.0	629.0	578.0	-225.0																									141640327	-1014	1014
chr5	141920748	141924577	3	-1162.0	-1247.0	-1184.0																											141922662	-1914	1915
chr5	146446612	146448806	1	364.0																													146447709	-1097	1097
chr5	148382340	148384521	0																														148383430	-1090	1091
chr5	149959620	149962269	0																														149960944	-1324	1325
chr5	150446655	150447439	1	155.0																													150447047	-392	392
chr5	150448161	150450424	0																														150449292	-1131	1132
chr5	150483231	150487488	0																														150485359	-2128	2129
chr5	150699007	150701159	1	-995.0																													150700083	-1076	1076
chr5	151090025	151092180	0																														151091102	-1077	1078
chr5	151094803	151096899	0																														151095851	-1048	1048
chr5	151769628	151772988	0																														151771308	-1680	1680
chr5	154933804	154937334	1	-1612.0																													154935569	-1765	1765
chr5	157740418	157742825	0																														157741621	-1203	1204
chr5	157857714	157859314	0																														157858514	-800	800
chr5	159265578	159268072	0																														159266825	-1247	1247
chr5	163459566	163461942	0																														163460754	-1188	1188
chr5	168290059	168293598	0																														168291828	-1769	1770
chr5	168485844	168487749	0																														168486796	-952	953
chr5	168578940	168580034	0																														168579487	-547	547
chr5	171387002	171388941	0																														171387971	-969	970
chr5	172643459	172650265	0																														172646862	-3403	3403
chr5	172769826	172772690	0																														172771258	-1432	1432
chr5	173323132	173326217	0																														173324674	-1542	1543
chr5	173326747	173328727	2	-674.0	-674.0																												173327737	-990	990
chr5	175477814	175481825	0																														175479819	-2005	2006
chr5	177311737	177316147	0																														177313942	-2205	2205
chr5	177440073	177444444	3	360.0	347.0	965.0																											177442258	-2185	2186
chr5	177507577	177509650	0																														177508613	-1036	1037
chr5	177510470	177513842	2	12.0	412.0																												177512156	-1686	1686
chr5	177518826	177522665	0																														177520745	-1919	1920
chr5	177591217	177592479	0																														177591848	-631	631
chr5	177596375	177602299	0																														177599337	-2962	2962
chr5	178231242	178233965	0																														178232603	-1361	1362
chr5	178725282	178726883	0																														178726082	-800	801
chr5	179552920	179554224	0																														179553572	-652	652
chr5	179680239	179687484	0																														179683861	-3622	3623
chr5	179901804	179905805	0																														179903804	-2000	2001
chr5	180290694	180296478	0																														180293586	-2892	2892
chr5	180493568	180495807	0																														180494687	-1119	1120
chr6	2761731	2766791	0																														2764261	-2530	2530
chr6	2839124	2840038	0																														2839581	-457	457
chr6	2987389	2989784	0																														2988586	-1197	1198
chr6	3059801	3065958	0																														3062879	-3078	3079
chr6	3113422	3115741	0																														3114581	-1159	1160
chr6	5260092	5262003	0																														5261047	-955	956
chr6	8432774	8434485	0																														8433629	-855	856
chr6	8435002	8436192	0																														8435597	-595	595
chr6	10697052	10700005	0																														10698528	-1476	1477
chr6	12008844	12010253	0																														12009548	-704	705
chr6	12288144	12288854	0																														12288499	-355	355
chr6	12292519	12294322	2	-633.0	-897.0																												12293420	-901	902
chr6	13572967	13575478	0																														13574222	-1255	1256
chr6	13709924	13712586	0																														13711255	-1331	1331
chr6	16127891	16130118	0																														16129004	-1113	1114
chr6	16761057	16763035	0																														16762046	-989	989
chr6	17392761	17394482	0																														17393621	-860	861
chr6	17602911	17605059	0																														17603985	-1074	1074
chr6	17705490	17707410	0																														17706450	-960	960
chr6	18263359	18267802	0																														18265580	-2221	2222
chr6	19836957	19839452	0																														19838204	-1247	1248
chr6	20401463	20404825	1	909.0																													20403144	-1681	1681
chr6	21596595	21597942	1	-225.0																													21597268	-673	674
chr6	26051501	26056616	4	-1831.0	-1776.0	-1820.0	-1753.0																										26054058	-2557	2558
chr6	26155581	26158361	6	-125.0	-1194.0	399.0	314.0	296.0	-1185.0																								26156971	-1390	1390
chr6	26158832	26159837	0																														26159334	-502	503
chr6	26232827	26235374	6	-489.0	-390.0	-359.0	-643.0	-169.0	-165.0																								26234100	-1273	1274
chr6	26267684	26270001	0																														26268842	-1158	1159
chr6	26282218	26282821	0																														26282519	-301	302
chr6	26536734	26540692	0																														26538713	-1979	1979
chr6	26596434	26599131	4	-268.0	-507.0	-200.0	-823.0																										26597782	-1348	1349
chr6	27145127	27146672	2	-656.0	-702.0																												27145899	-772	773
chr6	27825123	27829108	0																														27827115	-1992	1993
chr6	27836509	27838789	10	-1122.0	-686.0	-474.0	-463.0	-657.0	-1096.0	-327.0	-308.0	-629.0	-505.0																				27837649	-1140	1140
chr6	27866609	27868605	4	521.0	641.0	506.0	191.0																										27867607	-998	998
chr6	28077796	28080902	0																														28079349	-1553	1553
chr6	28922952	28925199	1	815.0																													28924075	-1123	1124
chr6	30071046	30078106	1	-1193.0																													30074576	-3530	3530
chr6	30212066	30216298	0																														30214182	-2116	2116
chr6	30326016	30328315	0																														30327165	-1149	1150
chr6	30490959	30493501	0																														30492230	-1271	1271
chr6	30555261	30559939	1	1444.0																													30557600	-2339	2339
chr6	30570805	30575016	0																														30572910	-2105	2106
chr6	30624414	30629765	1	-141.0																													30627089	-2675	2676
chr6	30720007	30722243	0																														30721125	-1118	1118
chr6	30739977	30743618	0																														30741797	-1820	1821
chr6	30743669	30746008	2	912.0	866.0																												30744838	-1169	1170
chr6	30909531	30916450	5	-1863.0	-2787.0	1811.0	-190.0	-2163.0																									30912990	-3459	3460
chr6	31623641	31625915	1	-723.0																													31624778	-1137	1137
chr6	31650695	31656743	0																														31653719	-3024	3024
chr6	31657662	31659835	1	-524.0																													31658748	-1086	1087
chr6	31661405	31666726	2	208.0	71.0																												31664065	-2660	2661
chr6	31676546	31681518	0																														31679032	-2486	2486
chr6	31721065	31726370	1	68.0																													31723717	-2652	2653
chr6	31789246	31792821	1	-936.0																													31791033	-1787	1788
chr6	31815440	31818115	0																														31816777	-1337	1338
chr6	31877644	31880224	0																														31878934	-1290	1290
chr6	31880545	31887294	1	-1001.0																													31883919	-3374	3375
chr6	31957427	31960987	3	-873.0	-125.0	58.0																											31959207	-1780	1780
chr6	31973629	31979770	0																														31976699	-3070	3071
chr6	32178356	32183548	0																														32180952	-2596	2596
chr6	32186623	32191245	3	1792.0	2122.0	1905.0																											32188934	-2311	2311
chr6	32967909	32969718	0																														32968813	-904	905
chr6	32969777	32971785	1	-909.0																													32970781	-1004	1004
chr6	33203399	33206031	3	-353.0	332.0	-549.0																											33204715	-1316	1316
chr6	33207664	33209495	0																														33208579	-915	916
chr6	33211051	33212572	1	-39.0																													33211811	-760	761
chr6	33273367	33281352	12	1125.0	-2444.0	-721.0	-278.0	-959.0	-3449.0	-3339.0	-760.0	-73.0	1293.0	-2175.0	-1311.0																		33277359	-3992	3993
chr6	33313698	33318611	7	-96.0	543.0	305.0	485.0	-559.0	150.0	-412.0																							33316154	-2456	2457
chr6	33392276	33395839	0																														33394057	-1781	1782
chr6	33401513	33407596	10	-2317.0	1033.0	-321.0	-2308.0	1238.0	-607.0	766.0	723.0	-496.0	-1839.0																				33404554	-3041	3042
chr6	33409254	33415405	3	25.0	-1980.0	-2209.0																											33412329	-3075	3076
chr6	33450541	33453014	0																														33451777	-1236	1237
chr6	33453440	33455884	3	-1105.0	-1087.0	-768.0																											33454662	-1222	1222
chr6	33787425	33791335	0																														33789380	-1955	1955
chr6	34243465	34247115	1	-1232.0																													34245290	-1825	1825
chr6	34247481	34250908	1	1402.0																													34249194	-1713	1714
chr6	34424880	34427915	0																														34426397	-1517	1518
chr6	34793686	34796552	0																														34795119	-1433	1433
chr6	35293564	35299843	3	2220.0	2791.0	2937.0																											35296703	-3139	3140
chr6	35470976	35472561	0																														35471768	-792	793
chr6	35495749	35502112	1	631.0																													35498930	-3181	3182
chr6	36123735	36126074	0																														36124904	-1169	1170
chr6	36196040	36197750	0																														36196895	-855	855
chr6	36592714	36594818	0																														36593766	-1052	1052
chr6	36676838	36682893	0																														36679865	-3027	3028
chr6	36985028	36988383	0																														36986705	-1677	1678
chr6	37431696	37434034	0																														37432865	-1169	1169
chr6	37817512	37820900	0																														37819206	-1694	1694
chr6	39224783	39226549	0																														39225666	-883	883
chr6	39227943	39232281	0																														39230112	-2169	2169
chr6	41543183	41550650	0																														41546916	-3733	3734
chr6	41920281	41921973	0																														41921127	-846	846
chr6	41922813	41926292	0																														41924552	-1739	1740
chr6	42190969	42196533	0																														42193751	-2782	2782
chr6	42451459	42453483	0																														42452471	-1012	1012
chr6	43011215	43012239	3	384.0	-61.0	479.0																											43011727	-512	512
chr6	43012312	43015271	6	539.0	457.0	1315.0	669.0	830.0	606.0																								43013791	-1479	1480
chr6	43019606	43020880	1	-522.0																													43020243	-637	637
chr6	43022079	43023843	0																														43022961	-882	882
chr6	43035525	43039315	4	-291.0	-1143.0	-323.0	-353.0																										43037420	-1895	1895
chr6	43039660	43041234	1	268.0																													43040447	-787	787
chr6	43041246	43042916	0																														43042081	-835	835
chr6	43043632	43047933	2	907.0	451.0																												43045782	-2150	2151
chr6	43476991	43478684	0																														43477837	-846	847
chr6	43622505	43626984	1	-769.0																													43624744	-2239	2240
chr6	43627394	43628735	0																														43628064	-670	671
chr6	43629369	43633661	0																														43631515	-2146	2146
chr6	43769858	43772733	0																														43771295	-1437	1438
chr6	44153684	44156862	0																														44155273	-1589	1589
chr6	44242625	44247287	0																														44244956	-2331	2331
chr6	44248826	44250885	3	-535.0	-453.0	122.0																											44249855	-1029	1030
chr6	47477021	47478776	0																														47477898	-877	878
chr6	53346787	53349569	0																														53348178	-1391	1391
chr6	73392932	73395400	4	-834.0	-826.0	-711.0	-816.0																										73394166	-1234	1234
chr6	75600765	75603125	0																														75601945	-1180	1180
chr6	79075118	79079182	0																														79077150	-2032	2032
chr6	80003493	80005473	0																														80004483	-990	990
chr6	82362069	82363367	0																														82362718	-649	649
chr6	82363501	82365741	1	-787.0																													82364621	-1120	1120
chr6	85674966	85676875	0																														85675920	-954	955
chr6	89080882	89082544	0																														89081713	-831	831
chr6	89351403	89354515	0																														89352959	-1556	1556
chr6	99424749	99428444	0																														99426596	-1847	1848
chr6	100880253	100881812	0																														100881032	-779	780
chr6	107030713	107033113	0																														107031913	-1200	1200
chr6	107114056	107117497	0																														107115776	-1720	1721
chr6	108557621	108562041	0																														108559831	-2210	2210
chr6	109467109	109470739	1	1201.0																													109468924	-1815	1815
chr6	110873964	110876079	1	18.0																													110875021	-1057	1058
chr6	116250566	116252746	0																														116251656	-1090	1090
chr6	117675439	117677542	1	467.0																													117676490	-1051	1052
chr6	128520059	128521476	0																														128520767	-708	709
chr6	132813604	132814894	3	-334.0	-346.0	-347.0																											132814249	-645	645
chr6	138690634	138693922	0																														138692278	-1644	1644
chr6	139028084	139030260	0																														139029172	-1088	1088
chr6	139131928	139136500	0																														139134214	-2286	2286
chr6	143505795	143509150	1	178.0																													143507472	-1677	1678
chr6	145814227	145816185	0																														145815206	-979	979
chr6	150864994	150868639	0																														150866816	-1822	1823
chr6	151389474	151392530	0																														151391002	-1528	1528
chr6	151448137	151451933	0																														151450035	-1898	1898
chr6	152981948	152985032	0																														152983490	-1542	1542
chr6	153001856	153004471	0																														153003163	-1307	1308
chr6	154832140	154833544	6	-435.0	-107.0	-425.0	450.0	-407.0	-637.0																								154832842	-702	702
chr6	158230835	158234461	0																														158232648	-1813	1813
chr6	158817553	158819936	2	619.0	626.0																												158818744	-1191	1192
chr6	159799565	159802806	1	9.0																													159801185	-1620	1621
chr6	163412717	163416571	0																														163414644	-1927	1927
chr6	166336972	166340119	0																														166338545	-1573	1574
chr6	166955097	166957720	0																														166956408	-1311	1312
chr6	167825459	167828153	4	723.0	848.0	771.0	674.0																										167826806	-1347	1347
chr6	169723589	169725545	0																														169724567	-978	978
chr6	169750850	169753628	2	1172.0	903.0																												169752239	-1389	1389
chr7	721034	726501	0																														723767	-2733	2734
chr7	974315	978744	0																														976529	-2214	2215
chr7	1157912	1159246	2	327.0	346.0																												1158579	-667	667
chr7	1456420	1462978	0																														1459699	-3279	3279
chr7	1495414	1502400	6	3475.0	-693.0	3368.0	1712.0	-1443.0	-1367.0																								1498907	-3493	3493
chr7	1567249	1569562	2	581.0	-1009.0																												1568405	-1156	1157
chr7	2232019	2239800	2	807.0	580.0																												2235909	-3890	3891
chr7	2241669	2246662	2	-545.0	-490.0																												2244165	-2496	2497
chr7	2353209	2356011	0																														2354610	-1401	1401
chr7	4679477	4686369	0																														4682923	-3446	3446
chr7	4771008	4773456	0																														4772232	-1224	1224
chr7	4774030	4777612	0																														4775821	-1791	1791
chr7	5422201	5424622	0																														5423411	-1210	1211
chr7	5777760	5784694	0																														5781227	-3467	3467
chr7	6011300	6014250	0																														6012775	-1475	1475
chr7	6589388	6591654	0																														6590521	-1133	1133
chr7	6633807	6638522	0																														6636164	-2357	2358
chr7	7568403	7570336	0																														7569369	-966	967
chr7	7967792	7970333	0																														7969062	-1270	1271
chr7	8261375	8262955	0																														8262165	-790	790
chr7	10973522	10974374	0																														10973948	-426	426
chr7	12686387	12688971	2	-1118.0	-990.0																												12687679	-1292	1292
chr7	16645982	16647309	0																														16646645	-663	664
chr7	19706542	19707857	0																														19707199	-657	658
chr7	21426265	21428992	1	-1128.0																													21427628	-1363	1364
chr7	23528064	23529595	0																														23528829	-765	766
chr7	25124869	25126211	0																														25125540	-671	671
chr7	30283272	30287114	0																														30285193	-1921	1921
chr7	32891054	32892368	0																														32891711	-657	657
chr7	36388851	36391198	1	186.0																													36390024	-1173	1174
chr7	39623208	39624949	0																														39624078	-870	871
chr7	39948956	39952283	0																														39950619	-1663	1664
chr7	43994142	43998071	0																														43996106	-1964	1965
chr7	44078541	44081192	2	1055.0	146.0																												44079866	-1325	1326
chr7	44120339	44124302	1	221.0																													44122320	-1981	1982
chr7	44571578	44574824	3	608.0	794.0	1497.0																											44573201	-1623	1623
chr7	44577925	44583809	2	1347.0	-1288.0																												44580867	-2942	2942
chr7	44747227	44750712	0																														44748969	-1742	1743
chr7	44795069	44797414	0																														44796241	-1172	1173
chr7	44797733	44798407	0																														44798070	-337	337
chr7	44847588	44851692	0																														44849640	-2052	2052
chr7	44882537	44884354	0																														44883445	-908	909
chr7	44884481	44888799	0																														44886640	-2159	2159
chr7	45108628	45112826	0																														45110727	-2099	2099
chr7	47979006	47979864	0																														47979435	-429	429
chr7	55364226	55367907	0																														55366066	-1840	1841
chr7	66088889	66095431	3	3246.0	-441.0	-441.0																											66092160	-3271	3271
chr7	66992437	66995820	1	-1239.0																													66994128	-1691	1692
chr7	73520865	73522957	0																														73521911	-1046	1046
chr7	73556314	73559181	0																														73557747	-1433	1434
chr7	73669918	73675013	1	2411.0																													73672465	-2547	2548
chr7	73678995	73685102	2	-1170.0	-1797.0																												73682048	-3053	3054
chr7	73733094	73739375	3	-1029.0	-1359.0	-104.0																											73736234	-3140	3141
chr7	73739396	73741892	0																														73740644	-1248	1248
chr7	73767615	73770524	1	-251.0																													73769069	-1454	1455
chr7	74171280	74175517	1	-997.0																													74173398	-2118	2119
chr7	75483724	75487047	0																														75485385	-1661	1662
chr7	76049143	76050728	0																														76049935	-792	793
chr7	76302026	76304970	2	-726.0	-567.0																												76303498	-1472	1472
chr7	76305020	76307993	0																														76306506	-1486	1487
chr7	76508020	76514588	0																														76511304	-3284	3284
chr7	76626461	76629797	0																														76628129	-1668	1668
chr7	77062385	77065687	0																														77064036	-1651	1651
chr7	87151162	87153641	0																														87152401	-1239	1240
chr7	92446751	92449263	0																														92448007	-1256	1256
chr7	92588016	92588928	0																														92588472	-456	456
chr7	92589313	92591195	1	-95.0																													92590254	-941	941
chr7	98877133	98882066	1	-1512.0																													98879599	-2466	2467
chr7	99463503	99471413	1	1292.0																													99467458	-3955	3955
chr7	100013715	100016685	0																														100015200	-1485	1485
chr7	100017949	100020359	0																														100019154	-1205	1205
chr7	100089798	100094692	8	-632.0	775.0	968.0	-590.0	-673.0	2427.0	-840.0	-1136.0																						100092245	-2447	2447
chr7	100119767	100125000	2	83.0	-2508.0																												100122383	-2616	2617
chr7	100125157	100129493	1	-795.0																													100127325	-2168	2168
chr7	100147702	100149640	0																														100148671	-969	969
chr7	100170049	100174994	5	380.0	2255.0	359.0	2327.0	-1444.0																									100172521	-2472	2473
chr7	100438288	100444346	0																														100441317	-3029	3029
chr7	100585182	100587178	1	-459.0																													100586180	-998	998
chr7	100606123	100609975	2	246.0	402.0																												100608049	-1926	1926
chr7	100641069	100644666	4	1384.0	1658.0	1309.0	-348.0																										100642867	-1798	1799
chr7	100691211	100694965	0																														100693088	-1877	1877
chr7	100819280	100826361	2	3182.0	341.0																												100822820	-3540	3541
chr7	100828038	100829592	0																														100828815	-777	777
chr7	100863912	100870240	0																														100867076	-3164	3164
chr7	101220010	101223649	0																														101221829	-1819	1820
chr7	101249586	101252633	2	-864.0	-893.0																												101251109	-1523	1524
chr7	101318155	101322560	1	1369.0																													101320357	-2202	2203
chr7	101816061	101818851	0																														101817456	-1395	1395
chr7	102285457	102289583	0																														102287520	-2063	2063
chr7	102423668	102430994	1	1945.0																													102427331	-3663	3663
chr7	102467878	102473139	3	-1759.0	2177.0	2373.0																											102470508	-2630	2631
chr7	103073736	103075684	0																														103074710	-974	974
chr7	106283630	106286878	1	280.0																													106285254	-1624	1624
chr7	107579631	107580897	0																														107580264	-633	633
chr7	107742934	107746082	0																														107744508	-1574	1574
chr7	108568764	108570484	1	-29.0																													108569624	-860	860
chr7	118182982	118185243	0																														118184112	-1130	1131
chr7	121395454	121396812	0																														121396133	-679	679
chr7	127589118	127590904	1	53.0																													127590011	-893	893
chr7	128342717	128345423	2	244.0	317.0																												128344070	-1353	1353
chr7	128671807	128674178	0																														128672992	-1185	1186
chr7	129604681	129608903	0																														129606792	-2111	2111
chr7	131109040	131111559	0																														131110299	-1259	1260
chr7	139338924	139343169	4	-373.0	-455.0	-213.0	-452.0																										139341046	-2122	2123
chr7	140172828	140177640	0																														140175234	-2406	2406
chr7	143900802	143903538	0																														143902170	-1368	1368
chr7	148883316	148886043	0																														148884679	-1363	1364
chr7	149125113	149128079	0																														149126596	-1483	1483
chr7	149261380	149264207	0																														149262793	-1413	1414
chr7	149264496	149265309	0																														149264902	-406	407
chr7	149493935	149496081	0																														149495008	-1073	1073
chr7	149872576	149875240	0																														149873908	-1332	1332
chr7	150368226	150369312	0																														150368769	-543	543
chr7	151044103	151045776	1	721.0																													151044939	-836	837
chr7	151045970	151050945	9	-887.0	-528.0	-489.0	-612.0	-502.0	-616.0	-638.0	-1769.0	-820.0																					151048457	-2487	2488
chr7	151052650	151056748	7	1976.0	-674.0	2032.0	-369.0	-1892.0	1961.0	-1898.0																							151054699	-2049	2049
chr7	151227744	151229631	0																														151228687	-943	944
chr7	151518353	151521861	0																														151520107	-1754	1754
chr7	152675006	152677009	0																														152676007	-1001	1002
chr7	155003660	155005415	0																														155004537	-877	878
chr7	155296748	155299343	0																														155298045	-1297	1298
chr7	155644410	155646187	0																														155645298	-888	889
chr7	156948688	156951560	0																														156950124	-1436	1436
chr8	1762917	1765355	0																														1764136	-1219	1219
chr8	6408444	6412582	0																														6410513	-2069	2069
chr8	8385461	8387409	0																														8386435	-974	974
chr8	9555074	9556818	4	-197.0	-269.0	-394.0	-659.0																										9555946	-872	872
chr8	11328178	11332268	1	-1461.0																													11330223	-2045	2045
chr8	12753711	12756080	0																														12754895	-1184	1185
chr8	17245225	17247945	0																														17246585	-1360	1360
chr8	17494604	17498129	0																														17496366	-1762	1763
chr8	22104273	22107136	0																														22105704	-1431	1432
chr8	22108764	22112334	0																														22110549	-1785	1785
chr8	22136577	22139163	2	-912.0	-658.0																												22137870	-1293	1293
chr8	22140821	22144993	0																														22142907	-2086	2086
chr8	22247747	22249521	3	-562.0	-7.0	422.0																											22248634	-887	887
chr8	22369454	22371193	0																														22370323	-869	870
chr8	22671146	22674406	0																														22672776	-1630	1630
chr8	22689056	22696052	3	1960.0	2942.0	1463.0																											22692554	-3498	3498
chr8	22998286	23001956	0																														23000121	-1835	1835
chr8	23068486	23070316	0																														23069401	-915	915
chr8	23223000	23226900	1	179.0																													23224950	-1950	1950
chr8	23246354	23247624	1	354.0																													23246989	-635	635
chr8	23423503	23425279	0																														23424391	-888	888
chr8	30811184	30813164	0																														30812174	-990	990
chr8	37693616	37698922	5	-1768.0	-1770.0	-2274.0	140.0	131.0																									37696269	-2653	2653
chr8	42894238	42897782	0																														42896010	-1772	1772
chr8	43138514	43141479	0																														43139996	-1482	1483
chr8	47734857	47739132	3	1583.0	1434.0	1638.0																											47736994	-2137	2138
chr8	47963083	47967371	1	-1098.0																													47965227	-2144	2144
chr8	48006581	48009211	0																														48007896	-1315	1315
chr8	51897691	51900164	0																														51898927	-1236	1237
chr8	60515247	60518777	0																														60517012	-1765	1765
chr8	60678598	60682069	0																														60680333	-1735	1736
chr8	63167178	63169534	2	-1043.0	-488.0																												63168356	-1178	1178
chr8	66428798	66431197	1	817.0																													66429997	-1199	1200
chr8	66431639	66432683	0																														66432161	-522	522
chr8	66435413	66439682	0																														66437547	-2134	2135
chr8	74319987	74322390	1	225.0																													74321188	-1201	1202
chr8	80485424	80487928	2	-571.0	-996.0																												80486676	-1252	1252
chr8	81695449	81697398	0																														81696423	-974	975
chr8	81840413	81842908	0																														81841660	-1247	1248
chr8	85176762	85178501	1	-17.0																													85177631	-869	870
chr8	89900504	89903416	0																														89901960	-1456	1456
chr8	91069501	91071834	1	336.0																													91070667	-1166	1167
chr8	94260595	94262971	0																														94261783	-1188	1188
chr8	94640999	94643119	2	88.0	6.0																												94642059	-1060	1060
chr8	94719347	94720995	0																														94720171	-824	824
chr8	95133193	95135180	0																														95134186	-993	994
chr8	97274351	97279248	6	-530.0	-581.0	285.0	-152.0	182.0	0.0																								97276799	-2448	2449
chr8	97643533	97645395	0																														97644464	-931	931
chr8	97774545	97778179	0																														97776362	-1817	1817
chr8	99012553	99014008	0																														99013280	-727	728
chr8	100719985	100724581	0																														100722283	-2298	2298
chr8	100948290	100954043	1	2374.0																													100951166	-2876	2877
chr8	101204172	101207064	0																														101205618	-1446	1446
chr8	101492425	101495036	0																														101493730	-1305	1306
chr8	102410077	102415245	0																														102412661	-2584	2584
chr8	102653248	102658660	2	2460.0	374.0																												102655954	-2706	2706
chr8	103019895	103023129	0																														103021512	-1617	1617
chr8	103297840	103299610	0																														103298725	-885	885
chr8	109336831	109337585	0																														109337208	-377	377
chr8	118109724	118112622	2	92.0	907.0																												118111173	-1449	1449
chr8	122781370	122784215	0																														122782792	-1422	1423
chr8	123767270	123769320	0																														123768295	-1025	1025
chr8	124537864	124539649	2	-450.0	-333.0																												124538756	-892	893
chr8	125429634	125433048	0																														125431341	-1707	1707
chr8	125433112	125433578	1	-35.0																													125433345	-233	233
chr8	126555222	126556650	1	-462.0																													126555936	-714	714
chr8	126557762	126559654	0																														126558708	-946	946
chr8	130442516	130446227	0																														130444371	-1855	1856
chr8	140634202	140638903	0																														140636552	-2350	2351
chr8	140999933	141002518	0																														141001225	-1292	1293
chr8	142723684	142728926	0																														142726305	-2621	2621
chr8	142738842	142745289	0																														142742065	-3223	3224
chr8	143020547	143027487	0																														143024017	-3470	3470
chr8	143249113	143251772	3	302.0	97.0	407.0																											143250442	-1329	1330
chr8	143292631	143297940	0																														143295285	-2654	2655
chr8	143731189	143734525	0																														143732857	-1668	1668
chr8	143736367	143740058	0																														143738212	-1845	1846
chr8	143831937	143833932	0																														143832934	-997	998
chr8	144013134	144014640	0																														144013887	-753	753
chr8	144079324	144081891	1	20.0																													144080607	-1283	1284
chr8	144082058	144088146	5	275.0	-569.0	588.0	1807.0	-883.0																									144085102	-3044	3044
chr8	144091156	144093556	0																														144092356	-1200	1200
chr8	144293834	144301018	0																														144297426	-3592	3592
chr8	144426050	144429648	0																														144427849	-1799	1799
chr8	144429691	144431461	0																														144430576	-885	885
chr8	144431485	144437772	4	-844.0	2205.0	-2436.0	-2345.0																										144434628	-3143	3144
chr8	144461983	144469253	4	1479.0	670.0	-2738.0	-1699.0																										144465618	-3635	3635
chr8	144471495	144478631	0																														144475063	-3568	3568
chr9	2840129	2842201	0																														2841165	-1036	1036
chr9	4665205	4666359	0																														4665782	-577	577
chr9	4792342	4794054	0																														4793198	-856	856
chr9	6006800	6009152	2	677.0	741.0																												6007976	-1176	1176
chr9	21805351	21810049	0																														21807700	-2349	2349
chr9	33163374	33164928	0																														33164151	-777	777
