Chr	Start	End	Name	Score	Strand	Length
chr19	45809671	45826133	CKM	0	-	16462
chr19	7413842	7537371	ARHGEF18	0	+	123529
chr19	45882896	45909607	PPP1R13L	0	-	26711
chr19	7541761	7562335	PEX11G	0	-	20574
chr19	45853095	45874176	ERCC2	0	-	21081
chr19	2163932	2232577	DOT1L	0	+	68645
chr19	49932658	49945617	SLC17A7	0	-	12959
chr19	2236823	2248654	SF3A2	0	+	11831
chr19	2249308	2252072	AMH	0	+	2764
chr19	13209847	13213975	LYL1	0	-	4128
chr19	13254872	13261197	STX10	0	-	6325
chr19	7733935	7735341	RETN	0	+	1406
chr19	7753644	7767032	FCER2	0	-	13388
chr19	46272967	46285810	DMPK	0	-	12843
chr19	7828096	7834491	CLEC4M	0	+	6395
chr19	46298971	46318566	RSPH6A	0	-	19595
chr19	2977536	2995177	TLE6	0	+	17641
chr19	13842574	13874110	YJU2B	0	+	31536
chr19	3052908	3063105	TLE5	0	-	10197
chr19	46436992	46477302	NOVA2	0	-	40310
chr19	2754713	2783360	SGTA	0	-	28647
chr19	55128612	55149473	LILRB1	0	+	20861
chr19	50321539	50343640	MED25	0	+	22101
chr19	55105047	55113846	LILRA1	0	+	8799
chr19	7985223	7988135	SNAPC2	0	+	2912
chr19	13885270	13889587	C19orf53	0	+	4317
chr19	7991603	8008552	TIMM44	0	-	16949
chr19	46498719	46524576	CCDC61	0	+	25857
chr19	14142574	14164030	IL27RA	0	+	21456
chr19	14230324	14247425	ASF1B	0	-	17101
chr19	55644066	55660574	TNNT1	0	-	16508
chr19	50479725	50529203	VRK3	0	-	49478
chr19	16296191	16302857	FAM32A	0	+	6666
chr19	55741147	55770385	PPP6R1	0	-	29238
chr19	9964394	10047191	OLFM2	0	-	82797
chr19	15562435	15575355	RASAL3	0	-	12920
chr19	15464196	15490626	AKAP8	0	-	26430
chr19	15337730	15344246	EPHX3	0	-	6516
chr19	15225795	15236597	ILVBL	0	-	10802
chr19	15160291	15169104	CASP14	0	+	8813
chr19	15060845	15133802	SLC1A6	0	-	72957
chr19	57742377	57746916	AURKC	0	+	4539
chr19	30097190	30108144	POP4	0	+	10954
chr19	30302898	30315219	CCNE1	0	+	12321
chr19	30414551	30507519	URI1	0	+	92968
chr19	33072096	33078359	PDCD5	0	+	6263
chr19	33087912	33167503	ANKRD27	0	-	79591
chr19	39923777	39926589	RPS16	0	-	2812
chr19	39971052	39984425	TIMM50	0	+	13373
chr19	40325098	40337019	FBL	0	-	11921
chr19	40315990	40324841	DYRK1B	0	-	8851
chr19	40728115	40732604	CCNP	0	-	4489
chr19	34850385	34893318	GPI	0	+	42933
chr19	40736224	40791443	AKT2	0	-	55219
chr19	40854363	40895379	PLD3	0	+	41016
chr19	40899673	40920700	PRX	0	-	21027
chr19	4007734	4039384	PIAS4	0	+	31650
chr19	41171810	41196877	NUMBL	0	-	25067
chr19	4229520	4237525	EBI3	0	+	8005
chr19	4247077	4269085	YJU2	0	+	22008
chr19	4279263	4290719	SHD	0	+	11456
chr19	36605191	36616849	TBCB	0	+	11658
chr19	4304595	4323840	FSD1	0	+	19245
chr19	36602045	36604613	OVOL3	0	+	2568
chr19	36505562	36524245	CLIP3	0	-	18683
chr19	3804022	3869036	ZFR2	0	-	65014
chr19	47177532	47220384	PRKD2	0	-	42852
chr19	3708360	3750811	TJP3	0	+	42451
chr19	3610643	3626813	CACTIN	0	-	16170
chr19	47759237	47776958	CCDC9	0	+	17721
chr19	47724079	47736023	BBC3	0	-	11944
chr8	142127377	142205907	DENND3	0	+	78530
chr19	41937223	41946622	DMAC2	0	-	9399
chr19	42125388	42133442	CEACAM4	0	-	8054
chr19	4838353	4867706	PLIN3	0	-	29353
chr19	50691443	50813799	MYH14	0	+	122356
chr19	10362577	10370731	MRPL4	0	+	8154
chr19	51954101	51961710	SIGLEC8	0	-	7609
chr19	42381349	42385439	CD79A	0	+	4090
chr19	42364325	42376993	RPS19	0	+	12668
chr19	48248803	48260315	NOP53	0	+	11512
chr19	51874860	51875955	NKG7	0	-	1095
chr19	10400628	10407454	ICAM5	0	+	6826
chr19	51848423	51869642	ETFB	0	-	21219
chr19	51728320	51747115	CD33	0	+	18795
chr19	10461209	10491284	TYK2	0	-	30075
chr19	47990894	48018348	NAPA	0	-	27454
chr19	47906381	47922784	MEIS3	0	-	16403
chr19	5158506	5340823	PTPRS	0	-	182317
chr19	42891171	42894449	CNFN	0	-	3278
chr19	42829761	42882921	MEGF8	0	+	53160
chr19	48885832	48894808	KDELR1	0	-	8976
chr19	48972465	48985571	CYTH2	0	+	13106
chr19	48896925	48948188	GRIN2D	0	+	51263
chr19	48867624	48879634	SYNGR4	0	+	12010
chr19	51226621	51228965	CLEC11A	0	+	2344
chr19	48799714	48825228	ODAD1	0	-	25514
chr19	48684027	48759203	CARD8	0	-	75176
chr19	48618702	48673860	LIG1	0	-	55158
chr19	52021073	52035110	SIGLEC6	0	-	14037
chr19	52074536	52095763	ZNF175	0	+	21227
chr19	48551100	48614074	PLA2G4C	0	-	62974
chr19	52216365	52227244	HAS1	0	-	10879
chr19	11466062	11476374	PLPPR2	0	+	10312
chr19	49103218	49118333	FAM83E	0	-	15115
chr19	49223842	49243867	RASIP1	0	-	20025
chr19	361747	376026	THEG	0	-	14279
chr19	49258781	49261590	FGF21	0	+	2809
chr19	49298319	49314286	BCAT2	0	-	15967
chr19	305573	344815	MIER2	0	-	39242
chr19	49340354	49371874	PLEKHA4	0	-	31520
chr19	52693301	52732771	PPP2R1A	0	+	39470
chr19	12810015	12834825	TNPO2	0	-	24810
chr19	13001974	13025021	GCDH	0	+	23047
chr19	54753279	54761164	LILRB5	0	-	7885
chr19	12995236	12998015	KLF1	0	-	2779
chr19	12986023	12992409	DNASE2	0	-	6386
chr19	54618790	54635150	PRPF31	0	+	16360
chr19	17935589	17958880	JAK3	0	-	23291
chr19	17970719	17974962	RPL18A	0	+	4243
chr19	17982754	18005983	SLC5A5	0	+	23229
chr19	18062102	18110894	KCNN1	0	+	48792
chr19	18111941	18124911	ARRDC2	0	+	12970
chr19	18307594	18314852	RAB3A	0	-	7258
chr19	18553473	18632926	ELL	0	-	79453
chr19	18794488	18893143	CRTC1	0	+	98655
chr19	18893583	18902114	COMP	0	-	8531
chr19	36157419	36169383	UPK1A	0	+	11964
chr19	36132647	36135773	ETV2	0	+	3126
chr19	36036502	36038428	TMEM147	0	+	1926
chr19	35783028	35804710	MAG	0	+	21682
chr19	35771619	35776046	HAMP	0	+	4427
chr19	35759865	35770724	USF2	0	+	10859
chr19	35739233	35758867	LSR	0	+	19634
chr19	18668572	18680197	KXD1	0	+	11625
chr19	18642561	18654887	FKBP8	0	-	12326
chr19	19386827	19431318	SUGP1	0	-	44491
chr19	35531410	35557477	HPN	0	+	26067
chr19	19821281	19843921	ZNF14	0	-	22640
chr19	35521374	35531353	SCN1B	0	+	9979
chr19	19672516	19729502	PBX4	0	-	56986
chr19	19756007	19774485	ATP13A1	0	-	18478
chr19	42502473	42574358	GRIK5	0	-	71885
chr19	38397848	38699009	SIPA1L3	0	+	301161
chr19	21106028	21133503	ZNF85	0	+	27475
chr19	44010871	44031382	ETHE1	0	-	20511
chr19	44126520	44144002	CADM4	0	-	17482
chr19	44232135	44259114	SMG9	0	-	26979
chr7	32535038	32628338	AVL9	0	+	93300
chr7	89874488	89940377	CFAP69	0	+	65889
chr7	92234235	92465887	CDK6	0	-	231652
chr7	93592074	93633694	BET1	0	-	41620
chr7	105888744	105926412	NAMPT	0	-	37668
chr7	19735084	19748660	POLR1F	0	-	13576
chr7	106505723	106549425	PIK3CG	0	+	43702
chr7	94989184	95025687	PON3	0	-	36503
chr7	95034174	95064641	PON2	0	-	30467
chr7	20370325	20455377	ITGB8	0	+	85052
chr7	21467661	21554440	SP4	0	+	86779
chr7	134868591	134896307	WDR91	0	-	27716
chr7	21582657	21941457	DNAH11	0	+	358800
chr7	107383518	107402112	CBLL1	0	+	18594
chr7	96649708	96654262	DLX5	0	-	4554
chr7	135611508	135662107	MTPN	0	-	50599
chr7	22459063	22767232	STEAP1B	0	-	308169
chr7	136912088	137028520	PTN	0	-	116432
chr7	24612887	24733812	PALS2	0	+	120925
chr7	24737974	24797559	GSDME	0	-	59585
chr7	138391039	138484305	ATP6V0A4	0	-	93266
chr7	138728261	138816868	ZC3HAV1	0	-	88607
chr7	138818490	138876732	TTC26	0	+	58242
chr7	44646171	44748665	OGDH	0	+	102494
chr7	115575202	115799950	TFEC	0	-	224748
chr7	44866390	44887686	H2AZ2	0	-	21296
chr7	115927434	116148595	CAV2	0	+	221161
chr7	116165048	116201233	CAV1	0	+	36185
chr7	116312250	116438431	MET	0	+	126181
chr7	156461640	156685910	LMBR1	0	-	224270
chr7	27132612	27135619	HOXA1	0	-	3007
chr7	157128075	157210133	DNAJB6	0	+	82058
chr7	27139973	27142305	HOXA2	0	-	2332
chr7	27145803	27192202	HOXA3	0	-	46399
chr7	2552163	2568811	LFNG	0	+	16648
chr7	2577444	2595328	BRAT1	0	-	17884
chr7	2598606	2654367	IQCE	0	+	55761
chr7	117854723	118136225	ANKRD7	0	+	281502
chr7	158820866	158937559	VIPR2	0	-	116693
chr7	120427374	120498456	TSPAN12	0	-	71082
chr7	141438134	141487722	SSBP1	0	+	49588
chr7	27233122	27239710	HOXA13	0	-	6588
chr7	120628751	120937496	CPED1	0	+	308745
chr7	27282319	27290112	EVX1	0	+	7793
chr7	27565061	27702502	HIBADH	0	-	137441
chr7	50657760	50861159	GRB10	0	-	203399
chr7	73150424	73153182	ABHD11	0	-	2758
chr7	51083909	51384515	COBL	0	-	300606
chr7	30050203	30066318	FKBP14	0	-	16115
chr7	30067020	30170099	PLEKHA8	0	+	103079
chr7	30464143	30518400	NOD1	0	-	54257
chr7	30620149	30673649	GARS1	0	+	53500
chr7	142552823	142568847	EPHB6	0	+	16024
chr7	30978284	31032869	GHRHR	0	+	54585
chr7	142985308	143004789	CASP2	0	+	19481
chr7	56169266	56174169	CHCHD2	0	-	4903
chr7	75440143	75452674	CCL24	0	-	12531
chr7	75931990	75933612	HSPB1	0	+	1622
chr7	98246597	98259181	NPTX2	0	+	12584
chr7	99014362	99063786	PTCD1	0	-	49424
chr7	99245817	99277621	CYP3A5	0	-	31804
chr7	99613195	99639312	ZKSCAN1	0	+	26117
chr7	2291405	2393953	SNX8	0	-	102548
chr7	2281861	2290781	NUDT1	0	+	8920
chr7	121513143	121702090	PTPRZ1	0	+	188947
chr7	99704499	99717464	TAF6	0	-	12965
chr7	123321997	123389057	WASL	0	-	67060
chr7	100218039	100240402	TFR2	0	-	22363
chr7	100209725	100213007	MOSPD3	0	+	3282
chr7	100199986	100205798	PCOLCE	0	+	5812
chr7	100181605	100198740	FBXO24	0	+	17135
chr7	127937738	127983962	RBM28	0	-	46224
chr7	6144580	6201195	USP42	0	+	56615
chr7	128032331	128050306	IMPDH1	0	-	17975
chr7	100136826	100165843	AGFG2	0	+	29017
chr7	32524950	32534895	LSM5	0	-	9945
chr7	100770385	100782528	SERPINE1	0	+	12143
chr7	100797737	100804877	AP1S1	0	+	7140
chr7	7196565	7288247	C1GALT1	0	+	91682
chr7	100849258	100861701	PLOD3	0	-	12443
chr7	100875373	100882101	CLDN15	0	-	6728
chr7	8008427	8133902	GLCCI1	0	+	125475
chr7	101256610	101272576	MYL10	0	-	15966
chr7	11012963	11209250	PHF14	0	+	196287
chr7	129251561	129396922	NRF1	0	+	145361
chr7	12250896	12282993	TMEM106B	0	+	32097
chr7	148504349	148581413	EZH2	0	-	77064
chr7	130033612	130082274	CEP41	0	-	48662
chr7	149535464	149564568	ZNF862	0	+	29104
chr7	15650837	15726308	MEOX2	0	-	75471
chr7	16639404	16685442	ANKMY2	0	-	46038
chr7	149941005	150020814	ACTR3C	0	-	79809
chr7	39017509	39532694	POU6F2	0	+	515185
chr7	16793380	16824161	TSPAN13	0	+	30781
chr7	150035406	150038751	RARRES2	0	-	3345
chr7	16831435	16873057	AGR2	0	-	41622
chr7	16955983	17385776	AHR	0	+	429793
chr7	132469631	132766850	CHCHD3	0	-	297219
chr7	150382785	150390729	GIMAP2	0	+	7944
chr7	150488373	150498448	TMEM176B	0	-	10075
chr7	42000547	42303699	GLI3	0	-	303152
chr7	42971975	42988557	MRPL32	0	+	16582
chr7	43648055	43769316	COA1	0	-	121261
chr7	43798279	43846941	BLVRA	0	+	48662
chr7	43915493	43966010	URGCP	0	-	50517
chr7	66386212	66423538	TMEM248	0	+	37326
chr7	151163098	151217206	RHEB	0	-	54108
chr7	151253210	151574210	PRKAG2	0	-	321000
chr7	44143944	44154161	AEBP1	0	+	10217
chr7	44154230	44163957	POLD2	0	-	9727
chr7	44178463	44180931	MYL7	0	-	2468
chr7	44182812	44237769	GCK	0	-	54957
chr7	72950686	72972020	BCL7B	0	-	21334
chr7	72981867	72993121	TBL2	0	-	11254
chr7	73703737	73820265	CLIP2	0	+	116528
chr7	73588561	73611452	EIF4H	0	+	22891
chr7	73497263	73536855	LIMK1	0	+	39592
chr9	4553386	4666674	SPATA6L	0	-	113288
chr9	126763949	126795580	LHX2	0	+	31631
chr9	108320403	108416101	FKTN	0	+	95698
chr9	108210077	108314714	FSD1L	0	+	104637
chr9	39064707	39288312	CNTNAP3	0	-	223605
chr9	91003345	91093609	SPIN1	0	+	90264
chr9	77675489	77703133	NMRK1	0	-	27644
chr9	111777415	111882227	TMEM245	0	-	104812
chr9	79226292	79521030	PRUNE2	0	-	294738
chr9	123363089	123476748	MEGF9	0	-	113659
chr9	100831557	100881504	TRIM14	0	-	49947
chr9	100883257	100954919	CORO2A	0	-	71662
chr9	101866320	101916474	TGFBR1	0	+	50154
chr9	101984346	101992897	SEC61B	0	+	8551
chr9	123695265	123837473	C5	0	-	142208
chr9	82186688	82341797	TLE4	0	+	155109
chr9	124964856	124991905	LHX6	0	-	27049
chr9	114803063	114937577	SUSD1	0	-	134514
chr9	116822407	116840608	AMBP	0	-	18201
chr9	117096436	117156685	AKNA	0	-	60249
chr9	117655623	117692875	TNFSF8	0	-	37252
chr9	130953934	131017527	DNM1	0	+	63593
chr9	130577292	130616937	ENG	0	-	39645
chr9	4679559	4708399	CDC37L1	0	+	28840
chr9	5299864	5304716	RLN2	0	-	4852
chr9	5334930	5339876	RLN1	0	-	4946
chr9	5357971	5437925	PLGRKT	0	-	79954
chr9	131549532	131572709	TBC1D13	0	+	23177
chr9	5629025	5776557	RIC1	0	+	147532
chr9	6720863	7175648	KDM4C	0	+	454785
chr9	214854	465259	DOCK8	0	+	250405
chr9	470291	746105	KANK1	0	+	275814
chr9	23690102	23826335	ELAVL2	0	-	136233
chr9	132934683	132999582	NCS1	0	+	64899
chr9	138594031	138687354	KCNT1	0	+	93323
chr9	133454352	133513739	FUBP3	0	+	59387
chr9	12685439	12710285	TYRP1	0	+	24846
chr9	35749284	35758582	RGP1	0	+	9298
chr9	13105705	13279691	MPDZ	0	-	173986
chr9	139756571	139760760	EDF1	0	-	4189
chr9	71320156	71624092	PIP5K1B	0	+	303936
chr9	3824127	4348392	GLIS3	0	-	524265
chr9	134452157	134615463	RAPGEF1	0	-	163306
chr9	72042448	72287287	APBA1	0	-	244839
chr9	135136743	135230373	SETX	0	-	93630
chr9	17579064	17797122	SH3GL2	0	+	218058
chr9	139901686	139923367	ABCA2	0	-	21681
chr9	33817158	33920397	UBE2R2	0	+	103239
chr9	74477368	74526109	ABHD17B	0	-	48741
chr9	74966329	74980151	ZFAND5	0	-	13822
chr1	1270656	1284798	DVL1	0	-	14142
chr10	96997329	97050769	PDLIM1	0	-	53440
chr10	97803151	97820627	CCNJ	0	+	17476
chr10	8087341	8117161	GATA3	0	+	29820
chr10	116853124	117708510	ATRNL1	0	+	855386
chr10	100170696	100206720	HPS1	0	-	36024
chr10	13319796	13344412	PHYH	0	-	24616
chr10	45454855	45491339	RASSF4	0	+	36484
chr10	101635334	101769704	DNMBP	0	-	134370
chr10	119764427	119806452	RAB11FIP2	0	-	42025
chr10	44865613	44881941	CXCL12	0	-	16328
chr10	101909851	101945790	ERLIN1	0	-	35939
chr10	120793182	120840335	EIF3A	0	-	47153
chr10	102047906	102090021	PKD2L1	0	-	42115
chr10	16865965	17171810	CUBN	0	-	305845
chr10	17179335	17244053	TRDMT1	0	-	64718
chr10	70661042	70706603	DDX50	0	+	45561
chr10	49514682	49647403	MAPK8	0	+	132721
chr10	121652242	121704169	SEC23IP	0	+	51927
chr10	123468907	123688316	ATE1	0	-	219409
chr10	123716606	123734732	NSMCE4A	0	-	18126
chr10	124134212	124191870	PLEKHA1	0	+	57658
chr10	72238523	72428510	PALD1	0	+	189987
chr10	72972327	73062621	UNC5B	0	+	90294
chr10	73156677	73575704	CDH23	0	+	419027
chr10	73818792	73848790	SPOCK2	0	-	29998
chr10	74127098	74385889	MICU1	0	-	258791
chr10	75196191	75255782	PPP3CB	0	-	59591
chr10	86088342	86278277	CCSER2	0	+	189935
chr10	88516358	88692582	BMPR1A	0	+	176224
chr10	89264632	89313218	MINPP1	0	+	48586
chr10	90973326	91174314	LIPA	0	-	200988
chr10	102891057	102897546	TLX1	0	+	6489
chr10	102821746	102827888	KAZALD1	0	+	6142
chr10	103370421	103455052	FBXW4	0	-	84631
chr10	103529866	103540128	FGF8	0	-	10262
chr10	103541082	103543203	NPM3	0	-	2121
chr10	93558183	93625232	TNKS2	0	+	67049
chr10	104005128	104142656	GBF1	0	+	137528
chr10	24872538	25012816	ARHGAP21	0	-	140278
chr10	93806449	94050835	CPEB3	0	-	244386
chr10	104183002	104192341	CUEDC2	0	-	9339
chr10	104263729	104393292	SUFU	0	+	129563
chr10	27262722	27389423	ANKRD26	0	-	126701
chr10	27457064	27531975	ACBD5	0	-	74911
chr10	852873	977761	LARP4B	0	-	124888
chr10	1034374	1065872	GTPBP4	0	+	31498
chr10	127408084	127452712	EDRF1	0	+	44628
chr10	30598730	30663377	MTPAP	0	-	64647
chr10	105253462	105352303	NEURL1	0	+	98841
chr10	105353784	105615342	SH3PXD2A	0	-	261558
chr10	3179920	3215033	PITRM1	0	-	35113
chr10	105616564	105678090	STN1	0	-	61526
chr10	30722950	30750762	MAP3K8	0	+	27812
chr10	54074041	54077802	DKK1	0	+	3761
chr10	131633497	131771317	EBF3	0	-	137820
chr10	131934655	131982785	GLRX3	0	+	48130
chr10	108333421	108924464	SORCS1	0	-	591043
chr10	5726694	5805742	TASOR2	0	+	79048
chr10	111624524	111683311	XPNPEP1	0	-	58787
chr10	112327442	112365806	SMC3	0	+	38364
chr10	112679125	112777065	SHOC2	0	+	97940
chr10	60145105	60158980	TFAM	0	+	13875
chr10	61548505	61666314	CCDC6	0	-	117809
chr10	35297432	35415934	CUL2	0	-	118502
chr10	35535953	35861597	CCNY	0	+	325644
chr19	55897300	55914618	RPL28	0	+	17318
chr10	80828723	81076276	ZMIZ1	0	+	247553
chr10	69556427	69597946	DNAJC12	0	-	41519
chr10	81107225	81115090	PPIF	0	+	7865
chr10	70042417	70092806	PBLD	0	-	50389
chr10	82214021	82292880	TSPAN14	0	+	78859
chr10	96162298	96296089	TBC1D12	0	+	133791
chr17	39078952	39093898	KRT23	0	-	14946
chr17	27573877	27581512	CRYBA1	0	+	7635
chr17	27582857	27621166	NUFIP2	0	-	38309
chr17	37356536	37361093	RPL19	0	+	4557
chr17	37408916	37558776	FBXL20	0	-	149860
chr17	42385781	42396038	RUNDC3A	0	+	10257
chr17	42282401	42298994	UBTF	0	-	16593
chr17	38171614	38174066	CSF3	0	+	2452
chr17	38137060	38154212	PSMD3	0	+	17152
chr17	38296571	38328424	CASC3	0	+	31853
chr17	38333263	38351908	RAPGEFL1	0	+	18645
chr17	63096930	63223821	RGS9	0	+	126891
chr17	44839872	44910520	WNT3	0	-	70648
chr17	56769934	56812972	RAD51C	0	+	43038
chr17	56597611	56621729	SEPTIN4	0	-	24118
chr17	56566890	56595266	MTMR4	0	-	28376
chr17	3799886	3819770	P2RX1	0	-	19884
chr17	57642919	57685706	DHX40	0	+	42787
chr17	57936840	57970306	TUBD1	0	-	33466
chr17	45726842	45762871	KPNB1	0	+	36029
chr17	46018872	46026674	PNPO	0	+	7802
chr17	57970407	58027935	RPS6KB1	0	+	57528
chr17	46045176	46059147	CDK5RAP3	0	+	13971
chr17	46147414	46178840	CBX1	0	-	31426
chr17	73622925	73663269	RECQL5	0	-	40344
chr17	59942728	60005377	INTS2	0	-	62649
chr17	4871287	4890970	CAMTA2	0	-	19683
chr17	60019966	60142639	MED13	0	-	122673
chr17	4851387	4860426	ENO3	0	+	9039
chr17	4843303	4848517	RNF167	0	+	5214
chr17	17397751	17399709	RASD1	0	-	1958
chr17	17584772	17714767	RAI1	0	+	129995
chr17	28521337	28563020	SLC6A4	0	-	41683
chr17	28575221	28619074	BLMH	0	-	43853
chr17	28705945	28797007	CPD	0	+	91062
chr17	28804380	28854610	GOSR1	0	+	50230
chr17	6546631	6554954	MED31	0	-	8323
chr17	17991206	18011284	DRG2	0	+	20078
chr17	61896793	61907372	FTSJ3	0	-	10579
chr17	19807615	19881656	AKAP10	0	-	74041
chr17	19641297	19652256	ALDH3A1	0	-	10959
chr17	61909441	61920425	SMARCD2	0	-	10984
chr17	62079954	62097994	ICAM2	0	-	18040
chr17	76164662	76169608	SYNGR2	0	+	4946
chr17	30187923	30228727	UTP6	0	-	40804
chr17	76670130	76778379	CYTH1	0	-	108249
chr17	30771397	30810337	PSMD11	0	+	38940
chr17	76967320	76976029	LGALS3BP	0	-	8709
chr17	32597240	32599261	CCL7	0	+	2021
chr17	32582293	32584227	CCL2	0	+	1934
chr17	32646454	32648421	CCL8	0	+	1967
chr17	32687347	32690252	CCL1	0	-	2905
chr17	39615765	39623638	KRT32	0	-	7873
chr17	40253422	40264732	DHX58	0	-	11310
chr17	40688259	40696467	NAGLU	0	+	8208
chr17	40704940	40707232	HSD17B1	0	+	2292
chr17	40719090	40725257	MLX	0	+	6167
chr17	40834549	40852011	CNTNAP1	0	+	17462
chr17	47287773	47300587	ABI3	0	+	12814
chr17	40852293	40897067	EZH1	0	-	44774
chr17	48046334	48052323	DLX4	0	+	5989
chr17	48211101	48228038	PPP1R9B	0	-	16937
chr17	48261462	48278993	COL1A1	0	-	17531
chr17	48241575	48253289	SGCA	0	+	11714
chr17	41102543	41132545	PTGES3L-AARSD1	0	-	30002
chr17	48445218	48450568	MRPL27	0	-	5350
chr17	41166624	41177140	VAT1	0	-	10516
chr17	48452420	48474884	LRRC59	0	-	22464
chr17	41177248	41184058	RND2	0	+	6810
chr17	6899368	6914073	ALOX12	0	+	14705
chr17	42154114	42201070	HDAC5	0	-	46956
chr17	48712138	48769614	ABCC3	0	+	57476
chr17	48796926	48833580	LUC7L3	0	+	36654
chr17	41952725	41987079	MPP2	0	-	34354
chr17	62538400	62658425	SMURF2	0	-	120025
chr17	41843493	41856345	DUSP3	0	-	12852
chr17	65040670	65052913	CACNG1	0	+	12243
chr17	42927316	42976813	EFTUD2	0	-	49497
chr17	53342321	53402548	HLF	0	+	60227
chr17	7608520	7614690	EFNB3	0	+	6170
chr17	66531254	66597508	FAM20A	0	-	66254
chr17	1247569	1303516	YWHAE	0	-	55947
chr17	53469983	53499285	MMD	0	-	29302
chr17	1933431	1947192	DPH1	0	+	13761
chr17	67410838	67550006	MAP2K6	0	+	139168
chr17	21026677	21096578	DHRS7B	0	+	69901
chr17	25621102	25642952	WSB1	0	+	21850
chr17	9799637	9808588	RCVRN	0	-	8951
chr17	72744767	72765492	SLC9A3R1	0	+	20725
chr17	10531843	10560626	MYH3	0	-	28783
chr17	72766668	72772506	NAT9	0	-	5838
chr17	72772638	72835892	TMEM104	0	+	63254
chr17	26662628	26674035	TNFAIP1	0	+	11407
chr17	26646226	26655711	TMEM97	0	+	9485
chr17	72983727	73001895	CDR2L	0	+	18168
chr17	15133090	15175609	PMP22	0	-	42519
chr17	26989216	27029697	SUPT6H	0	+	40481
chr17	27041299	27045447	RAB34	0	-	4148
chr4	41746099	41750742	PHOX2B	0	-	4643
chr4	41937146	41962820	TMEM33	0	+	25674
chr4	68602836	68620106	GNRHR	0	-	17270
chr4	48343546	48428218	SLAIN2	0	+	84672
chr4	48807229	48863834	OCIAD1	0	+	56605
chr4	48988292	49064098	CWH43	0	+	75806
chr4	52709166	52783003	DCUN1D4	0	+	73837
chr4	53457126	53525468	USP46	0	-	68342
chr4	71061442	71070293	ODAM	0	+	8851
chr4	71226477	71232875	SMR3A	0	+	6398
chr4	56461396	56502865	NMU	0	-	41469
chr4	56915264	57196775	CRACD	0	+	281511
chr4	100799493	100815585	LAMTOR3	0	-	16092
chr4	74719013	74720200	PF4V1	0	+	1187
chr4	103422487	103538459	NFKB1	0	+	115972
chr4	75310853	75320722	AREG	0	+	9869
chr4	103551927	103682151	MANBA	0	-	130224
chr4	103715540	103790053	UBE2D3	0	-	74513
chr4	86911160	87515778	MAPK10	0	-	604618
chr4	139949266	140098372	ELF2	0	-	149106
chr4	141480585	141490115	UCP1	0	-	9530
chr4	141541936	141677539	TBC1D9	0	-	135603
chr4	142142041	142155851	ZNF330	0	+	13810
chr4	142944313	143768585	INPP4B	0	-	824272
chr4	144257915	144395721	GAB1	0	+	137806
chr4	123372625	123377880	IL2	0	-	5255
chr4	166282346	166419699	CPE	0	+	137353
chr4	109541725	109551568	RPL34	0	+	9843
chr4	6271576	6304992	WFS1	0	+	33416
chr4	169013688	169108887	ANXA10	0	+	95199
chr4	7060622	7069791	GRPEL1	0	-	9169
chr4	110736666	110745896	GAR1	0	+	9230
chr4	190862025	190884357	FRG1	0	+	22332
chr4	170533784	170644824	CLCN3	0	+	111040
chr4	170981373	171012850	AADAT	0	-	31477
chr4	174089962	174245118	GALNT7	0	+	155156
chr4	24519064	24586177	DHX15	0	-	67113
chr4	24791534	24802464	SOD3	0	+	10930
chr4	25121636	25162172	SEPSECS	0	-	40536
chr4	9772777	10056560	SLC2A9	0	-	283783
chr4	153241696	153457244	FBXW7	0	-	215548
chr4	178231028	178284090	NEIL3	0	+	53062
chr4	26578059	26757845	TBC1D19	0	+	179786
chr4	1873120	1983934	NSD2	0	+	110814
chr4	152023903	152246757	SH3D19	0	-	222854
chr4	26859223	27027003	STIM2	0	+	167780
chr4	13542454	13546132	NKX3-2	0	-	3678
chr4	2932288	2936561	MFSD10	0	-	4273
chr4	157997277	158093242	GLRB	0	+	95965
chr4	15704688	15739936	BST1	0	+	35248
chr4	160024165	160281326	RAPGEF2	0	+	257161
chr4	3443695	3451213	HGFAC	0	+	7518
chr4	186125391	186291339	SNX25	0	+	165948
chr4	186320691	186347133	UFSP2	0	-	26442
chr4	38665818	38703138	KLF3	0	+	37320
chr4	39046659	39128477	KLHL5	0	+	81818
chr4	187025573	187096491	FAM149A	0	+	70918
chr4	39500375	39529931	UGDH	0	-	29556
chr4	23756664	23905712	PPARGC1A	0	-	149048
chr11	111779288	111794446	CRYAB	0	-	15158
chr11	20177701	20182021	DBX1	0	-	4320
chr11	20385231	20405328	HTATIP2	0	+	20097
chr11	87998237	88092852	CTSC	0	-	94615
chr11	27352374	27384781	CCDC34	0	-	32407
chr11	113929763	114127487	ZBTB16	0	+	197724
chr11	31531302	31811872	ELP4	0	+	280570
chr11	116644515	116658755	ZPR1	0	-	14240
chr11	47638867	47664159	MTCH2	0	-	25292
chr11	47738046	47788995	FNBP4	0	-	50949
chr11	120971952	121062199	TECTA	0	+	90247
chr11	121163390	121184119	SC5D	0	+	20729
chr11	122709208	122743351	CRTAM	0	+	34143
chr11	122753391	122834570	JHY	0	+	81179
chr11	134248398	134282136	B3GAT1	0	-	33738
chr11	122928197	122933938	HSPA8	0	-	5741
chr11	123986111	124018428	VWA5A	0	+	32317
chr11	124503009	124565603	SIAE	0	-	62594
