Chr	Start	End	Name	Score	Strand	ID
chr12	49091801	49097801	DHH	0	-	ENSG00000139549
chr12	49334188	49340188	C1QL4	0	-	ENSG00000186897
chr12	49602639	49608639	FAM186B	0	-	ENSG00000135436
chr12	49955878	49961878	AQP2	0	+	ENSG00000167580
chr12	49974139	49980139	AQP6	0	+	ENSG00000086159
chr12	50393622	50399622	FAM186A	0	-	ENSG00000185958
chr12	50884884	50890884	TMPRSS12	0	+	ENSG00000186452
chr12	50967506	50973506	HIGD1C	0	+	ENSG00000214511
chr12	51343679	51349679	CELA1	0	-	ENSG00000139610
chr12	51845718	51851718	FIGNL2	0	-	ENSG00000261308
chr12	51888727	51894727	ANKRD33	0	+	ENSG00000167612
chr12	52364481	52370481	KRT85	0	-	ENSG00000135443
chr12	52382652	52388652	KRT84	0	-	ENSG00000161849
chr12	52403335	52409335	KRT82	0	-	ENSG00000161850
chr12	52550145	52556145	KRT71	0	-	ENSG00000139648
chr12	52570843	52576843	KRT74	0	-	ENSG00000170484
chr12	52598538	52604538	KRT72	0	-	ENSG00000170486
chr12	52615559	52621559	KRT73	0	-	ENSG00000186049
chr12	52649211	52655211	KRT2	0	-	ENSG00000172867
chr12	52700524	52706524	KRT77	0	-	ENSG00000189182
chr12	52774345	52780345	KRT76	0	-	ENSG00000185069
chr12	52793117	52799117	KRT3	0	-	ENSG00000186442
chr12	52846092	52852092	KRT78	0	-	ENSG00000170423
chr12	53121535	53127535	SOAT2	0	+	ENSG00000167780
chr12	53239723	53245723	ENSG00000283536	0	+	ENSG00000283536
chr12	53342315	53348315	SP7	0	-	ENSG00000170374
chr12	53428672	53434672	AMHR2	0	+	ENSG00000135409
chr12	55027017	55033017	NEUROD4	0	+	ENSG00000123307
chr12	55129750	55135750	OR9K2	0	+	ENSG00000170605
chr12	55218975	55224975	OR10A7	0	+	ENSG00000179919
chr12	55253625	55259625	OR6C74	0	+	ENSG00000197706
chr12	55293569	55299569	OR6C6	0	-	ENSG00000188324
chr12	55319364	55325364	OR6C1	0	+	ENSG00000205330
chr12	55329687	55335687	OR6C3	0	+	ENSG00000205329
chr12	55366279	55372279	OR6C75	0	+	ENSG00000187857
chr12	55398467	55404467	OR6C65	0	+	ENSG00000205328
chr12	55424192	55430192	OR6C76	0	+	ENSG00000185821
chr12	55450347	55456347	OR6C2	0	+	ENSG00000179695
chr12	55467138	55473138	OR6C70	0	-	ENSG00000184954
chr12	55490316	55496316	OR6C68	0	+	ENSG00000205327
chr12	55552832	55558832	OR6C4	0	+	ENSG00000179626
chr12	55572612	55578612	OR2AP1	0	+	ENSG00000179615
chr12	55634833	55640833	OR10P1	0	+	ENSG00000175398
chr12	56234846	56240846	SLC39A5	0	+	ENSG00000139540
chr12	56337410	56343410	IL23A	0	+	ENSG00000110944
chr12	56359857	56365857	APOF	0	-	ENSG00000175336
chr12	56931408	56937408	SDR9C7	0	-	ENSG00000170426
chr12	56995447	57001447	GPR182	0	+	ENSG00000166856
chr12	57048198	57054198	MYO1A	0	-	ENSG00000166866
chr12	57449062	57455062	INHBC	0	+	ENSG00000175189
chr12	57456280	57462280	INHBE	0	+	ENSG00000139269
chr12	64387758	64393758	C12orf56	0	-	ENSG00000185306
chr12	68156740	68162740	IFNG	0	-	ENSG00000111537
chr12	68222810	68228810	IL26	0	-	ENSG00000111536
chr12	68250604	68256604	IL22	0	-	ENSG00000127318
chr12	69607907	69613907	LRRC10	0	-	ENSG00000198812
chr12	69696476	69702476	BEST3	0	-	ENSG00000127325
chr12	75367560	75373560	GLIPR1L1	0	+	ENSG00000173401
chr12	80377880	80383880	OTOGL	0	+	ENSG00000165899
chr12	80706474	80712474	MYF6	0	+	ENSG00000111046
chr12	80716671	80722671	MYF5	0	+	ENSG00000111049
chr12	85033277	85039277	TSPAN19	0	-	ENSG00000231738
chr12	85298784	85304784	ALX1	0	+	ENSG00000180318
chr12	86835904	86841904	MGAT4C	0	-	ENSG00000182050
chr12	88031037	88037037	C12orf50	0	-	ENSG00000165805
chr12	90952176	90958176	CCER1	0	-	ENSG00000197651
chr12	92769455	92775455	PLEKHG7	0	+	ENSG00000187510
chr12	95548476	95554476	USP44	0	-	ENSG00000136014
chr12	95939635	95945635	CCDC38	0	-	ENSG00000165972
chr12	95993365	95999365	HAL	0	-	ENSG00000084110
chr12	99647114	99653114	FAM71C	0	+	ENSG00000180219
chr12	100264079	100270079	DEPDC4	0	-	ENSG00000166153
chr12	100419055	100425055	SLC17A8	0	+	ENSG00000179520
chr12	100561414	100567414	NR1H4	0	+	ENSG00000012504
chr12	101125641	101131641	ANO4	0	+	ENSG00000151572
chr12	101483997	101489997	SPIC	0	+	ENSG00000166211
chr12	103492978	103498978	C12orf42	0	-	ENSG00000179088
chr12	106759803	106765803	RFX4	0	+	ENSG00000111783
chr12	107773644	107779644	ASCL4	0	+	ENSG00000187855
chr12	108898043	108904043	DAO	0	+	ENSG00000110887
chr12	109018068	109024068	SVOP	0	-	ENSG00000166111
chr12	109306284	109312284	FOXN4	0	-	ENSG00000139445
chr12	109452523	109458523	MYO1H	0	+	ENSG00000174527
chr12	110530556	110536556	RAD9B	0	+	ENSG00000151164
chr12	110904535	110910535	CCDC63	0	+	ENSG00000173093
chr12	112895881	112901881	RPH3A	0	+	ENSG00000089169
chr12	113469280	113475280	LHX5	0	-	ENSG00000089116
chr12	117449170	117455170	NOS1	0	-	ENSG00000089250
chr12	119160051	119166051	SRRM4	0	+	ENSG00000139767
chr12	119538040	119544040	CCDC60	0	+	ENSG00000183273
chr12	119640075	119646075	TMEM233	0	+	ENSG00000224982
chr12	120324779	120330779	PLA2G1B	0	-	ENSG00000170890
chr12	120664324	120670324	CABP1	0	+	ENSG00000157782
chr12	122171221	122177221	IL31	0	-	ENSG00000204671
chr12	122200471	122206471	LRRC43	0	+	ENSG00000158113
chr12	122824528	122830528	CCDC62	0	+	ENSG00000130783
chr12	125659377	125665377	TMEM132B	0	+	ENSG00000139364
chr12	128981968	128987968	GLT1D1	0	+	ENSG00000151948
chr12	129901025	129907025	TMEM132D	0	-	ENSG00000151952
chr12	130369637	130375637	PIWIL1	0	+	ENSG00000125207
chr12	130765228	130771228	RIMBP2	0	-	ENSG00000060709
chr12	132326589	132332589	GALNT9	0	-	ENSG00000182870
chr12	132607582	132613582	LRCOL1	0	-	ENSG00000204583
chr12	132619388	132625388	P2RX2	0	+	ENSG00000187848
chr12	133232877	133238877	ANHX	0	-	ENSG00000227059
chr13	19178824	19184824	TUBA3C	0	-	ENSG00000198033
chr13	19533762	19539762	TPTE2	0	-	ENSG00000132958
chr13	20158052	20164052	GJA3	0	-	ENSG00000121743
chr13	21701498	21707498	FGF9	0	+	ENSG00000102678
chr13	24709472	24715472	ATP12A	0	+	ENSG00000075673
chr13	24876921	24882921	RNF17	0	+	ENSG00000132972
chr13	25169288	25175288	AMER2	0	-	ENSG00000165566
chr13	27791768	27797768	GSX1	0	+	ENSG00000169840
chr13	27923313	27929313	PDX1	0	+	ENSG00000139515
chr13	27966315	27972315	CDX2	0	-	ENSG00000165556
chr13	27985693	27991693	URAD	0	-	ENSG00000183463
chr13	29502947	29508947	MTUS2	0	+	ENSG00000132938
chr13	30972500	30978500	TEX26	0	+	ENSG00000175664
chr13	31800389	31806389	RXFP2	0	+	ENSG00000133105
chr13	32312363	32318363	ZAR1L	0	-	ENSG00000189167
chr13	36294842	36300842	CCDC169-SOHLH2	0	-	ENSG00000250709
chr13	36694839	36700839	SERTM1	0	+	ENSG00000180440
chr13	37866802	37872802	TRPC4	0	-	ENSG00000133107
chr13	38987859	38993859	STOML3	0	-	ENSG00000133115
chr13	42788549	42794549	FAM216B	0	+	ENSG00000179813
chr13	44158257	44164257	SMIM2	0	-	ENSG00000139656
chr13	45198045	45204045	KCTD4	0	-	ENSG00000180332
chr13	45711559	45717559	CBY2	0	+	ENSG00000174015
chr13	45848753	45854753	SIAH3	0	-	ENSG00000215475
chr13	46102033	46108033	CPB2	0	-	ENSG00000080618
chr13	46274366	46280366	LRRC63	0	+	ENSG00000173988
chr13	46894076	46900076	HTR2A	0	-	ENSG00000102468
chr13	49219377	49225377	MLNR	0	+	ENSG00000102539
chr13	50840939	50846939	DLEU7	0	-	ENSG00000186047
chr13	51197252	51203252	C13orf42	0	-	ENSG00000226792
chr13	51863232	51869232	CCDC70	0	+	ENSG00000123171
chr13	52736820	52742820	CNMD	0	-	ENSG00000136110
chr13	52845641	52851641	PCDH8	0	-	ENSG00000136099
chr13	57154082	57160082	PRR20C	0	+	ENSG00000229665
chr13	57160653	57166653	PRR20D	0	+	ENSG00000227151
chr13	57167218	57173218	PRR20E	0	+	ENSG00000234278
chr13	63748080	63754080	ENSG00000237378	0	+	ENSG00000237378
chr13	76955638	76961638	ACOD1	0	+	ENSG00000102794
chr13	78600552	78606552	POU4F1	0	-	ENSG00000152192
chr13	83879474	83885474	SLITRK1	0	-	ENSG00000178235
chr13	92870682	92876682	GPC5	0	+	ENSG00000179399
chr13	94476682	94482682	DCT	0	-	ENSG00000080166
chr13	94709545	94715545	SOX21	0	-	ENSG00000125285
chr13	98174269	98180269	RNF113B	0	-	ENSG00000139797
chr13	99968767	99974767	ZIC5	0	-	ENSG00000139800
chr13	102692044	102698044	METTL21C	0	-	ENSG00000139780
chr13	102756072	102762072	CCDC168	0	-	ENSG00000175820
chr13	103063417	103069417	SLC10A2	0	-	ENSG00000125255
chr13	105488034	105494034	DAOA	0	+	ENSG00000182346
chr13	111341249	111347249	TEX29	0	+	ENSG00000153495
chr13	112068706	112074706	SOX1	0	+	ENSG00000182968
chr13	112431689	112437689	SPACA7	0	+	ENSG00000153498
chr13	113169386	113175386	PROZ	0	+	ENSG00000126231
chr13	113655198	113661198	ATP4B	0	-	ENSG00000186009
chr13	113734736	113740736	GRK1	0	+	ENSG00000185974
chr13	114220084	114226084	CFAP97D2	0	+	ENSG00000283361
chr14	18599097	18605097	OR11H12	0	+	ENSG00000257115
chr14	19000752	19006752	POTEM	0	+	ENSG00000222036
chr14	19431341	19437341	POTEG	0	-	ENSG00000187537
chr14	19711332	19717332	OR11H2	0	-	ENSG00000258453
chr14	19827253	19833253	OR4N2	0	+	ENSG00000176294
chr14	19880932	19886932	OR4K2	0	+	ENSG00000165762
chr14	19918578	19924578	OR4K5	0	+	ENSG00000176281
chr14	19933757	19939757	OR4K1	0	+	ENSG00000155249
chr14	19973565	19979565	OR4K15	0	+	ENSG00000169488
chr14	20016307	20022307	OR4K14	0	-	ENSG00000169484
chr14	20033038	20039038	OR4K13	0	-	ENSG00000176253
chr14	20057983	20063983	OR4L1	0	+	ENSG00000176246
chr14	20119199	20125199	OR4K17	0	+	ENSG00000176230
chr14	20142471	20148471	OR4N5	0	+	ENSG00000184394
chr14	20198075	20204075	OR11G2	0	+	ENSG00000196832
chr14	20221702	20227702	OR11H6	0	+	ENSG00000176219
chr14	20241349	20247349	OR11H4	0	+	ENSG00000176198
chr14	20433166	20439166	KLHL33	0	-	ENSG00000185271
chr14	20508169	20514169	RNASE10	0	+	ENSG00000182545
chr14	20557931	20563931	RNASE9	0	-	ENSG00000188655
chr14	20606795	20612795	ENSG00000259060	0	-	ENSG00000259060
chr14	20638691	20644691	OR6S1	0	-	ENSG00000181803
chr14	20745380	20751380	EDDM3A	0	+	ENSG00000181562
chr14	20767948	20773948	EDDM3B	0	+	ENSG00000181552
chr14	20889348	20895348	RNASE3	0	+	ENSG00000169397
chr14	20953436	20959436	RNASE2	0	+	ENSG00000169385
chr14	20998871	21004871	SLC39A2	0	+	ENSG00000165794
chr14	21033276	21039276	TPPP2	0	+	ENSG00000179636
chr14	21041234	21047234	RNASE7	0	+	ENSG00000165799
chr14	21055455	21061455	RNASE8	0	+	ENSG00000173431
chr14	21100724	21106724	TMEM253	0	+	ENSG00000232070
chr14	21156060	21162060	OR5AU1	0	-	ENSG00000169327
chr14	21348301	21354301	RPGRIP1	0	+	ENSG00000092200
chr14	21577076	21583076	OR10G3	0	-	ENSG00000169208
chr14	21631940	21637940	OR10G2	0	-	ENSG00000255582
chr14	21664642	21670642	OR4E2	0	+	ENSG00000221977
chr14	21670818	21676818	OR4E1	0	-	ENSG00000276240
chr14	22641352	22647352	OR6J1	0	-	ENSG00000255804
chr14	23041060	23047060	PSMB11	0	+	ENSG00000222028
chr14	23101989	23107989	LMLN2	0	-	ENSG00000283654
chr14	23116255	23122255	CEBPE	0	-	ENSG00000092067
chr14	23270477	23276477	RNF212B	0	+	ENSG00000215277
chr14	23373403	23379403	IL25	0	+	ENSG00000166090
chr14	23376772	23382772	CMTM5	0	+	ENSG00000166091
chr14	23405273	23411273	MYH6	0	-	ENSG00000197616
chr14	23575790	23581790	JPH4	0	-	ENSG00000092051
chr14	24075100	24081100	CPNE6	0	+	ENSG00000100884
chr14	24129849	24135849	FITM1	0	+	ENSG00000139914
chr14	24205362	24211362	TSSK4	0	+	ENSG00000139908
chr14	24505265	24511265	CMA1	0	-	ENSG00000092009
chr14	28767277	28773277	FOXG1	0	+	ENSG00000176165
chr14	31485039	31491039	GPR33	0	-	ENSG00000214943
chr14	35534054	35540054	INSM2	0	+	ENSG00000168348
chr14	36518149	36524149	SFTA3	0	-	ENSG00000257520
chr14	36579614	36585614	NKX2-8	0	-	ENSG00000136327
chr14	38210067	38216067	SSTR1	0	+	ENSG00000139874
chr14	44504283	44510283	FSCB	0	-	ENSG00000189139
chr14	46648781	46654781	RPL10L	0	-	ENSG00000165496
chr14	47672605	47678605	MDGA2	0	-	ENSG00000139915
chr14	52273724	52279724	PTGDR	0	+	ENSG00000168229
chr14	55453726	55459726	TBPL2	0	-	ENSG00000182521
chr14	56813693	56819693	OTX2	0	-	ENSG00000165588
chr14	57490867	57496867	CCDC198	0	-	ENSG00000100557
chr14	57979194	57985194	SLC35F4	0	-	ENSG00000151812
chr14	58405702	58411702	TOMM20L	0	+	ENSG00000196860
chr14	60060559	60066559	LRRC9	0	+	ENSG00000131951
chr14	60509850	60515850	SIX6	0	+	ENSG00000184302
chr14	62109550	62115550	SYT16	0	+	ENSG00000139973
chr14	63099037	63105037	KCNH5	0	-	ENSG00000140015
chr14	63315935	63321935	GPHB5	0	-	ENSG00000179600
chr14	64335112	64341112	ESR2	0	-	ENSG00000140009
chr14	66495677	66501677	CCDC196	0	+	ENSG00000196553
chr14	67731451	67737451	RDH12	0	+	ENSG00000139988
chr14	69571871	69577871	CCDC177	0	-	ENSG00000267909
chr14	69794241	69800241	SLC10A1	0	-	ENSG00000100652
chr14	70186070	70192070	SLC8A3	0	-	ENSG00000100678
chr14	70457427	70463427	ADAM21	0	+	ENSG00000139985
chr14	70532015	70538015	ADAM20	0	-	ENSG00000134007
chr14	73616888	73622888	ACOT6	0	+	ENSG00000205669
chr14	74259738	74265738	VSX2	0	+	ENSG00000119614
chr14	74357008	74363008	VRTN	0	+	ENSG00000133980
chr14	74423210	74429210	SYNDIG1L	0	-	ENSG00000183379
chr14	74873154	74879154	PROX2	0	-	ENSG00000119608
chr14	76498837	76504837	ESRRB	0	+	ENSG00000119715
chr14	76867304	76873304	LRRC74A	0	+	ENSG00000100565
chr14	77139734	77145734	ZDHHC22	0	-	ENSG00000177108
chr14	77268206	77274206	NGB	0	-	ENSG00000165553
chr14	77420523	77426523	NOXRED1	0	-	ENSG00000165555
chr14	77495816	77501816	ISM2	0	-	ENSG00000100593
chr14	81143306	81149306	TSHR	0	+	ENSG00000165409
chr14	88323907	88329907	KCNK10	0	-	ENSG00000100433
chr14	92498481	92504481	SLC24A4	0	+	ENSG00000140090
chr14	93704876	93710876	UNC79	0	+	ENSG00000133958
chr14	93926608	93932608	FAM181A	0	+	ENSG00000140067
chr14	94005863	94011863	CCDC197	0	+	ENSG00000175699
chr14	94290268	94296268	SERPINA10	0	-	ENSG00000140093
chr14	94476689	94482689	SERPINA9	0	-	ENSG00000170054
chr14	94514844	94520844	SERPINA12	0	-	ENSG00000165953
chr14	95689628	95695628	TCL1B	0	+	ENSG00000213231
chr14	95922663	95928663	TUNAR	0	+	ENSG00000250366
chr14	100327421	100333421	SLC25A47	0	+	ENSG00000140107
chr14	100900722	100906722	RTL1	0	-	ENSG00000254656
chr14	103087027	103093027	LBHD2	0	+	ENSG00000283071
chr14	103107559	103113559	EXOC3L4	0	+	ENSG00000205436
chr14	103939561	103945561	RD3L	0	-	ENSG00000227729
chr14	104112582	104118582	ASPG	0	+	ENSG00000166183
chr15	20538800	20544800	GOLGA6L6	0	-	ENSG00000277322
chr15	20863314	20869314	POTEB2	0	-	ENSG00000230031
chr15	21437499	21443499	POTEB3	0	-	ENSG00000278522
chr15	21650276	21656276	LINC02203	0	+	ENSG00000280709
chr15	21874735	21880735	POTEB	0	-	ENSG00000233917
chr15	22466226	22472226	GOLGA6L22	0	+	ENSG00000277865
chr15	23133822	23139822	GOLGA6L1	0	-	ENSG00000273976
chr15	23331196	23337196	ENSG00000273756	0	-	ENSG00000273756
chr15	23364231	23370231	GOLGA8S	0	+	ENSG00000261739
chr15	23444243	23450243	GOLGA6L2	0	-	ENSG00000174450
chr15	23644867	23650867	MAGEL2	0	-	ENSG00000254585
chr15	24680393	24686393	NPAP1	0	+	ENSG00000185823
chr15	26946208	26952208	GABRA5	0	+	ENSG00000186297
chr15	27538984	27544984	GABRG3	0	+	ENSG00000182256
chr15	28096315	28102315	OCA2	0	-	ENSG00000104044
chr15	28355084	28361084	ENSG00000237850	0	-	ENSG00000237850
chr15	28389021	28395021	GOLGA8F	0	+	ENSG00000153684
chr15	28530014	28536014	GOLGA8G	0	-	ENSG00000183629
chr15	28560779	28566779	ENSG00000227717	0	+	ENSG00000227717
chr15	28735384	28741384	GOLGA8M	0	-	ENSG00000188626
chr15	28845675	28851675	GOLGA6L7	0	-	ENSG00000261649
chr15	30093690	30099690	GOLGA8J	0	+	ENSG00000179938
chr15	30145748	30151748	GOLGA8T	0	+	ENSG00000261247
chr15	30411260	30417260	GOLGA8R	0	-	ENSG00000186399
chr15	30562684	30568684	GOLGA8Q	0	+	ENSG00000178115
chr15	30614752	30620752	GOLGA8H	0	+	ENSG00000261794
chr15	31158273	31164273	TRPM1	0	-	ENSG00000134160
chr15	32400292	32406292	GOLGA8K	0	-	ENSG00000249931
chr15	32452634	32458634	GOLGA8O	0	-	ENSG00000206127
chr15	34064458	34070458	CHRM5	0	+	ENSG00000184984
chr15	34354737	34360737	NUTM1	0	+	ENSG00000184507
chr15	34751998	34757998	GJD2	0	-	ENSG00000159248
chr15	34792549	34798549	ACTC1	0	-	ENSG00000159251
chr15	35082295	35088295	NANOGP8	0	-	ENSG00000255192
chr15	37964724	37970724	TMCO5A	0	+	ENSG00000166069
chr15	40825709	40831709	PPP1R14D	0	-	ENSG00000166143
chr15	41227757	41233757	EXD1	0	-	ENSG00000178997
chr15	41510887	41516887	LTK	0	-	ENSG00000062524
chr15	42048190	42054190	PLA2G4E	0	-	ENSG00000188089
chr15	42091562	42097562	PLA2G4D	0	-	ENSG00000159337
chr15	43299255	43305255	TGM7	0	-	ENSG00000159495
chr15	43615800	43621800	STRC	0	-	ENSG00000242866
chr15	44976229	44982229	TERB2	0	+	ENSG00000167014
chr15	45115421	45121421	DUOXA2	0	+	ENSG00000140274
chr15	45274846	45280846	SLC28A2	0	+	ENSG00000137860
chr15	52109775	52115775	BCL2L10	0	-	ENSG00000137875
chr15	52788078	52794078	ONECUT1	0	-	ENSG00000169856
chr15	54625707	54631707	UNC13C	0	+	ENSG00000137766
chr15	58566844	58572844	LIPC	0	+	ENSG00000166035
chr15	59205588	59211588	LDHAL6B	0	+	ENSG00000171989
chr15	60058730	60064730	FOXB1	0	+	ENSG00000171956
chr15	65050397	65056397	SLC51B	0	+	ENSG00000186198
chr15	65076948	65082948	KBTBD13	0	+	ENSG00000234438
chr15	66250756	66256756	MEGF11	0	-	ENSG00000157890
chr15	67831582	67837582	SKOR1	0	+	ENSG00000188779
chr15	71815259	71821259	NR2E3	0	+	ENSG00000278570
chr15	72405367	72411367	TMEM202	0	+	ENSG00000187806
chr15	72666599	72672599	GOLGA6B	0	+	ENSG00000215186
chr15	72683182	72689182	HIGD2B	0	-	ENSG00000175202
chr15	73365958	73371958	HCN4	0	-	ENSG00000138622
chr15	73557013	73563013	REC114	0	+	ENSG00000183324
chr15	73886214	73892214	TBC1D21	0	+	ENSG00000167139
chr15	74079550	74085550	GOLGA6A	0	-	ENSG00000159289
chr15	74333472	74339472	CCDC33	0	+	ENSG00000140481
chr15	74722536	74728536	CYP1A1	0	-	ENSG00000140465
chr15	74753607	74759607	CYP1A2	0	+	ENSG00000140505
chr15	74822757	74828757	LMAN1L	0	+	ENSG00000140506
chr15	74828802	74834802	CPLX3	0	+	ENSG00000213578
chr15	75270455	75276455	GOLGA6C	0	+	ENSG00000167195
chr15	75292807	75298807	GOLGA6D	0	+	ENSG00000140478
chr15	75724688	75730688	ODF3L1	0	+	ENSG00000182950
chr15	76339475	76345475	ISL2	0	+	ENSG00000159556
chr15	78618295	78624295	CHRNA3	0	-	ENSG00000080644
chr15	78724754	78730754	CHRNB4	0	-	ENSG00000117971
chr15	79295239	79301239	ANKRD34C	0	+	ENSG00000235711
chr15	80249213	80255213	CTXND1	0	-	ENSG00000259417
chr15	81146179	81152179	CFAP161	0	+	ENSG00000156206
chr15	83615743	83621743	SH3GL3	0	+	ENSG00000140600
chr15	84942798	84948798	SLC28A1	0	+	ENSG00000156222
chr15	87046169	87052169	AGBL1	0	+	ENSG00000273540
chr15	89218614	89224614	RLBP1	0	-	ENSG00000140522
chr15	99004792	99010792	PGPEP1L	0	-	ENSG00000183571
chr15	100541995	100547995	CERS3	0	-	ENSG00000154227
chr15	101803887	101809887	OR4F6	0	+	ENSG00000184140
chr15	101817197	101823197	OR4F15	0	+	ENSG00000182854
chr15	101920113	101926113	OR4F4	0	-	ENSG00000177693
chr16	163764	169764	HBM	0	+	ENSG00000206177
chr16	178179	184179	HBQ1	0	+	ENSG00000086506
chr16	284215	290215	PDIA2	0	+	ENSG00000185615
chr16	562529	568529	PRR35	0	+	ENSG00000161992
chr16	780370	786370	MSLNL	0	-	ENSG00000162006
chr16	797734	803734	GNG13	0	-	ENSG00000127588
chr16	1078454	1084454	SSTR5	0	+	ENSG00000162009
chr16	1093244	1099244	C1QTNF8	0	-	ENSG00000184471
chr16	1485981	1491981	PTX4	0	-	ENSG00000251692
chr16	1881294	1887294	MEIOB	0	-	ENSG00000162039
chr16	1915415	1921415	HS3ST6	0	-	ENSG00000162040
chr16	1954606	1960606	RPL3L	0	-	ENSG00000140986
chr16	1965975	1971975	RNF151	0	+	ENSG00000179580
chr16	2471145	2477145	NTN3	0	+	ENSG00000162068
chr16	2802304	2808304	PRSS41	0	+	ENSG00000215148
chr16	2999016	3005016	GREP1	0	+	ENSG00000262152
chr16	3096295	3102295	ZSCAN10	0	-	ENSG00000130182
chr16	3202188	3208188	OR1F1	0	+	ENSG00000168124
chr16	3253633	3259633	MEFV	0	-	ENSG00000103313
chr16	3354306	3360306	OR2C1	0	+	ENSG00000168158
chr16	3369668	3375668	MTRNR2L4	0	-	ENSG00000232196
chr16	3492489	3498489	C16orf90	0	-	ENSG00000215131
chr16	4597758	4603758	C16orf96	0	+	ENSG00000205832
chr16	4785398	4791398	SEPTIN12	0	-	ENSG00000140623
chr16	5016157	5022157	SEC14L5	0	+	ENSG00000103184
chr16	7710340	7716340	RBFOX1	0	+	ENSG00000078328
chr16	8587511	8593511	TMEM114	0	-	ENSG00000232258
chr16	8882351	8888351	LITAFD	0	+	ENSG00000283516
chr16	10691930	10697930	TEKT5	0	-	ENSG00000153060
chr16	11266533	11272533	TNP2	0	-	ENSG00000178279
chr16	11270629	11276629	PRM3	0	-	ENSG00000178257
chr16	11273480	11279480	PRM2	0	-	ENSG00000122304
chr16	11278330	11284330	PRM1	0	-	ENSG00000175646
chr16	11524245	11530245	ENSG00000188897	0	-	ENSG00000188897
chr16	14691308	14697308	PLA2G10	0	-	ENSG00000069764
chr16	19319145	19325145	CLEC19A	0	+	ENSG00000261210
chr16	20070890	20076890	GPR139	0	-	ENSG00000180269
chr16	20353301	20359301	UMOD	0	-	ENSG00000169344
chr16	20401737	20407737	PDILT	0	-	ENSG00000169340
chr16	20484669	20490669	ACSM2A	0	+	ENSG00000183747
chr16	20573427	20579427	ACSM2B	0	-	ENSG00000066813
chr16	21156441	21162441	DNAH3	0	-	ENSG00000158486
chr16	21211510	21217510	ZP2	0	-	ENSG00000103310
chr16	21250850	21256850	ANKS4B	0	+	ENSG00000175311
chr16	21758935	21764935	OTOA	0	+	ENSG00000155719
chr16	21998116	22004116	PDZD9	0	-	ENSG00000155714
chr16	22153964	22159964	VWA3A	0	+	ENSG00000175267
chr16	22189208	22195208	SDR42E2	0	+	ENSG00000183921
chr16	23710226	23716226	ERN2	0	-	ENSG00000134398
chr16	23755935	23761935	CHP2	0	+	ENSG00000166869
chr16	24359412	24365412	CACNG3	0	+	ENSG00000006116
chr16	24908628	24914628	SLC5A11	0	+	ENSG00000158865
chr16	25225932	25231932	AQP8	0	+	ENSG00000103375
chr16	26134685	26140685	HS3ST4	0	+	ENSG00000182601
chr16	27066166	27072166	C16orf82	0	+	ENSG00000234186
chr16	28060714	28066714	GSG1L	0	-	ENSG00000169181
chr16	28509051	28515051	IL27	0	-	ENSG00000197272
chr16	29779973	29785973	ZG16	0	+	ENSG00000174992
chr16	30024736	30030736	C16orf92	0	+	ENSG00000167194
chr16	31423505	31429505	ITGAD	0	+	ENSG00000156886
chr16	31425360	31431360	COX6A2	0	-	ENSG00000156885
chr16	31525803	31531803	AHSP	0	+	ENSG00000169877
chr16	32252922	32258922	TP53TG3D	0	+	ENSG00000205456
chr16	32673732	32679732	TP53TG3	0	-	ENSG00000183632
chr16	33193858	33199858	TP53TG3C	0	+	ENSG00000205457
chr16	33303935	33309935	TP53TG3E	0	+	ENSG00000275034
chr16	33360478	33366478	TP53TG3B	0	+	ENSG00000261509
chr16	33459249	33465249	TP53TG3F	0	+	ENSG00000278848
chr16	33842229	33848229	IGHV3OR16-17	0	-	ENSG00000259680
chr16	46787407	46793407	MYLK3	0	-	ENSG00000140795
chr16	49278838	49284838	CBLN1	0	-	ENSG00000102924
chr16	49396431	49402431	C16orf78	0	+	ENSG00000166152
chr16	55704645	55710645	SLC6A2	0	+	ENSG00000103546
chr16	55953031	55959031	CES5A	0	-	ENSG00000159398
chr16	56565957	56571957	MT4	0	+	ENSG00000102891
chr16	56588088	56594088	MT3	0	+	ENSG00000087250
chr16	56650204	56656204	MT1B	0	+	ENSG00000169688
chr16	56668129	56674129	MT1H	0	+	ENSG00000205358
chr16	56912850	56918850	SLC12A3	0	+	ENSG00000070915
chr16	57413063	57419063	CCL17	0	+	ENSG00000102970
chr16	57686378	57692378	ADGRG3	0	+	ENSG00000182885
chr16	57728805	57734805	DRC7	0	+	ENSG00000159625
chr16	57968128	57974128	CNGB1	0	-	ENSG00000070729
chr16	57985116	57991116	TEPP	0	+	ENSG00000159648
chr16	62034035	62040035	CDH8	0	-	ENSG00000150394
chr16	66585275	66591275	CMTM2	0	+	ENSG00000140932
chr16	66798620	66804620	TERB1	0	-	ENSG00000249961
chr16	66851153	66857153	CA7	0	+	ENSG00000168748
chr16	66915917	66921917	CDH16	0	-	ENSG00000166589
chr16	67323760	67329760	KCTD19	0	-	ENSG00000168676
chr16	67382204	67388204	LRRC36	0	+	ENSG00000159708
chr16	67480547	67486547	AGRP	0	-	ENSG00000159723
chr16	67885855	67891855	NRN1L	0	+	ENSG00000188038
chr16	67977549	67983549	DPEP3	0	-	ENSG00000141096
chr16	68012911	68018911	DPEP2NB	0	-	ENSG00000263201
chr16	69961452	69967452	CLEC18A	0	+	ENSG00000157322
