Chr	Start	End	Name	Score	Strand	Length
chr22	37570248	37582616	LGALS2	0	-	12368
chr22	37608725	37633564	GGA1	0	+	24839
chr22	19330698	19447450	HIRA	0	-	116752
chr22	26169462	26383597	SEZ6L	0	+	214135
chr22	37675636	37679802	LGALS1	0	+	4166
chr22	26443423	26483837	HPS4	0	-	40414
chr22	31281594	31292534	PIK3IP1	0	-	10940
chr22	31325804	31346346	PATZ1	0	-	20542
chr22	37697048	37776556	TRIOBP	0	+	79508
chr22	26491225	26512505	TFIP11	0	-	21280
chr22	37807905	37817176	GCAT	0	+	9271
chr22	22644614	22647898	GGTLC2	0	+	3284
chr22	37848868	37889407	EIF3L	0	+	40539
chr22	41673933	41690504	SNU13	0	-	16571
chr22	37905657	37942822	MICALL1	0	+	37165
chr22	37952607	38041915	POLR2F	0	+	89308
chr22	41800679	41832164	CCDC134	0	+	31485
chr22	38056311	38075701	PICK1	0	+	19390
chr22	27978014	28679840	TTC28	0	-	701826
chr22	41938737	41947152	CENPM	0	-	8415
chr22	41969443	41998221	SEPTIN3	0	+	28778
chr22	32043261	32113029	SLC5A1	0	+	69768
chr22	42126499	42130865	CYP2D6	0	-	4366
chr22	38483438	38507660	DDX17	0	-	24222
chr22	42160013	42343616	TCF20	0	-	183603
chr22	38656636	38673850	CBY1	0	+	17214
chr22	38681957	38685421	TOMM22	0	+	3464
chr22	23059415	23145021	RSPH14	0	-	85606
chr22	28794555	28800597	XBP1	0	-	6042
chr22	32387582	32412248	RTCB	0	-	24666
chr22	38685543	38701556	JOSD1	0	-	16013
chr22	32474676	32498829	FBXO7	0	+	24153
chr22	23145366	23165663	RAB36	0	+	20297
chr22	50343304	50445090	PPP6R2	0	+	101786
chr22	38733290	38794143	SUN2	0	-	60853
chr22	42615730	42720870	CYB5R3	0	-	105140
chr22	50502949	50507702	LMF2	0	-	4753
chr22	42835412	43015149	PACSIN2	0	-	179737
chr22	43039516	43089419	TTLL1	0	-	49903
chr22	29327680	29388583	AP1B1	0	-	60903
chr22	35257452	35295807	HMGXB4	0	+	38355
chr22	35299275	35347992	TOM1	0	+	48717
chr22	29480218	29491390	NEFH	0	+	11172
chr22	50578959	50601455	CHKB	0	-	22496
chr22	43110750	43129712	BIK	0	+	18962
chr22	35380361	35394214	HMOX1	0	+	13853
chr22	43132209	43143398	MCAT	0	-	11189
chr22	29505879	29555216	THOC5	0	-	49337
chr22	35400134	35425431	MCM5	0	+	25297
chr22	50622754	50628173	ARSA	0	-	5419
chr22	43151547	43163242	TSPO	0	+	11695
chr22	35540831	35553999	RASD2	0	+	13168
chr22	43166622	43187134	TTLL12	0	-	20512
chr22	39120167	39152680	CBX7	0	-	32513
chr22	39223359	39244982	PDGFB	0	-	21623
chr22	39312882	39320389	RPL3	0	-	7507
chr22	29730956	29767011	ZMAT5	0	-	36055
chr22	35738736	36028824	RBFOX2	0	-	290088
chr22	39349925	39385575	SYNGR1	0	+	35650
chr22	39399778	39437060	TAB1	0	+	37282
chr22	29788609	29838304	ASCC2	0	-	49695
chr22	29883169	30030868	MTMR3	0	+	147699
chr22	39499432	39518132	MIEF1	0	+	18700
chr22	36189124	36204840	APOL4	0	-	15716
chr22	36253071	36267530	APOL1	0	+	14459
chr22	36281280	36388010	MYH9	0	-	106730
chr22	39570753	39689735	CACNA1I	0	+	118982
chr22	36467046	36481640	TXN2	0	-	14594
chr22	36487190	36507221	FOXRED2	0	-	20031
chr22	39901084	39973721	GRAP2	0	+	72637
chr22	36510855	36529184	EIF3D	0	-	18329
chr22	40044817	40335808	TNRC6B	0	+	290991
chr22	36758202	36776256	IFT27	0	-	18054
chr22	36800684	36819479	PVALB	0	-	18795
chr22	45192244	45240894	KIAA0930	0	-	48650
chr22	36860988	36878017	NCF4	0	+	17029
chr22	36913628	36940439	CSF2RB	0	+	26811
chr22	40769630	40819399	SLC25A17	0	-	49769
chr22	45284949	45295874	UPK3A	0	+	10925
chr22	45308968	45341955	FAM118A	0	+	32987
chr22	37051739	37063390	KCTD17	0	+	11651
chr22	40824535	40856639	ST13	0	-	32104
chr22	37125843	37175054	IL2RB	0	-	49211
chr22	40951347	40973309	RBX1	0	+	21962
chr22	41092592	41180077	EP300	0	+	87485
chr22	41205282	41231271	L3MBTL2	0	+	25989
chr22	41244779	41286187	RANGAP1	0	-	41408
chr22	41301525	41360147	ZC3H7B	0	+	58622
chr22	41447830	41529273	ACO2	0	+	81443
chr22	46330875	46357340	TRMU	0	+	26465
chr22	41598028	41621043	DESI1	0	-	23015
chr22	46684410	46738252	CERK	0	-	53842
chr22	49773283	49827873	BRD1	0	-	54590
chr22	49853844	49890080	ZBED4	0	+	36236
chr22	50059391	50085426	MLC1	0	-	26035
chr14	22598290	22612963	ABHD4	0	+	14673
chr14	24429286	24441843	KHNYN	0	+	12557
chr14	24573518	24576250	CTSG	0	-	2732
chr14	24606480	24609699	GZMH	0	-	3219
chr14	24630954	24634267	GZMB	0	-	3313
chr14	22893204	22919182	RBM23	0	-	25978
chr14	22920525	22929408	PRMT5	0	-	8883
chr14	49643555	49688422	POLE2	0	-	44867
chr14	50108632	50116600	VCPKMT	0	-	7968
chr14	50117130	50231578	SOS2	0	-	114448
chr14	50326265	50416461	CDKL1	0	-	90196
chr14	50719763	50831162	NIN	0	-	111399
chr14	50857891	50944483	PYGL	0	-	86592
chr14	50975262	51096061	TRIM9	0	-	120799
chr14	52707178	52728590	PSMC6	0	+	21412
chr14	52775193	52791668	GNPNAT1	0	-	16475
chr14	53036745	53153323	DDHD1	0	-	116578
chr14	54396849	54420218	CDKN3	0	+	23369
chr14	54423561	54441391	CNIH1	0	-	17830
chr14	54509812	54539292	CGRRF1	0	+	29480
chr14	67386984	67412167	PLEK2	0	-	25183
chr14	67581955	67600286	PIGH	0	-	18331
chr14	77320996	77331597	GSTZ1	0	+	10601
chr14	58427385	58551297	KIAA0586	0	+	123912
chr14	77335029	77377094	TMED8	0	-	42065
chr14	59188646	59371405	DAAM1	0	+	182759
chr14	77505997	77616637	SPTLC2	0	-	110640
chr14	92513781	92688994	RIN3	0	+	175213
chr14	92703807	92748679	LGMN	0	-	44872
chr14	77672404	77708023	ALKBH1	0	-	35619
chr14	92923150	92935285	CHGA	0	+	12135
chr14	92936914	93116320	ITPK1	0	-	179406
chr14	60245752	60299087	PPM1A	0	+	53335
chr14	60709539	60724351	SIX4	0	-	14812
chr14	69259277	69357033	GALNT16	0	+	97756
chr14	93934166	93976739	ASB2	0	-	42573
chr14	80476983	80959517	CEP128	0	-	482534
chr14	61695513	61748259	HIF1A	0	+	52746
chr14	69611596	69715144	SUSD6	0	+	103548
chr14	69726900	69772005	SRSF5	0	+	45105
chr14	103333544	103345025	EIF5	0	+	11481
chr14	95086228	95158010	DICER1	0	-	71782
chr14	64388031	64463457	MTHFD1	0	+	75426
chr14	95709947	95714196	TCL1A	0	-	4249
chr14	70907405	71115382	PCNX1	0	+	207977
chr14	96363452	96387288	GSKIP	0	+	23836
chr14	96797304	96954846	VRK1	0	+	157542
chr14	73237497	73274640	PAPLN	0	+	37143
chr14	90847861	91060641	RPS6KA5	0	-	212780
chr14	91457508	91510554	PPP4R3A	0	-	53046
chr14	22985894	23010166	C14orf93	0	-	24272
chr14	23016543	23035230	PSMB5	0	-	18687
chr14	100238298	100282788	YY1	0	+	44490
chr14	23058564	23095614	ACIN1	0	-	37050
chr14	20311368	20333312	CCNB1IP1	0	-	21944
chr14	91965991	92040896	TRIP11	0	-	74905
chr14	23356403	23365752	EFS	0	-	9349
chr14	32076114	32159728	ARHGAP5	0	+	83614
chr14	23630115	23645639	DHRS2	0	+	15524
chr14	34981957	35029686	SRP54	0	+	47729
chr14	21385194	21456126	CHD8	0	-	70932
chr14	35401513	35404749	NFKBIA	0	-	3236
chr14	35826338	35932325	BRMS1L	0	+	105987
chr14	39031919	39109646	SEC23A	0	-	77727
chr14	24232422	24239242	GMPR2	0	+	6820
chr14	39175183	39183220	PNN	0	+	8037
chr14	24265538	24271611	RABGGTA	0	-	6073
chr14	24365673	24379604	NFATC4	0	+	13931
chr20	45898621	45912155	PLTP	0	-	13534
chr20	45934683	45948023	PCIF1	0	+	13340
chr20	46008908	46016561	MMP9	0	+	7653
chr20	35002404	35092807	TRPC4AP	0	-	90403
chr20	25294742	25390835	ABHD12	0	-	96093
chr20	25407673	25452628	GINS1	0	+	44955
chr20	25452697	25585531	NINL	0	-	132834
chr20	46118278	46129863	CD40	0	+	11585
chr20	35302566	35412031	UQCC1	0	-	109465
chr20	47209214	47356889	ZMYND8	0	-	147675
chr20	43558968	43588237	SGK2	0	+	29269
chr20	43590937	43647299	IFT52	0	+	56362
chr20	43667019	43716495	MYBL2	0	+	49476
chr20	36651766	36746090	NDRG3	0	-	94324
chr20	51386957	51562831	NFATC2	0	-	175874
chr20	44751808	44810546	RIMS4	0	-	58738
chr20	44910060	44959035	PABPC1L	0	+	48975
chr20	44966479	45080021	STK4	0	+	113542
chr20	51782331	51802521	SALL4	0	-	20190
chr20	50888916	50931437	ADNP	0	-	42521
chr20	54208087	54228052	PFDN4	0	+	19965
chr20	54475593	54651169	DOK5	0	+	175576
chr20	56392371	56406362	CSTF1	0	+	13991
chr20	57168753	57266641	BMP7	0	-	97888
chr20	57351223	57379211	RAE1	0	+	27988
chr20	63865228	63891545	TPD52L2	0	+	26317
chr20	63895126	63936031	DNAJC5	0	+	40905
chr20	58985686	59008238	CTSZ	0	-	22552
chr20	63981132	64033100	PRPF6	0	+	51968
chr20	59019429	59026654	TUBB1	0	+	7225
chr20	59033145	59042809	PRELID3B	0	-	9664
chr20	62183028	62203568	MTG2	0	+	20540
chr20	62136733	62143440	PSMA7	0	-	6707
chr20	62642503	62685785	SLCO4A1	0	+	43282
chr20	62796473	62801729	MRGBP	0	+	5256
chr20	62877738	62937952	DIDO1	0	-	60214
chr20	62938147	62948475	GID8	0	+	10328
chr20	62952707	62969585	SLC17A9	0	+	16878
chr20	63272785	63289790	ARFGAP1	0	+	17005
chr20	63488013	63499239	EEF1A2	0	-	11226
chr20	63528001	63537376	PTK6	0	-	9375
chr20	63587602	63627101	GMEB2	0	-	39499
chr20	3753508	3767781	C20orf27	0	-	14273
chr20	3777504	3781448	SPEF1	0	-	3944
chr20	3786772	3806121	CDC25B	0	+	19349
chr20	13221274	13300651	ISM1	0	+	79377
chr20	3927309	4015558	RNF24	0	-	88249
chr20	13785007	13821580	NDUFAF5	0	+	36573
chr20	362835	397559	TRIB3	0	+	34724
chr20	4780023	4823608	RASSF2	0	-	43585
chr20	472498	543835	CSNK2A1	0	-	71337
chr20	760080	776015	SLC52A3	0	-	15935
chr20	958452	1002311	RSPO4	0	-	43859
chr20	5126879	5197887	CDS2	0	+	71008
chr20	31514410	31577923	HM13	0	+	63513
chr20	18507520	18561415	SEC23B	0	+	53895
chr20	6074845	6123030	FERMT1	0	-	48185
chr20	32010438	32032180	CCM2L	0	+	21742
chr20	9067825	9504593	PLCB4	0	+	436768
chr20	36541497	36551447	MYL9	0	+	9950
chr20	32052197	32101856	HCK	0	+	49659
chr20	32109714	32167258	TM9SF4	0	+	57544
chr20	32207880	32238658	POFUT1	0	+	30778
chr20	36890229	36951893	SAMHD1	0	-	61664
chr20	32277651	32335011	KIF3B	0	+	57360
chr20	37101226	37179588	MROH8	0	-	78362
chr20	2652593	2658393	NOP56	0	+	5800
chr20	37289649	37317260	MANBAL	0	+	27611
chr20	2658395	2664219	IDH3B	0	-	5824
chr20	32819954	32850405	MAPRE1	0	+	30451
chr20	10637684	10673999	JAG1	0	-	36315
chr20	33358839	33401561	CDK5RAP1	0	-	42722
chr20	33407957	33443763	SNTA1	0	-	35806
chr20	37983007	38033461	TTI1	0	-	50454
chr20	33675477	33686385	E2F1	0	-	10908
chr20	38033725	38127780	RPRD1B	0	+	94055
chr20	33702758	33720319	PXMP4	0	-	17561
chr20	33811348	33854366	CHMP4B	0	+	43018
chr20	38304150	38337505	BPI	0	+	33355
chr20	23626706	23638473	CST3	0	-	11767
chr20	23685640	23689038	CST4	0	-	3398
chr20	38748460	38772520	ACTR5	0	+	24060
chr20	45469753	45481532	WFDC2	0	+	11779
chr20	34280268	34311802	AHCY	0	-	31534
chr20	38805697	38923024	PPP1R16B	0	+	117327
chr20	38926312	38953106	FAM83D	0	+	26794
chr20	38962299	39039723	DHX35	0	+	77424
chr20	45791954	45811427	DNTTIP1	0	+	19473
chr20	34546854	34560345	MAP1LC3A	0	+	13491
chr20	24469629	24666616	SYNDIG1	0	+	196987
chr20	34560542	34698790	PIGU	0	-	138248
chr20	45841721	45857405	ACOT8	0	-	15684
chr20	24962925	24992751	APMAP	0	-	29826
chr18	37243040	37565827	CELF4	0	-	322787
chr18	76357682	76495242	ZNF516	0	-	137560
chr18	80109262	80147523	ADNP2	0	+	38261
chr18	158383	214629	USP14	0	+	56246
chr18	9914016	9960021	VAPA	0	+	46005
chr18	2537525	2571509	METTL4	0	-	33984
chr18	2916994	3013144	LPIN2	0	-	96150
chr18	2655726	2805017	SMCHD1	0	+	149291
chr18	3066807	3219968	MYOM1	0	-	153161
chr18	3247481	3256236	MYL12A	0	+	8755
chr18	12661833	12702777	CEP76	0	-	40944
chr18	12991362	13125052	CEP192	0	+	133690
chr18	48919853	48950965	SMAD7	0	-	31112
chr18	49560699	49599185	LIPG	0	+	38486
chr18	6941742	7117797	LAMA1	0	-	176055
chr18	32018825	32073219	RNF125	0	+	54394
chr18	9136228	9285985	ANKRD12	0	+	149757
chr18	54269517	54321266	POLI	0	+	51749
chr18	21704957	21870953	MIB1	0	+	165996
chr18	22798261	23026488	RBBP8	0	+	228227
chr18	23453287	23486603	RIOK3	0	+	33316
chrX	100820359	100841520	CSTF2	0	+	21161
chrX	3308565	3346652	MXRA5	0	-	38087
chrX	108044970	108079184	VSIG1	0	+	34214
chrX	108084207	108091549	PSMD10	0	-	7342
chrX	108091668	108154671	ATG4A	0	+	63003
chrX	7147237	7804358	STS	0	+	657121
chrX	9463320	9741037	TBL1X	0	+	277717
chrX	119236245	119244466	PGRMC1	0	+	8221
chrX	24693873	24996986	POLA1	0	+	303113
chrX	10445310	10833654	MID1	0	-	388344
chrX	109535781	109544698	NXT2	0	+	8917
chrX	111665811	111760649	ALG13	0	+	94838
chrX	12791355	12824222	PRPS2	0	+	32867
chrX	12906620	12923169	TLR8	0	+	16549
chrX	134887632	134915257	MOSPD1	0	-	27625
chrX	110194186	110440318	AMMECR1	0	-	246132
chrX	110673856	110795819	CHRDL1	0	-	121963
chrX	48590042	48608869	WDR13	0	+	18827
chrX	48695554	48709016	SUV39H1	0	+	13462
chrX	123859724	123913976	XIAP	0	+	54252
chrX	139726346	139945276	ATP11C	0	-	218930
chrX	153724856	153744755	ABCD1	0	+	19899
chrX	49205063	49233371	CACNA1F	0	-	28308
chrX	49187815	49200218	SYP	0	-	12403
chrX	115561174	115650861	PLS3	0	+	89687
chrX	153929225	153935080	NAA10	0	-	5855
chrX	153935269	153944687	RENBP	0	-	9418
chrX	130063955	130110716	ELF4	0	-	46761
chrX	129446501	129523500	SMARCA1	0	-	76999
chrX	15235288	15270467	ASB9	0	-	35179
chrX	65366638	65507887	ZC3H12B	0	+	141249
chrX	48961378	48971844	KCND1	0	-	10466
chrX	130339888	130373361	SLC25A14	0	+	33473
chrX	147911919	147951125	FMR1	0	+	39206
chrX	48913182	48919024	PIM2	0	-	5842
chrX	18239313	18354688	SCML2	0	-	115375
chrX	48890197	48903402	PQBP1	0	+	13205
chrX	48831096	48835610	PCSK1N	0	-	4514
chrX	154379273	154381574	EMD	0	+	2301
chrX	154411524	154421726	TAFAZZIN	0	+	10202
chrX	77910739	78129295	PGK1	0	+	218556
chrX	77825747	77899271	MAGT1	0	-	73524
chrX	21940709	21994837	SMS	0	+	54128
chrX	22032325	22494713	PHEX	0	+	462388
chrX	154483717	154486615	UBL4A	0	-	2898
chrX	150766336	150898816	CD99L2	0	-	132480
chr12	92770637	92929331	EEA1	0	-	158694
chrX	46837043	46882358	RP2	0	+	45315
chrX	46912276	47061242	JADE3	0	+	148966
chrX	47217860	47229997	CDK16	0	+	12137
chrX	47232866	47248328	USP11	0	+	15462
chrX	136497079	136512346	HTATSF1	0	+	15267
chrX	136532215	136556807	VGLL1	0	+	24592
chrX	136648158	136660390	CD40LG	0	+	12232
chrX	151953124	151974680	GABRE	0	-	21556
chrX	54445454	54496234	FGD1	0	-	50780
chrX	48508959	48520814	PORCN	0	+	11855
chrX	54748918	54798255	ITIH6	0	-	49337
chrX	54807599	54816015	MAGED2	0	+	8416
chrX	48574449	48581162	RBM3	0	+	6713
chrX	56232356	56291531	KLF8	0	+	59175
chrX	100671783	100732123	SYTL4	0	-	60340
chrX	75368427	75523502	ZDHHC15	0	-	155075
chrX	101098188	101166126	CENPI	0	+	67938
chrX	101219769	101264502	DRP2	0	+	44733
chrX	76173040	76178314	PBDC1	0	+	5274
chrX	101622797	101627843	ARMCX3	0	+	5046
chrX	103215108	103217246	BEX4	0	+	2138
chr13	46334681	46438190	RUBCNL	0	-	103509
chr13	101053776	101416508	NALCN	0	-	362732
chr13	101710804	102402457	FGF14	0	-	691653
chr13	79481124	79556077	NDFIP2	0	+	74953
chr13	108251240	108308484	TNFSF13B	0	+	57244
chr13	48975912	49209779	FNDC3A	0	+	233867
chr13	49247925	49293485	CDADC1	0	+	45560
chr13	49308650	49444064	CAB39L	0	-	135414
chr13	73054976	73077541	KLF5	0	+	22565
chr13	95677139	95794988	DNAJC3	0	+	117849
chr13	95801580	96053482	UGGT2	0	-	251902
chr13	111114559	111305737	ARHGEF7	0	+	191178
chr13	24420931	24512778	PARP4	0	-	91847
chr13	37009312	37059713	SUPT20H	0	-	50401
chr13	40729128	40771190	MRPS31	0	-	42062
chr13	40789412	40812460	SLC25A15	0	+	23048
chr13	49699320	49792682	KPNA3	0	-	93362
chr13	28300346	28495145	FLT1	0	-	194799
chr13	41457550	41470871	RGCC	0	+	13321
chr13	41566835	41961120	VWA8	0	-	394285
chr13	42040036	42256578	DGKH	0	+	216542
chr13	30202630	30307551	KATNAL1	0	-	104921
chr13	51354077	51454264	INTS6	0	-	100187
chr13	51767993	51804163	DHRS12	0	-	36170
chr13	30906271	30925572	MEDAG	0	+	19301
chr13	44432143	44577147	TSC22D1	0	-	145004
chr13	53028813	53052057	OLFM4	0	+	23244
chr16	760734	768865	MSLN	0	+	8131
chr16	4616493	4690974	MGRN1	0	+	74481
chr16	30778456	30787205	ZNF629	0	-	8749
chr16	67154185	67159909	TRADD	0	-	5724
chr16	67164681	67169945	HSF4	0	+	5264
chr16	30182827	30189076	CORO1A	0	+	6249
chr16	30114105	30123506	MAPK3	0	-	9401
chr16	30104810	30113537	GDPD3	0	-	8727
chr16	67199111	67204029	ELMO3	0	+	4918
chr16	67846923	67872567	NUTF2	0	+	25644
chr16	56730118	56850286	NUP93	0	+	120168
chr16	67806765	67832148	TSNAXIP1	0	+	25383
chr16	69565094	69704666	NFAT5	0	+	139572
chr16	48244300	48363122	LONP2	0	+	118822
chr16	48538726	48620148	N4BP1	0	-	81422
chr16	57248547	57284672	PLLP	0	-	36125
chr16	49487524	49857919	ZNF423	0	-	370395
chr16	57358783	57366189	CCL22	0	+	7406
chr16	72008588	72027664	DHODH	0	+	19076
chr16	67562467	67639177	CTCF	0	+	76710
chr16	67660946	67662774	PARD6A	0	+	1828
chr16	58025754	58046901	MMP15	0	+	21147
chr16	57999546	58021618	USB1	0	+	22072
chr16	69398402	69466264	CYB5B	0	+	67862
chr16	58231157	58283836	CCDC113	0	+	52679
chr16	58462846	58513628	NDRG4	0	+	50782
chr16	74296814	74306288	PSMD7	0	+	9474
chr16	58665109	58684770	SLC38A7	0	-	19661
chr16	70687439	70801160	VAC14	0	-	113721
chr16	68843531	69085182	TANGO6	0	+	241651
chr16	70480568	70523560	COG4	0	-	42992
chr16	68358327	68448508	SMPD3	0	-	90181
chr16	68264516	68301823	SLC7A6	0	+	37307
chr16	68245304	68261058	PLA2G15	0	+	15754
chr16	74712955	74774831	FA2H	0	-	61876
chr16	74871362	75000173	WDR59	0	-	128811
chr16	287440	352723	AXIN1	0	-	65283
chr16	84271	138677	NPRL3	0	-	54406
chr16	83899115	83951445	MLYCD	0	+	52330
chr16	84122141	84145192	HSDL1	0	-	23051
chr16	84294846	84329844	WFDC1	0	+	34998
chr16	84565596	84618078	COTL1	0	-	52482
chr16	84699986	84779922	USP10	0	+	79936
chr16	84819985	84920768	CRISPLD2	0	+	100783
chr16	4748239	4767624	ZNF500	0	-	19385
chr16	396725	410367	NME4	0	+	13642
chr16	15949138	16143257	ABCC1	0	+	194119
chr16	16232506	16300806	NOMO3	0	+	68300
chr16	853634	981318	LMF1	0	-	127684
chr16	729760	741329	CIAO3	0	-	11569
chr16	86530178	86555235	MTHFSD	0	-	25057
chr16	1444934	1475084	CLCN7	0	-	30150
chr16	87830023	87869507	SLC7A5	0	-	39484
chr16	715118	719655	METRN	0	+	4537
chr16	87326987	87392142	FBXO31	0	-	65155
chr16	675671	678268	RHBDL1	0	+	2597
chr16	1308880	1327018	UBE2I	0	+	18138
chr16	21238874	21303083	CRYM	0	-	64209
chr16	22206278	22288738	EEF2K	0	+	82460
chr16	527712	554636	CAPN15	0	+	26924
chr16	88715338	88785220	PIEZO1	0	-	69882
chr16	11868128	11916082	GSPT1	0	-	47954
chr16	23557721	23574389	UBFD1	0	+	16668
chr16	2783953	2787948	PRSS33	0	-	3995
chr16	23463542	23521995	GGA2	0	-	58453
chr16	12659799	12803887	CPPED1	0	-	144088
chr16	23061406	23149452	USP31	0	-	88046
chr16	4474690	4510347	HMOX2	0	+	35657
chr16	4425805	4456775	DNAJA3	0	+	30970
chr16	4340251	4420494	CORO7-PAM16	0	-	80243
chr16	14632931	14669236	BFAR	0	+	36305
chr16	51135982	51152334	SALL1	0	-	16352
chr16	52436417	52547802	TOX3	0	-	111385
chr16	53433977	53491648	RBL2	0	+	57671
chr16	29663279	29698699	QPRT	0	+	35420
chr16	17101769	17470960	XYLT1	0	-	369191
chr16	31201486	31203450	PYCARD	0	-	1964
chr16	29806106	29811164	MAZ	0	+	5058
chr16	31032889	31042975	STX4	0	+	10086
chr16	29858357	29863414	CDIPT	0	-	5057
chr16	31106107	31112791	BCKDK	0	+	6684
chr16	31114489	31131393	KAT8	0	+	16904
chr16	14833721	14896157	NOMO1	0	+	62436
chr16	27402174	27452042	IL21R	0	+	49868
chr16	19167971	19268332	SYT17	0	+	100361
chr16	19410496	19499113	TMC5	0	+	88617
chr16	19523811	19553408	CCP110	0	+	29597
chr16	19555240	19706793	VPS35L	0	+	151553
chr16	30761745	30776307	RNF40	0	+	14562
chr15	67254786	67502260	IQCH	0	+	247474
chr15	68578993	68727806	CORO2B	0	+	148813
chr15	74782080	74803197	CSK	0	+	21117
chr15	63608618	63833948	HERC1	0	-	225330
chr15	64387748	64455303	TRIP4	0	+	67555
chr15	65001512	65029639	MTFMT	0	-	28127
chr15	65053337	65076690	RASL12	0	-	23353
chr15	82659281	82710112	AP3B2	0	-	50831
chr15	78167468	78245688	ACSBG1	0	-	78220
chr15	65381484	65422947	IGDCC4	0	-	41463
chr15	65726054	65891989	RAB11A	0	+	165935
chr15	78921058	78949574	CTSH	0	-	28516
chr15	99136323	99251223	TTC23	0	-	114900
chr15	73683966	73714514	CD276	0	+	30548
chr15	80152490	80186946	FAH	0	+	34456
chr15	80779343	80951776	CEMIP	0	+	172433
chr15	41517176	41544269	RPAP1	0	-	27093
chr15	82836946	82986153	HOMER2	0	-	149207
chr15	41895933	41972557	EHD4	0	-	76624
chr15	42412823	42491141	ZNF106	0	-	78318
chr15	48712928	48811146	CEP152	0	-	98218
chr15	49858238	50182817	ATP8B4	0	-	324579
chr15	49621037	49656232	DTWD1	0	+	35195
chr15	43232590	43266928	TGM5	0	-	34338
chr15	29120252	29570979	FAM189A1	0	-	450727
chr15	50275389	50355408	GABPB1	0	-	80019
chr15	29699367	29968915	TJP1	0	-	269548
chr15	40087890	40108892	BMF	0	-	21002
chr15	51447711	51622833	DMXL2	0	-	175122
chr15	51681492	51721026	SCG3	0	+	39534
chr15	40765161	40807478	DNAJC17	0	-	42317
chr15	44554818	44663688	SPG11	0	-	108870
chr15	40872214	40874234	RHOV	0	-	2020
chr15	40894450	40903975	VPS18	0	+	9525
chr15	45479606	45522755	SLC30A4	0	-	43149
chr15	48134632	48178353	MYEF2	0	-	43721
chr8	17156482	17224799	ZDHHC2	0	+	68317
chr8	27284886	27311272	TRIM35	0	-	26386
chr8	81701334	81732903	ZFAND1	0	-	31569
chr8	54509422	54871720	RP1	0	+	362298
chr8	85463968	85481493	CA2	0	+	17525
chr8	28494205	28574267	FZD3	0	+	80062
chr8	28767661	28890242	INTS9	0	-	122581
chr8	89757806	89791064	RIPK2	0	+	33258
chr8	71197433	71592025	EYA1	0	-	394592
chr8	89933331	90003228	NBN	0	-	69897
chr8	72019917	72075584	TRPA1	0	-	55667
chr8	96645242	97149654	CPQ	0	+	504412
chr8	56957931	56993867	BPNT2	0	-	35936
chr8	41261962	41309473	SFRP1	0	-	47511
chr8	97775057	97853013	LAPTM4B	0	+	77956
chr8	73780097	73878910	UBE2W	0	-	98813
chr8	98117293	98159835	POP1	0	+	42542
chr8	98189826	98294393	NIPAL2	0	-	104567
chr8	42271302	42332460	IKBKB	0	+	61158
chr8	42174718	42207709	PLAT	0	-	32991
chr8	98371228	98942827	STK3	0	-	571599
chr8	74320613	74518007	GDAP1	0	+	197394
chr8	60516936	60623644	RAB2A	0	+	106708
chr8	108162787	108443496	EIF3E	0	-	280709
chr8	108443601	108489196	EMC2	0	+	45595
chr8	94641074	94707466	ESRP1	0	+	66392
chr8	133191039	133231690	CCN4	0	+	40651
chr8	133237175	133302022	NDRG1	0	-	64847
chr8	78675743	78805523	IL7	0	-	129780
chr8	79611117	79666158	STMN2	0	+	55041
chr8	65602458	65634217	ARMC1	0	-	31759
chr8	115408496	115809673	TRPS1	0	-	401177
chr8	100157906	100259278	SPAG1	0	+	101372
chr8	140511311	140517154	CHRAC1	0	+	5843
chr8	101686542	102124907	NCALD	0	-	438365
chr8	81799581	81842866	SNX16	0	-	43285
chr8	102252273	102412759	UBR5	0	-	160486
chr8	143553207	143563062	GSDMD	0	+	9855
chr8	143612618	143618048	GFUS	0	-	5430
chr8	143603210	143609773	PYCR3	0	-	6563
chr8	143579697	143599541	EEF1D	0	-	19844
chr8	124998497	125022283	SQLE	0	+	23786
chr8	19313693	19396218	SH2D4A	0	+	82525
chr8	19817391	19852083	INTS10	0	+	34692
chr8	9002147	9116746	ERI1	0	+	114599
chr8	22367278	22434129	SLC39A14	0	+	66851
chr8	11284816	11328146	MTMR9	0	+	43330
chr8	30095408	30177208	LEPROTL1	0	+	81800
chr8	23270120	23296279	R3HCC1	0	+	26159
chr8	30678066	30727846	GSR	0	-	49780
chr8	23190452	23225102	TNFRSF10A	0	-	34650
chr8	30729131	30767006	UBXN8	0	+	37875
chr8	30774457	30814314	PPP2CB	0	-	39857
chr8	15417215	15766649	TUSC3	0	+	349434
chr8	47960185	47978160	MCM4	0	+	17975
chr8	25427847	25458476	KCTD9	0	-	30629
chr8	17864380	17910365	FGL1	0	-	45985
chr8	18055992	18084998	ASAH1	0	-	29006
chr8	26383054	26505636	BNIP3L	0	+	122582
chr19	12646511	12666742	MAN2B1	0	-	20231
chr19	43766533	43780976	KCNN4	0	-	14443
chr19	48900312	48923372	NUCB1	0	+	23060
chr19	48968130	48993310	GYS1	0	-	25180
chr19	6494319	6502848	TUBB4A	0	-	8529
chr19	49085419	49108605	SNRNP70	0	+	23186
chr19	44954585	44993341	CLPTM1	0	+	38756
chr19	45001449	45038198	RELB	0	+	36749
chr19	45039045	45070956	CLASRP	0	+	31911
