0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	Middle	Start	End
chr5	56813609	56817043	0																													56815326	-1717	1717
chr5	58458813	58461340	1	954.0																												58460076	-1263	1264
chr5	61161219	61163337	0																													61162278	-1059	1059
chr5	61330217	61334588	0																													61332402	-2185	2186
chr5	65924742	65927589	0																													65926165	-1423	1424
chr5	69492154	69493143	0																													69492648	-494	495
chr5	73497614	73499132	0																													73498373	-759	759
chr5	78359279	78362223	0																													78360751	-1472	1472
chr5	79235816	79238452	2	-546.0	-317.0																											79237134	-1318	1318
chr5	79512283	79515736	0																													79514009	-1726	1727
chr5	80251992	80256577	0																													80254284	-2292	2293
chr5	80256665	80260576	0																													80258620	-1955	1956
chr5	86617104	86619662	0																													86618383	-1279	1279
chr5	91379664	91381380	0																													91380522	-858	858
chr5	98927795	98929275	0																													98928535	-740	740
chr5	108379818	108383337	0																													108381577	-1759	1760
chr5	115543964	115545752	0																													115544858	-894	894
chr5	115621620	115623314	0																													115622467	-847	847
chr5	132962220	132964588	0																													132963404	-1184	1184
chr5	134523436	134528754	0																													134526095	-2659	2659
chr5	134903583	134905750	0																													134904666	-1083	1084
chr5	135031201	135036373	0																													135033787	-2586	2586
chr5	135398087	135401561	0																													135399824	-1737	1737
chr5	137751584	137754489	2	-785.0	153.0																											137753036	-1452	1453
chr5	138541337	138544084	0																													138542710	-1373	1374
chr5	138572606	138573717	0																													138573161	-555	556
chr5	139292666	139294235	0																													139293450	-784	785
chr5	139339578	139341478	0																													139340528	-950	950
chr5	139389361	139395326	6	-1271.0	6.0	-1909.0	-1074.0	-1008.0	-1635.0																							139392343	-2982	2983
chr5	139396562	139399795	0																													139398178	-1616	1617
chr5	139400854	139407086	3	2199.0	2224.0	1292.0																										139403970	-3116	3116
chr5	139471229	139476700	0																													139473964	-2735	2736
chr5	139647970	139650695	0																													139649332	-1362	1363
chr5	140173857	140176387	0																													140175122	-1265	1265
chr5	140640718	140644387	6	-1377.0	-479.0	-85.0	487.0	677.0	-363.0																							140642552	-1834	1835
chr5	140695351	140697653	1	-493.0																												140696502	-1151	1151
chr5	141318687	141319818	1	-254.0																												141319252	-565	566
chr5	141634668	141638740	1	1689.0																												141636704	-2036	2036
chr5	141639313	141641341	5	15.0	-57.0	629.0	578.0	-225.0																								141640327	-1014	1014
chr5	141920748	141924577	3	-1162.0	-1247.0	-1184.0																										141922662	-1914	1915
chr5	148382340	148386200	0																													148384270	-1930	1930
chr5	150448161	150450424	0																													150449292	-1131	1132
chr5	150483231	150487488	0																													150485359	-2128	2129
chr5	150699007	150701159	1	-995.0																												150700083	-1076	1076
chr5	151090025	151092180	0																													151091102	-1077	1078
chr5	151094803	151096899	0																													151095851	-1048	1048
chr5	151769628	151772988	0																													151771308	-1680	1680
chr5	157740418	157742825	0																													157741621	-1203	1204
chr5	159265578	159268072	0																													159266825	-1247	1247
chr5	163459566	163461942	0																													163460754	-1188	1188
chr5	168290059	168293598	0																													168291828	-1769	1770
chr5	171387002	171388941	0																													171387971	-969	970
chr5	172769826	172773490	0																													172771658	-1832	1832
chr5	173323132	173326217	0																													173324674	-1542	1543
chr5	174722719	174726080	0																													174724399	-1680	1681
chr5	174726928	174730108	3	-956.0	-748.0	-764.0																										174728518	-1590	1590
chr5	176540394	176547202	0																													176543798	-3404	3404
chr5	177311737	177313995	0																													177312866	-1129	1129
chr5	177440073	177444444	3	360.0	347.0	965.0																										177442258	-2185	2186
chr5	177510470	177513842	2	12.0	412.0																											177512156	-1686	1686
chr5	177518826	177522665	0																													177520745	-1919	1920
chr5	177596375	177602299	0																													177599337	-2962	2962
chr5	178129587	178133304	0																													178131445	-1858	1859
chr5	178231242	178233965	0																													178232603	-1361	1362
chr5	179680239	179687484	0																													179683861	-3622	3623
chr5	179901804	179905805	0																													179903804	-2000	2001
chr5	180290694	180294325	0																													180292509	-1815	1816
chr5	180493568	180495807	0																													180494687	-1119	1120
chr6	2761731	2766791	0																													2764261	-2530	2530
chr6	2839124	2840038	0																													2839581	-457	457
chr6	2987389	2989784	0																													2988586	-1197	1198
chr6	3059801	3065958	0																													3062879	-3078	3079
chr6	3454582	3459764	0																													3457173	-2591	2591
chr6	3848095	3851177	0																													3849636	-1541	1541
chr6	4016086	4018915	0																													4017500	-1414	1415
chr6	8432774	8434485	0																													8433629	-855	856
chr6	8435002	8436192	0																													8435597	-595	595
chr6	10417953	10419627	2	-768.0	-730.0																											10418790	-837	837
chr6	12008844	12010253	0																													12009548	-704	705
chr6	12292519	12293716	0																													12293117	-598	599
chr6	13572967	13575478	0																													13574222	-1255	1256
chr6	13709924	13712586	0																													13711255	-1331	1331
chr6	15247752	15249318	0																													15248535	-783	783
chr6	16127891	16130118	0																													16129004	-1113	1114
chr6	17392761	17394482	0																													17393621	-860	861
chr6	17602911	17605059	0																													17603985	-1074	1074
chr6	17705490	17707410	0																													17706450	-960	960
chr6	18263359	18267802	0																													18265580	-2221	2222
chr6	19836957	19839452	0																													19838204	-1247	1248
chr6	21596595	21597942	1	-225.0																												21597268	-673	674
chr6	26051501	26056616	4	-1831.0	-1776.0	-1820.0	-1753.0																									26054058	-2557	2558
chr6	26155581	26158361	6	-125.0	-1194.0	399.0	314.0	296.0	-1185.0																							26156971	-1390	1390
chr6	26158832	26159837	0																													26159334	-502	503
chr6	26232827	26234688	5	-832.0	-733.0	-702.0	-512.0	-508.0																								26233757	-930	931
chr6	26596434	26599131	4	-268.0	-507.0	-200.0	-823.0																									26597782	-1348	1349
chr6	27145127	27145670	0																													27145398	-271	272
chr6	27836509	27838789	10	-1122.0	-686.0	-474.0	-463.0	-657.0	-1096.0	-327.0	-308.0	-629.0	-505.0																			27837649	-1140	1140
chr6	27866609	27868605	4	521.0	641.0	506.0	191.0																									27867607	-998	998
chr6	28922952	28925199	1	815.0																												28924075	-1123	1124
chr6	30071046	30078106	1	-1193.0																												30074576	-3530	3530
chr6	30209306	30211606	0																													30210456	-1150	1150
chr6	30212066	30216298	0																													30214182	-2116	2116
chr6	30326016	30327650	0																													30326833	-817	817
chr6	30489444	30493501	1	1907.0																												30491472	-2028	2029
chr6	30555261	30559939	1	1444.0																												30557600	-2339	2339
chr6	30570805	30573865	0																													30572335	-1530	1530
chr6	30624414	30629765	1	-141.0																												30627089	-2675	2676
chr6	30720007	30722243	0																													30721125	-1118	1118
chr6	30739977	30743618	0																													30741797	-1820	1821
chr6	30743669	30746008	2	912.0	866.0																											30744838	-1169	1170
chr6	30909531	30916450	5	-1863.0	-2787.0	1811.0	-190.0	-2163.0																								30912990	-3459	3460
chr6	31623641	31625915	1	-723.0																												31624778	-1137	1137
chr6	31650695	31656743	0																													31653719	-3024	3024
chr6	31661405	31666726	2	208.0	71.0																											31664065	-2660	2661
chr6	31676546	31681518	0																													31679032	-2486	2486
chr6	31721065	31726370	1	68.0																												31723717	-2652	2653
chr6	31777531	31782854	0																													31780192	-2661	2662
chr6	31815440	31818115	0																													31816777	-1337	1338
chr6	31860810	31862967	1	-861.0																												31861888	-1078	1079
chr6	31880545	31883742	0																													31882143	-1598	1599
chr6	31899044	31905019	3	1813.0	1026.0	1972.0																										31902031	-2987	2988
chr6	31973629	31979770	0																													31976699	-3070	3071
chr6	32186623	32189053	3	696.0	1026.0	809.0																										32187838	-1215	1215
chr6	32967909	32969718	0																													32968813	-904	905
chr6	32969777	32971785	1	-909.0																												32970781	-1004	1004
chr6	33207664	33209495	0																													33208579	-915	916
chr6	33211051	33212572	1	-39.0																												33211811	-760	761
chr6	33274740	33281352	12	1812.0	-1757.0	-34.0	409.0	-272.0	-2762.0	-2652.0	-73.0	614.0	1980.0	-1488.0	-624.0																	33278046	-3306	3306
chr6	33314433	33318611	7	272.0	911.0	673.0	853.0	-191.0	518.0	-44.0																						33316522	-2089	2089
chr6	33409254	33412600	1	-1377.0																												33410927	-1673	1673
chr6	33450541	33453014	0																													33451777	-1236	1237
chr6	33453440	33455884	3	-1105.0	-1087.0	-768.0																										33454662	-1222	1222
chr6	33575045	33580260	2	104.0	1740.0																											33577652	-2607	2608
chr6	33787425	33791335	0																													33789380	-1955	1955
chr6	34243465	34247115	1	-1232.0																												34245290	-1825	1825
chr6	34247481	34250908	1	1402.0																												34249194	-1713	1714
chr6	35295856	35299843	0																													35297849	-1993	1994
chr6	35470976	35472561	0																													35471768	-792	793
chr6	35495749	35502112	1	631.0																												35498930	-3181	3182
chr6	36676838	36682893	0																													36679865	-3027	3028
chr6	36985028	36988383	0																													36986705	-1677	1678
chr6	37817512	37820900	0																													37819206	-1694	1694
chr6	41543183	41550650	0																													41546916	-3733	3734
chr6	43012312	43015271	6	539.0	457.0	1315.0	669.0	830.0	606.0																							43013791	-1479	1480
chr6	43019606	43020880	1	-522.0																												43020243	-637	637
chr6	43024250	43028878	1	1488.0																												43026564	-2314	2314
chr6	43035525	43039315	4	-291.0	-1143.0	-323.0	-353.0																									43037420	-1895	1895
chr6	43039660	43041234	1	268.0																												43040447	-787	787
chr6	43043632	43047933	2	907.0	451.0																											43045782	-2150	2151
chr6	43071351	43074201	1	583.0																												43072776	-1425	1425
chr6	43169162	43175414	2	-1672.0	-1651.0																											43172288	-3126	3126
chr6	43178584	43181442	3	580.0	758.0	98.0																										43180013	-1429	1429
chr6	43578976	43582095	0																													43580535	-1559	1560
chr6	43623998	43626984	1	-22.0																												43625491	-1493	1493
chr6	43769858	43772733	0																													43771295	-1437	1438
chr6	44153684	44156862	0																													44155273	-1589	1589
chr6	44221958	44225594	0																													44223776	-1818	1818
chr6	44251736	44258674	18	1868.0	-326.0	3416.0	3415.0	1945.0	432.0	3014.0	-149.0	-1234.0	-93.0	499.0	1515.0	-186.0	1898.0	-1256.0	1482.0	3388.0	-1207.0											44255205	-3469	3469
chr6	44261828	44267191	1	-577.0																												44264509	-2681	2682
chr6	53792896	53796323	0																													53794609	-1713	1714
chr6	73392932	73395400	4	-834.0	-826.0	-711.0	-816.0																									73394166	-1234	1234
chr6	75283769	75287556	0																													75285662	-1893	1894
chr6	75600765	75603125	0																													75601945	-1180	1180
chr6	79075118	79079182	0																													79077150	-2032	2032
chr6	82363501	82365741	1	-787.0																												82364621	-1120	1120
chr6	83192059	83194079	0																													83193069	-1010	1010
chr6	85674966	85675958	0																													85675462	-496	496
chr6	87700784	87702972	0																													87701878	-1094	1094
chr6	89079405	89083716	0																													89081560	-2155	2156
chr6	99424749	99428444	0																													99426596	-1847	1848
chr6	100880253	100881812	0																													100881032	-779	780
chr6	108557621	108562041	0																													108559831	-2210	2210
chr6	109467109	109470739	1	1201.0																												109468924	-1815	1815
chr6	110873964	110876079	1	18.0																												110875021	-1057	1058
chr6	116250566	116252746	0																													116251656	-1090	1090
chr6	128518712	128521476	0																													128520094	-1382	1382
chr6	131948665	131951790	3	-80.0	686.0	216.0																										131950227	-1562	1563
chr6	132813604	132814894	3	-334.0	-346.0	-347.0																										132814249	-645	645
chr6	136548742	136552786	0																													136550764	-2022	2022
chr6	138690634	138693922	0																													138692278	-1644	1644
chr6	139131928	139136500	0																													139134214	-2286	2286
chr6	139372988	139375125	3	331.0	871.0	104.0																										139374056	-1068	1069
chr6	142299879	142302357	0																													142301118	-1239	1239
chr6	143506985	143509150	1	773.0																												143508067	-1082	1083
chr6	150864994	150868639	0																													150866816	-1822	1823
chr6	151389474	151392530	0																													151391002	-1528	1528
chr6	151448137	151451933	0																													151450035	-1898	1898
chr6	152981948	152985032	0																													152983490	-1542	1542
chr6	153001856	153004471	0																													153003163	-1307	1308
chr6	154832415	154833127	1	-178.0																												154832771	-356	356
chr6	156776972	156780129	1	401.0																												156778550	-1578	1579
chr6	157980445	157986502	0																													157983473	-3028	3029
chr6	158817553	158819936	2	619.0	626.0																											158818744	-1191	1192
chr6	160124354	160127634	0																													160125994	-1640	1640
chr6	166336972	166340119	0																													166338545	-1573	1574
chr6	167825459	167828153	4	723.0	848.0	771.0	674.0																									167826806	-1347	1347
chr6	169701646	169703832	2	136.0	-629.0																											169702739	-1093	1093
chr6	169723589	169725716	0																													169724652	-1063	1064
chr6	169750850	169753628	2	1172.0	903.0																											169752239	-1389	1389
chr6	170287166	170294292	1	1006.0																												170290729	-3563	3563
chr7	721034	726501	0																													723767	-2733	2734
chr7	974315	978744	0																													976529	-2214	2215
chr7	1456420	1461516	0																													1458968	-2548	2548
chr7	1495414	1502400	6	3475.0	-693.0	3368.0	1712.0	-1443.0	-1367.0																							1498907	-3493	3493
chr7	1503776	1507798	0																													1505787	-2011	2011
chr7	2232019	2239800	2	807.0	580.0																											2235909	-3890	3891
chr7	2241669	2245495	2	-1128.0	-1073.0																											2243582	-1913	1913
chr7	2354285	2356011	0																													2355148	-863	863
chr7	4771008	4773456	0																													4772232	-1224	1224
chr7	4774030	4777612	0																													4775821	-1791	1791
chr7	5188591	5191825	0																													5190208	-1617	1617
chr7	5423089	5424622	0																													5423855	-766	767
chr7	5515701	5521550	0																													5518625	-2924	2925
chr7	5777760	5784694	0																													5781227	-3467	3467
chr7	6479942	6485287	0																													6482614	-2672	2673
chr7	6589388	6591654	0																													6590521	-1133	1133
chr7	6633807	6638522	0																													6636164	-2357	2358
chr7	7568403	7570336	0																													7569369	-966	967
chr7	7967792	7970333	0																													7969062	-1270	1271
chr7	8261375	8262955	0																													8262165	-790	790
chr7	16645982	16647309	0																													16646645	-663	664
chr7	25124869	25126211	0																													25125540	-671	671
chr7	29560028	29564231	0																													29562129	-2101	2102
chr7	29986543	29990366	0																													29988454	-1911	1912
chr7	30283272	30287114	0																													30285193	-1921	1921
chr7	39948956	39952283	0																													39950619	-1663	1664
chr7	44571578	44574824	3	608.0	794.0	1497.0																										44573201	-1623	1623
chr7	44577925	44579987	1	-564.0																												44578956	-1031	1031
chr7	44747227	44750712	0																													44748969	-1742	1743
chr7	44795069	44797414	0																													44796241	-1172	1173
chr7	44847588	44851692	0																													44849640	-2052	2052
chr7	44883201	44884354	0																													44883777	-576	577
chr7	44884982	44888799	0																													44886890	-1908	1909
chr7	45108628	45112826	0																													45110727	-2099	2099
chr7	47580846	47584178	0																													47582512	-1666	1666
chr7	47979006	47979864	0																													47979435	-429	429
chr7	51314535	51321165	0																													51317850	-3315	3315
chr7	55364226	55367907	0																													55366066	-1840	1841
chr7	66088889	66095431	3	3246.0	-441.0	-441.0																										66092160	-3271	3271
chr7	66992437	66995820	1	-1239.0																												66994128	-1691	1692
chr7	73556314	73559181	0																													73557747	-1433	1434
chr7	73678995	73685102	2	-1170.0	-1797.0																											73682048	-3053	3054
chr7	73731828	73739375	3	-1662.0	-1992.0	-737.0																										73735601	-3773	3774
chr7	73739396	73741892	0																													73740644	-1248	1248
chr7	73767615	73770524	1	-251.0																												73769069	-1454	1455
chr7	74171280	74175517	1	-997.0																												74173398	-2118	2119
chr7	76049143	76050728	0																													76049935	-792	793
chr7	76302026	76304970	2	-726.0	-567.0																											76303498	-1472	1472
chr7	76305020	76308660	0																													76306840	-1820	1820
chr7	76508020	76514588	0																													76511304	-3284	3284
chr7	76626461	76629797	0																													76628129	-1668	1668
chr7	77536075	77538632	0																													77537353	-1278	1279
chr7	77695832	77697456	0																													77696644	-812	812
chr7	83162306	83163411	0																													83162858	-552	553
chr7	87151162	87153641	0																													87152401	-1239	1240
chr7	92244965	92247384	0																													92246174	-1209	1210
chr7	92446751	92449263	0																													92448007	-1256	1256
chr7	92588016	92588928	0																													92588472	-456	456
chr7	92589313	92591195	1	-95.0																												92590254	-941	941
chr7	92839196	92839305	0																													92839250	-54	55
chr7	98877133	98882066	1	-1512.0																												98879599	-2466	2467
chr7	99503131	99508469	2	-481.0	-253.0																											99505800	-2669	2669
chr7	100013715	100016685	0																													100015200	-1485	1485
chr7	100089798	100094692	8	-632.0	775.0	968.0	-590.0	-673.0	2427.0	-840.0	-1136.0																					100092245	-2447	2447
chr7	100095581	100099543	9	225.0	-1736.0	-153.0	-1753.0	-1712.0	-1625.0	-1552.0	235.0	1787.0																				100097562	-1981	1981
chr7	100100323	100103423	1	-511.0																												100101873	-1550	1550
chr7	100119767	100125000	2	83.0	-2508.0																											100122383	-2616	2617
chr7	100125157	100129493	1	-795.0																												100127325	-2168	2168
chr7	100366311	100372652	2	1851.0	2059.0																											100369481	-3170	3171
chr7	100438288	100444346	0																													100441317	-3029	3029
chr7	100564881	100571704	1	3159.0																												100568292	-3411	3412
chr7	100571803	100574670	3	846.0	667.0	832.0																										100573236	-1433	1434
chr7	100576486	100582989	2	-2691.0	1894.0																											100579737	-3251	3252
chr7	100819280	100825744	2	2874.0	33.0																											100822512	-3232	3232
chr7	100864781	100870240	0																													100867510	-2729	2730
chr7	101087060	101094051	4	3194.0	1709.0	1718.0	1437.0																									101090555	-3495	3496
chr7	101816061	101818458	0																													101817259	-1198	1199
chr7	102285457	102289583	0																													102287520	-2063	2063
chr7	102428214	102430994	0																													102429604	-1390	1390
chr7	102464330	102469636	4	815.0	-1348.0	-1152.0	-764.0																									102466983	-2653	2653
chr7	106107785	106109576	0																													106108680	-895	896
chr7	106283630	106286878	1	280.0																												106285254	-1624	1624
chr7	107742934	107746082	0																													107744508	-1574	1574
chr7	108000439	108000889	0																													108000664	-225	225
chr7	108568764	108570484	1	-29.0																												108569624	-860	860
chr7	118182982	118185243	0																													118184112	-1130	1131
chr7	120949393	120951470	1	-704.0																												120950431	-1038	1039
chr7	121395454	121396812	0																													121396133	-679	679
chr7	127589118	127590904	1	53.0																												127590011	-893	893
chr7	127591699	127592460	0																													127592079	-380	381
chr7	128672502	128674178	0																													128673340	-838	838
chr7	137999499	138002603	0																													138001051	-1552	1552
chr7	139230109	139233331	0																													139231720	-1611	1611
chr7	139338924	139343169	4	-373.0	-455.0	-213.0	-452.0																									139341046	-2122	2123
chr7	140172828	140177640	0																													140175234	-2406	2406
chr7	143900802	143903538	0																													143902170	-1368	1368
chr7	149125113	149128079	0																													149126596	-1483	1483
chr7	149261380	149264207	0																													149262793	-1413	1414
chr7	149493935	149496081	0																													149495008	-1073	1073
chr7	149770963	149778654	1	-2126.0																												149774808	-3845	3846
chr7	149836157	149839394	0																													149837775	-1618	1619
chr7	149872576	149875240	0																													149873908	-1332	1332
chr7	151048292	151050945	9	274.0	633.0	672.0	549.0	659.0	545.0	523.0	-608.0	341.0																				151049618	-1326	1327
chr7	151052650	151056748	7	1976.0	-674.0	2032.0	-369.0	-1892.0	1961.0	-1898.0																						151054699	-2049	2049
chr7	151088587	151094640	0																													151091613	-3026	3027
chr7	151518353	151521861	0																													151520107	-1754	1754
chr7	152434253	152437412	1	102.0																												152435832	-1579	1580
chr7	155296748	155299343	0																													155298045	-1297	1298
chr7	155644410	155646187	0																													155645298	-888	889
chr7	158827595	158830449	0																													158829022	-1427	1427
chr8	1762917	1766198	0																													1764557	-1640	1641
chr8	8385461	8387409	0																													8386435	-974	974
chr8	8700818	8703276	1	-867.0																												8702047	-1229	1229
chr8	9148508	9152641	0																													9150574	-2066	2067
chr8	11328178	11332268	1	-1461.0																												11330223	-2045	2045
chr8	12753711	12756080	0																													12754895	-1184	1185
chr8	17245225	17247945	0																													17246585	-1360	1360
chr8	19312370	19314262	0																													19313316	-946	946
chr8	22104273	22107136	0																													22105704	-1431	1432
chr8	22108764	22112334	0																													22110549	-1785	1785
chr8	22689056	22696052	3	1960.0	2942.0	1463.0																										22692554	-3498	3498
chr8	22998286	23005875	2	-3312.0	-2362.0																											23002080	-3794	3795
chr8	23068486	23070316	0																													23069401	-915	915
chr8	23246354	23247624	1	354.0																												23246989	-635	635
chr8	23423503	23425279	0																													23424391	-888	888
chr8	23677273	23680112	0																													23678692	-1419	1420
chr8	25457435	25459983	0																													25458709	-1274	1274
chr8	27609471	27612070	1	256.0																												27610770	-1299	1300
chr8	27613680	27617206	0																													27615443	-1763	1763
chr8	30811184	30813164	0																													30812174	-990	990
chr8	37693616	37698922	5	-1768.0	-1770.0	-2274.0	140.0	131.0																								37696269	-2653	2653
chr8	42541128	42542638	0																													42541883	-755	755
chr8	42894238	42897782	0																													42896010	-1772	1772
chr8	47734857	47739132	3	1583.0	1434.0	1638.0																										47736994	-2137	2138
chr8	48006581	48009211	0																													48007896	-1315	1315
chr8	51897691	51900164	0																													51898927	-1236	1237
chr8	60515247	60518777	0																													60517012	-1765	1765
chr8	60678598	60682069	0																													60680333	-1735	1736
chr8	63167178	63169534	2	-1043.0	-488.0																											63168356	-1178	1178
chr8	66430159	66431197	0																													66430678	-519	519
chr8	70401429	70404736	0																													70403082	-1653	1654
chr8	80485424	80487928	2	-571.0	-996.0																											80486676	-1252	1252
chr8	81695306	81697398	0																													81696352	-1046	1046
chr8	85176762	85178501	1	-17.0																												85177631	-869	870
chr8	86319679	86319830	0																													86319754	-75	76
chr8	86341537	86343746	0																													86342641	-1104	1105
chr8	89900504	89903416	0																													89901960	-1456	1456
chr8	91069501	91071834	1	336.0																												91070667	-1166	1167
chr8	94640999	94643119	2	88.0	6.0																											94642059	-1060	1060
chr8	95133193	95135180	0																													95134186	-993	994
chr8	97274351	97279248	6	-530.0	-581.0	285.0	-152.0	182.0	0.0																							97276799	-2448	2449
chr8	100720110	100724581	0																													100722345	-2235	2236
chr8	100948290	100954043	1	2374.0																												100951166	-2876	2877
chr8	101204172	101207064	0																													101205618	-1446	1446
chr8	101491667	101494696	0																													101493181	-1514	1515
chr8	102410077	102415245	0																													102412661	-2584	2584
chr8	102653248	102658660	2	2460.0	374.0																											102655954	-2706	2706
chr8	103019895	103023129	0																													103021512	-1617	1617
chr8	103297840	103299610	0																													103298725	-885	885
chr8	118108327	118109405	0																													118108866	-539	539
chr8	118109724	118112622	2	92.0	907.0																											118111173	-1449	1449
chr8	119828855	119830245	0																													119829550	-695	695
chr8	122781370	122784215	0																													122782792	-1422	1423
chr8	123767270	123769320	0																													123768295	-1025	1025
chr8	124537864	124539649	2	-450.0	-333.0																											124538756	-892	893
chr8	125429634	125433048	0																													125431341	-1707	1707
chr8	125433112	125433578	1	-35.0																												125433345	-233	233
chr8	126555222	126559654	4	1040.0	249.0	786.0	-27.0																									126557438	-2216	2216
chr8	130442516	130446227	0																													130444371	-1855	1856
chr8	133569927	133573255	0																													133571591	-1664	1664
chr8	140507751	140513765	0																													140510758	-3007	3007
chr8	140634202	140637710	0																													140635956	-1754	1754
chr8	140999933	141002518	0																													141001225	-1292	1293
chr8	142679439	142681825	1	11.0																												142680632	-1193	1193
chr8	142682834	142684461	0																													142683647	-813	814
chr8	142723684	142728926	0																													142726305	-2621	2621
chr8	142738842	142745289	0																													142742065	-3223	3224
chr8	143020547	143027487	0																													143024017	-3470	3470
chr8	143249113	143251772	3	302.0	97.0	407.0																										143250442	-1329	1330
chr8	143292631	143297940	0																													143295285	-2654	2655
chr8	143535564	143540217	0																													143537890	-2326	2327
chr8	143594533	143597566	0																													143596049	-1516	1517
chr8	143736367	143740058	0																													143738212	-1845	1846
chr8	143824791	143831848	0																													143828319	-3528	3529
chr8	143831937	143833932	0																													143832934	-997	998
chr8	143968629	143974125	0																													143971377	-2748	2748
chr8	143974839	143978636	1	1452.0																												143976737	-1898	1899
chr8	144079324	144081891	1	20.0																												144080607	-1283	1284
chr8	144082058	144088146	5	275.0	-569.0	588.0	1807.0	-883.0																								144085102	-3044	3044
chr8	144091156	144093556	0																													144092356	-1200	1200
chr8	144293834	144300002	0																													144296918	-3084	3084
chr8	144429691	144431461	0																													144430576	-885	885
chr8	144431485	144437772	4	-844.0	2205.0	-2436.0	-2345.0																									144434628	-3143	3144
chr8	144461983	144463946	0																													144462964	-981	982
chr8	144471495	144478631	0																													144475063	-3568	3568
chr8	144788270	144791109	0																													144789689	-1419	1420
chr8	144791670	144796693	0																													144794181	-2511	2512
chr9	4792342	4794054	0																													4793198	-856	856
chr9	6006800	6009152	2	677.0	741.0																											6007976	-1176	1176
chr9	21332153	21332460	0																													21332306	-153	154
chr9	21805351	21810049	0																													21807700	-2349	2349
chr9	33163374	33164928	0																													33164151	-777	777
chr9	33165287	33168220	0																													33166753	-1466	1467
chr9	33264050	33266662	1	-691.0																												33265356	-1306	1306
chr9	33287820	33290485	0																													33289152	-1332	1333
chr9	34988932	34991958	3	-159.0	-325.0	-333.0																										34990445	-1513	1513
chr9	35068754	35071201	0																													35069977	-1223	1224
chr9	35098049	35101245	0																													35099647	-1598	1598
chr9	35731772	35739402	9	-2171.0	463.0	2769.0	-3296.0	-3478.0	-3419.0	2481.0	-2776.0	-1313.0																				35735587	-3815	3815
chr9	37420497	37424314	1	-418.0																												37422405	-1908	1909
chr9	37425522	37429247	2	760.0	-1262.0																											37427384	-1862	1863
chr9	37464310	37465976	0																													37465143	-833	833
chr9	38063752	38066405	0																													38065078	-1326	1327
chr9	38067499	38071706	0																													38069602	-2103	2104
chr9	38392156	38397683	1	-998.0																												38394919	-2763	2764
chr9	38619483	38622702	1	855.0																												38621092	-1609	1610
chr9	72363052	72366918	0																													72364985	-1933	1933
chr9	74951776	74953127	0																													74952451	-675	676
chr9	81687362	81694450	0																													81690906	-3544	3544
chr9	83978505	83982117	0																													83980311	-1806	1806
chr9	87723540	87727293	0																													87725416	-1876	1877
chr9	88387624	88389743	0																													88388683	-1059	1060
chr9	88533809	88536986	0																													88535397	-1588	1589
chr9	89310246	89311950	0																													89311098	-852	852
chr9	89320963	89322706	0																													89321834	-871	872
chr9	89604431	89606523	2	221.0	-334.0																											89605477	-1046	1046
chr9	92115092	92116862	0																													92115977	-885	885
chr9	93129512	93136756	0																													93133134	-3622	3622
chr9	93449471	93452662	1	62.0																												93451066	-1595	1596
chr9	96416785	96419528	0																													96418156	-1371	1372
chr9	96775780	96778898	0																													96777339	-1559	1559
chr9	98788730	98794442	0																													98791586	-2856	2856
chr9	99224736	99226057	0																													99225396	-660	661
chr9	99818332	99820659	0																													99819495	-1163	1164
chr9	99822368	99824484	0																													99823426	-1058	1058
chr9	106862296	106865895	0																													106864095	-1799	1800
chr9	107282752	107285026	0																													107283889	-1137	1137
chr9	109496249	109498706	0																													109497477	-1228	1229
chr9	110577089	110578303	0																													110577696	-607	607
chr9	111482545	111484748	0																													111483646	-1101	1102
chr9	111632468	111635726	0																													111634097	-1629	1629
chr9	113372153	113375572	4	-141.0	-661.0	371.0	-267.0																									113373862	-1709	1710
chr9	113408740	113412077	0																													113410408	-1668	1669
chr9	114606284	114608647	0																													114607465	-1181	1182
chr9	122265604	122266806	0																													122266205	-601	601
chr9	122911708	122916757	3	2369.0	2196.0	2323.0																										122914232	-2524	2525
chr9	124854885	124859975	4	-623.0	-501.0	64.0	663.0																									124857430	-2545	2545
chr9	125201482	125206175	0																													125203828	-2346	2347
chr9	127395322	127402110	0																													127398716	-3394	3394
chr9	127448158	127451214	0																													127449686	-1528	1528
chr9	127705572	127712055	1	1676.0																												127708813	-3241	3242
chr9	127929083	127933291	0																													127931187	-2104	2104
chr9	127937614	127940040	0																													127938827	-1213	1213
chr9	128266983	128273996	1	-3358.0																												128270489	-3506	3507
chr9	128274995	128280014	5	1201.0	1210.0	1188.0	1577.0	806.0																								128277504	-2509	2510
chr9	128551766	128553743	0																													128552754	-988	989
chr9	128769179	128776267	0																													128772723	-3544	3544
chr9	130041916	130044138	0																													130043027	-1111	1111
chr9	130578803	130580314	0																													130579558	-755	756
chr9	130892607	130895048	1	356.0																												130893827	-1220	1221
chr9	130897561	130900566	0																													130899063	-1502	1503
chr9	131117787	131125556	0																													131121671	-3884	3885
chr9	131501105	131503994	0																													131502549	-1444	1445
chr9	132352356	132355676	0																													132354016	-1660	1660
chr9	132669531	132671800	0																													132670665	-1134	1135
chr9	133056804	133060628	3	625.0	864.0	668.0																										133058716	-1912	1912
chr9	133064416	133070067	1	-1520.0																												133067241	-2825	2826
