Chr	Start	End	Name	Score	Strand	Length
chr6	167996241	168045091	KIF25	0	+	48850
chr17	15303811	15341632	TEKT3	0	-	37821
chr9	132582606	132590252	BARHL1	0	+	7646
chr19	54769793	54784322	KIR2DL1	0	+	14529
chr20	63547891	63556695	FNDC11	0	+	8804
chr20	63005927	63007035	BHLHE23	0	-	1108
chr2	112911165	112918882	IL37	0	+	7717
chr19	6583183	6604103	CD70	0	-	20920
chr20	3043622	3045747	GNRH2	0	+	2125
chr20	142590	145751	DEFB126	0	+	3161
chr20	22580998	22585455	FOXA2	0	-	4457
chr20	21705659	21718481	PAX1	0	+	12822
chr20	23491101	23496010	CST8	0	+	4909
chr20	21395365	21397526	NKX2-4	0	-	2161
chr20	23426104	23444930	CSTL1	0	+	18826
chr20	23450403	23452876	CST11	0	-	2473
chr20	3659248	3663399	GFRA4	0	-	4151
chr20	6040546	6054060	LRRN4	0	-	13514
chr20	604257	610309	TCF15	0	-	6052
chr20	16748358	16770062	OTOR	0	+	21704
chr20	17693672	17735871	BANF2	0	+	42199
chr20	227258	229886	DEFB129	0	+	2628
chr20	35523186	35529652	C20orf173	0	-	6466
chr20	35285731	35292425	FAM83C	0	-	6694
chr13	113158648	113172386	PROZ	0	+	13738
chr8	142740949	142742406	SLURP1	0	-	1457
chr19	35371068	35372962	GPR42	0	+	1894
chr19	35347902	35353864	FFAR1	0	+	5962
chr17	41486136	41492546	KRT36	0	-	6410
chr19	49739753	49763306	TSKS	0	-	23553
chr4	69995966	70002570	STATH	0	+	6604
chr4	70050438	70058848	HTN1	0	+	8410
chr19	53879190	53907652	PRKCG	0	+	28462
chrX	86148451	86832604	DACH2	0	+	684153
chrX	48255392	48267444	SSX1	0	+	12052
chr16	90056566	90092072	PRDM7	0	-	35506
chrX	154651972	154653579	CTAG2	0	-	1607
chrX	101078879	101096367	TMEM35A	0	+	17488
chr1	192636138	192660311	RGS13	0	+	24173
chr3	187217282	187291980	MASP1	0	-	74698
chr12	68248242	68253604	IL22	0	-	5362
chr12	69643360	69699476	BEST3	0	-	56116
chr7	141790217	141791367	TAS2R5	0	+	1150
chr7	151428832	151440813	CRYGN	0	-	11981
chr7	142908101	142933746	TRPV5	0	-	25645
chr1	20028179	20091911	PLA2G5	0	+	63732
chr19	14840466	14848922	OR7A10	0	-	8456
chr19	14941489	14942448	OR7C2	0	+	959
chr19	14789260	14835376	OR7C1	0	-	46116
chr5	149371324	149404202	IL17B	0	-	32878
chr17	3432870	3433841	OR1E2	0	-	971
chr7	93591573	93911265	GNGT1	0	+	319692
chr4	56809860	56821742	SPINK2	0	-	11882
chr22	23752743	23754425	VPREB3	0	-	1682
chr22	30554635	30574665	GAL3ST1	0	-	20030
chr22	29438583	29442455	RFPL1	0	+	3872
chr22	32190435	32205073	RFPL2	0	-	14638
chr22	32354885	32361161	RFPL3	0	+	6276
chr22	37823382	37825485	GALR3	0	+	2103
chr22	35717872	35729483	APOL5	0	+	11611
chr22	23573125	23580302	IGLL1	0	-	7177
chr17	19411125	19417276	RNF112	0	+	6151
chr7	122994704	122995700	TAS2R16	0	-	996
chr7	122301303	122310691	FEZF1	0	-	9388
chr2	176188668	176190907	HOXD1	0	+	2239
chr2	176092721	176095944	HOXD13	0	+	3223
chr11	17719571	17722136	MYOD1	0	+	2565
chr11	19182030	19210571	CSRP3	0	-	28541
chr17	6393693	6435199	AIPL1	0	-	41506
chr17	76453351	76470117	AANAT	0	+	16766
chr11	3645128	3664416	ART1	0	+	19288
chrY	14056227	14056958	VCY1B	0	+	731
chrY	13985772	13986473	VCY	0	-	701
chrY	17878260	17880220	CDY2B	0	-	1960
chr16	89171748	89195492	CDH15	0	+	23744
chrX	151694607	151705924	PRRG3	0	+	11317
chr12	5043879	5046788	KCNA5	0	+	2909
chrX	70423031	70433390	GDPD2	0	+	10359
chr19	11296139	11326996	TSPAN16	0	+	30857
chr16	3088890	3099295	ZSCAN10	0	-	10405
chr7	153887097	154894285	DPP6	0	+	1007188
chr6	159890988	159917447	MAS1	0	+	26459
chrX	50910735	50916641	BMP15	0	+	5906
chr11	8391868	8594289	STK33	0	-	202421
chr7	100720468	100723700	EPO	0	+	3232
chr22	15528192	15529139	OR11H1	0	+	947
chr2	233307816	233347055	SAG	0	+	39239
chr9	130664594	130682986	PRDM12	0	+	18392
chr12	122774526	122827528	CCDC62	0	+	53002
chr22	46255663	46263343	PKDREJ	0	-	7680
chr9	94318198	94328644	NUTM2F	0	-	10446
chr9	94558720	94593824	FBP2	0	-	35104
chr6	150061053	150069121	ULBP3	0	-	8068
chr20	33161768	33181412	BPIFA2	0	+	19644
chr20	33217310	33227806	BPIFA3	0	+	10496
chr20	31368601	31373923	DEFB118	0	+	5322
chr17	43952733	44004469	PYY	0	-	51736
chr19	43401496	43418597	TEX101	0	+	17101
chr19	8052318	8062660	CCL25	0	+	10342
chr5	177379235	177398848	SLC34A1	0	+	19613
chrX	73447053	73455171	CDX4	0	+	8118
chr19	14619117	14690027	ADGRE3	0	-	70910
chr3	14675141	14773036	C3orf20	0	+	97895
chr19	50516892	50568435	LRRC4B	0	-	51543
chr17	42844580	42850707	AOC2	0	+	6127
chr17	42900797	42914438	G6PC1	0	+	13641
chrX	120158613	120165630	RHOXF2	0	+	7017
chr17	41377669	41382306	KRT34	0	-	4637
chr17	41363498	41369813	KRT33B	0	-	6315
chr11	30231014	30235261	FSHB	0	+	4247
chr19	57119138	57131926	USP29	0	+	12788
chr14	59919713	60063559	LRRC9	0	+	143846
chr11	6234765	6244479	CNGA4	0	+	9714
chr6	105157900	105180014	POPDC3	0	-	22114
chrX	31071233	31072041	FTHL17	0	-	808
chr17	8002615	8020342	GUCY2D	0	+	17727
chr20	18813783	18814378	SCP2D1	0	+	595
chr20	23035312	23039237	SSTR4	0	+	3925
chr1	159712289	159714589	CRP	0	-	2300
chr1	156619331	156625725	HAPLN2	0	+	6394
chr1	159587826	159588865	APCS	0	+	1039
chr1	157745733	157777132	FCRL2	0	-	31399
chr18	45212995	45683688	SLC14A2	0	+	470693
chr5	152391546	152433368	NMUR2	0	-	41822
chr5	149857953	149944793	PDE6A	0	-	86840
chr13	28820339	29505947	MTUS2	0	+	685608
chr13	19422876	19561625	TPTE2	0	-	138749
chr13	24764169	24879921	RNF17	0	+	115752
chr17	10390322	10421950	MYH8	0	-	31628
chr1	203167811	203175826	MYBPH	0	-	8015
chr13	31739526	31803389	RXFP2	0	+	63863
chr13	37632063	37869802	TRPC4	0	-	237739
chr13	38965925	38990859	STOML3	0	-	24934
chr22	30488902	30505711	SEC14L4	0	-	16809
chr10	80344745	80368073	DYDC2	0	+	23328
chr8	30831544	30913008	TEX15	0	-	81464
chr8	33591330	33600023	DUSP26	0	-	8693
chr14	93333219	93707876	UNC79	0	+	374657
chr14	74303069	74360008	VRTN	0	+	56939
chr14	70522358	70535015	ADAM20	0	-	12657
chr3	1092658	1404217	CNTN6	0	+	311559
chr15	31001061	31161273	TRPM1	0	-	160212
chr1	109603091	109619929	GNAT2	0	-	16838
chr1	119794017	119811580	REG4	0	-	17563
chr1	115029826	115034302	TSHB	0	+	4476
chr1	114089291	114153880	SYT6	0	-	64589
chr1	111290851	111320566	CHIA	0	+	29715
chr1	119893533	119896515	ADAM30	0	-	2982
chr1	115285904	115338770	NGF	0	-	52866
chr1	196888014	196918795	CFHR4	0	+	30781
chr1	197268204	197478455	CRB1	0	+	210251
chr1	196975010	197009678	CFHR5	0	+	34668
chr16	23690310	23713226	ERN2	0	-	22916
chr18	59267035	59274086	RAX	0	-	7051
chr18	24460637	24479961	HRH4	0	+	19324
chr12	21131194	21239796	SLCO1B1	0	+	108602
chr12	10442264	10454685	KLRC1	0	-	12421
chr11	47331406	47352702	MYBPC3	0	-	21296
chrX	133023168	133097109	USP26	0	-	73941
chrX	130171962	130184870	RAB33A	0	+	12908
chrX	140502985	140505069	SOX3	0	-	2084
chr11	92969651	92985066	MTNR1B	0	+	15415
chr18	31129236	31162856	DSC1	0	-	33620
chr11	59829273	59845499	CBLIF	0	-	16226
chr7	97984687	97991169	OCM2	0	-	6482
chr4	68928463	68951804	UGT2A3	0	-	23341
chr7	128709061	128731743	GARIN1B	0	+	22682
chr6	68635282	69390571	ADGRB3	0	+	755289
chr6	77460924	77463491	HTR1B	0	-	2567
chr6	89894469	89921760	GJA10	0	+	27291
chr12	53423855	53431672	AMHR2	0	+	7817
chr12	52360006	52367481	KRT85	0	-	7475
chr6	132588592	132589741	TAAR5	0	-	1149
chr6	142058330	142147122	NMBR	0	-	88792
chr2	73290929	73293701	EGR4	0	-	2772
chr16	81238689	81291142	BCO1	0	+	52453
chr1	182641816	182684587	RGS8	0	-	42771
chr2	230907318	230961066	GPR55	0	-	53748
chr2	232525993	232536667	CHRND	0	+	10674
chr2	222199887	222298998	PAX3	0	-	99111
chr2	108894471	108989372	EDAR	0	-	94901
chr2	105241743	105243467	GPR45	0	+	1724
chr12	103587273	103766719	STAB2	0	+	179446
chr12	95516560	95551476	USP44	0	-	34916
chr13	52842889	52848641	PCDH8	0	-	5752
chr13	52703264	52739820	CNMD	0	-	36556
chr7	43997897	44010124	SPDYE1	0	+	12227
chr7	14145049	14974777	DGKB	0	-	829728
chr7	4905989	4959213	MMD2	0	-	53224
chr14	36580004	36582614	NKX2-8	0	-	2610
chr17	63880215	63881944	GH2	0	-	1729
chr17	63894909	63896661	CSH1	0	-	1752
chr2	112973203	112985658	IL36G	0	+	12455
chr2	113005459	113008044	IL36A	0	+	2585
chr2	113058638	113065382	IL36RN	0	+	6744
chr2	113022089	113052867	IL36B	0	-	30778
chr2	113067970	113075843	IL1F10	0	+	7873
chr2	130592165	130599575	CFC1	0	-	7410
chr10	26216665	26304558	GAD2	0	+	87893
chr9	122476958	122477926	OR1J1	0	-	968
chr9	104617248	104618204	OR13C9	0	-	956
chr9	101420560	101449664	ALDOB	0	-	29104
chr9	101354182	101385400	BAAT	0	-	31218
chr9	97926791	97944856	HEMGN	0	-	18065
chr9	124481236	124507420	NR5A1	0	-	26184
chr9	122723990	122724925	OR1L4	0	+	935
chr9	21165637	21166660	IFNA21	0	-	1023
chr9	841690	969090	DMRT1	0	+	127400
chr9	38406528	38424454	IGFBPL1	0	-	17926
chr6	43295694	43305538	SLC22A7	0	+	9844
chr6	54307859	54390142	TINAG	0	+	82283
chr6	55106460	55282617	HCRTR2	0	+	176157
chr6	53126961	53148841	GCM1	0	-	21880
chr6	10671418	10694797	C6orf52	0	-	23379
chr4	146706617	146945882	TTC29	0	-	239265
chr8	63048553	63086053	TTPA	0	-	37500
chr11	114570591	114595786	NXPE4	0	-	25195
chr11	102576832	102625332	MMP20	0	-	48500
chr11	102691487	102705769	MMP27	0	-	14282
chr11	111467526	111514367	BTG4	0	-	46841
chr11	104994235	105023168	CASP5	0	-	28933
chr15	53978201	54628707	UNC13C	0	+	650506
chr15	45252234	45277846	SLC28A2	0	+	25612
chr15	51208057	51338601	CYP19A1	0	-	130544
chr15	52109263	52112775	BCL2L10	0	-	3512
chr1	91949343	92014426	BRDT	0	+	65083
chr1	84398484	84415018	DNASE2B	0	+	16534
chr2	37167820	37196598	SULT6B1	0	-	28778
chr2	27282429	27307439	TRIM54	0	+	25010
chr10	94938658	94990091	CYP2C9	0	+	51433
chr10	95036772	95069497	CYP2C8	0	-	32725
chr10	101226994	101229463	LBX1	0	-	2469
chr10	122271296	122338159	BTBD16	0	+	66863
chr10	72934762	72954806	PLA2G12B	0	-	20044
chr10	72893584	72933036	OIT3	0	+	39452
chr10	68087897	68212017	MYPN	0	+	124120
chr3	108907792	108953879	GUCA1C	0	-	46087
chr3	107377439	107378635	CCDC54	0	+	1196
chr15	73319859	73368958	HCN4	0	-	49099
chr4	122610108	122621066	IL21	0	-	10958
chr4	121874481	121952060	TRPC3	0	-	77579
chr4	75576496	75630716	CDKL2	0	-	54220
chr4	99511012	99542303	C4orf17	0	+	31291
chr4	99564081	99623997	MTTP	0	+	59916
chr22	50018575	50058298	TTLL8	0	-	39723
chr12	14973042	14981865	PDE6H	0	+	8823
chr12	18683169	18738100	PLCZ1	0	-	54931
chr12	20695332	20753386	SLCO1C1	0	+	58054
chr12	46764761	46832408	SLC38A4	0	-	67647
chr12	48472559	48473622	ANP32D	0	+	1063
chr12	57452323	57459280	INHBE	0	+	6957
chr12	125186386	125662377	TMEM132B	0	+	475991
chr12	109277978	109309284	FOXN4	0	-	31306
chr13	27920000	27926313	PDX1	0	+	6313
chr12	49086656	49094801	DHH	0	-	8145
chr12	51328442	51346679	CELA1	0	-	18237
chr12	52543909	52553145	KRT71	0	-	9236
chr13	44143150	44161257	SMIM2	0	-	18107
chr12	118981541	119163051	SRRM4	0	+	181510
chr13	102685747	102695044	METTL21C	0	-	9297
chr13	99962964	99971767	ZIC5	0	-	8803
chr14	38207904	38213067	SSTR1	0	+	5163
chr14	46839629	47675605	MDGA2	0	-	835976
chr14	61811974	62112550	SYT16	0	+	300576
chr14	70417107	70460427	ADAM21	0	+	43320
chr14	62699464	63102037	KCNH5	0	-	402573
chr14	93918894	93929608	FAM181A	0	+	10714
chr14	92322581	92501481	SLC24A4	0	+	178900
chr14	94280460	94293268	SERPINA10	0	-	12808
chr14	100323339	100330421	SLC25A47	0	+	7082
chr15	45092650	45114172	DUOX2	0	-	21522
chr15	74337759	74367646	CYP11A1	0	-	29887
chr15	74719542	74725536	CYP1A1	0	-	5994
chr15	75282835	75295807	GOLGA6D	0	+	12972
chr15	74202705	74336472	CCDC33	0	+	133767
chr15	74748845	74756607	CYP1A2	0	+	7762
chr15	74812716	74825757	LMAN1L	0	+	13041
chr15	89209869	89221614	RLBP1	0	-	11745
chr15	83447228	83618743	SH3GL3	0	+	171515
chr16	4777606	4788398	SEPTIN12	0	-	10792
chr16	46702282	46790407	MYLK3	0	-	88125
chr16	74408631	74421478	CLEC18B	0	-	12847
chr16	66579448	66588275	CMTM2	0	+	8827
chr16	84191138	84197168	ADAD2	0	+	6030
chr16	1943974	1957606	RPL3L	0	-	13632
chr17	12665890	12768949	MYOCD	0	+	103059
chr16	67975663	67980549	DPEP3	0	-	4886
chr17	35147817	35189345	UNC45B	0	+	41528
chr17	58148384	58159585	OR4D1	0	+	11201
chr17	53822927	53825193	KIF2B	0	+	2266
chr17	3440019	3513852	SPATA22	0	-	73833
chr17	32970376	32997877	SPACA3	0	+	27501
chr18	33578219	33751195	ASXL3	0	+	172976
chr18	31759584	31760880	SLC25A52	0	-	1296
chr17	7173431	7179564	ASGR1	0	-	6133
chr17	39156894	39167484	ARL5C	0	-	10590
chr19	57134096	57145202	ZIM3	0	-	11106
chr19	16161368	16173525	CIB3	0	-	12157
chr19	41844743	41852333	DMRTC2	0	+	7590
chr21	44246339	44262216	DNMT3L	0	-	15877
chr1	206770764	206842981	IL19	0	+	72217
chr19	48661407	48673081	NTN5	0	-	11674
chr5	1392794	1445440	SLC6A3	0	-	52646
chr19	53793741	53824403	NLRP12	0	-	30662
chr19	53962937	53990215	CACNG8	0	+	27278
chr17	4771884	4783213	TM4SF5	0	+	11329
chr19	50770464	50771732	GPR32	0	+	1268
chr19	49422419	49423441	PTH2	0	-	1022
chr19	51311644	51330891	IGLON5	0	+	19247
chr1	1921951	2003837	CFAP74	0	-	81886
chr1	17205128	17246007	PADI1	0	+	40879
chr1	24119771	24143140	IL22RA1	0	-	23369
chr1	34166883	34219131	C1orf94	0	+	52248
chr1	50417550	50423443	DMRTA2	0	-	5893
chr1	22001657	22012542	CELA3A	0	+	10885
chr1	44783585	44788170	BEST4	0	-	4585
chr1	53459399	53467488	DMRTB1	0	+	8089
chr1	109466546	109482134	SYPL2	0	+	15588
chr1	90711539	90717302	BARHL2	0	-	5763
chr1	110517217	110519175	KCNA10	0	-	1958
chr1	108712908	108742749	FNDC7	0	+	29841
chr1	110451149	110457358	PROK1	0	+	6209
chr1	167052836	167166479	GPA33	0	-	113643
chr1	165400922	165445355	RXRG	0	-	44433
chr1	168576605	168582069	XCL1	0	+	5464
chr1	168540768	168543997	XCL2	0	-	3229
chr1	167809386	167914215	ADCY10	0	-	104829
chr1	197038741	197067260	F13B	0	-	28519
chr1	179743291	179816198	FAM163A	0	+	72907
chr1	197911902	197935478	LHX9	0	+	23576
chr1	209900923	210171389	SYT14	0	+	270466
chr1	152348735	152360006	FLG2	0	-	11271
chr1	152409243	152414263	CRNN	0	-	5020
chr1	153992685	154155116	NUP210L	0	-	162431
chr1	154321090	154325325	AQP10	0	+	4235
chr1	155289293	155301438	PKLR	0	-	12145
chr1	204154819	204190324	REN	0	-	35505
chr2	20667144	20679243	GDF7	0	+	12099
chr2	43831942	43882988	ABCG8	0	+	51046
chr2	79025686	79028505	REG3G	0	+	2819
chr2	95477008	95484754	TRIM43B	0	-	7746
chr2	95592001	95599778	TRIM43	0	+	7777
chr2	70978380	70985499	ANKRD53	0	+	7119
chr2	73640723	73642422	NAT8	0	-	1699
chr2	119156243	119158751	C1QL2	0	-	2508
chr2	98346188	98398601	CNGA3	0	+	52413
chr2	138669157	138780390	NXPH2	0	-	111233
chr2	191949043	192194933	TMEFF2	0	-	245890
chr2	209771832	209999300	UNC80	0	+	227468
chr2	206939518	206969474	CPO	0	+	29956
chr2	225399710	225729887	NYAP2	0	+	330177
chr2	238100340	238133287	ESPNL	0	+	32947
chr3	9703826	9729908	CPNE9	0	+	26082
chr2	216257865	216372483	MARCHF4	0	-	114618
chr3	30726197	30894661	GADL1	0	-	168464
chr3	38282294	38318575	SLC22A14	0	+	36281
chr3	100609601	100695479	ADGRG7	0	+	85878
chr3	108380368	108529322	MYH15	0	-	148954
chr3	111998739	112013887	TAGLN3	0	+	15148
chr3	118900557	119146068	IGSF11	0	-	245511
chr3	172889357	173141235	SPATA16	0	-	251878
chr3	120908072	121424761	STXBP5L	0	+	516689
chr3	186613060	186621318	AHSG	0	+	8258
chr4	65319563	65670495	EPHA5	0	-	350932
chr4	48483343	48489526	SLC10A4	0	+	6183
chr4	86823468	86849384	SLC10A6	0	-	25916
chr4	70334981	70337116	CABS1	0	+	2135
chr4	71741696	71804041	GC	0	-	62345
chr4	119317250	119322138	FABP2	0	-	4888
chr4	153710160	153760024	RNF175	0	-	49864
chr5	19471296	20575873	CDH18	0	-	1104577
chr5	35951006	36001028	UGT3A1	0	-	50022
chr5	75068275	75236911	ANKRD31	0	-	168636
chr5	76953045	76981158	CRHBP	0	+	28113
chr5	97091867	97142753	LIX1	0	-	50886
chr5	95652181	95698711	SPATA9	0	-	46530
chr5	111070062	111078026	TSLP	0	+	7964
chr5	135922279	135954983	LECT2	0	-	32704
chr5	135892246	135895841	IL9	0	-	3595
chr5	156919292	156963226	TIMD4	0	-	43934
chr5	148312419	148315922	SPINK7	0	+	3503
chr5	151822513	151924851	GLRA1	0	-	102338
chr5	139795808	139844466	PSD2	0	+	48658
chr6	25754699	25781199	SLC17A4	0	+	26500
chr6	25726777	25727345	H2BC1	0	+	568
chr5	180100795	180209211	RASGEF1C	0	-	108416
chr6	53929982	54266280	MLIP	0	+	336298
chr6	63275951	63319983	LGSN	0	-	44032
chr6	43243481	43288258	TTBK1	0	+	44777
chr6	83512534	83525704	PRSS35	0	+	13170
chr6	89177504	89231278	GABRR1	0	-	53774
chr6	109978256	109980720	GPR6	0	+	2464
chr6	132617022	132624275	TAAR2	0	-	7253
chr6	132570322	132571359	TAAR6	0	+	1037
chr6	132552672	132553756	TAAR8	0	+	1084
chr6	132643312	132659182	TAAR1	0	-	15870
chr6	152750797	152759765	VIP	0	+	8968
chr7	19144782	19145421	FERD3L	0	-	639
chr7	45888360	45893660	IGFBP1	0	+	5300
chr7	73312536	73328082	TRIM50	0	-	15546
chr7	123567010	123639481	ASB15	0	+	72471
chr7	100733595	100797797	ZAN	0	+	64202
chr7	135231979	135258663	STRA8	0	+	26684
chr7	151175698	151187832	ASB10	0	-	12134
chrX	50190777	50201007	AKAP4	0	-	10230
chrX	47370578	47414498	ZNF157	0	+	43920
chrX	70282093	70285002	RAB41	0	+	2909
chrX	79144688	79175318	GPR174	0	+	30630
chrX	78747709	78758714	LPAR4	0	+	11005
chrX	70040542	70049938	AWAT2	0	-	9396
chrX	71301750	71305371	ITGB1BP2	0	+	3621
chrX	71578437	71613583	GCNA	0	+	35146
chrX	88747225	88754785	CPXCR1	0	+	7560
chrX	103075810	103093143	NXF3	0	-	17333
chrX	114584078	114910061	HTR2C	0	+	325983
chrX	130379449	130385674	GPR119	0	-	6225
chrX	151716035	151723194	FATE1	0	+	7159
chr8	42697366	42737407	CHRNB3	0	+	40041
chr8	42752620	42796392	CHRNA6	0	-	43772
chr8	49909789	50796692	SNTG1	0	+	886903
chr8	52110838	52460959	ST18	0	-	350121
chr8	53851795	53959303	RGS20	0	+	107508
chr8	66021553	66101245	DNAJC5B	0	+	79692
chr8	66176376	66178464	CRH	0	-	2088
chr8	66126896	66175485	TRIM55	0	+	48589
chr8	81440326	81447439	PMP2	0	-	7113
chr8	70051651	70071693	PRDM14	0	-	20042
chr8	104330324	104467055	DPYS	0	-	136731
chr8	107899316	108083642	RSPO2	0	-	184326
chr9	14719724	14722733	CER1	0	-	3009
chr9	21304326	21305313	IFNA5	0	-	987
chr9	21216373	21217311	IFNA16	0	-	938
chr9	101028727	101325135	PLPPR1	0	+	296408
chr9	104526253	104527209	OR13C4	0	-	956
chr9	108854588	108855986	ACTL7B	0	-	1398
chr9	122788933	122789895	OR5C1	0	+	962
chr9	135663309	135666961	LCN9	0	+	3652
chr9	137877782	138124624	CACNA1B	0	+	246842
chr10	17951839	18043292	SLC39A12	0	+	91453
chr10	17752201	17800868	TMEM236	0	+	48667
chr10	50799409	50885675	A1CF	0	-	86266
chr10	84230666	84259960	RGR	0	+	29294
chr10	90912096	90921087	ANKRD1	0	-	8991
chr10	90740823	90858039	HTR7	0	-	117216
chr10	117128521	117138301	VAX1	0	-	9780
chr10	70247329	70284004	NPFFR1	0	-	36675
chr11	26667020	26723427	SLC5A12	0	-	56407
chr11	62405103	62423195	SCGB1A1	0	+	18092
chr11	58640426	58731974	GLYAT	0	-	91548
chr11	55993681	55994625	OR5F1	0	-	944
chr11	86374736	86423109	CCDC81	0	+	48373
chr11	113904796	113949079	HTR3B	0	+	44283
chr20	23985050	23988779	GGTLC1	0	-	3729
chr11	62989154	63015841	SLC22A8	0	-	26687
chr20	2536573	2643580	TMC2	0	+	107007
chr11	60867542	60875693	ZP1	0	+	8151
chr11	60040409	60048044	OOSP2	0	+	7635
chr11	60056587	60071115	MS4A3	0	+	14528
chr11	126423358	127003460	KIRREL3	0	-	580102
chr11	118162806	118176639	SCN2B	0	-	13833
chr20	45886491	45887622	SPATA25	0	-	1131
chr20	46540946	46550654	OCSTAMP	0	-	9708
chr20	45722347	45725830	SPINT4	0	+	3483
chr20	46173739	46308498	CDH22	0	-	134759
chr11	63369785	63410294	SLC22A9	0	+	40509
chr11	99020949	100358885	CNTN5	0	+	1337936
chr12	9827481	9845007	KLRF1	0	+	17526
chr10	43371636	43376335	FXYD4	0	+	4699
chr11	55262155	55271114	TRIM48	0	+	8959
chr11	56346039	56346998	OR8K1	0	+	959
chr10	53802771	55627942	PCDH15	0	-	1825171
chr16	61647242	62037035	CDH8	0	-	389793
chr4	176184579	176195585	SPATA4	0	-	11006
chr18	74534500	74587212	CNDP1	0	+	52712
chr11	85855101	85920021	CCDC83	0	+	64920
chr2	181954241	182131398	PPP1R1C	0	+	177157
chr11	111245725	111286401	C11orf53	0	+	40676
chr4	163471095	163473754	TKTL2	0	-	2659
chr10	24981979	25062279	ENKUR	0	-	80300
chr10	30611779	30629762	LYZL2	0	-	17983
chr2	3658200	3702671	ALLC	0	+	44471
chr2	17816460	17817798	MSGN1	0	+	1338
chr1	198523222	198540945	ATP6V1G3	0	-	17723
chr4	127730400	127774292	SLC25A31	0	+	43892
chr12	100717526	101128641	ANO4	0	+	411115
chr3	114127580	114199407	DRD3	0	-	71827
chr4	146638893	146642474	POU4F2	0	+	3581
chr10	133237855	133241928	VENTX	0	+	4073
chr11	128836315	128867373	KCNJ1	0	-	31058
chr14	57563920	57982194	SLC35F4	0	-	418274
chr4	46243548	46475230	GABRA2	0	-	231682
chr12	128853427	128984968	GLT1D1	0	+	131541
chr12	129071725	129904025	TMEM132D	0	-	832300
chr4	154781213	154828813	RBM46	0	+	47600
chr6	99918519	99994247	MCHR2	0	-	75728
chr2	130521197	130528604	CFC1B	0	+	7407
chr13	78598362	78603552	POU4F1	0	-	5190
chr4	92303966	93810157	GRID2	0	+	1506191
chr18	42743227	43115691	RIT2	0	-	372464
chr11	13492054	13496181	PTH	0	-	4127
chr2	85418714	85437029	SH2D6	0	+	18315
chr2	197726879	197786762	BOLL	0	-	59883
chr10	15032227	15073853	OLAH	0	+	41626
chr19	58034025	58054631	ZSCAN1	0	+	20606
chr4	87608529	87616873	DSPP	0	+	8344
chr4	87650280	87664361	DMP1	0	+	14081
chr4	87821398	87846814	MEPE	0	+	25416
chr2	70808643	70820599	CLEC4F	0	-	11956
chr1	66752459	66779047	DYNLT5	0	+	26588
chr10	89430299	89556641	SLC16A12	0	-	126342
chr4	81030708	81057627	BMP3	0	+	26919
chr6	146027646	146437601	GRM1	0	+	409955
chr12	25409307	25648579	LMNTD1	0	-	239272
chr6	24126186	24154900	NRSN1	0	+	28714
chr16	10627501	10694930	TEKT5	0	-	67429
chr2	110732539	111120610	ACOXL	0	+	388071
chr1	247738615	247739559	OR14K1	0	+	944
chr3	62369681	62374324	FEZF2	0	-	4643
chr6	47685864	47722021	ADGRF4	0	+	36157
chr6	168053095	168101511	FRMD1	0	-	48416
chr5	95391366	95450454	FAM81B	0	+	59088
chr13	111316184	111344249	TEX29	0	+	28065
chr13	112376355	112434689	SPACA7	0	+	58334
chr15	28378621	28392021	GOLGA8F	0	+	13400
chrX	89921908	89922883	TGIF2LX	0	+	975
chr16	85098358	85112472	CIBAR2	0	-	14114
chr4	67820876	67884002	TMPRSS11D	0	-	63126
chr2	227979955	228181687	SPHKAP	0	-	201732
chr17	55882301	56517016	ANKFN1	0	+	634715
chr1	75918873	75932404	ASB17	0	-	13531
chr11	124611428	124620356	PANX3	0	+	8928
chr5	21750673	22853344	CDH12	0	-	1102671
chr15	100400395	100544995	CERS3	0	-	144600
chr2	241776822	241804287	GAL3ST2	0	+	27465
chr1	228006998	228061271	WNT3A	0	+	54273
chr7	113876777	114075920	PPP1R3A	0	-	199143
chr2	169645425	169694405	CFAP210	0	-	48980
chr10	126424997	126798708	C10orf90	0	-	373711
chr18	26133852	26193355	PSMA8	0	+	59503
chrY	13703899	13706024	TMSB4Y	0	+	2125
chr21	18269116	18485879	TMPRSS15	0	-	216763
chr3	13816258	13880071	WNT7A	0	-	63813
chr17	51630313	52160017	CA10	0	-	529704
chr7	55793540	55862755	SEPTIN14	0	-	69215
chr2	124025287	124921219	CNTNAP5	0	+	895932
chr8	102551589	102561018	ODF1	0	+	9429
chr14	19930917	19936757	OR4K1	0	+	5840
chr7	72959485	72969466	TRIM74	0	-	9981
chrX	141903894	141909374	MAGEC1	0	+	5480
chrX	52369021	52375680	XAGE2	0	+	6659
chr16	21983865	22001116	PDZD9	0	-	17251
chr16	21663968	21761935	OTOA	0	+	97967
chr2	201487421	201619178	C2CD6	0	-	131757
chr1	240014348	240475187	FMN2	0	+	460839
chr9	102995311	103018488	CYLC2	0	+	23177
chr3	140678064	140701150	TRIM42	0	+	23086
chr8	130780301	131040909	ADCY8	0	-	260608
chr6	150018334	150025532	RAET1L	0	-	7198
chr8	18391282	18401218	NAT2	0	+	9936
chrX	149881141	149885835	MAGEA8	0	+	4694
chr1	109539872	109548406	GPR61	0	+	8534
chr4	75859864	75902571	PPEF2	0	-	42707
chr15	81007033	81149179	CFAP161	0	+	142146
