Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
MOCS3	6	2	0	0	0	8	8	8
MORC3	8	0	0	0	0	8	8	8
MTBP	6	1	0	0	1	8	8	8
MTCL1	8	0	0	0	0	8	8	8
MTMR1	8	0	0	0	0	8	8	8
MTOR	8	0	0	0	0	8	8	8
MTR	6	2	0	0	0	8	8	8
MTUS1	7	0	0	1	0	8	8	8
MX1	7	1	0	0	0	8	8	8
MYLK3	8	0	0	0	0	8	8	8
MYNN	7	1	0	0	0	8	8	8
MYO1E	8	0	0	0	0	8	8	8
MYRF	8	0	0	0	0	8	8	8
NASP	8	0	0	0	0	8	8	8
NBPF3	7	1	0	0	0	8	8	8
NCAM1	7	1	0	0	0	8	8	8
NEMF	6	1	0	1	0	8	8	8
NFASC	7	1	0	0	0	8	8	8
NFRKB	8	0	0	0	0	8	8	8
NMD3	7	1	0	0	0	8	8	8
NOL9	8	0	0	0	0	8	8	8
NPHS1	8	0	0	0	0	8	8	8
NR1D2	7	1	0	0	0	8	8	8
NRAS	7	1	0	0	0	8	8	8
NRDE2	7	1	0	0	0	8	8	8
NSUN6	8	0	0	0	0	8	8	8
NUP85	7	1	0	0	0	8	8	8
NUPL2	7	1	0	0	0	8	8	8
OPCML	7	1	0	0	0	8	8	8
OPHN1	7	1	0	0	0	8	8	8
OPTN	7	1	0	0	0	8	8	8
OR6N1	8	0	0	0	0	8	8	8
OSBPL8	7	1	0	0	0	8	8	8
OXR1	8	0	0	0	0	8	8	8
PAIP1	7	1	0	0	0	8	8	8
PAK3	8	0	0	0	0	8	8	8
PARP9	7	1	0	0	0	8	8	8
PCDH18	8	0	0	0	0	8	8	8
PCDHA10	8	0	0	0	0	8	8	8
PCDHA13	8	0	0	0	0	8	8	8
PCDHAC1	8	0	0	0	0	8	8	8
PCDHGC3	8	0	0	0	0	8	8	8
PCNXL3	8	0	0	0	0	8	8	8
PCSK6	7	1	0	0	0	8	8	8
PDE5A	7	1	0	0	0	8	8	8
PDSS1	7	1	0	0	0	8	8	8
PGM5	7	1	0	0	0	8	8	8
PHKB	7	1	0	0	0	8	8	8
PHLDB1	8	0	0	0	0	8	8	8
PIDD1	7	1	0	0	0	8	8	8
PIEZO2	8	0	0	0	0	8	8	8
PKD2L1	6	1	0	1	0	8	8	8
PLEKHG4B	8	0	0	0	0	8	8	8
PLEKHG6	7	1	0	0	0	8	8	8
POGK	7	1	0	0	0	8	8	8
POM121	8	0	0	0	0	8	8	8
POSTN	7	1	0	0	0	8	8	8
PPCS	7	1	0	0	0	8	8	8
PRAM1	8	0	0	0	0	8	8	8
PRC1	8	0	0	0	0	8	8	8
PRDM15	8	0	0	0	0	8	8	8
PRG4	8	0	0	0	0	8	8	8
PRICKLE2	6	2	0	0	0	8	8	8
PRKG2	8	0	0	0	0	8	8	8
PRMT7	7	0	0	0	1	8	8	8
PRRT3	7	0	0	1	0	8	8	8
PSG3	8	0	0	0	0	8	8	8
PTCHD1	7	1	0	0	0	8	8	8
PTK2	8	0	0	0	0	8	8	8
PTPRH	7	1	0	0	0	8	8	8
PTPRJ	8	0	0	0	0	8	8	8
PTPRN2	8	0	0	0	0	8	8	8
PTPRU	8	0	0	0	0	8	8	8
PYGB	6	2	0	0	0	8	8	8
RAD17	6	1	0	1	0	8	8	8
RAD54L2	8	0	0	0	0	8	8	8
RALGPS2	8	0	0	0	0	8	8	8
RAPGEF4	6	1	0	1	0	8	8	8
RASAL1	8	0	0	0	0	8	8	8
RBM5	5	2	0	1	0	8	8	8
RFWD3	5	3	0	0	0	8	8	8
RGS7	6	2	0	0	0	8	8	8
RNF10	6	2	0	0	0	8	8	8
RNF40	6	1	0	1	0	8	8	8
ROCK1	7	1	0	0	0	8	8	8
RP11-762I7.5	6	0	0	2	0	8	8	8
RPS6KA3	7	1	0	0	0	8	8	8
RTN1	7	1	0	0	0	8	8	8
RTN3	7	0	0	1	0	8	8	8
RUNX1	8	0	0	0	0	8	8	8
SBF1	8	0	0	0	0	8	8	8
SDCCAG8	8	0	0	0	0	8	8	8
SEC14L1	8	0	0	0	0	8	8	8
SEC16B	8	0	0	0	0	8	8	8
SEC31A	8	0	0	0	0	8	8	8
SEL1L2	7	0	0	1	0	8	8	8
SGK223	7	1	0	0	0	8	8	8
SGOL1	8	0	0	0	0	8	8	8
SH3PXD2A	7	1	0	0	0	8	8	8
SHROOM2	7	1	0	0	0	8	8	8
SLC12A4	8	0	0	0	0	8	8	8
SLC20A1	8	0	0	0	0	8	8	8
SLC26A3	7	1	0	0	0	8	8	8
SLC26A9	8	0	0	0	0	8	8	8
SLC29A2	8	0	0	0	0	8	8	8
SLC30A6	6	1	0	1	0	8	8	8
SLC4A10	8	0	0	0	0	8	8	8
SLC5A7	7	1	0	0	0	8	8	8
SLC7A1	8	0	0	0	0	8	8	8
SLC9C1	7	0	0	1	0	8	8	8
SLC9C2	7	1	0	0	0	8	8	8
SLCO1A2	8	0	0	0	0	8	8	8
SLITRK4	8	0	0	0	0	8	8	8
SMAD4	8	0	0	0	0	8	8	8
SNCAIP	7	1	0	0	0	8	8	8
SNED1	7	1	0	0	0	8	8	8
SNRPA	6	2	0	0	0	8	8	8
SOS2	7	0	0	1	0	8	8	8
SPARCL1	6	0	1	1	0	8	8	8
SPATA7	8	0	0	0	0	8	8	8
SPTLC3	7	1	0	0	0	8	8	8
SRP72	8	0	0	0	0	8	8	8
STAU1	7	1	0	0	0	8	8	8
SYK	6	2	0	0	0	8	8	8
SYMPK	7	1	0	0	0	8	8	8
SYNE3	6	2	0	0	0	8	8	8
SYNJ2	8	0	0	0	0	8	8	8
SYT10	6	2	0	0	0	8	8	8
TAF1	8	0	0	0	0	8	8	8
TAF11	6	0	0	2	0	8	8	8
TBX3	8	0	0	0	0	8	8	8
TCFL5	8	0	0	0	0	8	8	8
TCTN2	8	0	0	0	0	8	8	8
TDRD1	7	1	0	0	0	8	8	8
TEC	7	1	0	0	0	8	8	8
TECPR1	8	0	0	0	0	8	8	8
TGM4	8	0	0	0	0	8	8	8
THBS1	7	1	0	0	0	8	8	8
TLR9	8	0	0	0	0	8	8	8
TMCO3	6	2	0	0	0	8	8	8
TMEM206	8	0	0	0	0	8	8	8
TMEM62	8	0	0	0	0	8	8	8
TNFRSF8	5	2	0	1	0	8	8	8
TOX3	8	0	0	0	0	8	8	8
TRAK1	7	1	0	0	0	8	8	8
TRAPPC12	8	0	0	0	0	8	8	8
TRIM36	8	0	0	0	0	8	8	8
TRIM71	6	2	0	0	0	8	8	8
TRMT12	7	0	0	0	1	8	8	8
TRMT2A	7	0	0	1	0	8	8	8
TRPM1	6	0	0	2	0	8	8	8
TTYH1	3	4	0	1	0	8	8	8
TYK2	6	2	0	0	0	8	8	8
UBTF	8	0	0	0	0	8	8	8
UGP2	6	2	0	0	0	8	8	8
ULK1	7	0	0	0	1	8	8	8
UNC5D	8	0	0	0	0	8	8	8
USP13	7	0	0	1	0	8	8	8
USP21	8	0	0	0	0	8	8	8
USP38	6	2	0	0	0	8	8	8
VAC14	6	1	0	1	0	8	8	8
VEPH1	8	0	0	0	0	8	8	8
WASF2	7	1	0	0	0	8	8	8
WDPCP	8	0	0	0	0	8	8	8
WDR78	8	0	0	0	0	8	8	8
WIPF2	7	1	0	0	0	8	8	8
WTAP	7	0	0	1	0	8	8	8
WWC3	5	2	0	1	0	8	8	8
ZBTB11	6	2	0	0	0	8	8	8
ZCWPW2	8	0	0	0	0	8	8	8
ZNF197	7	1	0	0	0	8	8	8
ZNF225	7	1	0	0	0	8	8	8
ZNF254	7	1	0	0	0	8	8	8
ZNF276	7	0	0	1	0	8	8	8
ZNF329	8	0	0	0	0	8	8	8
ZNF347	7	1	0	0	0	8	8	8
ZNF37A	6	2	0	0	0	8	8	8
ZNF430	7	1	0	0	0	8	8	8
ZNF486	8	0	0	0	0	8	8	8
ZNF513	7	1	0	0	0	8	8	8
ZNF574	6	2	0	0	0	8	8	8
ZNF582	7	1	0	0	0	8	8	8
ZNF615	5	2	0	1	0	8	8	8
ZNF620	8	0	0	0	0	8	8	8
ZNF671	7	1	0	0	0	8	8	8
ZNF687	7	1	0	0	0	8	8	8
ZNF710	7	0	0	1	0	8	8	8
ZNF714	7	1	0	0	0	8	8	8
ZNF813	7	1	0	0	0	8	8	8
ZNF823	8	0	0	0	0	8	8	8
ZNF839	7	0	1	0	0	8	8	8
ZNF84	8	0	0	0	0	8	8	8
ZXDC	6	2	0	0	0	8	8	8
ANAPC2	11	0	0	0	0	11	7	7
GBP4	11	0	0	0	0	11	7	7
DHX32	9	1	0	0	0	10	7	7
FAM111B	7	3	0	0	0	10	7	7
HSPA5	10	0	0	0	0	10	7	7
INTS5	10	0	0	0	0	10	7	7
TIGD7	10	0	0	0	0	10	7	7
USP6	10	0	0	0	0	10	7	7
WWC1	6	4	0	0	0	10	7	7
ACTL6A	9	0	0	0	0	9	7	7
CD2AP	8	0	0	1	0	9	7	7
EPS8L2	9	0	0	0	0	9	7	7
FAM214A	8	1	0	0	0	9	7	7
GANAB	9	0	0	0	0	9	7	7
HDAC6	8	1	0	0	0	9	7	7
NBPF11	7	2	0	0	0	9	7	7
NEK5	7	2	0	0	0	9	7	7
NUP133	5	4	0	0	0	9	7	7
PCDH11Y	9	0	0	0	0	9	7	7
PTCHD3	9	0	0	0	0	9	7	7
RAD54L	9	0	0	0	0	9	7	7
RHCE	8	0	0	1	0	9	7	7
SMC1B	6	3	0	0	0	9	7	7
SMCR8	8	1	0	0	0	9	7	7
TCHP	7	2	0	0	0	9	7	7
TTBK2	9	0	0	0	0	9	7	7
ZNF681	9	0	0	0	0	9	7	7
ZNF846	6	2	0	1	0	9	7	7
ADARB2	8	0	0	0	0	8	7	7
ANKRD28	8	0	0	0	0	8	7	7
ANXA9	5	2	1	0	0	8	7	7
ARHGAP26	5	0	0	3	0	8	7	7
ARHGEF1	8	0	0	0	0	8	7	7
ATG4C	6	2	0	0	0	8	7	7
ATP11B	7	1	0	0	0	8	7	7
ATP1A3	7	0	0	1	0	8	7	7
BICD2	8	0	0	0	0	8	7	7
BTN3A3	8	0	0	0	0	8	7	7
C5	8	0	0	0	0	8	7	7
C9orf3	8	0	0	0	0	8	7	7
CAPN3	6	1	1	0	0	8	7	7
CASKIN1	7	1	0	0	0	8	7	7
CATSPER1	7	0	0	1	0	8	7	7
CCDC110	7	1	0	0	0	8	7	7
CCDC40	7	1	0	0	0	8	7	7
CD96	8	0	0	0	0	8	7	7
CEP68	7	1	0	0	0	8	7	7
CEP85L	6	2	0	0	0	8	7	7
CEP89	7	1	0	0	0	8	7	7
CLPTM1	8	0	0	0	0	8	7	7
CPE	7	1	0	0	0	8	7	7
DDX1	7	0	0	1	0	8	7	7
DDX26B	8	0	0	0	0	8	7	7
DNTT	8	0	0	0	0	8	7	7
DPF2	7	1	0	0	0	8	7	7
DPP4	7	0	0	1	0	8	7	7
ECM1	7	1	0	0	0	8	7	7
EFR3A	6	1	0	1	0	8	7	7
ENPEP	5	3	0	0	0	8	7	7
ERCC5	8	0	0	0	0	8	7	7
FAM63A	8	0	0	0	0	8	7	7
FAM65C	4	4	0	0	0	8	7	7
FAM83B	7	1	0	0	0	8	7	7
FHDC1	7	1	0	0	0	8	7	7
FLT1	8	0	0	0	0	8	7	7
FSTL4	8	0	0	0	0	8	7	7
FZD10	7	1	0	0	0	8	7	7
GFM1	5	3	0	0	0	8	7	7
GLTSCR1L	7	0	0	1	0	8	7	7
GNE	7	1	0	0	0	8	7	7
GPR75	7	1	0	0	0	8	7	7
HIRIP3	7	1	0	0	0	8	7	7
HNRNPA1	8	0	0	0	0	8	7	7
HRC	7	1	0	0	0	8	7	7
HSPH1	8	0	0	0	0	8	7	7
IQCC	7	1	0	0	0	8	7	7
KDM1A	7	1	0	0	0	8	7	7
KIF26A	8	0	0	0	0	8	7	7
KLHDC7A	7	1	0	0	0	8	7	7
KRT20	7	0	0	1	0	8	7	7
KTN1	6	2	0	0	0	8	7	7
LILRB3	8	0	0	0	0	8	7	7
LSG1	6	2	0	0	0	8	7	7
LTF	8	0	0	0	0	8	7	7
MAN1A2	7	1	0	0	0	8	7	7
MASP1	8	0	0	0	0	8	7	7
MBD1	6	1	0	1	0	8	7	7
MDM1	7	0	0	1	0	8	7	7
MIPEP	8	0	0	0	0	8	7	7
MITF	8	0	0	0	0	8	7	7
MROH7	8	0	0	0	0	8	7	7
MSH4	8	0	0	0	0	8	7	7
MUSK	6	2	0	0	0	8	7	7
NCAPD3	7	1	0	0	0	8	7	7
NOX4	7	1	0	0	0	8	7	7
NRIP1	7	1	0	0	0	8	7	7
OR4M1	8	0	0	0	0	8	7	7
PC	8	0	0	0	0	8	7	7
PIP5K1C	8	0	0	0	0	8	7	7
PLCG2	7	1	0	0	0	8	7	7
PLXNA1	7	0	0	1	0	8	7	7
PLXNB3	6	2	0	0	0	8	7	7
PPP1R15B	7	1	0	0	0	8	7	7
PTPRO	6	1	0	1	0	8	7	7
RBL2	6	1	0	1	0	8	7	7
RFC4	8	0	0	0	0	8	7	7
RPTN	6	2	0	0	0	8	7	7
RSC1A1	6	2	0	0	0	8	7	7
SDHA	8	0	0	0	0	8	7	7
SDPR	8	0	0	0	0	8	7	7
SEC24A	7	1	0	0	0	8	7	7
SF1	8	0	0	0	0	8	7	7
SLC39A12	7	0	0	1	0	8	7	7
SMAD3	8	0	0	0	0	8	7	7
SMC6	6	2	0	0	0	8	7	7
SMOC2	7	1	0	0	0	8	7	7
SORT1	7	1	0	0	0	8	7	7
SOX6	7	1	0	0	0	8	7	7
STAM2	7	0	0	1	0	8	7	7
SUGP2	6	2	0	0	0	8	7	7
SUSD1	7	1	0	0	0	8	7	7
SYCP2L	6	1	0	1	0	8	7	7
TBC1D31	8	0	0	0	0	8	7	7
TCF4	7	1	0	0	0	8	7	7
TCP11L2	8	0	0	0	0	8	7	7
TDRD7	6	2	0	0	0	8	7	7
TGFBR1	4	2	0	2	0	8	7	7
THOC2	7	0	0	1	0	8	7	7
TLL1	6	2	0	0	0	8	7	7
TMEM145	8	0	0	0	0	8	7	7
TMEM63C	6	1	0	1	0	8	7	7
TOM1L2	8	0	0	0	0	8	7	7
TOMM70A	7	1	0	0	0	8	7	7
TRAM1L1	7	1	0	0	0	8	7	7
TYW1B	7	1	0	0	0	8	7	7
UBE4B	7	1	0	0	0	8	7	7
UMODL1	6	0	0	2	0	8	7	7
WBSCR17	8	0	0	0	0	8	7	7
WDR19	8	0	0	0	0	8	7	7
WDR93	8	0	0	0	0	8	7	7
WEE1	6	1	0	1	0	8	7	7
ZBTB41	7	1	0	0	0	8	7	7
ZNF155	8	0	0	0	0	8	7	7
ZNF251	6	2	0	0	0	8	7	7
ZNF33B	5	3	0	0	0	8	7	7
ZNF404	8	0	0	0	0	8	7	7
ZNF440	6	2	0	0	0	8	7	7
ZNF565	7	1	0	0	0	8	7	7
ZNF781	8	0	0	0	0	8	7	7
ZNF841	6	2	0	0	0	8	7	7
ABCA10	6	1	0	0	0	7	7	7
ABCC10	7	0	0	0	0	7	7	7
ABCE1	7	0	0	0	0	7	7	7
ABLIM1	6	0	0	1	0	7	7	7
AC004381.6	7	0	0	0	0	7	7	7
ACAD11	6	1	0	0	0	7	7	7
ACAP3	6	0	0	1	0	7	7	7
ACD	6	1	0	0	0	7	7	7
ACLY	5	1	0	1	0	7	7	7
ACSBG2	6	1	0	0	0	7	7	7
ACSF2	6	1	0	0	0	7	7	7
ACSM5	6	1	0	0	0	7	7	7
ACTA2	7	0	0	0	0	7	7	7
ADAM2	5	2	0	0	0	7	7	7
ADAM23	5	2	0	0	0	7	7	7
ADAMTS10	7	0	0	0	0	7	7	7
ADAMTS13	6	1	0	0	0	7	7	7
ADD3	7	0	0	0	0	7	7	7
ADGRA2	7	0	0	0	0	7	7	7
ADGRE2	7	0	0	0	0	7	7	7
ADGRG1	6	1	0	0	0	7	7	7
ADGRG6	7	0	0	0	0	7	7	7
ADGRL1	6	1	0	0	0	7	7	7
ADH6	7	0	0	0	0	7	7	7
AFAP1L2	7	0	0	0	0	7	7	7
AFG3L2	7	0	0	0	0	7	7	7
AGAP3	6	1	0	0	0	7	7	7
AGGF1	7	0	0	0	0	7	7	7
AGO1	6	1	0	0	0	7	7	7
AGO2	6	1	0	0	0	7	7	7
AHI1	5	2	0	0	0	7	7	7
ALAS1	7	0	0	0	0	7	7	7
ALB	7	0	0	0	0	7	7	7
ALDH1L2	5	2	0	0	0	7	7	7
ALK	7	0	0	0	0	7	7	7
AMY2B	5	2	0	0	0	7	7	7
AMZ2	7	0	0	0	0	7	7	7
ANAPC4	6	1	0	0	0	7	7	7
ANKEF1	5	2	0	0	0	7	7	7
ANKFN1	6	1	0	0	0	7	7	7
AP4E1	5	2	0	0	0	7	7	7
APBB1IP	6	1	0	0	0	7	7	7
ARFGEF3	5	2	0	0	0	7	7	7
ARHGAP28	6	1	0	0	0	7	7	7
ARHGAP6	6	1	0	0	0	7	7	7
ARHGEF15	6	1	0	0	0	7	7	7
ARHGEF2	4	2	0	1	0	7	7	7
ARHGEF3	6	1	0	0	0	7	7	7
ARHGEF5	7	0	0	0	0	7	7	7
ARPP21	6	1	0	0	0	7	7	7
ASAH2	7	0	0	0	0	7	7	7
ASUN	6	1	0	0	0	7	7	7
ATF6	3	3	0	1	0	7	7	7
ATG4D	7	0	0	0	0	7	7	7
ATP2A2	7	0	0	0	0	7	7	7
ATXN1	6	1	0	0	0	7	7	7
AUP1	6	1	0	0	0	7	7	7
AVL9	6	0	1	0	0	7	7	7
B4GALNT2	6	0	0	1	0	7	7	7
BBS10	6	1	0	0	0	7	7	7
BLNK	7	0	0	0	0	7	7	7
BRE	4	1	0	2	0	7	7	7
BRF1	7	0	0	0	0	7	7	7
BRWD3	7	0	0	0	0	7	7	7
BTG2	6	0	0	0	1	7	7	7
BUB1B	7	0	0	0	0	7	7	7
C12orf4	5	2	0	0	0	7	7	7
C12orf40	6	1	0	0	0	7	7	7
C12orf43	7	0	0	0	0	7	7	7
C12orf50	7	0	0	0	0	7	7	7
C1S	6	1	0	0	0	7	7	7
C1orf168	6	0	0	1	0	7	7	7
C2orf44	7	0	0	0	0	7	7	7
CACNA1I	7	0	0	0	0	7	7	7
CACNA2D4	6	1	0	0	0	7	7	7
CACNB2	7	0	0	0	0	7	7	7
CARS2	5	2	0	0	0	7	7	7
CASK	6	0	0	1	0	7	7	7
CASP5	7	0	0	0	0	7	7	7
CBX4	6	1	0	0	0	7	7	7
CCDC102B	6	1	0	0	0	7	7	7
CCDC144A	6	1	0	0	0	7	7	7
CCDC27	7	0	0	0	0	7	7	7
CCDC57	7	0	0	0	0	7	7	7
CCNE2	5	2	0	0	0	7	7	7
CCNL2	5	2	0	0	0	7	7	7
CCT6B	7	0	0	0	0	7	7	7
CDC42BPG	7	0	0	0	0	7	7	7
CDH16	7	0	0	0	0	7	7	7
CDK15	7	0	0	0	0	7	7	7
CDK9	7	0	0	0	0	7	7	7
CELF2	5	1	0	0	1	7	7	7
CENPB	7	0	0	0	0	7	7	7
CENPU	5	1	0	1	0	7	7	7
CEP112	5	1	0	1	0	7	7	7
CEP55	7	0	0	0	0	7	7	7
CEP63	7	0	0	0	0	7	7	7
CERKL	7	0	0	0	0	7	7	7
CES2	6	1	0	0	0	7	7	7
CHERP	7	0	0	0	0	7	7	7
CHIT1	6	1	0	0	0	7	7	7
CHSY3	7	0	0	0	0	7	7	7
CKMT2	7	0	0	0	0	7	7	7
CLIP2	7	0	0	0	0	7	7	7
CLOCK	5	2	0	0	0	7	7	7
CNKSR3	6	0	0	1	0	7	7	7
COASY	7	0	0	0	0	7	7	7
COG4	7	0	0	0	0	7	7	7
COL4A3BP	6	0	0	1	0	7	7	7
CORIN	6	1	0	0	0	7	7	7
CPEB1	7	0	0	0	0	7	7	7
CPSF1	6	0	0	1	0	7	7	7
CREBRF	6	1	0	0	0	7	7	7
CRISPLD1	6	1	0	0	0	7	7	7
CRTC2	7	0	0	0	0	7	7	7
CSPG5	6	1	0	0	0	7	7	7
CSRP2BP	5	2	0	0	0	7	7	7
CTAGE1	6	1	0	0	0	7	7	7
CTNNA3	6	1	0	0	0	7	7	7
CUL2	4	3	0	0	0	7	7	7
CUX2	6	0	0	1	0	7	7	7
CYFIP1	7	0	0	0	0	7	7	7
CYLC1	6	0	0	1	0	7	7	7
CYP2B6	7	0	0	0	0	7	7	7
DACT1	7	0	0	0	0	7	7	7
DARS2	5	2	0	0	0	7	7	7
DAXX	7	0	0	0	0	7	7	7
DCLRE1B	7	0	0	0	0	7	7	7
DDAH1	6	0	1	0	0	7	7	7
DDX17	7	0	0	0	0	7	7	7
DDX21	7	0	0	0	0	7	7	7
DDX59	7	0	0	0	0	7	7	7
DENND1C	6	1	0	0	0	7	7	7
DENND3	6	1	0	0	0	7	7	7
DEPDC1	6	0	0	1	0	7	7	7
DFFA	7	0	0	0	0	7	7	7
DGCR8	7	0	0	0	0	7	7	7
DGKE	7	0	0	0	0	7	7	7
DISP2	7	0	0	0	0	7	7	7
DLGAP5	7	0	0	0	0	7	7	7
DMBX1	7	0	0	0	0	7	7	7
DNAJC3	5	2	0	0	0	7	7	7
DNM1	7	0	0	0	0	7	7	7
DOCK11	7	0	0	0	0	7	7	7
DSG3	6	1	0	0	0	7	7	7
DYRK1A	7	0	0	0	0	7	7	7
E2F7	7	0	0	0	0	7	7	7
EDNRB	7	0	0	0	0	7	7	7
EEFSEC	6	0	1	0	0	7	7	7
EGFR	7	0	0	0	0	7	7	7
EIF2B4	6	1	0	0	0	7	7	7
EIF3B	5	2	0	0	0	7	7	7
EIF3I	7	0	0	0	0	7	7	7
EPB41L1	6	1	0	0	0	7	7	7
EPB41L2	4	2	0	1	0	7	7	7
ERBB2IP	7	0	0	0	0	7	7	7
ERCC3	7	0	0	0	0	7	7	7
ERCC6L	7	0	0	0	0	7	7	7
ESYT2	6	0	0	1	0	7	7	7
EVI5	7	0	0	0	0	7	7	7
EXOC2	7	0	0	0	0	7	7	7
EXOSC9	7	0	0	0	0	7	7	7
FAM120B	6	0	0	1	0	7	7	7
FAM134A	7	0	0	0	0	7	7	7
FAM155A	5	2	0	0	0	7	7	7
FAM189B	6	1	0	0	0	7	7	7
FAM83C	6	1	0	0	0	7	7	7
FAN1	6	1	0	0	0	7	7	7
FARP1	3	3	0	1	0	7	7	7
FARP2	7	0	0	0	0	7	7	7
FGD1	7	0	0	0	0	7	7	7
FGG	7	0	0	0	0	7	7	7
FH	6	1	0	0	0	7	7	7
FKBP5	5	1	0	0	1	7	7	7
FLAD1	6	1	0	0	0	7	7	7
FLRT3	7	0	0	0	0	7	7	7
FNBP1	7	0	0	0	0	7	7	7
FNDC7	6	1	0	0	0	7	7	7
FNIP2	7	0	0	0	0	7	7	7
FRMPD1	7	0	0	0	0	7	7	7
FRS2	7	0	0	0	0	7	7	7
FUT8	6	1	0	0	0	7	7	7
FZD7	7	0	0	0	0	7	7	7
GAB2	7	0	0	0	0	7	7	7
GABRB3	6	1	0	0	0	7	7	7
GABRE	7	0	0	0	0	7	7	7
GAS7	6	0	0	1	0	7	7	7
GDA	6	1	0	0	0	7	7	7
GEN1	7	0	0	0	0	7	7	7
GIMAP8	6	1	0	0	0	7	7	7
GJA9	6	1	0	0	0	7	7	7
GNL3L	7	0	0	0	0	7	7	7
GPATCH1	6	1	0	0	0	7	7	7
GPD2	6	1	0	0	0	7	7	7
GPR161	6	1	0	0	0	7	7	7
GPR162	7	0	0	0	0	7	7	7
GRIN2D	6	1	0	0	0	7	7	7
GRIP2	7	0	0	0	0	7	7	7
GRK5	5	2	0	0	0	7	7	7
GRM3	6	1	0	0	0	7	7	7
GRM4	7	0	0	0	0	7	7	7
GRM6	7	0	0	0	0	7	7	7
GTF2E1	7	0	0	0	0	7	7	7
GTF2IRD1	7	0	0	0	0	7	7	7
GTF3C3	5	2	0	0	0	7	7	7
GTPBP2	7	0	0	0	0	7	7	7
HAS2	6	1	0	0	0	7	7	7
HAUS5	7	0	0	0	0	7	7	7
HCAR2	7	0	0	0	0	7	7	7
HDAC9	6	1	0	0	0	7	7	7
HEATR4	7	0	0	0	0	7	7	7
HEATR6	7	0	0	0	0	7	7	7
HECTD2	6	1	0	0	0	7	7	7
HELB	6	1	0	0	0	7	7	7
HES1	7	0	0	0	0	7	7	7
HIP1R	7	0	0	0	0	7	7	7
HIST1H1C	7	0	0	0	0	7	7	7
HMGCS1	7	0	0	0	0	7	7	7
HMGCS2	7	0	0	0	0	7	7	7
HMHA1	7	0	0	0	0	7	7	7
HORMAD1	6	1	0	0	0	7	7	7
HOXA10	7	0	0	0	0	7	7	7
HSPA14	7	0	0	0	0	7	7	7
HSPA6	6	1	0	0	0	7	7	7
HUNK	7	0	0	0	0	7	7	7
IFT122	6	1	0	0	0	7	7	7
IKBKB	5	0	0	2	0	7	7	7
INSRR	7	0	0	0	0	7	7	7
IPO4	5	2	0	0	0	7	7	7
IRAK4	6	0	1	0	0	7	7	7
ITGA1	5	1	0	1	0	7	7	7
ITGA3	6	0	0	1	0	7	7	7
ITGA6	7	0	0	0	0	7	7	7
ITGA9	6	1	0	0	0	7	7	7
ITGB2	7	0	0	0	0	7	7	7
KAL1	5	2	0	0	0	7	7	7
KAT2A	7	0	0	0	0	7	7	7
KBTBD2	7	0	0	0	0	7	7	7
KBTBD3	6	0	0	1	0	7	7	7
KCNA2	6	1	0	0	0	7	7	7
KCNF1	7	0	0	0	0	7	7	7
KCNT1	7	0	0	0	0	7	7	7
KDM4A	7	0	0	0	0	7	7	7
KEAP1	6	0	0	1	0	7	7	7
KIAA1211	6	1	0	0	0	7	7	7
KIAA1324L	3	2	0	2	0	7	7	7
KIAA1468	6	1	0	0	0	7	7	7
KIF19	6	0	0	1	0	7	7	7
KIF24	7	0	0	0	0	7	7	7
KIFC1	7	0	0	0	0	7	7	7
KIFC2	6	1	0	0	0	7	7	7
KL	7	0	0	0	0	7	7	7
KLHL17	7	0	0	0	0	7	7	7
KLHL2	7	0	0	0	0	7	7	7
KLHL9	6	1	0	0	0	7	7	7
KRT10	6	1	0	0	0	7	7	7
KRT79	7	0	0	0	0	7	7	7
KRT84	7	0	0	0	0	7	7	7
L3MBTL3	6	1	0	0	0	7	7	7
LARP4B	5	2	0	0	0	7	7	7
LAS1L	7	0	0	0	0	7	7	7
LAX1	7	0	0	0	0	7	7	7
LCA5	7	0	0	0	0	7	7	7
LEMD3	6	1	0	0	0	7	7	7
LHCGR	7	0	0	0	0	7	7	7
LIMCH1	7	0	0	0	0	7	7	7
LIMK1	7	0	0	0	0	7	7	7
LMLN	7	0	0	0	0	7	7	7
LONP2	7	0	0	0	0	7	7	7
LOXL3	7	0	0	0	0	7	7	7
LPIN1	7	0	0	0	0	7	7	7
LPIN2	7	0	0	0	0	7	7	7
LRIF1	7	0	0	0	0	7	7	7
LRRC49	6	1	0	0	0	7	7	7
LRRIQ3	6	1	0	0	0	7	7	7
LRSAM1	6	0	0	1	0	7	7	7
MAATS1	6	1	0	0	0	7	7	7
MAGED2	4	2	0	1	0	7	7	7
MAGEE1	6	1	0	0	0	7	7	7
MAN2B2	7	0	0	0	0	7	7	7
MAP3K19	7	0	0	0	0	7	7	7
MAP3K6	6	0	0	1	0	7	7	7
MAP4K1	6	1	0	0	0	7	7	7
MAP4K4	6	1	0	0	0	7	7	7
MAP7D1	7	0	0	0	0	7	7	7
MARCO	7	0	0	0	0	7	7	7
MATN2	7	0	0	0	0	7	7	7
MB21D2	5	2	0	0	0	7	7	7
MCF2	7	0	0	0	0	7	7	7
MCOLN1	5	2	0	0	0	7	7	7
MCPH1	7	0	0	0	0	7	7	7
