0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	Middle	Start	End
chr2	65081441	65082780	0																																													65082110	-669	670
chr2	65083017	65084011	0																																													65083514	-497	497
chr2	65090137	65092389	0																																													65091263	-1126	1126
chr2	65114488	65117510	0																																													65115999	-1511	1511
chr2	65226749	65229182	1	99.0																																												65227965	-1216	1217
chr2	65246480	65247884	0																																													65247182	-702	702
chr2	65265697	65267770	0																																													65266733	-1036	1037
chr2	65312607	65314976	3	425.0	1137.0	1018.0																																										65313791	-1184	1185
chr2	65318569	65322604	0																																													65320586	-2017	2018
chr2	65384348	65387221	0																																													65385784	-1436	1437
chr2	65415020	65417425	0																																													65416222	-1202	1203
chr2	65430135	65432606	0																																													65431370	-1235	1236
chr2	68043786	68044783	0																																													68044284	-498	499
chr2	68058518	68061038	0																																													68059778	-1260	1260
chr2	68176623	68178869	0																																													68177746	-1123	1123
chr2	69342368	69344627	0																																													69343497	-1129	1130
chr2	70086204	70090364	1	522.0																																												70088284	-2080	2080
chr2	70135040	70138919	0																																													70136979	-1939	1940
chr2	70139610	70142026	0																																													70140818	-1208	1208
chr2	70216718	70217822	0																																													70217270	-552	552
chr2	71080769	71082801	0																																													71081785	-1016	1016
chr2	71331026	71334038	0																																													71332532	-1506	1506
chr2	71389064	71389685	0																																													71389374	-310	311
chr2	71389962	71390734	0																																													71390348	-386	386
chr2	71442666	71444719	0																																													71443692	-1026	1027
chr2	72616178	72618681	0																																													72617429	-1251	1252
chr2	72936644	72943514	0																																													72940079	-3435	3435
chr2	73056843	73059699	0																																													73058271	-1428	1428
chr2	73224152	73227665	1	961.0																																												73225908	-1756	1757
chr2	73249447	73251075	1	344.0																																												73250261	-814	814
chr2	73251177	73252698	0																																													73251937	-760	761
chr2	73254490	73260242	1	2312.0																																												73257366	-2876	2876
chr2	73261687	73267030	0																																													73264358	-2671	2672
chr2	73401187	73401445	0																																													73401316	-129	129
chr2	73619898	73622882	0																																													73621390	-1492	1492
chr2	73954621	73956207	0																																													73955414	-793	793
chr2	73980911	73982964	0																																													73981937	-1026	1027
chr2	73997259	73999177	0																																													73998218	-959	959
chr2	74003334	74007172	0																																													74005253	-1919	1919
chr2	74045867	74048738	7	-760.0	-125.0	-594.0	-1110.0	255.0	721.0	869.0																																						74047302	-1435	1436
chr2	74078630	74081413	0																																													74080021	-1391	1392
chr2	74092956	74095417	1	633.0																																												74094186	-1230	1231
chr2	74099354	74102430	3	-637.0	256.0	-484.0																																										74100892	-1538	1538
chr2	74119849	74121685	0																																													74120767	-918	918
chr2	74145891	74149728	0																																													74147809	-1918	1919
chr2	74153651	74154347	0																																													74153999	-348	348
chr2	74197756	74199971	1	206.0																																												74198863	-1107	1108
chr2	74220831	74225755	1	-1715.0																																												74223293	-2462	2462
chr2	74354101	74356466	0																																													74355283	-1182	1183
chr2	74367653	74372889	4	1528.0	1437.0	879.0	1539.0																																									74370271	-2618	2618
chr2	74455676	74457955	2	-893.0	566.0																																											74456815	-1139	1140
chr2	74458304	74463041	9	2178.0	-1109.0	-1367.0	1268.0	-1935.0	723.0	2142.0	2119.0	-2080.0																																				74460672	-2368	2369
chr2	74464316	74466313	0																																													74465314	-998	999
chr2	74473171	74478209	1	635.0																																												74475690	-2519	2519
chr2	74489113	74492524	1	-1352.0																																												74490818	-1705	1706
chr2	74497546	74502391	2	1846.0	1999.0																																											74499968	-2422	2423
chr2	74504301	74506230	1	-761.0																																												74505265	-964	965
chr2	74523191	74527879	5	-2340.0	465.0	2064.0	-1960.0	-1787.0																																								74525535	-2344	2344
chr2	74832746	74839228	1	1448.0																																												74835987	-3241	3241
chr2	74958378	74960406	2	722.0	580.0																																											74959392	-1014	1014
chr2	77129109	77129300	0																																													77129204	-95	96
chr2	84906962	84910205	0																																													84908583	-1621	1622
chr2	84959762	84961255	0																																													84960508	-746	747
chr2	84969041	84973082	0																																													84971061	-2020	2021
chr2	84986058	84988312	0																																													84987185	-1127	1127
chr2	85046424	85048272	0																																													85047348	-924	924
chr2	85056864	85058047	0																																													85057455	-591	592
chr2	85312785	85313959	0																																													85313372	-587	587
chr2	85314743	85316831	0																																													85315787	-1044	1044
chr2	85347085	85349652	0																																													85348368	-1283	1284
chr2	85543763	85550478	3	2480.0	-2849.0	-3000.0																																										85547120	-3357	3358
chr2	85551382	85553210	1	-683.0																																												85552296	-914	914
chr2	85595495	85596984	0																																													85596239	-744	745
chr2	85598558	85604590	2	291.0	1656.0																																											85601574	-3016	3016
chr2	85606621	85607835	0																																													85607228	-607	607
chr2	85630205	85635114	4	1876.0	1799.0	1918.0	1900.0																																									85632659	-2454	2455
chr2	86040782	86044998	0																																													86042890	-2108	2108
chr2	86137634	86141607	0																																													86139620	-1986	1987
chr2	86212637	86212877	0																																													86212757	-120	120
chr2	86439905	86443011	0																																													86441458	-1553	1553
chr2	86447895	86449137	0																																													86448516	-621	621
chr2	86449347	86449947	1	-268.0																																												86449647	-300	300
chr2	86460736	86463820	0																																													86462278	-1542	1542
chr2	86494937	86496486	0																																													86495711	-774	775
chr2	86543296	86546910	0																																													86545103	-1807	1807
chr2	86558489	86560803	0																																													86559646	-1157	1157
chr2	86768474	86770384	0																																													86769429	-955	955
chr2	86777887	86779590	0																																													86778738	-851	852
chr2	88025973	88026850	0																																													88026411	-438	439
chr2	88040721	88044454	0																																													88042587	-1866	1867
chr2	88626708	88628610	0																																													88627659	-951	951
chr2	89813484	89814489	0																																													89813986	-502	503
chr2	89828110	89830211	0																																													89829160	-1050	1051
chr2	89834764	89837082	0																																													89835923	-1159	1159
chr2	91626889	91628282	0																																													91627585	-696	697
chr2	91645133	91647288	0																																													91646210	-1077	1078
chr2	95084970	95086703	0																																													95085836	-866	867
chr2	95088290	95091220	0																																													95089755	-1465	1465
chr2	95280342	95284568	1	1214.0																																												95282455	-2113	2113
chr2	95285473	95291322	2	2703.0	1226.0																																											95288397	-2924	2925
chr2	95291768	95299494	0																																													95295631	-3863	3863
chr2	95409716	95412377	1	26.0																																												95411046	-1330	1331
chr2	95524796	95527933	0																																													95526364	-1568	1569
chr2	96018500	96022325	2	-1546.0	-732.0																																											96020412	-1912	1913
chr2	96134106	96137887	0																																													96135996	-1890	1891
chr2	96140520	96143190	0																																													96141855	-1335	1335
chr2	96245112	96247817	0																																													96246464	-1352	1353
chr2	96249059	96251119	0																																													96250089	-1030	1030
chr2	96259160	96261180	0																																													96260170	-1010	1010
chr2	96270098	96272848	1	353.0																																												96271473	-1375	1375
chr2	96277347	96282791	5	2518.0	1411.0	1235.0	-2044.0	1215.0																																								96280069	-2722	2722
chr2	96282945	96290380	9	2113.0	2200.0	-3714.0	-852.0	332.0	3357.0	-2392.0	2986.0	-370.0																																				96286662	-3717	3718
chr2	96290736	96293181	1	-1058.0																																												96291958	-1222	1223
chr2	96637751	96639811	0																																													96638781	-1030	1030
chr2	96805348	96809859	0																																													96807603	-2255	2256
chr2	96819668	96821977	0																																													96820822	-1154	1155
chr2	96825988	96828491	0																																													96827239	-1251	1252
chr2	96831638	96833574	1	32.0																																												96832606	-968	968
chr2	96835953	96837182	0																																													96836567	-614	615
chr2	97659249	97661482	0																																													97660365	-1116	1117
chr2	97741171	97742949	0																																													97742060	-889	889
chr2	97772331	97776470	4	-1529.0	-1499.0	2062.0	-1479.0																																									97774400	-2069	2070
chr2	97983313	97984480	0																																													97983896	-583	584
chr2	98630591	98631806	0																																													98631198	-607	608
chr2	99317106	99321104	1	-585.0																																												99319105	-1999	1999
chr2	99394945	99396147	0																																													99395546	-601	601
chr2	99397328	99398710	0																																													99398019	-691	691
chr2	99402692	99404406	4	778.0	658.0	658.0	644.0																																									99403549	-857	857
chr2	100276761	100280164	0																																													100278462	-1701	1702
chr2	101001675	101004535	0																																													101003105	-1430	1430
chr2	101004627	101006806	1	-263.0																																												101005716	-1089	1090
chr2	101010560	101011124	1	-94.0																																												101010842	-282	282
chr2	101252195	101254541	1	87.0																																												101253368	-1173	1173
chr2	101257996	101260286	0																																													101259141	-1145	1145
chr2	101265648	101266890	0																																													101266269	-621	621
chr2	101274175	101276275	0																																													101275225	-1050	1050
chr2	101282875	101284162	0																																													101283518	-643	644
chr2	105102964	105105070	0																																													105104017	-1053	1053
chr2	105116043	105116248	0																																													105116145	-102	103
chr2	105261416	105262436	0																																													105261926	-510	510
chr2	105338984	105340234	2	-75.0	-50.0																																											105339609	-625	625
chr2	105398658	105400600	2	263.0	272.0																																											105399629	-971	971
chr2	105743933	105746552	0																																													105745242	-1309	1310
chr2	105892695	105894483	2	-72.0	533.0																																											105893589	-894	894
chr2	108463175	108466927	0																																													108465051	-1876	1876
chr2	108764902	108765915	0																																													108765408	-506	507
chr2	108786116	108787294	3	-58.0	-171.0	-81.0																																										108786705	-589	589
chr2	109613137	109617205	1	-744.0																																												109615171	-2034	2034
chr2	111119713	111125232	2	-1424.0	-1457.0																																											111122472	-2759	2760
chr2	111130591	111130701	0																																													111130646	-55	55
chr2	111465637	111467279	0																																													111466458	-821	821
chr2	111480697	111482552	0																																													111481624	-927	928
chr2	112054176	112057598	0																																													112055887	-1711	1711
chr2	112119735	112121687	0																																													112120711	-976	976
chr2	112123801	112125438	0																																													112124619	-818	819
chr2	112219738	112221464	0																																													112220601	-863	863
chr2	112580630	112582867	0																																													112581748	-1118	1119
chr2	112589867	112591868	0																																													112590867	-1000	1001
chr2	112644967	112647112	0																																													112646039	-1072	1073
chr2	112656511	112657068	0																																													112656789	-278	279
chr2	112658589	112659106	0																																													112658847	-258	259
chr2	112659654	112661194	1	666.0																																												112660424	-770	770
chr2	112665751	112666497	0																																													112666124	-373	373
chr2	112673199	112674756	0																																													112673977	-778	779
chr2	113197171	113199618	1	830.0																																												113198394	-1223	1224
chr2	113201590	113206241	0																																													113203915	-2325	2326
chr2	113238410	113241753	0																																													113240081	-1671	1672
chr2	113597423	113604651	0																																													113601037	-3614	3614
chr2	113703604	113705005	0																																													113704304	-700	701
chr2	113706043	113706762	0																																													113706402	-359	360
chr2	113888977	113891784	0																																													113890380	-1403	1404
chr2	115046783	115046964	0																																													115046873	-90	91
chr2	116097169	116097537	0																																													116097353	-184	184
chr2	117832533	117833554	0																																													117833043	-510	511
chr2	117976673	117979555	0																																													117978114	-1441	1441
chr2	118110608	118112869	0																																													118111738	-1130	1131
chr2	119366537	119368492	0																																													119367514	-977	978
chr2	119843189	119846129	0																																													119844659	-1470	1470
chr2	120013902	120016453	0																																													120015177	-1275	1276
chr2	120027230	120028998	0																																													120028114	-884	884
chr2	120064113	120066130	0																																													120065121	-1008	1009
chr2	120067194	120068650	0																																													120067922	-728	728
chr2	120179079	120180864	0																																													120179971	-892	893
chr2	120217810	120219412	0																																													120218611	-801	801
chr2	120338145	120340676	0																																													120339410	-1265	1266
chr2	120345537	120351187	2	-1057.0	-1194.0																																											120348362	-2825	2825
chr2	120351772	120355931	0																																													120353851	-2079	2080
chr2	121731051	121732313	0																																													121731682	-631	631
chr2	121767727	121768942	0																																													121768334	-607	608
chr2	123188148	123188323	0																																													123188235	-87	88
chr2	124082430	124082623	0																																													124082526	-96	97
chr2	125022821	125022907	0																																													125022864	-43	43
chr2	126755308	126755455	0																																													126755381	-73	74
chr2	127257672	127260056	0																																													127258864	-1192	1192
chr2	127284109	127286052	0																																													127285080	-971	972
chr2	127352577	127354698	0																																													127353637	-1060	1061
chr2	127384435	127384860	0																																													127384647	-212	213
chr2	127406081	127409168	0																																													127407624	-1543	1544
chr2	127511412	127515032	0																																													127513222	-1810	1810
chr2	127705984	127708062	2	612.0	651.0																																											127707023	-1039	1039
chr2	127717962	127720417	3	-111.0	-233.0	-305.0																																										127719189	-1227	1228
chr2	127786758	127790351	0																																													127788554	-1796	1797
chr2	127865788	127867939	0																																													127866863	-1075	1076
chr2	127883059	127887144	0																																													127885101	-2042	2043
chr2	127890784	127892380	0																																													127891582	-798	798
chr2	127949296	127952072	0																																													127950684	-1388	1388
chr2	127952744	127954741	0																																													127953742	-998	999
chr2	127977915	127981955	0																																													127979935	-2020	2020
chr2	128011069	128013978	0																																													128012523	-1454	1455
chr2	128026783	128029234	0																																													128028008	-1225	1226
chr2	128194765	128196877	0																																													128195821	-1056	1056
chr2	128266095	128270816	1	-19.0																																												128268455	-2360	2361
chr2	128273361	128276608	0																																													128274984	-1623	1624
chr2	128276691	128281301	0																																													128278996	-2305	2305
chr2	130119610	130122178	0																																													130120894	-1284	1284
chr2	130127118	130130483	0																																													130128800	-1682	1683
chr2	130188888	130190926	1	-578.0																																												130189907	-1019	1019
chr2	130243544	130243694	0																																													130243619	-75	75
chr2	130341831	130345547	0																																													130343689	-1858	1858
chr2	130346358	130348782	2	1060.0	1167.0																																											130347570	-1212	1212
chr2	130369613	130374880	3	2437.0	1026.0	-1043.0																																										130372246	-2633	2634
chr2	131043130	131046708	1	563.0																																												131044919	-1789	1789
chr2	131047835	131049646	0																																													131048740	-905	906
chr2	131073790	131076698	0																																													131075244	-1454	1454
chr2	131092560	131094913	0																																													131093736	-1176	1177
chr2	131139385	131141681	0																																													131140533	-1148	1148
chr2	131150992	131153752	0																																													131152372	-1380	1380
chr2	131208398	131211777	0																																													131210087	-1689	1690
chr2	131216710	131219308	3	-637.0	-772.0	-889.0																																										131218009	-1299	1299
chr2	131483769	131490524	1	3089.0																																												131487146	-3377	3378
chr2	131584174	131586416	0																																													131585295	-1121	1121
chr2	131656392	131660039	0																																													131658215	-1823	1824
chr2	131666943	131668612	0																																													131667777	-834	835
chr2	131680172	131681708	0																																													131680940	-768	768
chr2	132254567	132256033	0																																													132255300	-733	733
chr2	132279179	132281189	0																																													132280184	-1005	1005
chr2	132339615	132339771	0																																													132339693	-78	78
chr2	134948366	134950910	0																																													134949638	-1272	1272
chr2	135104458	135107131	0																																													135105794	-1336	1337
chr2	135171195	135173014	0																																													135172104	-909	910
chr2	135175982	135177109	0																																													135176545	-563	564
chr2	135696138	135698837	0																																													135697487	-1349	1350
chr2	135984614	135985740	0																																													135985177	-563	563
chr2	136787644	136787745	0																																													136787694	-50	51
chr2	138421269	138421384	0																																													138421326	-57	58
chr2	138583723	138585104	0																																													138584413	-690	691
chr2	138588320	138589807	0																																													138589063	-743	744
chr2	142157713	142157953	0																																													142157833	-120	120
chr2	144223258	144223520	0																																													144223389	-131	131
chr2	147842759	147846166	0																																													147844462	-1703	1704
chr2	148680689	148682276	0																																													148681482	-793	794
chr2	148695401	148696898	0																																													148696149	-748	749
chr2	148697241	148698694	0																																													148697967	-726	727
chr2	148757486	148758925	0																																													148758205	-719	720
chr2	150485073	150487085	0																																													150486079	-1006	1006
chr2	151789514	151791534	0																																													151790524	-1010	1010
chr2	152643810	152646575	0																																													152645192	-1382	1383
chr2	152656548	152658083	0																																													152657315	-767	768
chr2	152706381	152708310	0																																													152707345	-964	965
chr2	152717167	152719307	4	894.0	-596.0	781.0	-514.0																																									152718237	-1070	1070
chr2	154703923	154704177	0																																													154704050	-127	127
chr2	156327600	156328941	2	-256.0	289.0																																											156328270	-670	671
chr2	156331666	156334848	0																																													156333257	-1591	1591
chr2	156341426	156343295	0																																													156342360	-934	935
chr2	158456094	158458141	0																																													158457117	-1023	1024
chr2	158470781	158471677	0																																													158471229	-448	448
chr2	158486706	158487967	0																																													158487336	-630	631
chr2	158504176	158506252	0																																													158505214	-1038	1038
chr2	158528095	158530392	0																																													158529243	-1148	1149
chr2	158556361	158558320	0																																													158557340	-979	980
chr2	158642471	158644840	0																																													158643655	-1184	1185
chr2	158671171	158674587	0																																													158672879	-1708	1708
chr2	159189506	159191615	0																																													159190560	-1054	1055
chr2	159226540	159228924	2	-220.0	-220.0																																											159227732	-1192	1192
chr2	159712793	159713702	0																																													159713247	-454	455
chr2	160270853	160272226	0																																													160271539	-686	687
chr2	160405403	160409136	0																																													160407269	-1866	1867
chr2	160419375	160423590	0																																													160421482	-2107	2108
chr2	161159758	161161171	0																																													161160464	-706	707
chr2	161228664	161229727	0																																													161229195	-531	532
chr2	163170155	163170704	0																																													163170429	-274	275
chr2	164619012	164622066	0																																													164620539	-1527	1527
chr2	166573266	166573427	0																																													166573346	-80	81
chr2	169635667	169637457	3	429.0	-671.0	-340.0																																										169636562	-895	895
chr2	170021191	170026350	0																																													170023770	-2579	2580
chr2	170967614	170969677	0																																													170968645	-1031	1032
chr2	171762335	171764487	0																																													171763411	-1076	1076
chr2	171955102	171957257	0																																													171956179	-1077	1078
chr2	173911034	173913308	3	-1027.0	-1021.0	-932.0																																										173912171	-1137	1137
chr2	173918042	173921146	0																																													173919594	-1552	1552
chr2	173937871	173941888	0																																													173939879	-2008	2009
chr2	173962204	173966192	1	-971.0																																												173964198	-1994	1994
chr2	174070056	174071508	0																																													174070782	-726	726
chr2	174109526	174110375	0																																													174109950	-424	425
chr2	175076606	175078324	0																																													175077465	-859	859
chr2	175107310	175111002	0																																													175109156	-1846	1846
chr2	177212375	177217070	3	-898.0	-1139.0	-1812.0																																										177214722	-2347	2348
chr2	177218026	177218666	0																																													177218346	-320	320
chr2	177223911	177225072	0																																													177224491	-580	581
chr2	177228998	177231589	3	-16.0	-639.0	-510.0																																										177230293	-1295	1296
chr2	177263084	177265848	0																																													177264466	-1382	1382
chr2	178492381	178495212	0																																													178493796	-1415	1416
chr2	181891351	181892968	0																																													181892159	-808	809
chr2	181914012	181916734	3	-854.0	-792.0	-1042.0																																										181915373	-1361	1361
chr2	182922325	182923619	0																																													182922972	-647	647
chr2	182932875	182934705	0																																													182933790	-915	915
chr2	184674236	184674343	0																																													184674289	-53	54
chr2	189759093	189761809	0																																													189760451	-1358	1358
chr2	190948319	190949763	0																																													190949041	-722	722
chr2	190963343	190965218	1	730.0																																												190964280	-937	938
chr2	191002860	191003886	0																																													191003373	-513	513
chr2	191244927	191246415	0																																													191245671	-744	744
chr2	191254046	191257451	0																																													191255748	-1702	1703
chr2	191269105	191271122	0																																													191270113	-1008	1009
chr2	191285110	191286577	0																																													191285843	-733	734
chr2	191304806	191308339	0																																													191306572	-1766	1767
chr2	191338253	191339423	0																																													191338838	-585	585
chr2	191364294	191365630	0																																													191364962	-668	668
chr2	191396638	191399367	0																																													191398002	-1364	1365
chr2	192267527	192267960	0																																													192267743	-216	217
chr2	195656763	195658569	0																																													195657666	-903	903
chr2	196796123	196797639	0																																													196796881	-758	758
chr2	197385226	197390922	0																																													197388074	-2848	2848
chr2	197408959	197410253	2	-180.0	-347.0																																											197409606	-647	647
chr2	197451790	197454345	0																																													197453067	-1277	1278
chr2	197455538	197457491	0																																													197456514	-976	977
chr2	197468663	197469765	0																																													197469214	-551	551
chr2	197572539	197575388	0																																													197573963	-1424	1425
chr2	200495086	200497355	0																																													200496220	-1134	1135
chr2	200810946	200813288	0																																													200812117	-1171	1171
chr2	200821525	200822076	0																																													200821800	-275	276
chr2	200860957	200863354	1	837.0																																												200862155	-1198	1199
chr2	200905841	200907059	0																																													200906450	-609	609
chr2	200946610	200949323	0																																													200947966	-1356	1357
chr2	201122706	201125080	0																																													201123893	-1187	1187
chr2	201131116	201134014	1	-470.0																																												201132565	-1449	1449
chr2	201138018	201140226	1	1014.0																																												201139122	-1104	1104
chr2	201165069	201167059	0																																													201166064	-995	995
chr2	201167609	201170063	0																																													201168836	-1227	1227
chr2	201170937	201171656	0																																													201171296	-359	360
chr2	201177152	201179537	0																																													201178344	-1192	1193
chr2	202264537	202266261	0																																													202265399	-862	862
chr2	202276488	202277561	0																																													202277024	-536	537
chr2	202375613	202377731	2	-818.0	-818.0																																											202376672	-1059	1059
chr2	202468798	202472789	0																																													202470793	-1995	1996
chr2	202519852	202521274	0																																													202520563	-711	711
chr2	202566930	202568810	0																																													202567870	-940	940
chr2	202570773	202572688	0																																													202571730	-957	958
chr2	203064921	203067636	0																																													203066278	-1357	1358
chr2	203205393	203209589	0																																													203207491	-2098	2098
chr2	203439366	203441482	3	720.0	783.0	-773.0																																										203440424	-1058	1058
chr2	203533350	203536378	0																																													203534864	-1514	1514
chr2	206158618	206161366	2	13.0	162.0																																											206159992	-1374	1374
chr2	206880725	206880820	0																																													206880772	-47	48
chr2	207146532	207148000	0																																													207147266	-734	734
chr2	207164426	207167377	1	400.0																																												207165901	-1475	1476
chr2	207528243	207531784	0																																													207530013	-1770	1771
chr2	207757909	207760595	0																																													207759252	-1343	1343
chr2	208055754	208055863	0																																													208055808	-54	55
chr2	210034522	210037968	0																																													210036245	-1723	1723
chr2	210170202	210172943	0																																													210171572	-1370	1371
chr2	214798467	214799307	0																																													214798887	-420	420
chr2	215941527	215942089	0																																													215941808	-281	281
chr2	215957580	215960362	0																																													215958971	-1391	1391
chr2	216002119	216004611	0																																													216003365	-1246	1246
chr2	216114446	216115525	0																																													216114985	-539	540
chr2	216144041	216148425	0																																													216146233	-2192	2192
chr2	216162109	216165119	0																																													216163614	-1505	1505
chr2	216178780	216180421	0																																													216179600	-820	821
chr2	216207669	216211333	0																																													216209501	-1832	1832
chr2	216497666	216500537	2	-167.0	292.0																																											216499101	-1435	1436
chr2	216505505	216508283	0																																													216506894	-1389	1389
chr2	216667355	216671613	0																																													216669484	-2129	2129
chr2	216671760	216675942	0																																													216673851	-2091	2091
chr2	216678547	216680385	2	425.0	437.0																																											216679466	-919	919
chr2	216688125	216690543	0																																													216689334	-1209	1209
chr2	216694009	216695707	0																																													216694858	-849	849
chr2	218215975	218217960	0																																													218216967	-992	993
chr2	218238289	218239947	1	281.0																																												218239118	-829	829
chr2	218251054	218253190	0																																													218252122	-1068	1068
chr2	218274375	218276343	0																																													218275359	-984	984
chr2	218322386	218324429	0																																													218323407	-1021	1022
chr2	218325906	218328738	0																																													218327322	-1416	1416
chr2	218394390	218401883	1	3431.0																																												218398136	-3746	3747
chr2	218401902	218409025	2	1137.0	3346.0																																											218405463	-3561	3562
chr2	218525728	218528317	0																																													218527022	-1294	1295
chr2	218554880	218557203	0																																													218556041	-1161	1162
chr2	218633193	218635712	1	618.0																																												218634452	-1259	1260
chr2	218640437	218645480	5	-2040.0	-186.0	-1574.0	-933.0	-255.0																																								218642958	-2521	2522
chr2	218661919	218663653	3	211.0	-482.0	-480.0																																										218662786	-867	867
chr2	218998212	219002079	0																																													219000145	-1933	1934
chr2	219206693	219210618	3	984.0	-618.0	-1381.0																																										219208655	-1962	1963
chr2	219219419	219226383	6	-782.0	-1619.0	200.0	519.0	-767.0	-2557.0																																							219222901	-3482	3482
chr2	219235396	219237766	4	-62.0	1041.0	755.0	-666.0																																									219236581	-1185	1185
chr2	219246512	219249251	3	762.0	657.0	-703.0																																										219247881	-1369	1370
chr2	219278688	219280370	1	-331.0																																												219279529	-841	841
chr2	219284396	219289683	2	2099.0	1077.0																																											219287039	-2643	2644
chr2	219372952	219375352	0																																													219374152	-1200	1200
chr2	219377555	219378846	0																																													219378200	-645	646
chr2	219380842	219386501	2	-2321.0	538.0																																											219383671	-2829	2830
chr2	219506773	219510066	0																																													219508419	-1646	1647
chr2	219535489	219538367	2	-1106.0	-150.0																																											219536928	-1439	1439
chr2	219542211	219545041	0																																													219543626	-1415	1415
chr2	219549870	219552079	1	664.0																																												219550974	-1104	1105
chr2	219560447	219561411	0																																													219560929	-482	482
chr2	219561722	219565673	7	1142.0	300.0	1168.0	-1660.0	-1687.0	1288.0	287.0																																						219563697	-1975	1976
chr2	219565701	219567894	2	-262.0	-504.0																																											219566797	-1096	1097
chr2	219605817	219610114	3	-337.0	-738.0	866.0																																										219607965	-2148	2149
chr2	221569911	221574283	0																																													221572097	-2186	2186
chr2	221847527	221848562	0																																													221848044	-517	518
chr2	222814827	222817475	0																																													222816151	-1324	1324
chr2	222863595	222865160	0																																													222864377	-782	783
chr2	222871285	222873365	0																																													222872325	-1040	1040
chr2	222876641	222878276	0																																													222877458	-817	818
chr2	222894793	222898404	0																																													222896598	-1805	1806
chr2	222919438	222921154	0																																													222920296	-858	858
chr2	222936787	222938220	0																																													222937503	-716	717
chr2	224490220	224492009	0																																													224491114	-894	895
chr2	226796044	226800731	10	134.0	-60.0	1847.0	317.0	478.0	12.0	-214.0	435.0	-67.0	327.0																																			226798387	-2343	2344
chr2	229180413	229181594	0																																													229181003	-590	591
chr2	229770576	229775586	1	-1078.0																																												229773081	-2505	2505
chr2	230723216	230725956	0																																													230724586	-1370	1370
chr2	230814770	230816516	0																																													230815643	-873	873
chr2	231040051	231042363	1	-165.0																																												231041207	-1156	1156
chr2	231099449	231101248	0																																													231100348	-899	900
chr2	231214944	231216171	0																																													231215557	-613	614
chr2	231245687	231252252	0																																													231248969	-3282	3283
chr2	231252557	231254133	0																																													231253345	-788	788
chr2	231292871	231294864	0																																													231293867	-996	997
chr2	231307466	231309499	0																																													231308482	-1016	1017
chr2	231379172	231381908	0																																													231380540	-1368	1368
chr2	231387797	231392218	0																																													231390007	-2210	2211
chr2	231395126	231400896	2	-312.0	84.0																																											231398011	-2885	2885
chr2	231449579	231453676	0																																													231451627	-2048	2049
chr2	231453841	231455690	2	-496.0	-671.0																																											231454765	-924	925
chr2	231459368	231462267	7	-755.0	312.0	-825.0	37.0	-968.0	-1033.0	127.0																																						231460817	-1449	1450
chr2	231711591	231718063	1	1565.0																																												231714827	-3236	3236
chr2	231810010	231814479	0																																													231812244	-2234	2235
chr2	232550126	232552819	0																																													232551472	-1346	1347
chr2	232553532	232555098	0																																													232554315	-783	783
chr2	232564973	232567253	3	-846.0	-1041.0	-783.0																																										232566113	-1140	1140
chr2	232648563	232652200	0																																													232650381	-1818	1819
chr2	232816695	232817730	0																																													232817212	-517	518
chr2	232857670	232861167	1	1032.0																																												232859418	-1748	1749
chr2	232873299	232876553	0																																													232874926	-1627	1627
chr2	233267143	233268909	0																																													233268026	-883	883
chr2	233290412	233294181	2	-994.0	-103.0																																											233292296	-1884	1885
chr2	233457496	233461073	0																																													233459284	-1788	1789
chr2	233467955	233472025	2	1494.0	603.0																																											233469990	-2035	2035
chr2	233478830	233481541	0																																													233480185	-1355	1356
chr2	233723125	233725545	0																																													233724335	-1210	1210
chr2	233768032	233770755	2	1075.0	1074.0																																											233769393	-1361	1362
chr2	233829868	233834375	0																																													233832121	-2253	2254
chr2	234494768	234498493	0																																													234496630	-1862	1863
chr2	234950834	234953811	0																																													234952322	-1488	1489
chr2	234958028	234959452	0																																													234958740	-712	712
chr2	234975558	234977066	0																																													234976312	-754	754
chr2	235015063	235018489	0																																													235016776	-1713	1713
chr2	235041235	235044151	8	541.0	897.0	392.0	482.0	46.0	-429.0	-14.0	1196.0																																					235042693	-1458	1458
chr2	235047298	235050698	0																																													235048998	-1700	1700
chr2	235054972	235057208	1	477.0																																												235056090	-1118	1118
chr2	235747326	235750082	0																																													235748704	-1378	1378
chr2	236024601	236028093	0																																													236026347	-1746	1746
chr2	236570465	236572159	0																																													236571312	-847	847
chr2	236572246	236575895	0																																													236574070	-1824	1825
chr2	237486926	237489873	0																																													237488399	-1473	1474
chr2	237491895	237494579	0																																													237493237	-1342	1342
chr2	237495037	237498829	0																																													237496933	-1896	1896
chr2	237515073	237523011	0																																													237519042	-3969	3969
chr2	237591008	237593357	0																																													237592182	-1174	1175
chr2	237690275	237694034	0																																													237692154	-1879	1880
chr2	237694278	237695781	0																																													237695029	-751	752
chr2	237710879	237713374	0																																													237712126	-1247	1248
chr2	237740414	237744159	0																																													237742286	-1872	1873
chr2	237780124	237782138	0																																													237781131	-1007	1007
chr2	238017295	238021706	0																																													238019500	-2205	2206
chr2	238058817	238064478	0																																													238061647	-2830	2831
chr2	238096683	238101037	1	2010.0																																												238098860	-2177	2177
chr2	238171115	238173768	0																																													238172441	-1326	1327
chr2	238259954	238265582	3	-235.0	528.0	506.0																																										238262768	-2814	2814
