	Chr	Start	End	Name	Score	Strand
ENSG00000152670	chr5	55738017	55817157	DDX4	0	+
ENSG00000153230	chr1	247738615	247739559	OR14K1	0	+
ENSG00000153266	chr3	62369681	62374324	FEZF2	0	-
ENSG00000153498	chr13	112376355	112434689	SPACA7	0	+
ENSG00000153684	chr15	28378621	28392021	GOLGA8F	0	+
ENSG00000153779	chrX	89921908	89922883	TGIF2LX	0	+
ENSG00000154007	chr1	75918873	75932404	ASB17	0	-
ENSG00000154143	chr11	124611428	124620356	PANX3	0	+
ENSG00000154438	chr7	117363222	117428123	ASZ1	0	-
ENSG00000154485	chr10	125753580	125775821	MMP21	0	-
ENSG00000154611	chr18	26133852	26193355	PSMA8	0	+
ENSG00000154620	chrY	13703899	13706024	TMSB4Y	0	+
ENSG00000154646	chr21	18269116	18485879	TMPRSS15	0	-
ENSG00000154997	chr7	55793540	55862755	SEPTIN14	0	-
ENSG00000155052	chr2	124025287	124921219	CNTNAP5	0	+
ENSG00000155087	chr8	102551589	102561018	ODF1	0	+
ENSG00000155249	chr14	19930917	19936757	OR4K1	0	+
ENSG00000155714	chr16	21983865	22001116	PDZD9	0	-
ENSG00000155833	chr9	102995311	103018488	CYLC2	0	+
ENSG00000155890	chr3	140678064	140701150	TRIM42	0	+
ENSG00000156194	chr4	75859864	75902571	PPEF2	0	-
ENSG00000156282	chr21	30165565	30166805	CLDN17	0	-
ENSG00000156575	chr11	57376769	57381150	PRG3	0	-
ENSG00000156920	chrX	136300963	136416890	ADGRG4	0	+
ENSG00000157005	chr3	187668912	187670394	SST	0	-
ENSG00000157060	chr1	182899865	182953525	SHCBP1L	0	-
ENSG00000157093	chr3	42397083	42410610	LYZL4	0	-
ENSG00000157131	chr1	56854797	56918223	C8A	0	+
ENSG00000157211	chr1	54132968	54153770	CDCP2	0	-
ENSG00000157219	chr7	155070324	155087392	HTR5A	0	+
ENSG00000157884	chr2	26581205	26641366	CIB4	0	-
ENSG00000158077	chr11	7020479	7071526	NLRP14	0	+
ENSG00000158497	chr5	143812161	143820716	HMHB1	0	+
ENSG00000158553	chr6	27285903	27312273	POM121L2	0	-
ENSG00000158748	chr1	19664875	19680966	HTR6	0	+
ENSG00000158764	chr1	160945025	160954809	ITLN2	0	-
ENSG00000158786	chr1	20139323	20150381	PLA2G2F	0	+
ENSG00000158816	chr1	20290875	20359518	VWA5B1	0	+
ENSG00000158901	chr20	45551153	45579326	WFDC8	0	-
ENSG00000159182	chr17	48721719	48722518	PRAC1	0	-
ENSG00000159224	chr17	48958554	48968596	GIP	0	-
ENSG00000159248	chr15	34751032	34754998	GJD2	0	-
ENSG00000159289	chr15	74069857	74082550	GOLGA6A	0	-
ENSG00000159398	chr16	55846154	55956031	CES5A	0	-
ENSG00000159495	chr15	43276271	43302255	TGM7	0	-
ENSG00000159516	chr1	153149582	153150890	SPRR2G	0	-
ENSG00000159650	chr3	126481166	126517773	UROC1	0	-
ENSG00000159723	chr16	67482571	67483547	AGRP	0	-
ENSG00000159961	chr17	3411370	3424070	OR3A3	0	+
ENSG00000160202	chr21	43169008	43172805	CRYAA	0	+
ENSG00000160224	chr21	44285838	44298648	AIRE	0	+
ENSG00000160349	chr9	135521438	135526540	LCN1	0	+
ENSG00000160505	chr19	55836540	55881855	NLRP4	0	+
ENSG00000160882	chr8	142872356	142879846	CYP11B1	0	-
ENSG00000160994	chr19	15010726	15023276	CCDC105	0	+
ENSG00000161610	chr17	42184060	42185452	HCRT	0	-
ENSG00000161652	chr19	50152548	50163281	IZUMO2	0	-
ENSG00000161807	chr19	9114828	9115763	OR7G1	0	-
ENSG00000161973	chr17	8729935	8745219	CCDC42	0	-
ENSG00000161992	chr16	560394	565529	PRR35	0	+
ENSG00000162009	chr16	1072747	1081454	SSTR5	0	+
ENSG00000162399	chr1	54998933	55017172	BSND	0	+
ENSG00000162438	chr1	15438442	15449242	CTRC	0	+
ENSG00000162456	chr1	46545641	46551647	KNCN	0	-
ENSG00000162494	chr1	13474973	13514003	LRRC38	0	-
ENSG00000162594	chr1	67138907	67259979	IL23R	0	+
ENSG00000162598	chr1	59987269	60073770	C1orf87	0	-
ENSG00000162727	chr1	248145148	248146086	OR2M5	0	+
ENSG00000162753	chr1	173500460	173603072	SLC9C2	0	-
ENSG00000162763	chr1	165544000	165563957	LRRC52	0	+
ENSG00000162771	chr1	212624474	212626775	FAM71A	0	+
ENSG00000162951	chr2	80288351	80304752	LRRTM1	0	-
ENSG00000163012	chr2	186827475	186849208	ZSWIM2	0	-
ENSG00000163046	chr2	132147591	132257969	ANKRD30BL	0	-
ENSG00000163114	chr4	95840093	95841464	PDHA2	0	+
ENSG00000163202	chr1	152579381	152580516	LCE3D	0	-
ENSG00000163206	chr1	152878322	152885047	SMCP	0	+
ENSG00000163217	chr2	68860909	68871397	BMP10	0	-
ENSG00000163254	chr2	208128137	208129828	CRYGC	0	-
ENSG00000163283	chr2	232378724	232382889	ALPP	0	+
ENSG00000163285	chr4	46035769	46124054	GABRG1	0	-
ENSG00000163286	chr2	232406844	232410714	ALPG	0	+
ENSG00000163288	chr4	46993723	47426447	GABRB1	0	+
ENSG00000163295	chr2	232456125	232460753	ALPI	0	+
ENSG00000163352	chr1	154993586	154994315	LENEP	0	+
ENSG00000163394	chr4	26481396	26490484	CCKAR	0	-
ENSG00000163421	chr3	71771655	71785206	PROK2	0	-
ENSG00000163424	chr3	119146151	119160042	TEX55	0	+
ENSG00000163440	chr4	55556519	55592245	PDCL2	0	-
ENSG00000163497	chr2	218981087	218985184	FEV	0	-
ENSG00000163501	chr2	219054424	219060921	IHH	0	-
ENSG00000163515	chr3	108743424	108757410	RETNLB	0	-
ENSG00000163530	chr3	109293788	109316517	DPPA2	0	-
ENSG00000163581	chr3	170996347	171026743	SLC2A2	0	-
ENSG00000163630	chr3	63228315	63616924	SYNPR	0	+
ENSG00000163646	chr3	150926163	150972727	CLRN1	0	-
ENSG00000163736	chr4	73986439	73988190	PPBP	0	-
ENSG00000163737	chr4	73980811	73982027	PF4	0	-
ENSG00000163793	chr2	27275433	27281499	DNAJC5G	0	+
ENSG00000163885	chr3	126394909	126436556	CFAP100	0	+
ENSG00000163914	chr3	129528639	129535344	RHO	0	+
ENSG00000163958	chr3	196197452	196211437	ZDHHC19	0	-
ENSG00000163982	chr4	4188726	4226929	OTOP1	0	-
ENSG00000164113	chr4	122378966	122429802	ADAD1	0	+
ENSG00000164123	chr4	158893134	159038760	C4orf45	0	-
ENSG00000164256	chr5	23443586	23528093	PRDM9	0	+
ENSG00000164270	chr5	148451032	148677235	HTR4	0	-
ENSG00000164299	chr5	80319625	80321842	SPZ1	0	+
ENSG00000164325	chr5	73173193	73175143	TMEM174	0	+
ENSG00000164334	chr5	119629559	119635822	FAM170A	0	+
ENSG00000164363	chr5	1225381	1246189	SLC6A18	0	+
ENSG00000164399	chr5	132060655	132063204	IL3	0	+
ENSG00000164400	chr5	132073789	132076170	CSF2	0	+
ENSG00000164451	chr6	116529013	116561127	CALHM4	0	+
ENSG00000164458	chr6	166157656	166168700	TBXT	0	-
ENSG00000164500	chr7	50095883	50159256	SPATA48	0	+
ENSG00000164508	chr6	25726063	25726562	H2AC1	0	-
ENSG00000164600	chr7	31337465	31340726	NEUROD6	0	-
ENSG00000164645	chr7	88794106	88795737	TEX47	0	-
ENSG00000164651	chr7	20782279	20786886	SP8	0	-
ENSG00000164729	chr17	35192520	35194393	SLC35G3	0	-
ENSG00000164744	chr7	47987148	48029119	SUN3	0	-
ENSG00000164816	chr8	7055304	7056739	DEFA5	0	-
ENSG00000164821	chr8	6935820	6938306	DEFA4	0	-
ENSG00000164822	chr8	6924697	6926076	DEFA6	0	-
ENSG00000164853	chr7	1232872	1237326	UNCX	0	+
ENSG00000164871	chr8	7442684	7463674	SPAG11B	0	-
ENSG00000164900	chr7	151148009	151174745	GBX1	0	-
ENSG00000165059	chr9	69012504	69014113	PRKACG	0	-
ENSG00000165076	chr7	141836300	141841487	PRSS37	0	-
ENSG00000165120	chr7	130206344	130216844	SSMEM1	0	+
ENSG00000165131	chr7	142939343	142940868	LLCFC1	0	+
ENSG00000165192	chrX	15281697	15315640	ASB11	0	-
ENSG00000165202	chr9	122614738	122615682	OR1Q1	0	+
ENSG00000165204	chr9	122800123	122801073	OR1K1	0	+
ENSG00000165370	chrX	137023929	137033995	GPR101	0	-
ENSG00000165383	chr10	48909483	48914232	LRRC18	0	-
ENSG00000165462	chr11	72239077	72245664	PHOX2A	0	-
ENSG00000165471	chr10	52765380	52772784	MBL2	0	-
ENSG00000165496	chr14	46651010	46651781	RPL10L	0	-
ENSG00000165509	chrX	141838316	141897832	MAGEC3	0	+
ENSG00000165556	chr13	27960918	27969315	CDX2	0	-
ENSG00000165583	chrX	48186220	48196795	SSX5	0	-
ENSG00000165584	chrX	48346427	48356707	SSX3	0	-
ENSG00000165588	chr14	56799905	56816693	OTX2	0	-
ENSG00000165606	chr10	49364066	49396089	DRGX	0	-
ENSG00000165623	chr10	13221766	13234374	UCMA	0	-
ENSG00000165682	chr12	9985642	10013424	CLEC1B	0	-
ENSG00000165762	chr14	19875142	19883932	OR4K2	0	+
ENSG00000165805	chr12	87980035	88034037	C12orf50	0	-
ENSG00000165828	chr10	133347368	133352683	PRAP1	0	+
ENSG00000165841	chr10	94762681	94855547	CYP2C19	0	+
ENSG00000165970	chr11	20599594	20659285	SLC6A5	0	+
ENSG00000166049	chrX	151563675	151676739	PASD1	0	+
ENSG00000166069	chr15	37921939	37967724	TMCO5A	0	+
ENSG00000166090	chr14	23372809	23376403	IL25	0	+
ENSG00000166118	chr11	133840631	133845538	SPATA19	0	-
ENSG00000166152	chr16	49373804	49399431	C16orf78	0	+
ENSG00000166160	chrX	154219756	154233286	OPN1MW2	0	+
ENSG00000166211	chr12	101475336	101486997	SPIC	0	+
ENSG00000166220	chr10	70771238	70785401	TBATA	0	-
ENSG00000166329	chr17	57744495	57745299	CCDC182	0	-
ENSG00000166351	chr21	13609777	13645823	POTED	0	+
ENSG00000166363	chr11	6845683	6846636	OR10A5	0	+
ENSG00000166368	chr11	6891574	6892500	OR2D2	0	-
ENSG00000166558	chr16	84009667	84042795	SLC38A8	0	-
ENSG00000166569	chr18	59275156	59318649	CPLX4	0	-
ENSG00000166573	chr18	77249848	77277900	GALR1	0	+
ENSG00000166589	chr16	66908122	66918917	CDH16	0	-
ENSG00000166603	chr18	60371062	60372775	MC4R	0	-
ENSG00000166634	chr18	63542369	63569329	SERPINB12	0	+
ENSG00000166862	chr22	36560857	36703752	CACNG2	0	-
ENSG00000166863	chr12	57010000	57028883	TAC3	0	-
ENSG00000166884	chr11	59456961	59457905	OR4D6	0	+
ENSG00000166930	chr11	60429572	60455214	MS4A5	0	+
ENSG00000166948	chr20	2380901	2432753	TGM6	0	+
ENSG00000166984	chr6	167146414	167196913	TCP10L2	0	+
ENSG00000167011	chr7	101170496	101180293	NAT16	0	-
ENSG00000167014	chr15	44956687	44979229	TERB2	0	+
ENSG00000167098	chr20	32983773	33004433	SUN5	0	-
ENSG00000167104	chr20	33031648	33044047	BPIFB6	0	+
ENSG00000167117	chr17	50761029	50767557	ANKRD40CL	0	-
ENSG00000167139	chr15	73873564	73889214	TBC1D21	0	+
ENSG00000167195	chr15	75258334	75273455	GOLGA6C	0	+
ENSG00000167346	chr11	4704784	4992431	MMP26	0	+
ENSG00000167355	chr11	5303444	5505652	OR51B5	0	-
ENSG00000167359	chr11	5440570	5441514	OR51I1	0	-
ENSG00000167360	chr11	5422111	5423206	OR51Q1	0	+
ENSG00000167393	chrX	333933	386955	PPP2R3B	0	-
ENSG00000167393	chrY	333933	386955	PPP2R3B	0	-
ENSG00000167414	chr19	46633953	46636541	GNG8	0	-
ENSG00000167612	chr12	51888009	51891727	ANKRD33	0	+
ENSG00000167791	chr11	67518912	67524517	CABP2	0	-
ENSG00000167822	chr11	56134721	56140201	OR8J3	0	-
ENSG00000167825	chr11	55935456	55936400	OR5I1	0	-
ENSG00000167910	chr8	58490178	58500163	CYP7A1	0	-
ENSG00000167941	chr17	43753738	43758791	SOST	0	-
ENSG00000168124	chr16	3204247	3205188	OR1F1	0	+
ENSG00000168131	chr6	27911185	27912396	OR2B2	0	-
ENSG00000168135	chr22	38426327	38455199	KCNJ4	0	-
ENSG00000168148	chr1	228424845	228425360	H3-4	0	-
ENSG00000168158	chr16	3355889	3357306	OR2C1	0	+
ENSG00000168263	chr9	2717510	2730037	KCNV2	0	+
ENSG00000168267	chr10	23192312	23194245	PTF1A	0	+
ENSG00000168348	chr14	35534164	35537054	INSM2	0	+
ENSG00000168412	chr4	186533655	186555567	MTNR1A	0	-
ENSG00000168418	chr16	84218657	84240012	KCNG4	0	-
ENSG00000168454	chr18	9885766	9889275	TXNDC2	0	+
ENSG00000168484	chr8	22156913	22164479	SFTPC	0	+
ENSG00000168515	chr11	62190216	62193539	SCGB1D1	0	+
ENSG00000168582	chr2	208160740	208163589	CRYGA	0	-
ENSG00000168619	chr8	39584489	39730065	ADAM18	0	+
ENSG00000168631	chr6	30934523	30954221	MUCL3	0	+
ENSG00000168634	chr20	45702038	45708817	WFDC13	0	+
ENSG00000168703	chr20	45123425	45124465	WFDC12	0	-
ENSG00000168748	chr16	66844414	66854153	CA7	0	+
ENSG00000168757	chrY	6246223	6249019	TSPY2	0	+
ENSG00000168828	chr9	35869463	35870401	OR13J1	0	-
ENSG00000168875	chr3	137764315	137766334	SOX14	0	+
ENSG00000168903	chr5	180988846	181006727	BTNL3	0	+
ENSG00000168925	chr16	75218988	75226338	CTRB1	0	+
ENSG00000168928	chr16	75204103	75207161	CTRB2	0	-
ENSG00000168930	chr11	89797655	89808575	TRIM49	0	-
ENSG00000168939	chrX	155612572	155782459	SPRY3	0	+
ENSG00000168955	chr2	227362038	227381995	TM4SF20	0	-
ENSG00000169084	chrX	2219506	2502805	DHRSX	0	-
ENSG00000169084	chrY	2219506	2502805	DHRSX	0	-
ENSG00000169093	chrX	1403139	1453762	ASMTL	0	-
ENSG00000169093	chrY	1403139	1453762	ASMTL	0	-
ENSG00000169100	chrX	1386152	1392113	SLC25A6	0	-
ENSG00000169100	chrY	1386152	1392113	SLC25A6	0	-
ENSG00000169154	chr8	37934281	37940124	GOT1L1	0	-
ENSG00000169194	chr5	132656263	132661110	IL13	0	+
ENSG00000169208	chr14	21568520	21580076	OR10G3	0	-
ENSG00000169214	chr1	247711436	247716646	OR6F1	0	-
ENSG00000169327	chr14	21148370	21159060	OR5AU1	0	-
ENSG00000169340	chr16	20359175	20404737	PDILT	0	-
ENSG00000169393	chr19	47994632	48025154	ELSPBP1	0	+
ENSG00000169397	chr14	20891385	20892348	RNASE3	0	+
ENSG00000169484	chr14	20014143	20019307	OR4K14	0	-
ENSG00000169488	chr14	19975591	19976565	OR4K15	0	+
ENSG00000169548	chr22	22513736	22520270	ZNF280A	0	-
ENSG00000169551	chrX	135156540	135171398	CT55	0	-
ENSG00000169575	chr22	22244780	22245515	VPREB1	0	+
ENSG00000169605	chr2	68974573	68980980	GKN1	0	+
ENSG00000169676	chr4	9781634	9784009	DRD5	0	+
ENSG00000169704	chr3	129060779	129062406	GP9	0	+
ENSG00000169717	chr1	3021467	3022903	ACTRT2	0	+
ENSG00000169763	chrY	23681440	23694579	PRYP3	0	-
ENSG00000169777	chr5	9627347	9712378	TAS2R1	0	-
ENSG00000169789	chrY	22490397	22514637	PRY	0	+
ENSG00000169800	chrY	22168542	22182982	RBMY1F	0	-
ENSG00000169807	chrY	22071756	22096007	PRY2	0	-
ENSG00000169840	chr13	27792483	27794768	GSX1	0	+
ENSG00000169856	chr15	52755053	52791078	ONECUT1	0	-
ENSG00000169876	chr7	101020072	101058859	MUC17	0	+
ENSG00000169877	chr16	31527900	31528803	AHSP	0	+
ENSG00000169953	chrY	18731440	18773735	HSFY2	0	-
ENSG00000170128	chr1	200872981	200874178	GPR25	0	+
ENSG00000170162	chr6	117265558	117273565	VGLL2	0	+
ENSG00000170178	chr2	176099795	176102489	HOXD12	0	+
ENSG00000170180	chr4	144109303	144140751	GYPA	0	-
ENSG00000170255	chr11	18933499	18939414	MRGPRX1	0	-
ENSG00000170279	chr7	148590766	148615860	C7orf33	0	+
ENSG00000170484	chr12	52565782	52573843	KRT74	0	-
ENSG00000170605	chr12	55126406	55132750	OR9K2	0	+
ENSG00000170613	chr5	157161846	157166264	FAM71B	0	-
ENSG00000170683	chr11	7937171	7941708	OR10A3	0	-
ENSG00000170748	chr11	7088998	7091148	RBMXL2	0	+
ENSG00000170777	chr9	6328375	6331891	TPD52L3	0	+
ENSG00000170782	chr11	6876625	6877619	OR10A4	0	+
ENSG00000170788	chr10	80336105	80356755	DYDC1	0	-
ENSG00000170790	chr11	6863057	6874717	OR10A2	0	+
ENSG00000170820	chr2	48962157	49154527	FSHR	0	-
ENSG00000170848	chr19	42902086	42919563	PSG6	0	-
ENSG00000170890	chr12	120322115	120327779	PLA2G1B	0	-
ENSG00000170920	chr19	9126012	9126950	OR7G3	0	-
ENSG00000170923	chr19	9100407	9107475	OR7G2	0	-
ENSG00000170925	chrX	107980864	107982370	TEX13B	0	-
ENSG00000170929	chr19	9087061	9095669	OR1M1	0	+
ENSG00000170948	chr19	8832377	8843340	MBD3L1	0	+
ENSG00000170950	chr6	49785660	49787285	PGK2	0	-
ENSG00000170953	chr11	124539635	124545333	OR8B12	0	-
ENSG00000170967	chr11	104036640	104039196	DDI1	0	+
ENSG00000171014	chr11	123939617	123940573	OR4D5	0	+
ENSG00000171053	chr11	125746279	125749867	PATE1	0	+
ENSG00000171054	chrX	131544074	131545000	OR13H1	0	+
ENSG00000171060	chr8	10672628	10700590	C8orf74	0	+
ENSG00000171133	chr9	111327229	111330224	OR2K2	0	-
ENSG00000171136	chr19	14028148	14031551	RLN3	0	+
ENSG00000171180	chr1	248231417	248244679	OR2M4	0	+
ENSG00000171360	chr17	41436154	41440983	KRT38	0	-
ENSG00000171396	chr17	41159649	41160748	KRTAP4-4	0	-
ENSG00000171405	chrX	52811287	52818301	XAGE5	0	+
ENSG00000171446	chr17	40776808	40782550	KRT27	0	-
ENSG00000171459	chr9	122742303	122750783	OR1L6	0	+
ENSG00000171478	chrX	48130626	48132620	SPACA5B	0	+
ENSG00000171481	chr9	122675130	122676104	OR1L3	0	+
ENSG00000171489	chrX	48004336	48009733	SPACA5	0	+
ENSG00000171495	chr5	40998017	41071342	MROH2B	0	-
ENSG00000171496	chr9	122567117	122583384	OR1L8	0	-
ENSG00000171501	chr9	122553112	122555173	OR1N2	0	+
ENSG00000171505	chr9	122526358	122527296	OR1N1	0	-
ENSG00000171540	chr5	77628712	77638713	OTP	0	-
ENSG00000171561	chr11	75081753	75096876	OR2AT4	0	-
ENSG00000171595	chr17	74274234	74314884	DNAI2	0	+
ENSG00000171711	chr8	7894677	7896716	DEFB4A	0	+
ENSG00000171773	chr19	17455425	17460926	NXNL1	0	-
ENSG00000171794	chr10	133230217	133231558	UTF1	0	+
ENSG00000171855	chr9	21077104	21077942	IFNB1	0	-
ENSG00000171936	chr19	15737985	15742343	OR10H3	0	+
ENSG00000171942	chr19	15728024	15729052	OR10H2	0	+
ENSG00000171944	chr11	5128776	5138356	OR52A5	0	-
ENSG00000171956	chr15	60004234	60061730	FOXB1	0	+
ENSG00000171989	chr15	59206843	59208588	LDHAL6B	0	+
ENSG00000172016	chr2	79157003	79159753	REG3A	0	-
ENSG00000172023	chr2	79085023	79088019	REG1B	0	-
ENSG00000172073	chr2	88524649	88529585	TEX37	0	+
ENSG00000172146	chr17	3207539	3218896	OR1A1	0	+
ENSG00000172150	chr17	3197519	3198448	OR1A2	0	+
ENSG00000172154	chr11	56093308	56094240	OR8I2	0	+
ENSG00000172155	chr1	152796721	152798181	LCE1D	0	+
ENSG00000172179	chr6	22287244	22302826	PRL	0	-
ENSG00000172188	chr11	55602360	55607645	OR4C11	0	-
ENSG00000172199	chr11	56375624	56376553	OR8U1	0	+
ENSG00000172208	chr11	48245104	48246015	OR4X2	0	+
ENSG00000172238	chr4	93828753	93830964	ATOH1	0	+
ENSG00000172288	chrY	25622162	25624902	CDY1	0	+
ENSG00000172289	chr11	59712916	59713845	OR10V1	0	-
ENSG00000172320	chr11	59436469	59451380	OR5A1	0	+
ENSG00000172324	chr11	59416969	59426413	OR5A2	0	-
ENSG00000172352	chrY	24045229	24048019	CDY1B	0	-
ENSG00000172362	chr11	58438994	58442236	OR5B12	0	-
ENSG00000172365	chr11	58421238	58428121	OR5B2	0	-
ENSG00000172367	chr11	119185457	119190223	PDZD3	0	+
ENSG00000172377	chr11	58116742	58125530	OR9I1	0	-
ENSG00000172410	chr1	66797740	66801276	INSL5	0	-
ENSG00000172457	chr11	56741223	56748697	OR9G4	0	-
ENSG00000172459	chr11	56663686	56664618	OR5AR1	0	+
ENSG00000172464	chr11	56641489	56642439	OR5AP2	0	-
ENSG00000172468	chrY	18546691	18588963	HSFY1	0	+
ENSG00000172487	chr11	56354291	56361511	OR8J1	0	+
ENSG00000172489	chr11	56252254	56253222	OR5T3	0	+
ENSG00000172497	chr5	81329996	81394179	ACOT12	0	-
ENSG00000172519	chr19	15787661	15800357	OR10H5	0	+
ENSG00000172538	chr10	49131154	49134021	FAM170B	0	-
ENSG00000172568	chr5	157341598	157345677	FNDC9	0	-
ENSG00000172640	chr12	48202339	48203292	OR10AD1	0	-
ENSG00000172680	chr8	56112942	56113982	MOS	0	-
ENSG00000172689	chr11	60785333	60801305	MS4A10	0	+
ENSG00000172742	chr11	59511368	59520703	OR4D9	0	+
ENSG00000172769	chr11	58402464	58406874	OR5B3	0	-
ENSG00000172772	chr11	58266792	58268260	OR10W1	0	-
ENSG00000172938	chr11	68980021	68980986	MRGPRD	0	-
ENSG00000172940	chr3	38265812	38278757	SLC22A13	0	+
ENSG00000172967	chr22	16783412	16825411	XKR3	0	-
ENSG00000172969	chr3	75664328	75667220	FRG2C	0	+
ENSG00000173080	chr1	155941638	155943087	RXFP4	0	+
ENSG00000173093	chr12	110846769	110907535	CCDC63	0	+
ENSG00000173250	chr5	146513144	146516190	GPR151	0	-
ENSG00000173285	chr1	158461574	158470857	OR10K1	0	+
ENSG00000173302	chr2	130729070	130730336	GPR148	0	+
ENSG00000173389	chr3	51894876	51903353	IQCF1	0	-
ENSG00000173431	chr14	21057822	21058455	RNASE8	0	+
ENSG00000173464	chr14	20583559	20609884	RNASE11	0	-
ENSG00000173585	chr3	45886509	45903174	CCR9	0	+
ENSG00000173612	chr6	116792085	116829083	GPRC6A	0	-
ENSG00000173673	chr1	6244179	6245578	HES3	0	+
ENSG00000173679	chr9	122661566	122662648	OR1L1	0	+
ENSG00000173699	chr2	230990324	231025055	SPATA3	0	+
ENSG00000173769	chr3	44241886	44332098	TOPAZ1	0	+
ENSG00000173908	chr17	40792196	40799959	KRT28	0	-
ENSG00000173976	chr19	3769089	3772228	RAX2	0	-
ENSG00000174016	chrX	80335504	80445311	TENT5D	0	+
ENSG00000174279	chr2	176077472	176083962	EVX2	0	-
ENSG00000174339	chr5	180739123	180740058	OR2Y1	0	-
ENSG00000174358	chr5	1201595	1225111	SLC6A19	0	+
ENSG00000174417	chr8	109086585	109121565	TRHR	0	+
ENSG00000174448	chr18	54324358	54357964	STARD6	0	-
ENSG00000174450	chr15	23439038	23447243	GOLGA6L2	0	-
ENSG00000174562	chr19	50825289	50837213	KLK15	0	-
ENSG00000174667	chr19	9210276	9219589	OR7D4	0	-
ENSG00000174898	chr19	5720637	5778734	CATSPERD	0	+
ENSG00000174914	chr11	56699095	56703884	OR9G1	0	+
ENSG00000174937	chr11	56469274	56473352	OR5M3	0	-
ENSG00000174948	chr3	154334943	154430190	GPR149	0	-
ENSG00000174957	chr11	56176618	56177556	OR5J2	0	+
ENSG00000174970	chr11	55965755	55969945	OR10AG1	0	-
ENSG00000174982	chr11	55648327	55652854	OR4S2	0	+
ENSG00000174990	chr16	87881546	87936580	CA5A	0	-
ENSG00000175018	chr10	125576522	125683163	TEX36	0	-
ENSG00000175065	chr18	31376777	31414912	DSG4	0	+
ENSG00000175077	chr3	187197486	187201462	RTP1	0	+
ENSG00000175143	chr1	248403048	248408020	OR2T1	0	+
ENSG00000175189	chr12	57434784	57452062	INHBC	0	+
ENSG00000175202	chr15	72675798	72686182	HIGD2B	0	-
ENSG00000175229	chr11	66040765	66049161	GAL3ST3	0	-
ENSG00000175311	chr16	21233699	21253850	ANKS4B	0	+
ENSG00000175325	chr5	177992235	177996242	PROP1	0	-
ENSG00000175398	chr12	55636892	55637833	OR10P1	0	+
ENSG00000175485	chr11	6199224	6200186	OR52W1	0	+
ENSG00000175513	chr11	65945445	65959963	TSGA10IP	0	+
ENSG00000175520	chr11	5507300	5509958	UBQLN3	0	-
ENSG00000175535	chr10	116545931	116567855	PNLIP	0	+
ENSG00000175619	chr11	48216810	48217739	OR4B1	0	+
ENSG00000175646	chr16	11280841	11281330	PRM1	0	-
ENSG00000175664	chr13	30932656	30975500	TEX26	0	+
ENSG00000175699	chr14	93987225	94008863	CCDC197	0	+
ENSG00000175718	chrX	115189410	115192868	RBMXL3	0	+
ENSG00000175809	chrX	22272913	22274461	CBLL2	0	+
ENSG00000176009	chr11	8937578	8943016	ASCL3	0	-
ENSG00000176040	chr3	112034843	112081269	TMPRSS7	0	+
ENSG00000176136	chr18	13824149	13827323	MC5R	0	+
ENSG00000176198	chr14	20239286	20244349	OR11H4	0	+
ENSG00000176200	chr11	59503576	59504511	OR4D11	0	+
ENSG00000176204	chr2	76747685	77593319	LRRTM4	0	-
ENSG00000176219	chr14	20223710	20224702	OR11H6	0	+
ENSG00000176230	chr14	20110739	20122199	OR4K17	0	+
ENSG00000176231	chr19	15944299	15950350	OR10H4	0	+
ENSG00000176239	chr11	5351508	5352446	OR51B6	0	+
ENSG00000176246	chr14	20060045	20060983	OR4L1	0	+
ENSG00000176253	chr14	20029399	20036038	OR4K13	0	-
ENSG00000176256	chr1	33860475	33864791	HMGB4	0	+
ENSG00000176269	chr8	166086	167024	OR4F21	0	-
ENSG00000176281	chr14	19920607	19921578	OR4K5	0	+
ENSG00000176294	chr14	19719015	19830253	OR4N2	0	+
ENSG00000176299	chr14	19773504	19783696	OR4M1	0	+
ENSG00000176302	chr11	118971712	118981287	FOXR1	0	+
ENSG00000176495	chr11	59358895	59371714	OR5AN1	0	+
ENSG00000176540	chr11	48365485	48366465	OR4C5	0	-
ENSG00000176547	chr11	48324920	48325955	OR4C3	0	+
ENSG00000176555	chr11	48306223	48307152	OR4S1	0	+
ENSG00000176567	chr11	48263861	48264778	OR4X1	0	+
ENSG00000176571	chr8	86866415	87615219	CNBD1	0	+
ENSG00000176635	chr22	30080464	30177075	HORMAD2	0	+
ENSG00000176679	chrY	3579067	3580041	TGIF2LY	0	+
ENSG00000176695	chr19	107104	117102	OR4F17	0	+
ENSG00000176742	chr11	5199735	5200682	OR51V1	0	-
ENSG00000176746	chrX	26192440	26195646	MAGEB6	0	+
ENSG00000176774	chrX	26138343	26140736	MAGEB18	0	+
ENSG00000176782	chr8	7836436	7841242	DEFB104A	0	+
ENSG00000176787	chr11	5058650	5059627	OR52E2	0	-
ENSG00000176797	chr8	7881392	7882663	DEFB103A	0	+
ENSG00000176798	chr11	4994851	5005536	OR51L1	0	+
ENSG00000176893	chr11	4912588	4919350	OR51G2	0	-
ENSG00000176895	chr11	4903783	4909462	OR51A7	0	+
ENSG00000176900	chr11	4881819	4882883	OR51T1	0	+
ENSG00000176922	chr11	4848237	4849208	OR51S1	0	-
ENSG00000176925	chr11	4821321	4822456	OR51F2	0	+
ENSG00000176979	chr4	165016458	165041749	TRIM60	0	+
ENSG00000177023	chr8	7470308	7475082	DEFB104B	0	-
